wind_speed,swr,ModelParameters/a_seiche,par_id
1.1143,0.77173,0.007943,p0199
0.94306,0.54813,0.00028154,p0200
1.4904,1.2666,0.00081916,p0201
0.68888,1.1593,0.001471,p0202
0.80662,0.71584,0.0035723,p0203
0.63372,0.57287,0.00015296,p0204
0.67024,0.67849,0.00025232,p0205
0.56351,0.81686,0.00016776,p0206
0.85165,1.3339,0.0090526,p0207
1.4756,0.68678,0.00042486,p0208
1.2161,1.4173,0.00013967,p0209
1.0879,0.85355,0.0022294,p0210
1.3146,0.50735,0.00023448,p0211
0.96086,1.4087,0.0072736,p0212
0.52322,0.91397,0.0010709,p0213
1.1937,1.3948,0.0096025,p0214
0.5174,1.3314,0.00080013,p0215
1.1481,1.3118,0.0044762,p0216
1.4373,1.1639,0.00021541,p0217
1.4256,0.69186,0.0010213,p0218
1.4182,0.79297,0.00048422,p0219
0.78774,1.189,0.0061797,p0220
1.4025,1.2639,0.0079721,p0221
0.67823,0.88821,0.0032842,p0222
1.332,0.88513,0.00013412,p0223
1.2024,1.1685,0.0011731,p0224
0.5087,0.61581,0.0010934,p0225
1.1193,1.0997,0.0063715,p0226
1.4876,0.89635,0.00012471,p0227
1.3793,0.94068,0.00016014,p0228
1.0756,0.69211,0.0060352,p0229
1.3401,1.3912,0.0026917,p0230
1.0324,1.2412,0.00096077,p0231
0.68498,1.0897,0.00097692,p0232
1.4132,0.79166,0.0019438,p0233
1.2596,1.1759,0.0069506,p0234
0.62821,1.1258,0.0015052,p0235
1.4355,0.97476,0.00016493,p0236
0.56836,0.57968,0.0011274,p0237
1.363,1.2305,0.00058717,p0238
1.1607,1.3361,0.00054605,p0239
1.0042,1.155,0.0016058,p0240
0.89591,1.3738,0.00020503,p0241
0.99601,1.1615,0.00043873,p0242
0.86923,1.2735,0.0036047,p0243
0.74338,1.4614,0.0023421,p0244
0.97837,1.0014,0.0017092,p0245
1.2703,1.2605,0.00029973,p0246
1.2896,0.98424,0.0071974,p0247
1.3261,0.98057,0.001196,p0248
0.77292,0.53403,0.00063565,p0249
0.51242,1.018,0.00031801,p0250
0.55483,1.0364,0.002215,p0251
1.2435,0.62596,0.00038526,p0252
0.5309,1.0821,0.00045303,p0253
0.64612,1.2687,0.0030376,p0254
1.4614,0.52705,0.00093476,p0255
1.338,1.0815,0.0006858,p0256
1.2949,1.4981,0.00083923,p0257
0.60949,1.3552,0.0020858,p0258
0.69686,0.5332,0.0016283,p0259
0.70982,0.81591,0.0065719,p0260
0.6655,0.90018,0.0094539,p0261
1.4714,1.4039,0.0031266,p0262
1.493,1.2166,0.0075874,p0263
1.0399,0.83402,0.00019418,p0264
0.64054,0.89921,0.0037495,p0265
0.7754,1.1641,0.00011233,p0266
1.0438,0.70991,0.0024456,p0267
1.3293,0.82119,0.0036392,p0268
0.76068,1.1946,0.0057371,p0269
1.099,1.2922,0.00013519,p0270
1.2104,0.91506,0.0043129,p0271
1.196,1.1378,0.00058513,p0272
0.67448,0.87538,0.0013991,p0273
1.3009,0.85037,0.0002307,p0274
1.1649,0.58721,0.0086486,p0275
0.51587,0.5758,0.00044516,p0276
0.93927,0.86088,0.00017597,p0277
1.1439,1.0872,0.0012263,p0278
0.73266,1.0976,0.00015201,p0279
0.94641,1.1168,0.00053643,p0280
1.3982,1.251,0.00046624,p0281
0.72944,0.82679,0.0066701,p0282
0.83912,1.1274,0.00032938,p0283
0.58585,1.1281,0.00035435,p0284
0.69894,1.4785,0.0054405,p0285
1.0618,0.95453,0.00092462,p0286
1.1242,0.63947,0.00017174,p0287
0.6042,0.8425,0.0067827,p0288
1.0524,0.74197,0.00014101,p0289
0.62076,0.64935,0.0029312,p0290
0.88862,0.75516,0.00067557,p0291
1.1391,0.98945,0.0003103,p0292
0.68739,1.2025,0.009822,p0293
1.409,1.3433,0.0062793,p0294
1.2002,1.0569,0.0013318,p0295
0.55693,1.3472,0.0024898,p0296
1.3423,0.8061,0.00010032,p0297
0.9191,0.92836,0.0010972,p0298
1.3598,0.56616,0.00022713,p0299
0.77649,1.0104,0.00079001,p0300
1.1089,0.87799,0.0058917,p0301
1.3952,0.88374,0.0034204,p0302
0.89776,0.71023,0.0034671,p0303
0.88271,0.52553,0.0024838,p0304
1.4461,1.0259,0.0078565,p0305
0.58125,1.1058,0.00030733,p0306
1.4738,0.78413,0.00043026,p0307
1.0557,1.3195,0.00051095,p0308
1.3063,0.571,0.00069658,p0309
0.97311,1.1434,0.0042123,p0310
0.89371,0.51597,0.0015739,p0311
0.53361,1.1506,0.0012578,p0312
1.0407,0.89086,0.003007,p0313
0.93128,1.4529,0.0012052,p0314
0.57207,1.1192,0.0073463,p0315
0.71801,0.61743,0.00020652,p0316
0.65499,1.3268,0.0010442,p0317
1.1205,0.83983,0.0002013,p0318
0.95712,0.87332,0.0032584,p0319
0.57783,1.1813,0.00014684,p0320
1.166,0.7538,0.0031363,p0321
1.3727,1.1477,0.00040163,p0322
1.2195,1.4916,0.00066395,p0323
1.2642,1.3179,0.00040319,p0324
1.3191,1.2151,0.0010353,p0325
0.92737,0.95383,0.00010695,p0326
0.75098,1.2548,0.0011101,p0327
1.2363,1.0075,0.00052596,p0328
0.5077,0.58195,0.00038087,p0329
1.3671,0.62369,0.0024199,p0330
0.93644,1.212,0.0015408,p0331
1.0281,1.3406,0.0002562,p0332
0.84279,0.6626,0.00024548,p0333
0.96582,0.82514,0.00020813,p0334
0.53596,1.4628,0.00023895,p0335
1.3963,0.62131,0.0038266,p0336
0.80966,0.59738,0.00014497,p0337
0.95594,1.0209,0.0021473,p0338
0.63813,1.1399,0.0071276,p0339
1.1331,1.1828,0.0001618,p0340
1.0951,0.53082,0.0001558,p0341
0.90562,0.52997,0.0006805,p0342
0.92203,0.51122,0.00014789,p0343
1.0682,1.2367,0.00032227,p0344
1.2259,0.52247,0.00056681,p0345
1.1377,0.78202,0.0047782,p0346
0.76716,0.66444,0.0059876,p0347
1.345,0.84765,0.00091978,p0348
1.0169,1.2201,0.00087826,p0349
1.3659,0.70442,0.0081627,p0350
1.4067,1.0042,0.00011503,p0351
0.54502,1.4736,0.0021094,p0352
1.4383,0.97269,0.00013111,p0353
0.60389,1.3747,0.0038643,p0354
0.96327,0.70638,0.0074543,p0355
0.82433,1.1488,0.0053818,p0356
0.6428,0.72224,0.00036215,p0357
1.4453,1.2962,0.0070326,p0358
1.4206,1.4366,0.0059229,p0359
0.95814,0.96034,0.0025795,p0360
0.81396,0.90689,0.0007785,p0361
0.62733,1.4599,0.00015879,p0362
0.80282,1.1985,0.0048147,p0363
0.76918,1.3702,0.0023984,p0364
0.79198,0.81803,0.00094772,p0365
1.1765,1.3619,0.0006168,p0366
0.63555,0.6373,0.00073692,p0367
1.1697,1.0678,0.00026527,p0368
1.0222,1.0901,0.00030394,p0369
0.69502,1.0928,0.00066869,p0370
1.4857,0.99901,0.0016316,p0371
1.0114,1.3805,0.0019642,p0372
1.0188,1.2283,0.00018599,p0373
0.71031,1.017,0.00029686,p0374
0.85334,1.0513,0.00029145,p0375
1.1169,0.66085,0.00011798,p0376
0.66803,0.80109,0.00022536,p0377
1.2548,0.70017,0.00022306,p0378
1.3504,0.68938,0.00040593,p0379
0.74002,1.2818,0.00033712,p0380
0.89193,0.85787,0.001358,p0381
1.4684,0.93668,0.0042714,p0382
0.81675,1.0346,0.007764,p0383
1.3229,0.68577,0.0034678,p0384
0.93337,0.6266,0.0020372,p0385
1.1302,1.1103,0.0051974,p0386
1.4578,0.68068,0.00025008,p0387
0.84843,0.83647,0.001319,p0388
1.2095,1.2081,0.0065127,p0389
1.0513,0.9177,0.001124,p0390
1.1628,1.3656,0.0070933,p0391
0.79231,0.86492,0.00060842,p0392
0.56175,0.71658,0.001431,p0393
1.1528,1.0523,0.0014466,p0394
1.4977,0.51884,0.00088143,p0395
0.55849,0.93261,0.00074105,p0396
0.66267,1.0852,0.00047352,p0397
1.4622,0.93954,0.00031169,p0398
0.63179,1.3061,0.00010282,p0399
1.2783,0.69485,0.0027537,p0400
0.79935,0.61144,0.0019848,p0401
1.3759,0.96431,0.00011986,p0402
0.74836,0.99795,0.00012174,p0403
1.2926,1.4835,0.0014801,p0404
0.50494,0.89532,0.00045755,p0405
1.1462,1.2717,0.00086166,p0406
1.2682,0.8057,0.0022966,p0407
0.64519,1.136,0.001157,p0408
0.63637,0.78964,0.00071466,p0409
0.86673,1.2743,0.0028211,p0410
1.3819,1.1064,0.0032369,p0411
1.448,1.4656,0.00035672,p0412
0.61938,1.2906,0.00011282,p0413
1.4989,0.66638,0.0014146,p0414
0.50277,0.94378,0.0090001,p0415
0.78946,1.1924,0.0040432,p0416
0.94481,0.65788,0.0035621,p0417
0.727,1.2181,0.00044225,p0418
1.2867,0.7037,0.0055481,p0419
1.0634,0.73435,0.00050418,p0420
0.99582,0.58271,0.0021807,p0421
1.2539,0.74297,0.0056399,p0422
0.53669,1.3536,0.0010101,p0423
1.2475,1.2452,0.00018067,p0424
1.3771,0.55835,0.00052145,p0425
1.2229,1.37,0.00024215,p0426
0.54199,0.60491,0.00015046,p0427
1.433,0.55131,0.00056272,p0428
1.3914,0.69964,0.0020955,p0429
1.092,0.97818,0.00023569,p0430
0.73828,0.99182,0.0050307,p0431
1.3463,1.1705,0.0015227,p0432
1.1894,1.0024,0.0012705,p0433
1.1987,1.3623,0.0033778,p0434
0.81977,0.76598,0.005098,p0435
0.81097,0.57742,0.0084718,p0436
0.52522,0.96316,0.0017895,p0437
1.4783,1.4193,0.00059729,p0438
0.87179,1.3018,0.0039804,p0439
1.4947,0.54544,0.00049851,p0440
0.51928,0.78087,0.0016589,p0441
1.1107,1.3984,0.0013789,p0442
1.4174,0.96882,0.0026083,p0443
1.1846,1.4052,0.0010775,p0444
0.9838,1.2866,0.00012087,p0445
1.4105,0.88108,0.00082755,p0446
0.54743,1.4254,0.0026446,p0447
0.97559,0.86237,0.00027561,p0448
0.83713,0.6456,0.0091912,p0449
0.83284,1.1313,0.00036376,p0450
1.0276,1.3767,0.0001166,p0451
1.3704,0.72033,0.00090306,p0452
0.83039,1.4111,0.00063031,p0453
0.82114,0.86603,0.00016648,p0454
0.84586,1.4139,0.00076563,p0455
0.55108,1.3484,0.0080803,p0456
1.3111,0.76905,0.00025533,p0457
1.4779,1.0385,0.0045933,p0458
0.61154,1.3593,0.0077085,p0459
0.58707,0.51645,0.00026151,p0460
0.70305,1.3856,0.0014395,p0461
0.56658,1.2042,0.00053429,p0462
1.4676,1.0278,0.00015446,p0463
0.60684,1.2133,0.00029423,p0464
0.82357,1.346,0.00028021,p0465
1.0589,0.90425,0.0018856,p0466
0.91689,1.4704,0.00021686,p0467
0.7543,1.0798,0.0074409,p0468
1.3039,0.6544,0.0088141,p0469
1.2309,0.61354,0.00089282,p0470
0.8655,1.115,0.0055363,p0471
1.0854,1.4069,0.001742,p0472
0.61741,1.2956,0.00010164,p0473
1.2669,1.4861,0.0049943,p0474
1.1598,0.91195,0.0029102,p0475
1.3058,0.63062,0.0042031,p0476
0.59479,1.3519,0.00028426,p0477
0.75348,1.1446,0.0017052,p0478
0.69101,0.72642,0.0095229,p0479
0.58359,1.1323,0.00010897,p0480
1.1966,1.03,0.00041457,p0481
1.02,0.82987,0.002251,p0482
1.0977,0.95934,0.0041114,p0483
0.80062,0.97684,0.00021155,p0484
0.70472,1.3142,0.0022026,p0485
1.4896,0.73972,0.0041384,p0486
1.1837,1.2344,0.0027266,p0487
0.68166,1.1878,0.00024778,p0488
0.52002,1.3662,0.00039306,p0489
1.3568,1.2566,0.00011439,p0490
0.96892,1.3576,0.0025907,p0491
0.84761,0.68291,0.0064291,p0492
0.54927,1.3925,0.0075362,p0493
1.1034,0.98361,0.0086059,p0494
1.0895,1.4211,0.00013802,p0495
0.94816,0.5533,0.0087495,p0496
0.85515,0.87183,0.0043778,p0497
0.95291,0.59035,0.0089146,p0498
0.75741,1.4409,0.0068167,p0499
0.90717,0.74413,0.0029545,p0500
