wind_speed,swr,turbulence/turb_param/k_min,par_id
0.80025,0.93317,1.3256e-10,p0118
1.4639,0.57504,1.4075e-07,p0119
0.73006,0.92164,7.3207e-11,p0120
1.412,0.82481,2.019e-11,p0121
0.56568,1.082,1.9416e-06,p0122
0.52327,0.85314,3.284e-06,p0123
1.4073,1.4527,8.6011e-12,p0124
1.1429,1.2577,1.1163e-12,p0125
1.3419,0.67492,2.1197e-07,p0126
1.3083,0.61195,6.1184e-11,p0127
1.2546,1.0099,1.0379e-06,p0128
1.2848,1.1625,1.1231e-06,p0129
0.5712,0.88082,9.0116e-08,p0130
1.1483,0.84948,1.5379e-12,p0131
1.2934,1.4776,7.2749e-07,p0132
0.93213,1.1512,8.6905e-12,p0133
1.4269,1.0865,2.0094e-10,p0134
0.91437,1.1468,1.1115e-11,p0135
1.4926,0.629,2.3807e-06,p0136
0.65467,1.487,1.1796e-07,p0137
0.68519,1.3853,1.1211e-10,p0138
0.94168,0.66221,4.8465e-12,p0139
0.71525,0.78665,1.5165e-11,p0140
0.8924,1.4394,8.863e-10,p0141
1.0171,0.9008,3.0242e-11,p0142
0.6868,0.74144,1.6521e-06,p0143
1.1117,1.2527,2.1243e-12,p0144
0.8433,1.3177,5.5601e-06,p0145
1.0666,1.0313,7.3936e-08,p0146
0.86231,1.339,1.5791e-09,p0147
1.3649,0.88227,1.1477e-11,p0148
1.2969,0.71007,6.1695e-12,p0149
1.0487,0.8608,4.9277e-12,p0150
1.0336,1.0971,4.7489e-09,p0151
0.84917,1.3241,1.4308e-12,p0152
0.995,0.52269,7.6185e-06,p0153
0.87035,1.365,4.0905e-09,p0154
1.32,1.4712,7.6082e-09,p0155
0.80986,1.4482,4.8909e-08,p0156
1.4543,0.52664,5.9108e-07,p0157
1.1503,0.83306,3.2453e-11,p0158
1.4301,0.74343,8.632e-07,p0159
0.8307,1.2379,8.9614e-09,p0160
0.52413,0.6015,1.3587e-12,p0161
0.73418,1.232,9.6056e-12,p0162
1.3834,0.50172,1.5988e-07,p0163
1.1049,0.75806,9.2805e-12,p0164
0.71818,1.0772,5.6898e-08,p0165
1.3507,0.87814,4.0977e-12,p0166
0.6029,0.57286,9.1709e-11,p0167
1.2099,1.2477,3.1495e-06,p0168
0.75185,0.80518,7.1862e-09,p0169
0.68262,0.86561,1.2466e-07,p0170
1.1523,0.9585,2.5516e-11,p0171
0.99613,1.1528,4.3228e-11,p0172
0.82501,1.1179,2.8694e-12,p0173
0.7898,1.3721,4.2904e-06,p0174
1.0384,1.4633,2.6453e-06,p0175
0.83971,1.2279,3.8698e-08,p0176
0.69304,0.97064,1.2814e-06,p0177
1.0652,0.54628,8.2717e-08,p0178
0.70155,1.2452,1.213e-09,p0179
0.81947,0.65306,4.3373e-12,p0180
0.92489,1.0038,9.1428e-07,p0181
1.1207,1.2283,1.8502e-10,p0182
1.2309,1.0263,5.5086e-07,p0183
0.5822,0.53394,1.2313e-12,p0184
0.79142,1.4139,2.3558e-09,p0185
1.468,1.035,5.2241e-06,p0186
1.0244,1.4071,1.8234e-09,p0187
0.84156,1.0503,1.3162e-08,p0188
0.77039,0.77788,1.1709e-10,p0189
0.97034,1.3201,2.0756e-07,p0190
1.4942,0.96847,4.1895e-10,p0191
1.0995,0.79921,5.5761e-09,p0192
1.3891,0.76824,2.1673e-08,p0193
0.86852,1.3925,1.6819e-12,p0194
1.1984,1.1356,2.1772e-07,p0195
1.1964,0.87263,5.3122e-10,p0196
1.1941,0.53432,6.5515e-10,p0197
0.5724,0.99895,8.3957e-06,p0198
1.4082,1.1393,5.2695e-09,p0199
0.85795,0.90925,1.3504e-07,p0200
0.81769,1.047,6.449e-09,p0201
0.9762,0.81129,3.7872e-09,p0202
1.1555,1.4858,2.3316e-07,p0203
1.0824,0.72954,3.3431e-09,p0204
0.6985,0.66764,1.0145e-07,p0205
0.9033,0.9362,6.0546e-09,p0206
0.62752,0.89089,1.4978e-09,p0207
1.0954,1.4342,3.1388e-09,p0208
1.0585,0.61234,6.9287e-11,p0209
1.4451,0.85155,3.8144e-10,p0210
1.1461,0.67745,1.8846e-06,p0211
0.72026,0.6596,5.1303e-11,p0212
1.0845,1.1363,3.8064e-07,p0213
0.91907,0.64896,1.8284e-12,p0214
0.55551,0.59339,1.2327e-06,p0215
0.7979,1.2511,4.4338e-12,p0216
1.2324,0.82101,9.9224e-08,p0217
1.4605,1.3773,1.1887e-12,p0218
1.1888,0.75554,5.9418e-06,p0219
0.92399,0.64505,9.1233e-06,p0220
0.74687,0.66124,3.6205e-08,p0221
1.3127,0.60751,7.7553e-06,p0222
1.4752,1.0662,2.2152e-08,p0223
0.52951,1.1649,9.1048e-11,p0224
1.1702,1.3712,3.0359e-09,p0225
0.98118,1.1024,7.7217e-11,p0226
0.75929,0.76156,1.7148e-06,p0227
1.2733,1.0186,2.3863e-07,p0228
0.82814,1.4274,3.9502e-09,p0229
0.9501,1.0172,4.9199e-06,p0230
1.3207,1.4451,1.0931e-08,p0231
0.71767,0.79422,4.1893e-11,p0232
1.1165,0.85587,1.6373e-07,p0233
1.1765,0.84124,1.701e-07,p0234
1.3734,0.96414,4.5536e-08,p0235
1.29,1.2883,3.2009e-08,p0236
1.2274,1.1493,3.9115e-08,p0237
0.54307,0.62455,4.516e-11,p0238
0.87868,1.108,7.8107e-10,p0239
1.237,0.65447,4.0608e-06,p0240
0.82051,0.6099,5.9674e-11,p0241
1.3037,0.58206,3.0164e-06,p0242
1.2051,1.3077,1.5644e-06,p0243
0.96614,0.95546,1.9446e-09,p0244
0.50029,1.1664,2.2896e-12,p0245
1.3714,0.55432,7.985e-10,p0246
1.2394,1.4981,1.2735e-08,p0247
1.1735,1.4258,3.4624e-07,p0248
1.2357,1.2063,2.9174e-06,p0249
1.0298,1.4332,1.2578e-09,p0250
1.4997,0.55268,1.4078e-10,p0251
1.1294,1.3042,2.5162e-06,p0252
0.59386,1.0455,2.1608e-06,p0253
0.50523,1.1299,1.4745e-08,p0254
1.3813,0.92867,2.2775e-10,p0255
0.88282,0.74842,2.3302e-11,p0256
0.6086,0.76744,7.9341e-08,p0257
1.3601,1.2211,2.6668e-08,p0258
0.73389,1.2233,9.4294e-09,p0259
0.67013,0.51285,1.167e-12,p0260
1.3469,0.79165,9.6819e-10,p0261
1.1781,1.1581,5.6538e-12,p0262
1.4822,0.83979,9.8285e-07,p0263
0.98745,0.82353,5.5561e-08,p0264
1.0214,1.3871,7.4509e-10,p0265
0.93543,0.70824,4.7804e-07,p0266
1.4216,1.1318,2.1723e-10,p0267
0.85181,1.3005,5.7224e-07,p0268
0.61545,0.94816,2.7156e-09,p0269
1.4145,0.61663,8.1888e-10,p0270
1.1309,0.97348,1.0669e-09,p0271
0.81245,0.54268,1.7255e-07,p0272
0.96433,1.4412,3.0916e-07,p0273
0.95879,0.91039,6.3276e-08,p0274
0.77796,1.417,3.6257e-06,p0275
1.3997,0.59427,2.8795e-10,p0276
1.0884,0.58976,9.5887e-06,p0277
0.93097,1.0361,5.3117e-06,p0278
0.83647,1.1688,2.0646e-06,p0279
0.93743,1.4595,5.9515e-08,p0280
1.4917,1.1321,7.7855e-12,p0281
1.4704,0.52041,3.4878e-08,p0282
1.1329,1.0293,5.8344e-12,p0283
1.1674,1.292,1.3072e-09,p0284
0.89823,1.3354,9.0151e-06,p0285
1.3166,1.0481,2.3619e-11,p0286
0.67697,0.64612,7.4545e-07,p0287
0.7454,1.4182,6.644e-12,p0288
1.174,1.398,6.6396e-07,p0289
0.54649,0.68931,5.8515e-09,p0290
1.3484,0.66419,1.7789e-10,p0291
0.8267,1.0544,6.7652e-07,p0292
0.59781,1.3492,2.5372e-07,p0293
1.2456,0.77233,1.0294e-10,p0294
1.1409,1.266,2.6842e-09,p0295
0.63864,0.56287,7.3052e-12,p0296
1.1824,1.3271,4.1945e-07,p0297
0.76209,1.4041,1.88e-12,p0298
0.58703,1.4285,1.3243e-11,p0299
0.69654,1.2088,3.4951e-11,p0300
1.0545,0.87425,3.6856e-11,p0301
1.2174,0.95354,8.6432e-11,p0302
1.3147,1.1239,3.9463e-11,p0303
0.88769,1.0643,5.0472e-06,p0304
0.58951,1.3464,1.4331e-06,p0305
1.2534,0.63797,1.5857e-08,p0306
1.4505,0.55138,1.8369e-09,p0307
1.424,0.98349,2.1209e-09,p0308
1.3276,0.79345,5.752e-06,p0309
0.54502,1.3291,5.3178e-07,p0310
0.85253,1.079,1.5761e-10,p0311
0.65232,1.1447,1.3662e-11,p0312
0.65133,1.3699,1.0237e-09,p0313
1.1258,1.4309,7.4797e-12,p0314
1.2427,1.1062,1.6118e-12,p0315
1.4173,1.1111,1.8002e-06,p0316
1.2754,0.99461,1.5554e-07,p0317
0.87698,1.0806,2.6536e-11,p0318
1.0714,0.90713,1.2269e-11,p0319
0.83439,1.1765,1.2883e-07,p0320
1.0096,1.4573,1.1222e-08,p0321
1.4494,1.3033,1.7883e-07,p0322
0.54114,0.56118,6.8616e-08,p0323
0.70518,1.4804,4.4002e-07,p0324
1.4658,1.3518,3.5143e-12,p0325
0.59475,0.51621,7.0244e-10,p0326
1.1626,1.4932,2.2054e-12,p0327
0.54848,0.91315,2.7797e-12,p0328
0.84406,1.0841,3.2497e-12,p0329
0.96122,1.3235,5.4205e-09,p0330
0.97226,1.4092,4.5776e-09,p0331
1.2816,1.0593,8.2419e-07,p0332
0.89108,1.0882,1.6442e-08,p0333
0.74189,1.3573,1.6806e-11,p0334
1.3441,1.1427,3.4104e-06,p0335
0.66128,0.7243,1.0221e-12,p0336
1.4778,1.2013,3.3132e-08,p0337
0.92004,0.8621,7.118e-08,p0338
1.261,1.3582,2.8992e-09,p0339
1.0447,1.4943,2.166e-11,p0340
1.3593,1.2704,1.0708e-10,p0341
1.2128,0.76254,3.0981e-06,p0342
0.62217,1.34,6.6336e-08,p0343
0.62568,0.94208,4.179e-12,p0344
0.80783,0.96682,2.3151e-06,p0345
1.3905,0.85782,2.7542e-07,p0346
1.061,1.4375,3.6417e-07,p0347
0.57746,0.89501,6.4991e-11,p0348
0.8675,1.264,2.6065e-12,p0349
1.1275,0.61955,9.5826e-11,p0350
1.1642,0.88611,1.4954e-12,p0351
0.9064,0.6916,1.7593e-09,p0352
1.2623,0.68266,3.4953e-09,p0353
0.83398,1.4235,3.4996e-06,p0354
1.1686,1.204,2.7782e-08,p0355
0.6734,0.77552,4.6122e-10,p0356
1.3387,0.98116,1.8533e-11,p0357
0.88911,0.6418,1.0285e-08,p0358
0.94248,0.78827,2.2614e-09,p0359
0.57856,1.4215,5.3611e-07,p0360
1.1359,0.88596,3.8364e-11,p0361
0.6175,1.2752,1.0755e-11,p0362
0.64824,1.1541,8.1916e-08,p0363
1.324,0.90308,1.6722e-10,p0364
0.66995,1.2983,1.0966e-06,p0365
0.53102,1.225,1.43e-08,p0366
0.59019,0.75152,1.4218e-07,p0367
0.71313,1.0012,1.0922e-09,p0368
1.0186,0.78134,2.4815e-06,p0369
1.1019,1.0229,6.064e-10,p0370
0.57493,0.5649,2.9606e-07,p0371
0.56606,0.89378,1.47e-11,p0372
0.59954,1.2149,1.1588e-06,p0373
0.81497,0.9194,3.5137e-07,p0374
1.288,1.489,7.2882e-10,p0375
1.342,1.006,3.7623e-08,p0376
1.074,0.70239,7.2242e-06,p0377
0.56034,0.83524,7.0117e-09,p0378
0.58177,0.55982,6.4445e-07,p0379
1.1189,0.95616,1.3111e-12,p0380
1.2417,0.82995,2.6267e-08,p0381
1.3008,0.88801,2.9708e-08,p0382
1.3752,0.5686,1.3826e-06,p0383
1.4033,0.65097,2.6695e-06,p0384
1.0974,1.3909,4.2527e-08,p0385
0.62992,0.80679,7.13e-12,p0386
0.60126,0.699,8.8411e-09,p0387
0.68068,0.72384,1.5202e-06,p0388
1.4561,1.4117,2.698e-07,p0389
0.55002,1.2546,6.3221e-11,p0390
0.65846,0.83682,2.3354e-10,p0391
0.53295,1.1721,4.2639e-07,p0392
1.3977,1.0723,9.851e-09,p0393
0.95505,1.3337,3.1144e-11,p0394
0.50715,1.2853,1.7008e-08,p0395
0.64095,0.51125,1.0746e-12,p0396
1.3228,0.68469,1.0468e-08,p0397
1.0636,1.0935,3.6955e-10,p0398
1.2007,1.4036,5.5274e-10,p0399
0.98371,0.8144,6.7215e-12,p0400
1.435,0.69246,1.0461e-12,p0401
1.0921,1.2764,2.2847e-08,p0402
0.94693,1.1981,1.7433e-11,p0403
1.0797,1.332,1.3883e-09,p0404
0.67468,1.2169,8.6952e-08,p0405
1.4789,0.80895,1.9607e-12,p0406
1.27,1.0323,1.8822e-11,p0407
1.3676,0.51812,8.6935e-06,p0408
0.80238,0.71897,9.8749e-11,p0409
1.2159,0.90571,1.029e-11,p0410
0.91635,0.60584,5.7073e-11,p0411
0.91138,0.98696,2.4473e-11,p0412
0.60693,0.6735,1.2877e-10,p0413
1.1561,1.0241,2.5001e-09,p0414
0.98969,1.1816,3.3993e-12,p0415
1.001,0.94424,4.8077e-11,p0416
1.0528,1.3144,7.5935e-07,p0417
0.95631,1.3821,1.0514e-06,p0418
1.1599,0.81352,2.1228e-11,p0419
0.86078,1.0987,4.369e-11,p0420
0.99283,0.58776,1.5891e-11,p0421
1.0375,1.1609,1.9626e-08,p0422
0.94822,1.4731,1.9266e-10,p0423
0.85541,0.50966,1.9229e-07,p0424
1.0306,1.261,3.7822e-06,p0425
1.3565,1.2043,1.4556e-06,p0426
0.5099,1.479,2.4379e-12,p0427
0.75652,1.4965,2.9043e-11,p0428
0.96237,0.73052,6.4271e-12,p0429
1.0863,0.81957,7.6201e-08,p0430
0.55219,1.4509,1.4329e-09,p0431
1.3954,1.3899,3.942e-10,p0432
1.3544,0.97933,1.8854e-08,p0433
1.0227,0.71244,1.2016e-06,p0434
1.4184,0.89605,6.0901e-06,p0435
1.2796,1.3791,1.2476e-11,p0436
1.2241,1.1703,5.817e-09,p0437
1.4735,1.1266,2.6518e-10,p0438
1.137,0.92372,1.8157e-11,p0439
1.1929,0.87118,2.5556e-10,p0440
1.387,1.0407,5.0955e-10,p0441
1.122,0.98458,6.2733e-06,p0442
0.95399,0.87633,4.7188e-11,p0443
0.52603,1.3952,1.1719e-11,p0444
1.3854,0.50663,4.5682e-06,p0445
0.51292,1.4144,9.0259e-10,p0446
0.79975,1.3132,1.6434e-06,p0447
0.64452,1.0628,1.8843e-10,p0448
0.64646,1.2829,8.4634e-07,p0449
1.4288,1.3559,4.4648e-09,p0450
0.72639,1.2595,1.9995e-08,p0451
0.72543,1.3607,7.8126e-09,p0452
1.26,1.3084,1.3352e-06,p0453
1.4422,0.54456,8.4944e-11,p0454
1.33,0.63179,5.0852e-11,p0455
0.70251,0.81733,4.7216e-06,p0456
0.63266,1.2877,3.2807e-07,p0457
1.1124,0.67914,2.7969e-09,p0458
0.51875,1.2967,1.0353e-07,p0459
1.4019,0.93188,8.9591e-12,p0460
1.4112,1.3972,2.0674e-08,p0461
1.0573,0.54159,3.1668e-12,p0462
1.2472,1.1877,4.442e-08,p0463
0.94414,1.2905,1.5409e-09,p0464
0.611,0.84482,1.4788e-07,p0465
1.2285,0.7794,2.9039e-12,p0466
1.4843,1.194,7.0805e-07,p0467
1.3527,0.98888,3.5226e-10,p0468
1.3071,0.5241,2.2559e-07,p0469
0.78159,1.2797,2.8644e-07,p0470
1.0349,0.9476,3.2238e-09,p0471
0.65634,0.96216,3.655e-12,p0472
0.98535,1.2351,2.0688e-12,p0473
1.0044,0.92701,1.0933e-07,p0474
0.88182,1.2117,5.2657e-08,p0475
0.97828,0.53948,4.0288e-10,p0476
1.027,0.99082,1.2426e-10,p0477
0.51525,0.60208,3.3557e-07,p0478
0.6431,0.74691,1.7532e-12,p0479
0.85809,0.52857,5.0703e-12,p0480
0.75319,0.63999,9.4774e-08,p0481
0.62181,0.70487,6.319e-09,p0482
1.334,0.84706,1.8044e-08,p0483
1.222,0.61406,5.9876e-12,p0484
0.7832,0.62127,3.6703e-09,p0485
0.7555,1.3434,5.3524e-11,p0486
0.63797,1.213,4.6703e-07,p0487
1.3351,0.93497,6.9672e-06,p0488
0.99921,0.9616,4.088e-08,p0489
0.86496,1.3445,2.1913e-10,p0490
1.4372,1.0759,7.4657e-06,p0491
1.1906,1.2405,2.4955e-07,p0492
1.2765,1.3802,3.8131e-12,p0493
0.76086,0.69684,2.001e-07,p0494
0.72247,0.77,4.87e-07,p0495
1.2671,1.01,8.0448e-06,p0496
1.0819,0.58096,3.3996e-11,p0497
1.0904,1.2685,1.6199e-09,p0498
0.87378,1.3757,1.3697e-08,p0499
1.0155,1.0399,4.7219e-08,p0500
