wind_speed,swr,LAKE_PARAMS/c_relax_C,LAKE_PARAMS/depth_bs_lk,LAKE_PARAMS/T_bs_lk,par_id
1.2249,0.50452,0.00041025,3.522,7.814,p0093
1.4544,0.89815,0.0071029,5.8113,7.6261,p0094
1.1696,0.59825,0.0093858,3.8712,5.331,p0095
0.88021,1.3994,0.0083408,5.0495,16.799,p0096
1.0835,0.79414,0.0026888,2.9163,12.115,p0097
1.354,1.4431,0.0088726,0.85464,6.6163,p0098
0.73758,1.3205,0.0008385,5.4164,19.377,p0099
0.87511,0.6666,0.00055936,1.7509,6.9062,p0100
0.92982,0.55468,0.0016299,4.5159,15.515,p0101
1.3712,1.0863,0.0044077,3.9948,18.787,p0102
1.2094,0.55143,0.0072596,3.2571,11.253,p0103
1.4247,0.91512,0.00045269,3.7622,6.2715,p0104
1.0032,1.202,0.0067437,1.5588,12.183,p0105
0.99646,0.61172,0.008813,3.381,4.8219,p0106
0.58738,1.0891,0.0079686,1.4095,15.467,p0107
0.6261,1.305,0.003213,2.9925,11.98,p0108
0.69725,0.66081,0.00045998,3.8765,18.088,p0109
1.4382,1.1797,0.009947,3.5064,17.197,p0110
1.2864,0.97193,0.0049756,1.1294,15.26,p0111
0.75816,0.75434,0.0089542,1.0101,6.7657,p0112
0.6591,1.0053,0.0050805,1.3575,15.851,p0113
1.1067,1.2299,0.0073249,5.2396,19.866,p0114
0.5009,0.86977,0.0048398,0.20825,12.995,p0115
1.2035,0.87578,0.0013025,3.1519,18.335,p0116
1.1235,1.3848,0.0086854,5.1572,17.479,p0117
1.0816,0.54301,0.0012216,2.6616,8.1689,p0118
0.71445,1.1474,0.0074018,4.0552,8.9921,p0119
0.59627,0.56692,0.0082544,2.2294,13.773,p0120
0.87671,0.57576,0.0082655,0.85602,13.494,p0121
1.2998,0.92165,0.0045177,2.7072,18.67,p0122
0.68702,0.5786,0.0015962,4.4585,15.714,p0123
1.1543,0.64925,0.0099616,4.5763,18.487,p0124
0.66376,1.4135,0.0038288,5.0401,6.413,p0125
0.60969,0.58397,0.0039761,5.0888,9.1257,p0126
0.65019,1.0257,0.0054397,0.68995,17.14,p0127
1.4418,0.75262,0.00049651,4.5505,4.0224,p0128
0.98156,1.1622,0.0068058,5.4775,7.5114,p0129
0.94346,0.58465,0.0096621,4.9162,15.662,p0130
0.8702,1.3479,0.0052809,1.7378,7.7398,p0131
0.66746,0.87269,0.0090785,4.3965,10.156,p0132
0.64116,1.478,0.00085671,5.6708,7.0564,p0133
1.3037,1.4392,0.003379,1.5138,12.871,p0134
1.3587,0.82688,0.0029072,5.8867,4.5051,p0135
1.2326,1.2248,0.002063,2.1824,19.283,p0136
1.4164,1.2756,0.0022286,5.4976,14.389,p0137
0.64201,0.92792,0.0061069,5.9051,16.377,p0138
0.78475,1.1507,0.0092349,2.56,14.661,p0139
0.90982,0.94846,0.0034556,5.5253,18.218,p0140
1.1912,0.69489,0.0069743,5.5727,9.3881,p0141
0.70097,0.9398,0.00027908,3.1929,10.088,p0142
0.72977,0.96991,0.0070883,4.6829,17.58,p0143
0.5498,1.1601,0.006383,4.4277,14.975,p0144
1.4328,0.58855,0.0042476,2.0105,18.865,p0145
1.3509,1.2992,0.0030463,4.63,6.5062,p0146
1.0488,0.51199,0.0040073,4.8715,8.5699,p0147
1.2653,0.9907,0.0069012,4.2125,16.187,p0148
0.89093,1.1524,0.0090986,1.3679,18.837,p0149
0.9398,1.2913,0.0031926,3.5168,4.721,p0150
0.55155,1.0237,0.0073383,1.332,9.4836,p0151
1.2776,1.2956,0.0040869,2.0544,13.4,p0152
0.90132,0.88032,0.004065,3.1693,15.147,p0153
0.98277,0.87081,0.0092959,5.4356,10.907,p0154
0.56202,0.71505,0.0041932,1.641,4.3946,p0155
1.031,1.2352,0.0021649,0.4881,11.1,p0156
1.1056,0.70524,0.0069244,5.7987,14.749,p0157
1.0235,1.3013,0.00065957,2.3146,7.5453,p0158
1.3756,1.4906,0.0011195,4.3578,7.3843,p0159
1.3196,1.2361,0.0070364,2.0628,14.335,p0160
0.85044,0.62874,0.0022731,3.1069,8.8647,p0161
0.959,1.2097,0.0020202,5.3019,7.08,p0162
1.3532,1.2695,0.0085156,0.73234,19.875,p0163
1.1362,0.82241,0.0014179,1.7915,12.051,p0164
1.3291,0.72452,0.0039057,2.3521,15.375,p0165
0.82835,0.72044,0.0092493,2.9467,4.3175,p0166
0.98945,1.2843,0.0060281,2.8934,13.118,p0167
0.51513,0.53318,0.00060414,0.63955,14.087,p0168
1.1535,1.0741,0.0034725,1.8372,14.43,p0169
1.0274,1.3963,0.0077958,3.6782,10.704,p0170
0.85525,1.2577,0.0044403,2.7824,8.0285,p0171
1.3871,0.76297,0.0037263,1.6756,13.062,p0172
1.1094,1.1304,0.0035603,5.6585,4.9123,p0173
1.3573,0.81928,0.0062735,0.33048,7.4472,p0174
0.63741,0.70966,0.0059053,5.84,5.8102,p0175
1.1866,0.60748,0.00065337,1.2701,12.133,p0176
1.49,0.54765,0.0018279,2.3943,5.0574,p0177
1.0285,1.141,0.005887,0.98168,17.446,p0178
1.4893,0.62704,0.0036508,4.8885,14.005,p0179
1.4351,1.0113,0.0063607,2.5716,16.537,p0180
1.4151,0.53494,0.0031105,1.5704,9.1178,p0181
0.88749,1.0859,0.0014536,1.0802,10.314,p0182
0.66474,0.77048,0.0085029,4.1445,9.5404,p0183
1.3164,0.93072,0.0065133,2.4125,19.54,p0184
0.61506,0.72796,0.0051716,3.9226,16.497,p0185
1.0253,1.0636,0.0082312,2.8342,11.392,p0186
1.2044,0.90154,0.0061892,0.70915,18.128,p0187
1.2467,1.1437,0.0069668,5.1215,11.676,p0188
0.91971,1.0061,0.005202,1.9307,10.563,p0189
1.347,1.0534,0.0046096,0.99894,14.984,p0190
1.2493,0.89607,0.0048751,2.5154,17.236,p0191
0.76951,0.99478,0.009164,0.45244,17.874,p0192
1.4583,1.2867,0.0083125,2.4798,11.894,p0193
0.60345,0.81454,0.0054586,5.7138,14.206,p0194
0.54244,1.0032,0.0076525,2.8838,5.4781,p0195
0.67374,1.421,0.0054162,0.51939,11.631,p0196
1.0898,1.3038,0.00959,5.5331,19.024,p0197
0.50531,0.91157,0.0071659,5.3417,4.0613,p0198
1.3916,1.3695,0.0080789,2.5509,19.135,p0199
0.95546,0.97421,0.0018005,5.0288,11.117,p0200
1.3433,0.69668,0.0020526,5.6574,10.679,p0201
1.2545,1.3625,0.0080105,5.8,11.269,p0202
0.89399,0.88389,0.0066316,4.2709,12.767,p0203
0.82334,1.2832,0.003532,0.6152,5.31,p0204
1.3045,1.126,0.0037859,3.0843,13.269,p0205
0.86846,0.56213,0.0019579,4.9799,7.9702,p0206
0.70943,1.1446,0.0073485,5.8774,17.802,p0207
1.461,1.0211,0.0066591,0.76603,8.3059,p0208
0.58252,1.0518,0.0029979,5.8278,8.3486,p0209
1.2695,1.4236,0.0053483,3.2785,7.8056,p0210
1.429,1.2047,0.00091074,3.5967,5.5977,p0211
0.74392,1.3276,0.0075287,1.6466,10.727,p0212
0.93058,0.67614,0.00010237,3.1137,14.454,p0213
1.1935,0.61476,0.0063285,4.2936,12.611,p0214
1.4764,0.76564,0.0086947,1.0937,15.787,p0215
0.80649,1.4186,0.0067729,2.2136,4.1245,p0216
0.67604,1.2193,0.0082065,1.72,8.694,p0217
0.92521,1.1155,0.0077069,3.7984,9.2791,p0218
0.81358,1.2386,0.0082927,4.4432,6.981,p0219
1.4817,1.2003,0.0033458,0.35948,4.5358,p0220
0.50242,0.60155,0.0097928,0.83802,18.755,p0221
0.76456,1.1127,0.0052527,3.2228,14.518,p0222
1.084,0.73782,0.0072317,1.1909,16.568,p0223
1.4107,1.3072,0.005344,1.7582,6.5538,p0224
1.0095,1.0675,0.0043701,0.55459,9.7577,p0225
0.59878,1.386,0.0007155,2.4333,14.831,p0226
1.0962,0.50688,0.0074079,0.29205,17.32,p0227
0.80276,1.4478,0.0024613,4.4982,8.7932,p0228
0.99015,0.67569,0.004799,3.7456,15.911,p0229
1.185,1.4879,0.0075721,1.9955,5.9507,p0230
0.57638,1.2782,0.0071365,0.16934,12.656,p0231
0.6717,0.72202,0.007942,4.6711,13.66,p0232
0.83256,1.1163,0.0054687,3.02,11.138,p0233
1.1836,0.78733,0.0042311,3.1295,5.4403,p0234
0.546,0.96348,0.0037087,3.827,9.4635,p0235
1.3633,0.81713,0.0058215,3.0559,16.386,p0236
0.55318,1.2979,0.0050475,1.6633,8.6394,p0237
0.72066,1.0989,0.002936,4.485,13.688,p0238
0.75532,0.64599,0.0053795,0.67185,19.638,p0239
0.64412,1.4743,0.0092807,0.80895,15.883,p0240
1.3786,0.70112,0.0032709,4.0274,9.1788,p0241
0.84402,0.89454,0.0085977,0.56646,11.411,p0242
1.3313,1.1262,0.0056216,1.6314,19.47,p0243
0.86762,1.1925,0.00017688,2.3607,9.3733,p0244
1.3352,1.1894,0.0075587,0.1074,18.914,p0245
0.9731,0.99681,0.0033263,1.2392,7.1095,p0246
0.83593,0.54451,0.0026953,4.0102,13.882,p0247
0.91782,0.68898,0.00054303,3.3322,8.7663,p0248
1.4001,1.0716,0.0052998,3.2112,16.598,p0249
1.3323,1.4938,0.0053994,2.7393,13.444,p0250
0.69234,1.3615,0.0033904,2.0263,16.637,p0251
1.4858,0.83479,0.0043235,5.0148,18.613,p0252
0.57816,0.75813,0.00091787,4.1489,14.863,p0253
0.68062,1.4335,0.0081854,5.4539,7.1649,p0254
0.77275,1.2521,0.0061733,0.12508,16.025,p0255
0.55614,1.0933,0.0083999,5.192,14.904,p0256
1.3896,1.1289,0.0011518,5.3805,14.591,p0257
0.93629,0.97627,0.0083265,1.1525,12.376,p0258
0.96875,1.3199,0.0089016,3.4236,13.817,p0259
0.69141,0.6934,0.0067313,4.3418,9.2213,p0260
0.91397,1.1592,0.0018442,4.285,15.997,p0261
1.3667,0.63575,0.0099054,5.4687,17.614,p0262
1.4206,1.4607,0.0070061,0.78555,6.4954,p0263
1.4276,0.64016,0.0086255,5.6387,13.566,p0264
0.66931,0.64298,0.0020378,0.32001,15.81,p0265
0.75718,1.478,0.0056774,2.5854,10.441,p0266
1.4447,1.0827,0.00024941,5.9472,12.55,p0267
1.4126,0.90815,0.0078948,4.1602,9.5041,p0268
0.79294,0.59777,0.0094133,3.6874,9.8294,p0269
1.0595,1.0809,0.0022906,1.521,10.959,p0270
0.5122,0.91878,0.0025016,1.7644,16.204,p0271
1.2232,1.3586,0.0098794,4.709,4.1983,p0272
0.60013,1.012,0.0079264,4.2225,13.372,p0273
1.2823,0.856,0.0089781,3.9442,7.4677,p0274
0.88829,0.92801,0.0042782,4.0368,17.06,p0275
1.0861,1.096,0.006828,2.5285,19.589,p0276
0.92105,0.51521,0.0011332,5.1002,9.3152,p0277
1.1735,0.87928,0.0059566,4.765,14.707,p0278
0.8198,1.431,0.001343,2.7249,13.722,p0279
1.3015,1.1554,0.0022086,1.5356,10.189,p0280
0.85251,0.96715,0.0016474,5.4277,17.167,p0281
1.2787,1.1367,0.00020444,1.1202,7.845,p0282
1.3491,0.84834,0.0095104,5.4049,10.794,p0283
0.56162,1.0269,0.0096151,4.1992,5.1073,p0284
1.0739,0.56038,0.0076786,2.1358,12.286,p0285
0.962,0.63233,0.0096712,3.9009,17.681,p0286
0.63987,1.353,0.0072175,0.69856,7.6797,p0287
0.5304,1.2519,0.0078298,2.7571,4.9779,p0288
1.4639,1.2208,0.0055871,3.5463,12.588,p0289
0.9957,0.56431,0.0050013,4.4695,9.2929,p0290
1.4952,0.5805,0.0063047,1.4225,16.463,p0291
1.1956,1.3179,0.0098584,3.4674,5.1268,p0292
0.68231,0.82591,0.0044304,5.1992,8.4789,p0293
1.3104,1.2721,0.0034918,2.2547,4.7978,p0294
0.68834,0.71685,0.0026435,5.9897,14.545,p0295
1.0997,1.3508,0.0023606,5.7665,7.2723,p0296
0.678,0.78292,0.0024043,0.4577,13.913,p0297
1.1445,0.73397,0.0089261,0.57885,4.6617,p0298
1.0447,1.0468,0.0027519,1.1487,5.706,p0299
1.2899,1.1873,0.006537,1.2591,6.6546,p0300
1.2586,1.3812,0.0040432,2.6441,9.9737,p0301
1.3451,1.1817,0.0019678,0.91015,15.034,p0302
1.2307,0.87775,0.0072012,5.7041,18.02,p0303
0.8431,0.91393,0.0037648,4.9006,18.976,p0304
0.5182,1.4062,0.003955,0.82282,4.9513,p0305
0.72263,0.91677,0.0098209,3.0489,14.652,p0306
0.63518,0.80719,0.0040288,0.50178,5.9003,p0307
1.1431,0.67236,0.00042064,2.168,16.068,p0308
0.88243,0.67049,0.001427,2.1463,17.377,p0309
1.148,0.68562,0.0032598,4.1108,13.131,p0310
1.4181,1.456,0.0068539,3.1677,10.993,p0311
0.965,0.85301,0.008574,1.4878,15.573,p0312
1.2362,1.4048,0.0010356,2.3666,13.177,p0313
1.2409,1.2234,0.009429,0.42331,18.95,p0314
0.56485,1.1825,0.0086572,4.0813,16.102,p0315
1.1638,0.52143,0.0015746,0.36348,5.4134,p0316
1.002,0.98982,0.0079152,5.7512,6.8046,p0317
1.1751,1.4845,0.008719,2.0202,11.791,p0318
0.80182,0.79043,0.0022449,5.856,5.2752,p0319
0.60525,0.51375,0.0065163,2.7701,12.095,p0320
1.0211,1.2939,0.0047888,3.573,10.401,p0321
1.4302,1.106,0.0074863,1.0781,17.93,p0322
0.6533,1.2597,0.0042068,4.6375,5.9763,p0323
0.73578,1.3299,0.0035821,5.6274,5.2127,p0324
0.75093,0.52716,0.00069853,2.6156,4.3317,p0325
0.64652,1.3369,0.00864,4.3707,16.739,p0326
0.52389,1.2616,0.0059901,5.388,16.038,p0327
1.342,1.1682,0.0096945,2.4667,12.807,p0328
0.55819,0.80977,0.0051569,5.7578,13.202,p0329
1.0404,0.84371,0.0054947,2.4575,15.205,p0330
1.1417,0.60901,0.0025338,5.5433,4.2383,p0331
0.81771,1.1355,0.0071755,3.73,8.9074,p0332
1.2735,0.88631,0.0030621,3.1416,8.6594,p0333
0.71918,0.81334,0.0016993,4.8265,14.592,p0334
1.4993,1.3713,0.0024505,4.3038,4.4618,p0335
0.70256,1.0648,0.0034177,1.8674,8.5212,p0336
1.2269,0.9784,0.0017198,1.304,9.4225,p0337
1.0366,1.2067,0.0060933,4.753,17.098,p0338
0.98722,0.6911,0.0044839,4.744,5.8269,p0339
0.89515,1.1668,0.009737,5.3618,10.608,p0340
0.95621,0.94007,0.008371,3.788,10.858,p0341
0.97732,0.80372,0.00099537,5.7335,14.057,p0342
0.82145,1.3096,0.0036178,0.44202,6.2034,p0343
1.2288,1.0904,0.001761,1.8339,8.2724,p0344
0.82711,1.2463,0.002303,3.317,9.0809,p0345
0.63031,1.1573,0.0077401,4.7754,4.6901,p0346
0.58589,1.416,0.0060441,5.1101,18.449,p0347
0.53663,0.8117,0.0034298,0.18995,13.572,p0348
1.0536,0.89295,0.00094212,4.5654,12.32,p0349
0.77104,0.73534,0.0010547,3.4976,5.6943,p0350
0.57077,0.83946,0.0062562,2.8069,7.5585,p0351
1.1616,1.2718,0.0081457,1.896,17.508,p0352
1.1561,1.1962,0.007477,0.95375,5.9898,p0353
0.6755,0.69858,0.005863,3.5358,18.71,p0354
0.52641,0.95411,0.0094597,2.2455,8.0846,p0355
1.0502,0.71903,0.00048768,0.53422,4.7678,p0356
1.0079,0.88947,0.0057315,2.5061,13.6,p0357
0.56926,0.60351,0.00039281,4.5456,12.922,p0358
0.83725,1.4674,0.003522,2.321,10.344,p0359
1.1106,1.449,0.0018171,1.3431,13.76,p0360
1.2717,1.0435,0.0012503,1.1101,12.71,p0361
1.2445,1.3394,0.0099953,2.7146,19.176,p0362
0.83097,0.5371,0.0014752,2.9076,11.756,p0363
1.134,0.79248,0.00096934,2.8605,7.9095,p0364
1.2941,0.59525,0.00298,4.9728,18.174,p0365
0.84859,1.0192,0.0073802,0.24349,19.972,p0366
0.81432,1.4719,0.00947,1.2236,9.9169,p0367
0.91451,0.7735,0.006412,5.9219,6.0717,p0368
1.4076,1.4446,0.002112,2.8217,10.397,p0369
0.59,1.3123,0.0065616,5.5542,14.806,p0370
1.0388,0.73811,0.0043114,1.4128,11.925,p0371
1.4488,1.0173,0.0094034,0.41008,4.1571,p0372
1.0332,0.99209,0.0080267,1.6016,14.92,p0373
0.9458,1.426,0.0075956,0.26132,10.55,p0374
1.139,1.3114,0.0076864,2.9881,15.119,p0375
0.54493,1.195,0.0077726,4.1313,6.4457,p0376
0.86271,0.63133,0.0064635,5.9862,9.7193,p0377
1.4479,0.553,0.00068765,2.654,12.782,p0378
1.1583,0.98409,0.0068388,1.4511,11.029,p0379
0.89643,1.0789,0.0042753,1.548,7.0254,p0380
0.76353,1.1992,0.0081344,1.9519,4.8734,p0381
0.84009,0.78038,0.0059294,0.17672,18.413,p0382
0.52403,0.95985,0.0098281,2.9232,8.4203,p0383
0.59264,1.389,0.0081633,5.1346,18.253,p0384
1.0661,0.7604,0.0057643,0.90197,9.0337,p0385
0.73808,1.4825,0.002424,5.263,4.9947,p0386
1.4692,0.74741,0.0097541,3.4423,6.7136,p0387
1.219,1.0319,0.0031639,1.8221,15.294,p0388
0.61177,1.2156,0.0092109,0.14582,19.42,p0389
1.1885,1.3668,0.0027537,4.9897,10.763,p0390
0.92296,0.75697,0.0028602,2.9704,18.202,p0391
0.68411,0.51805,0.0076094,3.035,10.019,p0392
0.80989,0.74468,0.0056475,5.9102,11.061,p0393
1.0547,1.3943,0.0046428,3.063,16.855,p0394
0.97191,1.2489,0.0095779,0.54658,5.1537,p0395
0.97513,1.0547,0.00023099,3.092,19.76,p0396
0.74468,0.85181,0.0089957,3.6998,11.511,p0397
0.90608,1.0775,0.0028111,1.1854,13.519,p0398
0.53252,0.83342,0.0046742,4.1921,5.5244,p0399
1.386,0.57351,0.00037198,4.9995,7.7456,p0400
0.80465,0.76722,0.0060751,1.1621,10.217,p0401
1.076,0.90239,0.0012056,4.6992,5.2167,p0402
0.57379,0.93477,0.0027278,4.0943,17.654,p0403
1.4432,1.4735,0.00124,5.9722,18.075,p0404
0.86037,0.96186,0.00079354,0.34327,8.6077,p0405
1.4973,0.99965,0.00082572,3.9601,9.6675,p0406
1.1251,0.68111,0.0059701,1.252,4.6169,p0407
0.72454,0.74363,0.0023365,2.2961,15.686,p0408
1.1206,0.60417,0.0030128,5.5925,9.5728,p0409
1.3608,0.68222,0.009505,4.596,8.3896,p0410
1.2126,1.2102,0.0031088,5.4923,16.16,p0411
1.3814,1.4288,0.0021849,0.12335,16.649,p0412
1.1,0.54014,0.0090287,0.63071,14.468,p0413
0.65469,1.4883,0.0091874,1.3915,8.1149,p0414
0.52944,0.62579,0.0019135,5.1635,8.8327,p0415
1.1982,0.52891,0.0041707,2.1193,12.222,p0416
0.59065,1.4343,0.0084891,1.0357,15.051,p0417
0.87393,0.90755,0.0029602,5.2183,4.2743,p0418
0.50985,1.345,0.0055719,2.8632,19.237,p0419
0.79725,0.65689,0.0047242,3.4802,4.5533,p0420
0.84746,0.84089,0.0088403,4.5044,10.289,p0421
1.325,0.67911,0.0063473,0.7156,10.05,p0422
0.77985,1.1199,0.0015244,5.2736,5.8767,p0423
0.91037,1.4995,0.0056867,5.7273,8.8017,p0424
1.2858,1.1747,0.0038666,4.9128,14.136,p0425
0.83999,1.267,0.0077541,3.9535,11.526,p0426
1.2746,1.4084,0.0045612,2.7996,6.7361,p0427
1.1974,0.50931,0.0075246,0.65468,4.436,p0428
0.7883,1.1104,0.0019974,5.964,9.2048,p0429
1.4652,0.57073,0.0084312,0.80338,8.7177,p0430
1.0624,0.65507,0.0044739,5.3237,16.436,p0431
1.3126,0.86605,0.0051377,4.6148,15.313,p0432
0.8256,0.86368,0.0055642,4.2513,19.159,p0433
1.2568,1.3309,0.0043952,4.2562,12.463,p0434
1.0475,1.3747,0.006651,3.6062,15.355,p0435
0.99994,0.63886,0.0074419,3.8606,4.0904,p0436
1.1299,0.77566,0.0031488,4.0424,19.515,p0437
1.0691,0.9645,0.0049128,3.8889,17.006,p0438
0.73142,0.53918,0.0087526,4.9381,19.691,p0439
0.69931,1.058,0.0041451,3.7706,8.5025,p0440
0.55498,1.0975,0.0084716,5.6879,6.8733,p0441
1.4673,0.82012,0.0098843,0.75096,9.6579,p0442
0.97842,0.86095,0.0066045,1.6986,11.706,p0443
1.0133,0.72863,0.006887,3.4393,13.025,p0444
0.54183,0.92467,0.0028227,0.64432,7.1837,p0445
1.1519,1.4563,0.0025637,4.7995,16.901,p0446
0.77712,1.498,0.0045454,0.31051,9.9876,p0447
0.9405,1.121,0.0049481,3.9878,6.0328,p0448
1.2116,1.4529,0.0099257,1.6918,15.522,p0449
0.61936,0.88565,0.0047704,0.23667,17.287,p0450
0.60781,1.0321,0.0028737,0.19742,10.495,p0451
0.61349,1.2315,0.0057209,0.77982,19.217,p0452
1.4565,1.1227,0.00087348,1.7799,10.935,p0453
0.71229,0.70246,0.0090577,2.1014,17.273,p0454
0.95184,0.94672,0.0069409,5.6203,16.957,p0455
1.2605,0.7308,0.0057485,1.2804,15.755,p0456
0.99204,0.66316,0.0035905,5.304,12.835,p0457
0.57472,0.636,0.0049046,2.3794,13.436,p0458
0.87825,1.4649,0.00034797,0.3937,13.227,p0459
0.62028,1.2431,0.001737,4.0686,17.712,p0460
1.2075,1.4639,0.00014258,0.73769,18.337,p0461
0.58123,1.1031,0.0088007,5.0608,17.562,p0462
1.1359,1.316,0.0095445,1.9793,8.9716,p0463
1.2341,0.98667,0.0062354,3.0116,15.45,p0464
1.0949,1.3565,0.0074656,3.4043,11.608,p0465
0.98473,1.2543,0.001493,1.4662,12.983,p0466
0.85808,0.51642,0.0067564,3.9753,15.183,p0467
1.2964,1.1092,0.0064555,5.3701,19.074,p0468
1.4367,0.97241,0.0030724,2.8476,8.0442,p0469
1.4921,1.2123,0.0036993,1.9679,17.412,p0470
0.93512,1.002,0.002485,2.6791,11.194,p0471
0.5073,0.6519,0.001281,5.2809,8.1345,p0472
0.62886,0.77627,0.00077493,0.94661,16.709,p0473
1.2424,1.3239,0.0038491,0.49681,6.3639,p0474
1.2534,0.61801,0.0047063,1.2975,19.333,p0475
1.2623,1.2405,0.0088666,2.1901,12.442,p0476
0.76199,0.89084,0.0017671,4.2394,19.312,p0477
