wind_speed,swr,c_relax_C,par_id
1.3816,1.4021,0.0014665,p0054
1.3027,1.1313,0.0066538,p0055
1.4367,0.55287,0.00031226,p0056
1.2411,1.2705,0.00013212,p0057
0.95815,1.4594,0.00011066,p0058
1.4423,0.58901,0.0045431,p0059
1.127,1.285,0.00027036,p0060
1.4576,0.90907,0.003014,p0061
0.68268,0.79744,0.0065921,p0062
1.3586,1.0555,0.0010508,p0063
0.51038,0.54974,0.0011992,p0064
0.97792,0.97303,0.003927,p0065
0.62639,0.71713,0.00044381,p0066
0.90262,0.98915,0.0025598,p0067
0.75237,1.1875,0.00090422,p0068
1.3073,1.095,0.0096014,p0069
1.2183,1.1519,0.00035415,p0070
0.7154,1.0812,0.00048259,p0071
0.87829,0.63896,0.0013128,p0072
1.3601,1.0376,0.0016961,p0073
1.4907,0.97642,0.0053077,p0074
1.0423,1.1532,0.0035576,p0075
0.607,1.0917,0.00068143,p0076
1.2049,0.75305,0.00041713,p0077
1.2358,1.3989,0.0041868,p0078
1.2424,0.72534,0.0038229,p0079
1.1722,0.88225,0.001229,p0080
0.72388,0.94036,0.00011392,p0081
0.68079,0.78562,0.0014456,p0082
0.80273,1.3601,0.0062731,p0083
1.3358,1.0442,0.00087067,p0084
0.84769,1.0713,0.00043582,p0085
1.0611,1.1744,0.002879,p0086
1.3456,1.3708,0.00020457,p0087
0.51854,0.95153,0.00012552,p0088
1.2255,1.4781,0.0056836,p0089
1.3728,1.0159,0.001969,p0090
1.2711,0.93667,0.00047808,p0091
1.2606,1.2525,0.00015211,p0092
1.2239,0.52746,0.00074272,p0093
1.1443,0.56248,0.0013724,p0094
0.56618,1.3773,0.00076221,p0095
0.81729,1.0499,0.00019939,p0096
1.1382,1.2827,0.0025524,p0097
0.96753,0.55014,0.0027754,p0098
0.52006,0.85223,0.0049617,p0099
1.4606,1.1114,0.0010115,p0100
0.76921,1.0787,0.0093708,p0101
1.4261,0.90565,0.00042171,p0102
1.2474,1.462,0.002033,p0103
1.453,0.54261,0.00036854,p0104
0.98926,0.70376,0.0023612,p0105
1.3658,1.4061,0.00056519,p0106
0.71085,1.2368,0.00053053,p0107
0.82382,1.1297,0.0031487,p0108
1.2768,0.73367,0.0001778,p0109
0.87414,1.0588,0.0016066,p0110
1.2813,1.2047,0.00033847,p0111
0.99222,0.93158,0.00058432,p0112
0.64954,1.3218,0.00080263,p0113
1.1755,1.1243,0.0018081,p0114
0.52532,1.4637,0.000589,p0115
1.3536,0.62573,0.00032471,p0116
1.3668,1.056,0.0010579,p0117
1.3915,1.2936,0.0052332,p0118
1.4252,1.411,0.00029455,p0119
1.3162,1.2021,0.00040908,p0120
0.82625,1.2352,0.00021284,p0121
1.4504,1.4165,0.00015107,p0122
1.1975,0.59989,0.0054233,p0123
1.2012,1.4737,0.0019968,p0124
0.92359,0.54606,0.0084793,p0125
0.99051,0.80515,0.0020961,p0126
0.87396,0.76419,0.00018887,p0127
0.77483,0.77168,0.00022047,p0128
0.63285,1.276,0.00077856,p0129
1.0183,0.78814,0.00015886,p0130
0.73222,1.457,0.0084118,p0131
1.2944,0.9607,0.00070518,p0132
0.79592,0.94451,0.0032236,p0133
0.95584,0.91059,0.002199,p0134
1.2266,1.4395,0.00045323,p0135
1.0007,0.68535,0.00041297,p0136
1.4347,1.122,0.00024355,p0137
0.59568,1.4952,0.00025546,p0138
0.92531,0.69108,0.00046941,p0139
1.3834,1.0012,0.00038665,p0140
0.50473,0.78014,0.00028379,p0141
0.85881,0.6885,0.00013332,p0142
0.84445,0.56405,0.0004371,p0143
0.68478,0.58596,0.00049493,p0144
0.76571,1.177,0.0060854,p0145
0.65263,1.3924,0.0011553,p0146
0.61534,0.69226,0.00097407,p0147
1.2373,0.64788,0.0010351,p0148
1.2822,1.257,0.0064016,p0149
1.0167,1.1579,0.0023941,p0150
0.598,1.3134,0.0098583,p0151
1.1364,0.82867,0.00030922,p0152
1.1514,0.86697,0.00012953,p0153
0.69138,1.4045,0.0071791,p0154
1.4016,0.81264,0.00010727,p0155
1.4,0.8196,0.0026929,p0156
0.90109,0.89755,0.0008542,p0157
1.2508,0.71912,0.00061405,p0158
1.4043,0.87859,0.001487,p0159
1.2588,1.0644,0.00051652,p0160
1.3954,1.2989,0.00082437,p0161
1.1688,1.0634,0.004329,p0162
0.62803,1.1789,0.00027532,p0163
0.55953,0.68309,0.0089895,p0164
1.3147,1.0838,0.00013163,p0165
1.0445,1.042,0.0015646,p0166
1.1356,1.3412,0.0011097,p0167
0.5784,0.73819,0.00030109,p0168
1.4463,1.0278,0.0059231,p0169
1.1321,0.98444,0.00052886,p0170
1.1167,0.88795,0.00011294,p0171
0.96287,1.1984,0.0024817,p0172
1.4093,0.92822,0.0012857,p0173
1.4772,0.50027,0.0075902,p0174
0.95029,0.78337,0.00060692,p0175
1.4989,0.61413,0.00045173,p0176
0.83802,1.1701,0.0043057,p0177
0.95394,1.2092,0.0024369,p0178
1.0827,0.84931,0.0002099,p0179
0.74818,0.799,0.0073932,p0180
0.87616,1.2207,0.0015143,p0181
0.93375,1.4231,0.00010294,p0182
1.3715,0.73031,0.0016366,p0183
1.4122,0.79446,0.0016696,p0184
1.1617,0.78682,0.00075625,p0185
1.2095,1.1409,0.0020196,p0186
0.57434,1.0086,0.00038789,p0187
1.0065,0.72621,0.00037353,p0188
1.077,1.3495,0.0021141,p0189
1.3131,1.3474,0.0028261,p0190
1.3203,0.60151,0.0002725,p0191
0.99881,0.81157,0.00013703,p0192
0.83734,0.89354,0.00069573,p0193
1.2338,1.3326,0.0028931,p0194
1.3881,1.0414,0.0029178,p0195
0.50785,1.2894,0.0075004,p0196
1.1917,0.50897,0.0030209,p0197
1.0568,0.53663,0.0040542,p0198
0.56199,1.1094,0.0013477,p0199
0.78071,0.75664,0.0057579,p0200
0.75764,1.1613,0.00072865,p0201
0.74226,0.6498,0.0015281,p0202
0.6448,1.12,0.0012093,p0203
0.57699,0.84544,0.00046064,p0204
0.9957,1.1657,0.00443,p0205
1.1941,1.4977,0.00043088,p0206
0.96153,0.57911,0.0057118,p0207
1.1661,1.052,0.0051503,p0208
0.50059,0.59234,0.00088629,p0209
1.2444,0.75554,0.0021609,p0210
0.53983,0.74033,0.0070163,p0211
1.3057,1.0308,0.0042531,p0212
1.204,0.53181,0.00062254,p0213
0.93199,1.0846,0.00039707,p0214
0.89903,1.2654,0.00018051,p0215
1.2579,1.2433,0.0018478,p0216
1.4293,0.62925,0.0039743,p0217
1.184,1.2749,0.0001469,p0218
0.82965,1.396,0.00020183,p0219
0.58122,1.4802,0.0020606,p0220
1.4636,1.1941,0.001952,p0221
1.3798,1.3261,0.0010056,p0222
0.6626,0.52166,0.00026723,p0223
1.0746,1.432,0.00020006,p0224
0.67213,0.66036,0.0011188,p0225
0.79001,0.66999,0.0001705,p0226
0.61059,0.87607,0.00081333,p0227
0.84157,1.4203,0.00062698,p0228
0.85564,1.169,0.0034396,p0229
0.98431,0.90043,0.0001529,p0230
0.71778,0.70524,0.0007224,p0231
1.1814,1.3108,0.00076752,p0232
1.3294,1.0339,0.00067727,p0233
0.51681,1.073,0.0067133,p0234
1.4069,0.72928,0.00016161,p0235
1.4728,1.2503,0.00017659,p0236
1.184,1.0039,0.0049835,p0237
0.75189,0.69872,0.0094423,p0238
1.0582,1.0507,0.0022302,p0239
0.8431,0.80369,0.00036625,p0240
1.2127,0.60951,0.0015007,p0241
1.1576,1.374,0.004502,p0242
0.50914,1.331,0.0022959,p0243
0.86215,1.2802,0.00011548,p0244
0.94633,1.3028,0.00055297,p0245
0.63505,0.88806,0.00018358,p0246
1.4651,1.2788,0.00010891,p0247
1.1548,1.4534,0.00019368,p0248
0.97807,0.86598,0.00022485,p0249
0.64651,0.65536,0.00048331,p0250
0.93431,1.1397,0.0026751,p0251
1.2797,1.233,0.0010965,p0252
1.1785,0.7593,0.0011817,p0253
0.72463,1.0675,0.00016711,p0254
0.94063,1.0181,0.0047979,p0255
0.89102,0.67504,0.0033105,p0256
0.93703,0.82291,0.000265,p0257
1.4924,0.76167,0.0097485,p0258
0.69435,0.51617,0.0034271,p0259
0.66672,0.85855,0.0036641,p0260
1.2217,1.0989,0.00082106,p0261
1.1708,0.59653,0.00014205,p0262
1.1157,1.2491,0.0017134,p0263
0.78759,1.008,0.0047019,p0264
0.80087,1.1935,0.0002985,p0265
0.54455,0.58335,0.0003372,p0266
1.4304,1.3019,0.0017431,p0267
1.2983,1.4272,0.00047072,p0268
0.72116,1.1063,0.0001193,p0269
1.147,0.57501,0.00033399,p0270
0.63905,0.79002,0.00040341,p0271
0.77636,0.62704,0.00019748,p0272
0.54396,0.90785,0.0037543,p0273
1.0714,1.0163,0.00053481,p0274
1.2961,0.62341,0.0015965,p0275
0.78438,0.6785,0.00011851,p0276
0.55568,1.1263,0.0014065,p0277
0.95656,1.2969,0.00091952,p0278
1.3562,0.77525,0.00012705,p0279
0.97424,1.2106,0.00012717,p0280
1.0785,0.85648,0.00014562,p0281
1.0534,1.3363,0.0069006,p0282
0.98647,0.76938,0.00029131,p0283
1.1923,0.81598,0.00015702,p0284
1.1306,0.83567,0.0087176,p0285
0.70095,1.4549,0.0036823,p0286
0.88521,1.3693,0.0071504,p0287
0.76395,0.88192,0.00074701,p0288
1.051,0.99015,0.0059721,p0289
0.56454,1.3637,0.0064733,p0290
1.0668,1.489,0.00010184,p0291
0.92878,1.1907,0.0037003,p0292
0.66169,0.64214,0.00025868,p0293
0.89283,0.96593,0.00018855,p0294
1.4204,1.3917,0.00023868,p0295
1.3183,0.91922,0.00048953,p0296
1.3778,0.55443,0.0018199,p0297
1.0406,1.0214,0.0062302,p0298
0.55698,0.63425,0.0040013,p0299
0.86961,1.202,0.0042402,p0300
0.70555,1.2146,0.0014235,p0301
1.1052,1.1482,0.0025192,p0302
1.0341,1.2541,0.006783,p0303
0.90595,1.3503,0.0019804,p0304
1.338,1.0476,0.00014394,p0305
1.0894,1.2061,0.00019107,p0306
1.4544,0.74653,0.00021641,p0307
0.74625,0.70716,0.00087723,p0308
0.88707,1.3592,0.00012279,p0309
0.80581,0.52581,0.0011613,p0310
1.1082,1.4504,0.0015733,p0311
1.2848,0.61617,0.0018592,p0312
1.1245,0.8854,0.0009965,p0313
1.2063,0.74937,0.00063452,p0314
0.60863,0.55727,0.0018001,p0315
1.0096,0.74321,0.00010036,p0316
1.3498,1.4703,0.00057931,p0317
0.8978,1.3183,0.0024588,p0318
0.79809,0.62161,0.0005081,p0319
1.2927,0.60695,0.00065841,p0320
0.77046,0.76665,0.0025106,p0321
0.74003,1.4646,0.00059688,p0322
0.83472,1.4748,0.00093696,p0323
0.99667,1.0348,0.00015453,p0324
1.3248,0.66774,0.0030799,p0325
0.85766,0.86099,0.00012843,p0326
1.0806,0.84696,0.0048922,p0327
1.1109,1.4244,0.00010645,p0328
1.4836,0.7726,0.0072992,p0329
1.2168,1.1351,0.0055601,p0330
0.76756,1.0699,0.00044758,p0331
0.67141,1.0224,0.00011175,p0332
0.69887,1.3424,0.00065258,p0333
0.58644,0.94913,0.0063135,p0334
0.88099,1.4449,0.00025248,p0335
0.9106,0.89801,0.0016796,p0336
0.51567,1.4902,0.00010252,p0337
1.1413,1.389,0.00027835,p0338
1.1227,0.9582,0.00064265,p0339
1.419,1.0928,0.003187,p0340
1.3756,0.86877,0.0069564,p0341
1.095,1.492,0.0047791,p0342
1.1123,0.60394,0.0048581,p0343
0.66859,0.56107,0.0035202,p0344
0.75567,0.57661,0.00016421,p0345
1.1982,0.69742,0.0044798,p0346
0.63072,1.1042,0.000173,p0347
1.1766,1.0887,0.00073307,p0348
0.9189,0.83847,0.0014757,p0349
1.2685,1.0042,0.00022245,p0350
1.3855,0.65947,0.0092588,p0351
1.0652,1.3548,0.00030294,p0352
0.94562,1.3529,0.0080653,p0353
1.0624,1.1339,0.00013977,p0354
0.67622,1.1008,0.00039124,p0355
0.5374,0.83116,0.00026125,p0356
0.90652,1.0979,0.00021135,p0357
0.60333,1.1235,0.00053995,p0358
0.68794,0.69479,0.0060271,p0359
0.61296,0.75097,0.0003156,p0360
1.3878,1.4093,0.00051444,p0361
0.60149,0.71466,0.0017811,p0362
1.0382,0.58063,0.00017476,p0363
0.50301,0.82159,0.00095671,p0364
0.96428,0.82641,0.0029803,p0365
1.2652,1.3874,0.00023662,p0366
0.53423,1.2668,0.0055978,p0367
0.85233,1.3154,0.00034855,p0368
1.3933,0.51822,0.00034565,p0369
0.94941,1.2407,0.0027087,p0370
1.07,1.0607,0.0041584,p0371
1.1062,1.1807,0.00013517,p0372
0.86085,0.73798,0.00028848,p0373
0.58859,0.87003,0.0046238,p0374
1.3465,0.67093,0.0016547,p0375
0.93892,0.80091,0.00010518,p0376
0.76156,0.5131,0.0061545,p0377
1.1285,0.63062,0.00032059,p0378
0.54056,1.3097,0.00023542,p0379
0.86495,1.2902,0.00010465,p0380
1.4495,0.94721,0.00019523,p0381
1.2721,1.3067,0.00098242,p0382
1.47,0.97901,0.0045778,p0383
0.87028,1.466,0.0086987,p0384
0.70277,0.80657,0.00084226,p0385
1.2895,0.99291,0.00050486,p0386
0.54911,1.3046,0.0010872,p0387
0.81158,1.3798,0.0003523,p0388
1.0104,0.57298,0.00049965,p0389
1.1421,1.2386,0.0058436,p0390
1.3112,0.68616,0.0033768,p0391
1.2873,0.56888,0.00010802,p0392
1.2142,0.83653,0.0079095,p0393
1.1875,0.83251,0.0046778,p0394
0.78371,1.2587,0.008357,p0395
1.2758,1.448,0.0054877,p0396
0.6893,0.87244,0.00066322,p0397
0.70763,1.0285,0.0012548,p0398
0.61611,1.3752,0.0017633,p0399
1.0028,1.4142,0.00057411,p0400
0.98217,0.5949,0.0091194,p0401
0.52832,0.77652,0.0039051,p0402
1.231,0.61944,0.0020872,p0403
0.55345,0.85188,0.00034082,p0404
1.022,0.63204,0.00012025,p0405
1.2534,1.1458,0.00083659,p0406
1.4323,1.2256,0.00089848,p0407
0.71387,0.54096,0.00032543,p0408
1.4221,1.4845,0.00025764,p0409
1.1482,1.1363,0.0023462,p0410
1.3019,0.64495,0.00037045,p0411
1.4025,0.53512,0.003209,p0412
1.0841,1.3569,0.0038615,p0413
0.64,1.4825,0.0058644,p0414
0.6041,0.9274,0.0012803,p0415
1.1032,0.61072,0.00068813,p0416
0.62338,0.89198,0.0037748,p0417
1.3638,0.79244,0.00113,p0418
1.3365,0.92577,0.0021733,p0419
1.1218,1.3293,0.00096666,p0420
0.86603,0.65694,0.0010449,p0421
0.72765,0.63758,0.00024026,p0422
0.56947,1.1822,0.0034873,p0423
1.3339,1.2237,0.0019197,p0424
0.57154,0.72227,0.00055725,p0425
1.4955,0.71133,0.0015462,p0426
1.4144,1.3259,0.0051576,p0427
0.73516,1.4018,0.0014398,p0428
1.4416,1.2453,0.0023145,p0429
1.3276,0.99456,0.00042546,p0430
1.2397,0.51115,0.00031686,p0431
1.4595,0.95233,0.00027696,p0432
0.81481,1.0389,0.0028434,p0433
0.82483,0.50217,0.00022559,p0434
0.67434,0.55878,0.0091384,p0435
1.028,1.4191,0.00071566,p0436
0.78994,0.97415,0.0006694,p0437
1.0326,0.98757,0.0012685,p0438
1.2553,0.51523,0.00011096,p0439
0.69264,0.93273,0.0081982,p0440
0.64338,0.5861,0.0013268,p0441
0.57383,0.72183,0.0089297,p0442
0.6641,0.89523,0.0013305,p0443
1.0121,0.99804,0.00011679,p0444
0.79331,1.1979,0.0016227,p0445
1.3544,1.4497,0.00039822,p0446
1.4879,1.1547,0.00089047,p0447
1.0296,0.84316,0.0099278,p0448
0.54601,0.82588,0.0008598,p0449
0.65014,0.53832,0.00094001,p0450
1.0493,0.65096,0.00017065,p0451
0.53041,0.77903,0.0081324,p0452
0.62442,0.66441,0.0018957,p0453
1.164,1.2134,0.00079323,p0454
0.52284,1.339,0.0013967,p0455
0.92018,1.4435,0.00038007,p0456
1.0308,1.2187,0.00013914,p0457
0.55039,1.261,0.00736,p0458
0.77311,1.0744,0.00079704,p0459
0.94228,0.95735,0.0088342,p0460
1.4882,1.1585,0.00017988,p0461
0.83366,0.56789,0.00064587,p0462
0.97203,1.3956,0.0019357,p0463
0.92609,0.53376,0.00011714,p0464
0.91705,1.3343,0.001385,p0465
0.88335,0.97183,0.00020545,p0466
1.2282,1.4699,0.00014978,p0467
0.9692,0.50595,0.002272,p0468
0.58281,0.74559,0.0068302,p0469
1.096,0.982,0.001144,p0470
0.913,0.90233,0.0035751,p0471
0.56283,0.95556,0.0096821,p0472
0.81219,0.9422,0.00046534,p0473
1.4848,1.3678,0.0021382,p0474
0.98128,0.85556,0.0030729,p0475
1.0371,0.70085,0.00056341,p0476
1.1595,1.114,0.004404,p0477
1.3509,0.70877,0.00030635,p0478
1.4172,1.3809,0.00035916,p0479
1.1885,1.0867,0.006525,p0480
1.0986,1.4876,0.0002297,p0481
1.3233,1.3453,0.0027461,p0482
0.73196,0.93583,0.0018734,p0483
1.0908,0.87412,0.0040576,p0484
1.1627,0.61288,0.00038316,p0485
1.4752,0.64187,0.0050384,p0486
1.055,1.1731,0.00024579,p0487
0.85195,1.2699,0.00013647,p0488
0.89501,0.96719,0.0013626,p0489
0.65426,1.1894,0.00095479,p0490
0.70884,1.1434,0.0022187,p0491
0.81914,1.1125,0.0024183,p0492
1.4119,0.9831,0.0001244,p0493
0.74523,1.0762,0.0022506,p0494
0.91529,0.91333,0.0075625,p0495
0.62113,0.71256,0.0010259,p0496
1.4381,1.4127,0.00041472,p0497
1.2668,0.57133,0.003259,p0498
1.3302,0.60403,0.00025011,p0499
1.0461,0.92284,0.00036219,p0500
