wind_speed,swr,turbulence/turb_param/k_min,par_id
0.57068,0.67579,5.3586e-11,p0056
1.2956,0.87524,2.9688e-10,p0057
0.87347,0.70467,2.9578e-07,p0058
1.0137,0.97989,4.1462e-10,p0059
0.67499,1.3013,2.092e-10,p0060
1.001,1.3469,6.9041e-06,p0061
1.0678,0.94915,1.156e-07,p0062
1.1336,1.1,1.6351e-08,p0063
1.3014,0.78655,2.4891e-10,p0064
1.4683,1.3915,7.919e-09,p0065
1.129,0.67802,1.4854e-08,p0066
0.82551,1.3209,1.5863e-10,p0067
0.68699,1.4511,1.4875e-06,p0068
0.73952,0.55092,1.791e-12,p0069
1.0401,0.52739,1.2332e-10,p0070
0.85239,1.4135,3.7183e-07,p0071
1.3407,1.4076,8.6606e-07,p0072
0.67128,1.4489,7.3904e-11,p0073
0.88316,1.1348,1.3669e-06,p0074
1.4533,1.0555,2.904e-10,p0075
1.0172,1.1292,5.757e-10,p0076
0.64915,0.79217,1.321e-06,p0077
0.62454,0.57347,3.3466e-10,p0078
0.77153,0.83057,1.2421e-11,p0079
1.468,0.8038,2.6566e-06,p0080
1.1421,1.4341,2.084e-11,p0081
0.76615,0.77065,9.3825e-06,p0082
0.96392,0.71164,1.2622e-12,p0083
0.98124,0.51276,1.1317e-12,p0084
0.81413,1.1535,4.2369e-10,p0085
1.3157,1.1268,2.0103e-09,p0086
0.72857,1.0666,7.5863e-07,p0087
0.72799,1.2684,2.6302e-08,p0088
1.4586,1.4024,1.3838e-10,p0089
0.96158,1.476,8.6359e-12,p0090
0.81607,0.88624,1.0727e-11,p0091
1.4703,0.90324,3.6449e-08,p0092
0.55977,0.65225,2.3822e-07,p0093
1.3701,0.83782,3.8375e-10,p0094
1.1975,1.2406,1.1521e-09,p0095
1.1497,0.98977,1.749e-07,p0096
1.1817,0.74214,2.3537e-06,p0097
1.2594,0.83489,2.1978e-07,p0098
0.75697,1.469,1.2652e-06,p0099
1.2727,1.3873,1.0477e-06,p0100
0.91492,0.65956,5.068e-08,p0101
1.128,1.2368,1.5131e-06,p0102
0.79271,1.351,1.1533e-12,p0103
1.1591,0.9229,1.2298e-09,p0104
0.81163,1.2392,1.8278e-07,p0105
0.69238,1.4334,1.0294e-09,p0106
0.78902,0.59683,3.6332e-09,p0107
0.83174,0.52884,3.9434e-08,p0108
1.2464,1.3429,7.1411e-10,p0109
1.488,0.96738,4.8174e-10,p0110
0.96949,0.75566,2.2002e-09,p0111
1.42,0.81981,3.5278e-08,p0112
1.1707,1.0945,4.079e-07,p0113
0.63706,1.3635,3.1451e-12,p0114
1.2084,0.82591,1.3178e-09,p0115
0.54768,1.4055,2.2484e-08,p0116
1.1459,1.2711,2.3203e-07,p0117
1.4367,0.50232,9.9981e-11,p0118
1.0494,1.2954,2.4522e-09,p0119
1.1072,1.2064,4.7121e-07,p0120
1.3502,1.1199,8.3458e-09,p0121
1.0758,1.1616,5.3221e-08,p0122
1.2871,0.54593,4.4093e-09,p0123
0.89261,1.0283,3.3429e-06,p0124
0.56082,1.4535,3.2492e-07,p0125
0.57345,1.1058,8.0034e-06,p0126
1.1944,1.3286,3.7316e-08,p0127
0.84572,1.0828,5.5327e-11,p0128
1.1361,1.4186,2.6047e-09,p0129
1.2245,1.1172,5.5549e-10,p0130
0.79126,1.1147,8.8854e-09,p0131
1.3199,0.63684,8.5275e-10,p0132
1.3744,0.61524,5.1362e-07,p0133
1.2919,0.66702,3.1492e-08,p0134
0.95596,0.90933,9.9223e-12,p0135
0.63597,1.1582,2.4123e-08,p0136
1.1932,0.8396,5.8264e-08,p0137
1.3637,0.71221,3.1709e-07,p0138
0.72065,0.94174,1.265e-10,p0139
0.82616,1.0721,3.9062e-06,p0140
1.258,0.68473,3.3667e-08,p0141
1.1006,0.9387,1.3362e-12,p0142
0.99396,1.2664,1.8015e-11,p0143
1.0093,0.66062,9.8618e-06,p0144
1.3362,0.59192,9.2942e-06,p0145
1.1766,1.398,3.1245e-09,p0146
1.0705,0.6496,2.513e-12,p0147
0.99943,1.1774,7.2974e-08,p0148
1.4491,1.4798,2.3211e-10,p0149
0.8557,1.3885,6.07e-08,p0150
0.55659,1.2031,2.0332e-09,p0151
0.58459,0.58252,1.0141e-06,p0152
0.90715,1.0078,5.1275e-12,p0153
0.80446,0.97301,4.6704e-12,p0154
1.2554,1.3265,7.8952e-11,p0155
0.65989,1.1574,2.5048e-11,p0156
1.3423,1.4225,1.8573e-07,p0157
0.61649,1.3228,5.4717e-06,p0158
0.6769,1.1028,2.9803e-07,p0159
0.88083,0.78033,1.9669e-12,p0160
0.58608,1.3807,6.773e-12,p0161
0.81811,0.81628,4.0936e-08,p0162
0.87965,0.89415,1.6513e-08,p0163
1.3806,1.1795,7.3341e-09,p0164
0.5783,0.576,1.4999e-12,p0165
0.60166,0.92417,1.0778e-08,p0166
1.3311,1.3068,2.9062e-09,p0167
0.90978,1.1929,1.3602e-08,p0168
1.4075,1.1851,4.1518e-11,p0169
0.76843,0.99715,1.8428e-09,p0170
0.75265,0.62121,2.6469e-07,p0171
0.61391,0.63808,1.5967e-12,p0172
0.73069,0.64236,3.6286e-12,p0173
1.3,1.2109,1.0587e-08,p0174
0.76374,1.4608,2.0223e-12,p0175
1.0727,1.3032,3.871e-08,p0176
1.1906,0.79009,8.1679e-08,p0177
1.2846,0.65791,3.6659e-06,p0178
1.0282,0.57015,1.726e-08,p0179
0.51415,1.0788,1.5583e-10,p0180
0.66863,0.60541,4.0521e-06,p0181
0.73626,0.60954,2.7356e-08,p0182
0.68954,1.4879,1.1177e-08,p0183
1.1645,0.60153,3.2699e-11,p0184
0.84912,0.58628,4.9058e-08,p0185
0.74247,0.9061,1.8548e-11,p0186
0.76187,0.58597,8.2331e-12,p0187
1.0589,0.93487,6.3551e-07,p0188
1.0386,1.3116,5.1537e-10,p0189
0.54382,0.50412,3.094e-06,p0190
1.4456,0.82611,2.6331e-12,p0191
0.96474,0.9712,1.4049e-08,p0192
0.64637,0.5816,5.3346e-09,p0193
1.4428,1.4968,1.8265e-10,p0194
1.2349,1.2809,1.0482e-07,p0195
0.8001,1.4157,3.2221e-11,p0196
1.4235,1.0811,7.1085e-12,p0197
1.1305,0.89737,5.6167e-09,p0198
1.4054,0.52232,4.267e-12,p0199
0.88575,1.1684,1.2505e-07,p0200
0.72359,0.67233,5.7528e-12,p0201
1.0807,1.1121,6.0199e-12,p0202
0.9403,0.89225,9.4536e-09,p0203
0.9222,0.73828,4.3995e-06,p0204
1.3071,1.1635,3.4959e-07,p0205
1.276,0.97546,5.4307e-10,p0206
0.60853,0.74156,2.0354e-11,p0207
1.4838,1.3059,9.8395e-10,p0208
1.4504,0.82944,3.9614e-09,p0209
1.2184,1.3736,1.2809e-11,p0210
0.99055,1.3791,5.5481e-08,p0211
0.79435,0.6268,7.1037e-07,p0212
0.83963,1.3144,1.5059e-10,p0213
0.93898,0.53058,2.0216e-07,p0214
1.1112,0.70815,2.0968e-08,p0215
1.0634,1.2974,6.3144e-06,p0216
0.74924,0.86826,6.0574e-11,p0217
1.3695,0.71608,1.8266e-08,p0218
1.0238,0.85156,1.3813e-07,p0219
1.0927,1.1478,1.9276e-10,p0220
1.0328,1.3984,8.7736e-12,p0221
1.2377,1.2882,1.7242e-09,p0222
1.0562,1.1406,1.1191e-11,p0223
0.79637,1.2605,1.2758e-06,p0224
0.57601,1.1725,2.4269e-06,p0225
0.90289,1.0258,1.4615e-10,p0226
0.84697,0.64728,3.7235e-06,p0227
1.4396,0.96059,3.8187e-12,p0228
1.2036,0.63232,8.5195e-11,p0229
1.0215,1.2624,9.4824e-09,p0230
0.93058,1.2201,3.6632e-10,p0231
1.4906,1.2852,4.0214e-11,p0232
0.97977,0.6037,1.2506e-09,p0233
0.70366,1.41,6.045e-09,p0234
0.9248,1.462,1.0264e-10,p0235
0.85101,1.2985,1.575e-09,p0236
1.3299,1.1989,1.5462e-11,p0237
1.2277,0.98321,2.816e-12,p0238
0.8644,1.1445,5.7528e-09,p0239
1.4555,1.1228,4.9492e-09,p0240
1.0244,0.86742,5.9703e-06,p0241
1.1143,0.9142,2.9706e-08,p0242
1.0975,1.0891,8.7149e-11,p0243
1.4801,1.1915,3.3017e-08,p0244
1.385,0.95325,4.6971e-09,p0245
0.71057,1.0153,3.0608e-09,p0246
1.3458,0.8418,1.3481e-08,p0247
0.77783,0.84678,5.6064e-12,p0248
0.98749,1.0045,1.1697e-09,p0249
0.61825,1.2196,8.5686e-08,p0250
1.431,1.0961,4.2189e-09,p0251
1.211,1.2573,1.1681e-06,p0252
1.0842,0.62545,1.0968e-12,p0253
0.59369,1.2122,1.0382e-08,p0254
1.348,1.2528,2.273e-11,p0255
0.95305,0.9175,7.3161e-10,p0256
0.60327,1.0444,5.1232e-11,p0257
1.2639,0.73714,7.3499e-06,p0258
1.2124,0.96294,6.4633e-09,p0259
1.3257,1.3618,1.6586e-09,p0260
1.0438,0.95901,2.1586e-11,p0261
1.3909,0.77632,6.0878e-07,p0262
0.95771,1.2488,3.0268e-08,p0263
1.1204,1.2152,1.4123e-09,p0264
0.50228,1.4831,2.3251e-09,p0265
0.67247,1.3773,5.9293e-11,p0266
1.3791,0.82254,4.7392e-12,p0267
1.3547,0.84889,9.2322e-11,p0268
1.3322,0.56575,7.1025e-09,p0269
1.3777,0.99886,4.3027e-07,p0270
0.66471,1.2059,2.9178e-12,p0271
0.67868,1.491,1.5038e-07,p0272
1.3948,0.87061,6.6029e-06,p0273
0.6848,0.92146,6.0103e-09,p0274
0.66101,0.56671,1.5807e-07,p0275
0.60776,1.0864,4.301e-08,p0276
1.2648,0.95475,3.84e-11,p0277
1.0266,0.72959,1.4346e-09,p0278
0.9768,0.74796,1.0086e-08,p0279
0.52608,1.0233,2.2627e-09,p0280
0.5241,1.3942,6.7481e-07,p0281
1.2839,1.3246,1.7946e-08,p0282
0.85986,1.3366,2.0791e-12,p0283
0.66352,1.062,9.9186e-10,p0284
0.62978,0.66857,3.7838e-07,p0285
1.4744,0.87238,5.2173e-09,p0286
0.78033,1.0534,4.2419e-09,p0287
0.71218,1.417,7.8476e-10,p0288
1.019,1.4847,6.303e-12,p0289
1.3023,0.87652,3.7475e-09,p0290
1.1045,0.74422,2.9524e-06,p0291
0.51751,1.1803,6.8134e-08,p0292
0.95006,0.63097,2.1732e-08,p0293
0.78659,0.52592,5.316e-12,p0294
0.52231,0.54621,3.5949e-09,p0295
1.1477,0.66429,2.2885e-08,p0296
0.77534,0.95041,6.1831e-12,p0297
0.83399,0.91,1.0748e-09,p0298
1.077,1.0759,2.1868e-12,p0299
1.1087,0.91287,8.3951e-08,p0300
0.52954,1.108,6.2849e-10,p0301
0.5096,0.58864,8.2647e-11,p0302
1.0108,1.1897,3.1536e-10,p0303
0.79936,0.86251,4.9669e-06,p0304
0.81337,0.54343,4.4776e-11,p0305
0.73449,1.0566,1.9146e-09,p0306
0.92872,0.94321,3.2193e-09,p0307
1.0548,1.3827,8.4966e-07,p0308
1.1349,0.8451,2.8696e-07,p0309
1.4349,1.0419,2.1004e-06,p0310
1.0828,0.59442,2.7907e-10,p0311
1.4562,0.68693,1.9403e-11,p0312
1.3349,0.61978,7.4724e-10,p0313
1.1752,1.2171,8.0438e-10,p0314
1.4787,1.3161,5.84e-07,p0315
0.9122,1.0777,3.4273e-11,p0316
1.3208,0.98096,6.5651e-12,p0317
0.55011,1.421,1.6617e-06,p0318
1.339,0.98772,5.996e-06,p0319
1.3839,0.93768,1.643e-11,p0320
1.4088,0.91813,1.4375e-12,p0321
0.78344,1.1486,3.0157e-10,p0322
1.2421,1.3444,4.4828e-06,p0323
0.82032,0.68218,9.3728e-07,p0324
1.1197,0.86455,1.3771e-12,p0325
1.1406,0.62233,1.4045e-06,p0326
0.6512,0.76685,2.7547e-09,p0327
0.56617,1.1879,3.6217e-10,p0328
1.4407,0.93224,3.8783e-12,p0329
1.3228,0.61133,9.2362e-10,p0330
0.97099,0.69419,1.4529e-07,p0331
1.2318,0.98541,7.7829e-09,p0332
0.71916,0.71996,4.5429e-09,p0333
1.2005,1.2516,1.5304e-12,p0334
1.3497,1.0382,9.1266e-08,p0335
0.59825,0.89988,1.3087e-07,p0336
0.93206,1.2823,7.6711e-08,p0337
0.64446,1.3926,1.7745e-06,p0338
1.0903,1.165,4.2907e-10,p0339
1.4199,1.1547,2.8609e-11,p0340
0.93554,1.2261,1.2005e-07,p0341
0.69829,1.4944,3.0212e-11,p0342
1.0651,0.51402,7.4381e-07,p0343
1.2694,1.3395,3.4733e-11,p0344
1.2214,0.92719,2.6938e-06,p0345
1.2933,1.3414,2.7644e-12,p0346
0.52093,1.4562,4.706e-08,p0347
0.93647,1.2312,8.906e-10,p0348
1.0795,0.5109,1.4849e-09,p0349
1.3969,1.4649,2.0364e-07,p0350
1.089,1.4385,1.015e-07,p0351
1.3871,0.79434,4.5226e-08,p0352
0.70728,1.3186,8.771e-08,p0353
1.2506,1.4401,1.5498e-07,p0354
1.4986,1.0179,2.0505e-06,p0355
0.66699,1.4371,6.6717e-08,p0356
0.63803,1.0938,2.6143e-11,p0357
1.1835,1.2762,2.5417e-11,p0358
0.70834,0.71522,6.9516e-09,p0359
0.7044,1.049,1.4333e-11,p0360
0.59788,0.83208,1.2402e-08,p0361
1.4921,0.76918,5.1357e-06,p0362
1.4132,0.90075,1.5169e-09,p0363
1.4841,1.0437,1.3482e-09,p0364
0.9663,1.0035,3.3206e-09,p0365
1.061,1.0474,6.366e-10,p0366
0.89959,1.4114,4.5479e-11,p0367
0.8909,0.84263,1.7006e-07,p0368
0.99615,0.88495,6.768e-09,p0369
1.1727,0.93126,1.1046e-09,p0370
0.51985,1.4432,2.3812e-08,p0371
1.0519,0.68171,2.5463e-06,p0372
1.2281,0.53561,3.0695e-12,p0373
1.4969,0.72472,7.0607e-11,p0374
1.2441,1.4733,9.6136e-07,p0375
1.2805,1.0506,1.1287e-10,p0376
1.312,0.59835,2.4554e-12,p0377
0.97517,1.0619,2.2366e-06,p0378
1.4002,1.137,1.9464e-11,p0379
1.3042,1.0113,3.2177e-12,p0380
1.037,0.70173,1.3734e-07,p0381
1.4258,0.54177,9.3016e-12,p0382
0.68298,1.0276,1.122e-11,p0383
0.75861,0.99306,6.7965e-11,p0384
1.163,1.3355,8.161e-09,p0385
0.56599,1.279,2.0443e-08,p0386
0.85605,1.2927,4.9944e-09,p0387
1.1545,1.0849,1.1058e-07,p0388
1.3178,0.85897,4.9568e-11,p0389
0.56253,1.1836,5.2466e-10,p0390
0.65797,0.69646,6.7298e-10,p0391
1.1136,0.85631,2.8066e-11,p0392
0.86707,1.266,1.7563e-10,p0393
1.3604,0.63412,1.7238e-12,p0394
0.92797,1.4999,8.3608e-10,p0395
0.80654,1.2476,1.5417e-08,p0396
0.50198,0.56381,7.7088e-12,p0397
1.3131,0.53941,4.8205e-06,p0398
0.59094,1.2351,2.4732e-07,p0399
1.2403,1.1701,4.4366e-08,p0400
1.3574,1.4703,1.6916e-11,p0401
0.61026,0.73387,3.2281e-06,p0402
0.90492,1.3579,6.7931e-10,p0403
1.4615,1.2084,2.1314e-06,p0404
1.495,0.73479,7.7823e-08,p0405
1.261,0.57569,1.7261e-10,p0406
1.1864,0.94484,2.8534e-09,p0407
0.5375,0.75827,3.3005e-10,p0408
0.95916,0.88248,2.5063e-08,p0409
1.0057,1.3852,5.0037e-10,p0410
0.69484,1.1661,5.6686e-11,p0411
1.0462,0.69301,3.3918e-12,p0412
0.62689,1.2228,2.1297e-07,p0413
0.68129,1.4261,2.4011e-09,p0414
1.1177,1.0083,1.9638e-06,p0415
0.73382,1.0701,1.819e-06,p0416
0.54505,0.5594,1.3336e-10,p0417
1.2798,0.88859,3.894e-10,p0418
1.2741,1.4305,8.9963e-11,p0419
0.89671,0.70697,1.4685e-11,p0420
1.1519,1.3663,4.6715e-10,p0421
1.0353,0.65113,7.0404e-06,p0422
0.5554,1.1001,1.0626e-12,p0423
0.89488,1.0339,1.9798e-10,p0424
1.2325,0.64121,1.0945e-07,p0425
0.58829,0.85326,1.2043e-06,p0426
1.4464,0.80443,4.0201e-12,p0427
0.50637,1.224,1.7707e-12,p0428
1.0028,1.2325,4.5298e-07,p0429
1.1679,1.2283,3.781e-11,p0430
0.91962,0.75791,1.387e-10,p0431
0.88758,1.3648,4.2247e-07,p0432
1.4625,0.6546,1.381e-11,p0433
1.4763,0.67637,8.139e-07,p0434
0.76421,0.59381,8.9853e-06,p0435
0.90116,0.99154,9.6618e-08,p0436
1.1856,0.77314,1.16e-08,p0437
1.157,1.4818,1.9611e-08,p0438
1.0994,1.0344,4.284e-11,p0439
0.98447,1.02,6.8573e-11,p0440
0.57541,0.66353,7.2253e-07,p0441
1.4115,0.80817,5.9698e-07,p0442
1.3268,1.4542,6.3674e-09,p0443
0.72531,1.4926,1.6429e-07,p0444
1.2397,0.80612,1.3569e-11,p0445
0.53115,0.53666,1.2105e-11,p0446
0.98966,0.92929,2.3722e-11,p0447
0.53481,0.61611,1.0961e-10,p0448
1.3995,0.68925,1.2165e-10,p0449
1.4025,1.4013,8.5318e-06,p0450
1.2064,0.78801,6.5743e-07,p0451
0.53261,0.55201,1.226e-07,p0452
0.82921,1.3131,5.5834e-08,p0453
0.86113,0.61335,4.8054e-08,p0454
0.77207,0.52121,1.5782e-06,p0455
0.62215,1.4294,9.3976e-08,p0456
0.55219,0.5494,4.6322e-06,p0457
1.2173,0.74978,1.0407e-10,p0458
0.58084,0.79834,1.2075e-08,p0459
1.1258,0.57846,1.6098e-06,p0460
0.62122,1.1972,8.8439e-09,p0461
1.4739,0.78224,7.4199e-12,p0462
0.84227,1.1118,5.2296e-07,p0463
0.51306,0.55503,2.7077e-07,p0464
1.2525,1.0127,2.7665e-08,p0465
0.71573,0.80172,3.5142e-07,p0466
0.98237,0.72659,1.906e-10,p0467
0.64371,0.69086,1.91e-06,p0468
1.3886,0.82184,6.3958e-08,p0469
1.2228,1.4676,5.9735e-10,p0470
0.51026,1.4467,2.5986e-07,p0471
0.70055,0.56875,2.3818e-12,p0472
0.54822,0.51934,4.4791e-12,p0473
0.97291,1.3317,4.1384e-12,p0474
0.78448,1.4897,1.4147e-12,p0475
0.92044,0.56157,1.1352e-06,p0476
0.71771,1.3548,4.0727e-09,p0477
1.095,1.244,4.7389e-11,p0478
1.3937,0.76559,3.7422e-12,p0479
1.288,1.1205,5.7255e-06,p0480
0.86326,0.99481,1.6771e-09,p0481
1.053,0.87954,2.5637e-10,p0482
0.54025,0.7633,6.2213e-08,p0483
1.1034,0.5573,3.9368e-07,p0484
1.1891,1.1951,1.8749e-12,p0485
0.75106,1.1323,4.8583e-12,p0486
1.374,0.69929,1.0128e-06,p0487
1.2048,0.50115,7.6573e-06,p0488
1.4262,0.77553,8.9551e-07,p0489
0.74546,1.371,1.9561e-07,p0490
0.69687,0.90505,7.0024e-08,p0491
0.53871,0.81223,7.5891e-11,p0492
1.3098,1.3497,3.2732e-06,p0493
1.1981,0.72366,3.4999e-06,p0494
1.086,0.81547,1.7085e-06,p0495
0.86808,0.97783,2.0884e-09,p0496
0.94761,1.3086,2.3107e-12,p0497
0.83755,1.2592,2.5989e-12,p0498
1.0306,1.2555,4.8232e-11,p0499
1.2966,1.2011,1.0118e-12,p0500
