wind_speed,swr,Phys.par/C_shelter,par_id
0.84428,1.2278,0.37413,p0236
0.77845,0.84852,0.25688,p0237
0.75073,0.96947,0.38478,p0238
0.90533,1.2143,0.22304,p0239
0.71252,0.93155,0.14614,p0240
0.81904,1.0581,0.2341,p0241
1.0496,1.0636,0.050685,p0242
1.4784,1.2835,0.39346,p0243
0.76709,1.1727,0.089051,p0244
0.82446,0.50325,0.080453,p0245
1.101,0.63767,0.22572,p0246
1.1883,1.0388,0.14086,p0247
0.85124,0.57408,0.084392,p0248
1.1436,1.2693,0.12552,p0249
0.7975,1.303,0.29669,p0250
1.4509,0.80757,0.33368,p0251
1.0894,0.64497,0.35159,p0252
1.2508,1.4966,0.26781,p0253
1.0664,1.4854,0.33483,p0254
1.2247,0.86756,0.067808,p0255
1.361,0.72582,0.30652,p0256
1.0766,1.3718,0.083238,p0257
0.51114,0.83622,0.23599,p0258
0.89495,1.4425,0.071554,p0259
1.2652,1.3346,0.18151,p0260
1.2384,1.4647,0.089903,p0261
0.88561,0.9103,0.20948,p0262
0.65464,1.3646,0.12771,p0263
1.165,0.86056,0.31389,p0264
0.94204,1.0508,0.31471,p0265
1.3307,0.7865,0.36975,p0266
1.0148,1.3461,0.28912,p0267
1.4193,1.1438,0.36301,p0268
0.97646,1.1778,0.22549,p0269
0.58023,0.51894,0.14671,p0270
0.54473,1.4183,0.27693,p0271
0.73204,0.83893,0.23651,p0272
1.206,1.2252,0.28852,p0273
1.1462,0.99989,0.30758,p0274
1.4253,1.1534,0.19166,p0275
0.53072,1.0758,0.18507,p0276
0.90232,0.80394,0.082583,p0277
0.92259,0.82957,0.29611,p0278
0.85842,0.66406,0.11664,p0279
1.3324,0.50684,0.21967,p0280
0.74667,0.98,0.36221,p0281
1.3122,1.1147,0.20851,p0282
0.82888,0.6353,0.32802,p0283
0.91863,0.53833,0.054256,p0284
0.67001,1.092,0.097687,p0285
1.0733,1.3293,0.17214,p0286
0.86634,0.51086,0.35,p0287
1.1756,0.82325,0.38344,p0288
1.0273,0.68141,0.32126,p0289
0.9926,1.2936,0.32474,p0290
0.80891,0.89588,0.21488,p0291
0.57981,0.69408,0.3766,p0292
0.57295,1.188,0.34562,p0293
1.1282,0.99394,0.10011,p0294
0.63695,0.75468,0.22824,p0295
1.2305,0.87809,0.12112,p0296
0.62821,1.4959,0.14978,p0297
1.3171,0.52485,0.12956,p0298
1.103,1.4329,0.36003,p0299
1.1762,1.3117,0.16134,p0300
1.0406,0.56778,0.16954,p0301
1.4174,1.0363,0.13298,p0302
0.65131,0.98219,0.10813,p0303
1.3288,1.1819,0.25992,p0304
1.4707,0.5875,0.08505,p0305
0.89867,0.92773,0.37605,p0306
0.93112,1.4306,0.10396,p0307
0.89324,0.67884,0.31795,p0308
0.52972,0.85432,0.18883,p0309
1.3477,0.984,0.39291,p0310
0.88977,0.76021,0.078423,p0311
0.56232,0.94271,0.28473,p0312
1.3693,1.2795,0.38918,p0313
1.3645,1.0975,0.31288,p0314
1.4142,1.0138,0.19683,p0315
0.61059,1.1071,0.27632,p0316
1.0547,1.3533,0.2127,p0317
0.67978,0.69653,0.10638,p0318
0.55363,0.59292,0.2118,p0319
0.90067,1.0238,0.15094,p0320
1.0036,0.68899,0.16391,p0321
0.72343,0.59726,0.2068,p0322
1.4923,0.61849,0.084047,p0323
1.2574,0.61011,0.0967,p0324
1.1833,1.2944,0.1231,p0325
0.89059,0.7799,0.24011,p0326
0.67392,1.4465,0.37896,p0327
0.86903,1.3404,0.075987,p0328
0.73104,0.99117,0.36768,p0329
1.0631,1.4556,0.14929,p0330
0.76304,1.149,0.15152,p0331
0.52097,0.95249,0.19293,p0332
1.4091,1.2049,0.23349,p0333
1.2063,0.78029,0.37496,p0334
0.73579,0.92171,0.18179,p0335
0.74997,1.0162,0.26262,p0336
0.62543,1.193,0.29911,p0337
0.72601,0.74637,0.18722,p0338
1.4482,1.3859,0.13199,p0339
1.1397,1.2587,0.11241,p0340
0.58545,1.2917,0.3265,p0341
1.3424,1.1879,0.081899,p0342
0.68867,0.79083,0.053581,p0343
1.402,1.1191,0.35272,p0344
0.93506,1.4519,0.27223,p0345
0.98732,0.5153,0.39108,p0346
0.86402,0.88444,0.25567,p0347
0.87488,1.0994,0.25246,p0348
0.95202,1.4065,0.34611,p0349
1.3881,0.62826,0.27478,p0350
1.0422,1.486,0.25327,p0351
0.94562,0.54566,0.12378,p0352
1.4339,1.3562,0.30414,p0353
1.241,1.3264,0.31126,p0354
0.9789,0.55321,0.13134,p0355
0.84325,0.62134,0.27458,p0356
1.1532,0.73376,0.21579,p0357
1.2321,1.4912,0.051085,p0358
0.50099,1.2494,0.30861,p0359
0.71804,1.3968,0.066341,p0360
0.55133,0.7775,0.31562,p0361
1.3939,1.1974,0.16826,p0362
0.56436,0.61229,0.2937,p0363
0.5672,1.1565,0.12712,p0364
1.3903,1.1267,0.31995,p0365
0.87825,1.1444,0.23153,p0366
1.4905,0.74543,0.15695,p0367
0.99101,1.2286,0.36038,p0368
1.3419,1.3206,0.19897,p0369
1.3763,1.1998,0.35064,p0370
1.2181,1.2638,0.11923,p0371
1.2848,0.75359,0.19969,p0372
1.3623,0.60493,0.23071,p0373
0.81347,1.4096,0.29937,p0374
1.2758,1.2378,0.36687,p0375
0.85326,0.99556,0.20408,p0376
1.1603,1.0946,0.17712,p0377
1.2476,0.92232,0.39924,p0378
0.96131,0.68794,0.17015,p0379
0.68144,0.9095,0.22369,p0380
1.2427,1.4635,0.20172,p0381
0.81031,1.1335,0.20778,p0382
1.3733,1.4037,0.19985,p0383
1.2806,0.71888,0.34106,p0384
1.1482,0.94904,0.1656,p0385
0.74065,1.3941,0.24204,p0386
0.50983,1.2073,0.1574,p0387
0.68644,0.67583,0.22056,p0388
0.65857,1.2531,0.057092,p0389
1.3444,0.67729,0.3256,p0390
1.4528,1.1632,0.25207,p0391
1.0519,0.60395,0.067267,p0392
1.1716,1.1254,0.33667,p0393
1.0049,1.0843,0.21089,p0394
1.1412,1.4133,0.16692,p0395
0.71413,1.3488,0.17454,p0396
0.81558,0.5491,0.33259,p0397
0.78049,1.265,0.19604,p0398
0.72505,0.79387,0.086609,p0399
1.2031,1.3623,0.17516,p0400
0.60496,0.71079,0.34692,p0401
1.3191,0.93403,0.33864,p0402
0.8058,1.1167,0.22143,p0403
0.91054,0.58959,0.099413,p0404
0.53698,1.3374,0.22177,p0405
0.83218,0.88762,0.26916,p0406
1.1514,0.75905,0.24432,p0407
0.79572,0.81536,0.1137,p0408
1.292,1.3148,0.311,p0409
1.2145,0.99745,0.32763,p0410
1.1165,1.1677,0.18825,p0411
1.2131,1.2672,0.24786,p0412
1.4691,0.63229,0.37135,p0413
1.217,1.425,0.095335,p0414
1.2297,0.85974,0.15569,p0415
1.0697,0.73963,0.11505,p0416
0.62119,1.01,0.26415,p0417
1.245,0.53106,0.16251,p0418
0.8604,0.81678,0.25828,p0419
0.96395,1.2168,0.33991,p0420
0.55498,0.96316,0.138,p0421
0.63428,0.88971,0.11986,p0422
1.4813,1.3506,0.056591,p0423
1.1568,1.3995,0.33156,p0424
0.50561,1.1013,0.2829,p0425
0.84783,1.0804,0.16666,p0426
1.1803,0.75785,0.34802,p0427
0.85638,1.2213,0.3206,p0428
0.64875,1.0208,0.29313,p0429
0.60953,1.0787,0.24174,p0430
1.222,0.53363,0.38846,p0431
0.67679,1.302,0.20328,p0432
1.1094,0.84698,0.32288,p0433
0.54847,0.91803,0.31634,p0434
1.4414,1.2232,0.16893,p0435
0.75926,0.71365,0.3312,p0436
1.0652,0.60782,0.069199,p0437
0.93808,0.90487,0.27358,p0438
0.79917,0.61542,0.18058,p0439
0.85495,1.331,0.30151,p0440
1.4344,1.4154,0.17121,p0441
0.92455,1.0326,0.36571,p0442
1.1256,1.2133,0.070081,p0443
1.3557,0.54631,0.25474,p0444
0.61575,1.3903,0.21762,p0445
1.0358,0.73075,0.31413,p0446
1.0584,1.2502,0.18436,p0447
0.6639,1.0761,0.18532,p0448
0.56006,0.84414,0.35908,p0449
0.58268,0.74968,0.28076,p0450
1.4744,0.55526,0.29254,p0451
0.98341,1.3545,0.3854,p0452
0.87626,1.0641,0.064348,p0453
1.4872,0.66855,0.25876,p0454
1.4398,0.58363,0.075735,p0455
0.89668,0.69168,0.14255,p0456
0.87192,1.3076,0.18347,p0457
0.64688,0.81937,0.15869,p0458
0.6827,1.1549,0.34192,p0459
0.90925,1.1518,0.3563,p0460
1.2221,0.97329,0.30071,p0461
1.4292,1.2402,0.23905,p0462
1.0871,1.3253,0.10696,p0463
1.0978,1.2848,0.22899,p0464
1.2536,1.0839,0.28685,p0465
0.64441,1.4211,0.38706,p0466
1.0317,1.4591,0.20978,p0467
1.0834,1.4994,0.12454,p0468
0.97508,0.65015,0.052285,p0469
0.83067,1.2015,0.31224,p0470
0.69727,1.3884,0.23699,p0471
1.3497,1.3764,0.17532,p0472
0.81635,0.96483,0.30262,p0473
1.1378,0.62696,0.38216,p0474
0.66097,1.0432,0.32161,p0475
0.77507,1.1349,0.35381,p0476
1.1148,0.97022,0.092709,p0477
0.50358,1.3443,0.31901,p0478
1.2341,1.2453,0.13029,p0479
1.3671,0.56522,0.16522,p0480
1.3857,0.52311,0.19366,p0481
0.74532,0.88325,0.20475,p0482
0.67502,0.75005,0.33329,p0483
0.59384,1.2096,0.14396,p0484
1.0957,0.9384,0.153,p0485
0.51834,1.3388,0.25438,p0486
1.121,1.1582,0.28361,p0487
0.95972,0.74129,0.38138,p0488
1.3744,1.105,0.30774,p0489
1.0089,1.1091,0.34293,p0490
0.86207,1.0547,0.091587,p0491
1.2487,1.3874,0.29565,p0492
1.2272,0.61632,0.1597,p0493
1.0805,0.66022,0.30983,p0494
0.78789,1.3429,0.062575,p0495
1.2691,0.6381,0.062689,p0496
1.1727,0.70497,0.21423,p0497
0.82083,1.4416,0.29008,p0498
1.4999,0.86521,0.1774,p0499
1.1071,0.95913,0.10203,p0500
