wind_speed,swr,LAKE_PARAMS/c_relax_C,par_id
1.1809,1.203,0.0070376,p0228
1.2811,0.94119,0.0057994,p0229
1.0109,1.1984,0.0027232,p0230
1.3431,0.93577,0.0046772,p0231
0.78451,1.4561,0.0027509,p0232
0.97512,1.3999,0.0038506,p0233
0.86984,0.9721,0.0010321,p0234
0.98177,1.4162,0.0081429,p0235
0.87138,0.58077,0.00079168,p0236
0.75168,1.0797,0.0067165,p0237
1.0204,0.85787,0.0021757,p0238
0.8806,0.90381,0.007571,p0239
1.2571,1.1739,0.0046292,p0240
0.54603,0.86397,0.00026204,p0241
0.73114,1.3556,0.0097207,p0242
0.98756,0.89316,0.0033903,p0243
1.1235,1.4938,0.00031279,p0244
0.95599,1.3495,0.0074118,p0245
0.5539,0.84369,0.0026889,p0246
0.96439,1.1037,0.00058206,p0247
0.50314,1.1749,0.0026247,p0248
1.2799,0.58588,0.0059469,p0249
0.95786,0.87411,0.00082495,p0250
1.0198,1.1685,0.0066211,p0251
0.59401,1.1499,0.0023761,p0252
0.61193,0.64535,0.0023165,p0253
1.3776,0.92302,0.0081361,p0254
1.4498,1.432,0.0018004,p0255
0.66509,0.5741,0.0075186,p0256
1.1143,1.1475,0.0071587,p0257
0.56813,1.4213,0.0025617,p0258
0.50515,0.79207,0.0041664,p0259
1.3826,1.4704,0.009453,p0260
0.72481,0.5938,0.0058144,p0261
0.88922,1.1628,0.0014331,p0262
1.3565,0.52826,0.0068941,p0263
1.2284,0.73488,0.0085448,p0264
0.57234,0.50567,0.0089835,p0265
1.4841,0.83105,0.0031973,p0266
0.76532,1.353,0.0049873,p0267
0.97838,1.0945,0.00034868,p0268
0.80575,0.52299,0.0045673,p0269
0.99029,0.85905,0.0094973,p0270
1.1102,0.80202,0.0082092,p0271
1.324,1.2055,0.00018881,p0272
1.4912,1.284,0.0047348,p0273
1.4149,0.95295,0.0026098,p0274
1.4883,1.3939,0.0032526,p0275
1.284,0.90735,0.0042632,p0276
1.0939,0.96658,0.0096923,p0277
1.3073,0.65208,0.0014823,p0278
0.6634,1.2961,0.0045259,p0279
0.60392,1.2857,0.0043584,p0280
1.0797,1.4049,0.0074281,p0281
1.141,1.1112,0.0052146,p0282
1.1245,1.1872,0.0017643,p0283
1.293,1.0158,0.0051805,p0284
0.8629,1.3859,0.0066112,p0285
0.90974,0.83305,0.004697,p0286
1.1699,1.1791,0.004875,p0287
1.2746,0.61271,0.0024983,p0288
0.50057,1.3948,0.0044187,p0289
0.79728,0.66127,0.0039896,p0290
0.9532,0.87776,0.0087852,p0291
0.7058,1.3077,0.0052774,p0292
0.8352,0.53815,0.0087278,p0293
0.70853,1.498,0.0058826,p0294
0.81342,0.60768,0.0029596,p0295
0.9996,0.65678,0.0078213,p0296
0.79908,0.71388,0.0017566,p0297
0.77077,0.77838,0.0038923,p0298
1.4655,0.79989,0.0079575,p0299
0.69498,1.3235,0.0057727,p0300
1.4797,1.1424,0.0091063,p0301
1.4137,0.506,0.0022034,p0302
0.94203,1.3013,0.0087579,p0303
1.3902,1.3396,0.00055335,p0304
0.57475,0.83525,0.0012451,p0305
0.65117,1.4824,0.0060165,p0306
1.3855,0.83885,0.0070587,p0307
0.79267,0.56237,0.001071,p0308
1.1756,1.383,0.0034322,p0309
1.4051,1.2556,0.0028182,p0310
1.2185,0.91485,0.007766,p0311
0.79417,1.0468,0.007649,p0312
1.1833,1.0263,0.0062025,p0313
0.69711,1.3804,0.0093196,p0314
0.9126,0.51553,0.0056582,p0315
1.3128,0.69905,0.0078435,p0316
1.1958,1.1918,0.0097828,p0317
1.0958,0.84919,0.006464,p0318
1.0812,1.3893,0.0024097,p0319
0.91187,0.88045,0.0030662,p0320
0.89659,1.1615,0.004996,p0321
0.82488,1.2775,0.0028755,p0322
1.2975,1.3736,0.0055082,p0323
0.55179,1.3874,0.0016537,p0324
1.2248,0.89562,0.00037597,p0325
1.1531,1.1328,0.0087474,p0326
1.4735,0.55215,0.0083595,p0327
0.93635,1.145,0.0064966,p0328
1.0864,1.2081,0.0096244,p0329
0.89397,1.1123,0.0011006,p0330
1.2349,1.1834,0.00069302,p0331
0.58972,1.0208,0.0054326,p0332
0.84968,0.74961,0.00362,p0333
1.3726,0.60062,0.0040189,p0334
0.62156,0.99617,0.004757,p0335
0.8155,0.81623,0.00062395,p0336
0.5595,0.65044,0.0027613,p0337
0.86458,1.4344,0.0035075,p0338
1.0262,1.0804,0.0036473,p0339
1.1394,0.81047,0.0065804,p0340
0.8417,0.98031,0.0069332,p0341
0.92656,1.0637,0.0023252,p0342
0.85952,1.4409,0.006396,p0343
1.2057,0.93386,0.0077039,p0344
1.1126,1.2243,0.00013112,p0345
1.4826,0.50841,0.0059168,p0346
1.1737,0.93804,0.0063356,p0347
0.69091,1.2797,0.0080329,p0348
0.61778,0.62577,0.0088512,p0349
0.63814,1.0849,0.0010169,p0350
0.52632,1.106,0.0061789,p0351
1.0293,0.79499,0.00041098,p0352
0.97673,0.77132,0.0067981,p0353
0.54193,1.2652,0.0033579,p0354
1.4279,1.188,0.0019525,p0355
1.4802,0.53246,0.0028399,p0356
1.3553,0.60243,0.0042837,p0357
1.3419,1.2472,0.007028,p0358
0.89108,0.51744,0.001425,p0359
0.52159,1.0761,0.0035654,p0360
1.4457,1.1596,0.0099783,p0361
0.76956,0.51976,0.0071272,p0362
1.1309,0.52484,0.0033084,p0363
0.79078,1.1711,0.0053443,p0364
0.72026,1.1194,0.0079867,p0365
1.0467,1.3288,0.0069783,p0366
0.93037,1.418,0.0086265,p0367
1.1362,1.1576,0.0046601,p0368
0.51999,0.54319,0.0080475,p0369
1.1607,0.55843,0.0010048,p0370
1.2318,1.1098,0.0060234,p0371
1.4588,0.91383,0.00032415,p0372
1.0534,0.86916,0.0064342,p0373
0.96945,1.2261,0.0037179,p0374
1.1976,1.0927,0.0039298,p0375
1.1299,1.1381,0.001161,p0376
0.54331,0.69793,0.0068412,p0377
0.98417,0.96822,0.00039182,p0378
0.87664,0.89867,0.0098744,p0379
0.92296,1.0161,0.0015979,p0380
1.4231,1.067,0.0014501,p0381
1.2362,1.0961,0.008453,p0382
1.4373,1.3268,0.0086728,p0383
0.57827,1.4853,0.0030968,p0384
0.95839,0.94724,0.0041381,p0385
1.2103,1.1344,0.0082755,p0386
1.1355,1.4013,0.0015771,p0387
1.3877,0.97939,0.0095241,p0388
0.52918,0.53141,0.0018915,p0389
0.9339,0.99974,0.0036673,p0390
1.1335,0.69221,0.0004903,p0391
1.036,0.62269,0.0038316,p0392
0.52485,1.3479,0.0012606,p0393
1.1599,0.52155,0.0022975,p0394
0.77244,1.259,0.0085149,p0395
1.0426,0.71859,0.0077625,p0396
0.64874,0.83779,0.0068295,p0397
0.99792,0.92089,0.0041996,p0398
0.53943,1.3969,0.0096684,p0399
1.3349,1.2634,0.0092476,p0400
1.3968,1.3771,0.0027036,p0401
0.94712,1.1014,0.0096499,p0402
0.7756,1.026,0.006564,p0403
0.74357,0.5912,0.0040395,p0404
0.58523,0.99557,0.006882,p0405
1.1927,1.3571,0.0064042,p0406
0.63086,1.4618,0.0050655,p0407
1.4197,1.4156,0.0085575,p0408
0.66742,1.3257,0.0078367,p0409
1.0329,1.2366,0.008494,p0410
1.4067,0.8897,0.0089449,p0411
1.2879,1.3587,0.00045176,p0412
0.61285,0.56691,0.0014019,p0413
1.2916,0.55424,0.0006049,p0414
0.90187,0.9508,0.0084029,p0415
0.6065,1.0493,0.001881,p0416
0.92905,1.2411,0.0016408,p0417
1.2204,1.1366,0.0040457,p0418
1.0836,0.91022,0.0090027,p0419
1.009,0.94807,0.0056891,p0420
0.85374,0.58937,0.0029809,p0421
0.75749,1.4474,0.0072355,p0422
1.1912,1.0007,0.0005711,p0423
1.3606,1.2727,0.0083539,p0424
0.63589,0.61875,0.0043544,p0425
1.0396,0.63709,0.0020267,p0426
1.3475,1.0315,0.0098357,p0427
0.64262,0.61167,0.0035459,p0428
1.325,0.6268,0.0037412,p0429
1.4863,1.252,0.0051463,p0430
1.0146,1.4737,0.0037818,p0431
1.3512,1.3021,0.0033395,p0432
1.4384,0.75491,0.0029309,p0433
1.2236,0.54469,0.0085973,p0434
0.9483,0.68775,0.0060456,p0435
0.72985,0.72022,0.0030746,p0436
0.59118,1.0527,0.00735,p0437
1.43,0.88463,0.0038669,p0438
1.3393,0.68282,0.0019852,p0439
1.456,0.67578,0.00121,p0440
0.80201,0.82912,0.0079108,p0441
0.62504,1.3371,0.0048236,p0442
1.3982,0.90439,0.0097812,p0443
1.1561,1.299,0.0077949,p0444
0.7774,0.8016,0.0023471,p0445
0.83284,1.4428,0.0091928,p0446
1.4692,1.4695,0.0012693,p0447
1.3887,0.76355,0.0035891,p0448
0.75305,1.4496,0.0090767,p0449
1.0304,1.1644,0.0030096,p0450
0.61949,0.87206,0.0081716,p0451
1.1174,0.705,0.0083836,p0452
0.86112,1.4916,0.0044847,p0453
0.83627,0.86797,0.0074725,p0454
0.73511,0.7451,0.004196,p0455
0.92559,1.3155,0.0040637,p0456
1.2983,0.61567,0.0081026,p0457
1.2387,1.1535,0.0092883,p0458
1.0054,1.4238,0.0098889,p0459
1.0644,1.3097,0.0022562,p0460
1.2089,0.54638,0.0029409,p0461
0.74999,0.59564,0.003813,p0462
0.84683,0.78762,0.0028063,p0463
1.4668,1.3665,0.0054228,p0464
1.1644,1.3758,0.0080615,p0465
0.89874,1.0114,0.0017431,p0466
0.72316,0.6706,0.0098137,p0467
0.73989,0.97171,0.0055027,p0468
0.7403,0.72725,0.009016,p0469
0.84406,1.2215,0.009276,p0470
1.1867,1.0188,0.0015566,p0471
1.0666,0.80533,0.00050872,p0472
0.64471,0.7897,0.0057296,p0473
0.76703,1.0505,0.0096021,p0474
0.5707,1.0092,0.009998,p0475
1.314,0.55159,0.0088863,p0476
1.0971,1.4275,0.0043243,p0477
0.78169,1.0233,0.0095545,p0478
1.3486,1.1313,0.0083036,p0479
0.70117,0.72933,0.00023475,p0480
1.0035,1.3178,0.0019688,p0481
0.93538,0.84057,0.0086412,p0482
1.4529,0.64743,0.0022213,p0483
1.2683,0.81311,0.00021458,p0484
1.4329,0.93,0.0016059,p0485
0.83996,0.89189,0.00069541,p0486
1.0559,0.50373,0.001111,p0487
1.3034,1.4307,0.0037028,p0488
1.1197,0.72438,0.0063508,p0489
1.3451,0.98395,0.0047169,p0490
1.168,0.74621,0.005356,p0491
0.67226,0.65525,0.00739,p0492
1.3265,1.4257,0.0061412,p0493
0.9733,0.97546,0.0030219,p0494
1.4205,1.1174,0.0016797,p0495
0.96165,0.75208,0.0089304,p0496
1.3174,1.0064,0.0080853,p0497
0.80747,1.0133,0.0094307,p0498
0.98358,1.3514,0.0034766,p0499
0.9933,1.037,0.0025287,p0500
