wind_speed,swr,sediment/sed_temp_mean,sediment/sed_temp_mean,par_id
1.3297,1.1272,5.9096,18.797,p0074
1.0729,0.53629,3.96,8.2874,p0075
0.65415,1.4258,11.286,2.0993,p0076
0.87251,1.0357,10.621,12.413,p0077
1.4003,0.64123,9.4824,0.45822,p0078
0.55812,1.2423,17.701,15.885,p0079
1.4307,1.1116,4.945,8.3867,p0080
0.82222,0.58116,18.165,18.017,p0081
1.1814,0.69587,12.112,12.159,p0082
0.98778,0.56372,4.4412,14.487,p0083
0.88591,0.6113,18.539,2.2785,p0084
0.65302,0.71121,16.084,15.386,p0085
0.8456,0.69643,15.214,5.9225,p0086
1.2907,1.0659,14.68,18.489,p0087
1.0971,1.1892,8.8303,18.13,p0088
1.4913,1.3926,4.8124,14.528,p0089
1.1856,0.87235,9.7466,1.2439,p0090
1.1124,1.2351,17.208,19.935,p0091
0.89318,1.1231,16.356,7.8687,p0092
1.2785,0.52714,13.047,18.74,p0093
1.0101,0.65459,17.519,13.411,p0094
0.89729,1.4186,3.1034,4.4758,p0095
0.75943,1.2395,14.517,10.057,p0096
1.0407,0.53184,3.4008,5.4054,p0097
0.9187,0.9603,7.573,8.3452,p0098
0.72236,1.1282,12.98,18.532,p0099
1.3504,0.87603,18.2,0.7813,p0100
1.3868,0.982,10.696,5.4567,p0101
0.65687,0.64777,6.6307,19.186,p0102
0.64699,1.0248,15.805,2.8261,p0103
1.0649,0.71966,14.908,19.173,p0104
1.0356,0.99068,16.912,18.043,p0105
0.71793,1.1838,7.8782,6.322,p0106
0.77515,0.96285,7.0531,13.352,p0107
1.3301,0.79818,15.732,4.8987,p0108
1.3922,1.0305,18.96,2.3613,p0109
0.58818,0.59549,5.9406,2.7028,p0110
1.4895,1.2198,17.096,7.6673,p0111
0.95258,0.73821,1.8989,16.608,p0112
1.1188,1.3917,7.3441,5.1485,p0113
0.84015,1.4851,19.508,9.5183,p0114
1.338,1.4551,1.6325,6.0692,p0115
0.70421,0.51041,11.965,17.338,p0116
0.99486,1.2709,18.928,1.1534,p0117
0.65999,1.0036,19.044,13.616,p0118
0.84713,0.60675,16.298,8.1858,p0119
0.86594,1.1183,6.4851,6.1865,p0120
1.4117,0.99412,18.387,14.597,p0121
1.0944,0.78881,5.3463,19.367,p0122
0.86322,0.68361,9.3959,3.6054,p0123
1.0705,0.58847,5.0047,5.8695,p0124
1.2536,1.2413,12.368,19.808,p0125
0.7325,0.82694,2.9517,13.654,p0126
1.2391,1.429,11.56,16.368,p0127
1.053,0.8083,14.749,19.221,p0128
1.1155,1.4014,1.8012,16.964,p0129
1.1439,0.72418,16.634,9.7048,p0130
0.8557,1.1946,12.235,18.647,p0131
1.3622,1.0994,12.752,15.991,p0132
1.1345,1.4027,16.071,1.5373,p0133
0.5841,0.77942,1.1184,1.6161,p0134
1.3749,1.3524,7.9296,3.4102,p0135
0.6326,0.95591,5.4507,5.1946,p0136
0.96653,0.71503,5.2813,0.92909,p0137
1.4146,1.1317,3.0196,16.488,p0138
0.9404,0.88427,2.3244,5.9324,p0139
1.2404,0.70207,18.071,8.7076,p0140
0.56789,0.51916,4.2356,9.5805,p0141
1.2338,0.54864,4.1915,8.9049,p0142
1.3129,1.0339,19.196,6.5491,p0143
0.98411,1.3446,2.4076,19.764,p0144
0.9898,1.0221,11.798,3.1432,p0145
0.54843,0.85631,14.897,13.478,p0146
1.1958,0.50087,13.962,19.487,p0147
0.74225,0.56986,3.439,11.629,p0148
1.4324,1.1393,16.431,0.54729,p0149
0.81763,1.1548,5.1094,1.1252,p0150
0.62676,0.81456,3.1237,6.8449,p0151
1.0777,0.92133,4.3728,18.763,p0152
0.6119,1.2056,3.4745,18.176,p0153
0.50492,1.159,17.878,15.498,p0154
1.0225,1.3724,7.3939,7.5745,p0155
0.69397,1.0485,9.8066,11.1,p0156
1.2837,1.4576,3.2475,15.658,p0157
0.76513,0.73499,16.505,13.325,p0158
1.0093,1.0895,13.8,14.155,p0159
1.2157,0.8167,18.308,8.9562,p0160
0.73049,0.6597,4.977,14.242,p0161
1.3436,1.2873,0.89889,4.163,p0162
1.2028,0.76257,7.2858,2.9017,p0163
0.90772,0.85997,14.439,6.9019,p0164
0.94235,0.65357,19.472,8.1508,p0165
0.92839,0.83919,16.812,7.1589,p0166
0.51828,1.4712,5.3173,5.547,p0167
0.67363,0.94561,18.337,19.396,p0168
1.1395,1.4179,1.7365,8.4462,p0169
0.90361,0.63755,4.5774,10.294,p0170
0.85886,1.1447,7.6023,10.826,p0171
0.88195,1.4105,1.8392,4.1696,p0172
1.2643,0.68574,2.4906,6.9284,p0173
0.96419,1.3478,5.0434,12.499,p0174
0.73818,0.76047,15.708,18.694,p0175
0.99767,1.4889,14.406,8.9919,p0176
1.2353,1.2856,8.1857,14.663,p0177
1.4668,1.0913,10.452,17.613,p0178
1.3705,0.93319,13.872,12.693,p0179
0.64361,0.86303,11.956,16.186,p0180
0.89913,1.4661,19.017,12.449,p0181
1.3543,0.65019,16.845,3.6463,p0182
0.67626,1.2172,1.0814,15.061,p0183
1.4229,0.50202,12.66,9.4791,p0184
1.1759,0.81943,12.892,10.091,p0185
0.84274,0.62514,16.702,4.6221,p0186
1.151,1.0878,7.2293,14.46,p0187
0.8882,0.9585,10.892,10.236,p0188
1.1923,0.52529,10.476,11.725,p0189
0.79499,1.3873,16.611,3.1023,p0190
1.3448,0.77163,13.08,14.889,p0191
1.0044,0.89422,2.5661,16.198,p0192
1.3495,0.94751,11.048,9.7899,p0193
1.289,1.4816,17.624,18.971,p0194
0.63138,1.17,18.597,19.327,p0195
0.9449,1.0689,9.0667,1.3535,p0196
0.5792,0.81103,1.9985,4.211,p0197
1.1915,0.84486,8.4416,10.976,p0198
0.50253,0.57118,13.289,6.784,p0199
1.2296,1.2061,10.201,13.258,p0200
1.0565,0.62996,19.811,7.9579,p0201
1.4822,1.3689,18.427,14.402,p0202
1.2184,0.55569,6.8041,6.4493,p0203
1.1696,0.74488,3.7166,0.75167,p0204
0.87919,0.64936,16.538,6.6896,p0205
1.2976,0.72898,17.661,3.6764,p0206
0.90405,0.59886,17.29,13.877,p0207
0.55416,0.99221,6.0258,8.4305,p0208
0.75317,1.1793,12.494,5.5007,p0209
1.3641,1.1354,1.9594,9.907,p0210
0.86847,0.56798,11.752,8.637,p0211
1.0429,0.89914,7.7536,1.7055,p0212
0.86657,0.87595,15.232,8.7174,p0213
1.0871,1.2896,13.32,7.1819,p0214
1.3034,0.73243,4.0177,19.641,p0215
1.0065,0.99612,15.651,0.62116,p0216
1.4067,0.88361,5.6114,11.236,p0217
1.4477,1.2487,1.2216,17.679,p0218
0.79168,1.0479,6.9239,1.8761,p0219
1.2487,0.5074,2.9451,15.293,p0220
0.54018,1.1695,11.01,2.4177,p0221
1.2208,0.5835,13.894,18.843,p0222
0.96896,1.389,12.012,1.9131,p0223
1.4436,1.1122,5.155,2.0117,p0224
0.97045,0.66757,1.1604,4.3247,p0225
0.82016,1.3568,0.4484,13.122,p0226
1.1567,1.0572,5.7031,1.0709,p0227
1.0857,1.1849,15.538,7.3062,p0228
0.72739,0.83531,3.7421,19.526,p0229
1.3972,0.6147,11.48,5.6573,p0230
1.456,1.4649,17.019,8.5383,p0231
1.1765,0.87977,3.5522,10.372,p0232
1.252,1.3099,18.263,15.448,p0233
1.1096,1.2112,11.678,3.7929,p0234
0.64958,0.92769,1.5675,3.7376,p0235
0.91793,1.0122,3.5098,13.16,p0236
0.73612,0.91915,6.9581,4.7708,p0237
0.72971,1.4536,5.1834,3.9881,p0238
0.77924,0.70928,9.3598,10.458,p0239
0.62934,0.88759,1.6558,14.382,p0240
0.54459,1.2446,11.886,3.3334,p0241
1.4871,1.1515,17.128,5.2856,p0242
0.67958,1.2821,15.879,7.9193,p0243
0.92136,0.97554,15.443,12.932,p0244
0.98162,0.61996,5.0766,19.441,p0245
0.85103,0.78213,4.6967,16.774,p0246
1.27,1.3945,4.1575,15.542,p0247
0.51751,0.86025,4.2424,11.942,p0248
1.4761,1.4435,6.2064,15.848,p0249
0.89046,1.4751,9.184,5.364,p0250
1.3469,1.0608,10.27,2.1444,p0251
1.0788,0.82252,19.412,2.2346,p0252
1.4564,0.93453,13.165,13.036,p0253
0.98267,0.63023,7.9183,17.31,p0254
1.0938,0.81376,2.6639,6.9572,p0255
0.6706,0.7004,14.033,12.528,p0256
1.3189,0.88947,16.579,11.569,p0257
1.2243,0.60298,17.745,12.083,p0258
1.2045,0.78544,9.8713,13.744,p0259
0.79666,0.86522,14.045,4.2647,p0260
0.71922,1.4351,17.975,16.132,p0261
1.2845,1.3105,2.2725,5.5971,p0262
1.1557,0.54211,17.926,17.462,p0263
0.68888,1.1092,18.802,14.205,p0264
1.0495,1.3236,18.583,17.766,p0265
1.3893,1.3315,19.926,15.041,p0266
0.95017,1.1204,6.1541,19.899,p0267
1.4616,0.53999,19.081,16.26,p0268
1.2568,0.71661,11.394,10.688,p0269
1.3007,1.4269,4.4891,15.84,p0270
0.82833,0.82066,0.48689,19.881,p0271
1.0181,1.4794,9.2556,17.426,p0272
1.2138,1.1368,15.989,8.0215,p0273
1.127,1.291,2.0347,15.23,p0274
0.62387,1.3131,19.569,2.7892,p0275
1.1585,0.66545,17.315,11.187,p0276
1.4815,1.4493,1.8705,0.98581,p0277
0.62187,1.3984,14.609,16.929,p0278
1.0546,0.85055,11.716,1.0041,p0279
0.80528,1.4688,8.1363,5.8274,p0280
0.7081,1.3184,9.6,15.479,p0281
1.3769,0.62666,19.535,14.967,p0282
0.76036,1.1634,2.3976,18.102,p0283
0.92698,0.93717,9.4996,12.053,p0284
1.3589,1.415,13.214,17.724,p0285
1.1338,1.3848,4.7588,2.6407,p0286
0.56261,1.4518,9.8186,13.992,p0287
1.4379,0.79294,10.198,15.782,p0288
1.164,1.3777,19.668,3.842,p0289
0.57141,0.89069,1.318,11.586,p0290
0.90938,0.76701,0.55404,15.157,p0291
1.4091,0.90669,2.3142,10.35,p0292
0.61771,0.54443,18.72,14.288,p0293
0.58749,0.74668,12.176,19.593,p0294
0.78461,0.9312,9.5494,9.3449,p0295
0.76816,1.0627,18.081,10.131,p0296
1.1824,1.0453,6.099,8.2056,p0297
0.89462,0.88131,0.80429,4.7429,p0298
1.2619,1.1642,15.602,5.9982,p0299
1.063,0.53502,19.359,15.009,p0300
1.4587,0.57946,14.664,16.077,p0301
0.97894,1.4764,11.852,15.945,p0302
1.2942,1.4083,13.811,6.6481,p0303
1.2635,0.55929,9.9076,4.2847,p0304
1.4199,1.4337,19.301,14.731,p0305
1.3736,1.4969,13.674,1.3223,p0306
1.2745,0.86682,19.429,14.577,p0307
1.0666,0.90894,8.2182,15.114,p0308
0.93278,0.79547,7.8254,5.7223,p0309
1.0369,1.158,2.4387,12.88,p0310
1.2006,1.361,17.916,0.65,p0311
1.2465,1.2776,11.823,12.735,p0312
1.0819,0.67119,14.317,4.675,p0313
0.63744,1.3549,8.5827,9.1477,p0314
1.103,0.97132,1.4683,16.096,p0315
0.78869,0.75718,12.533,13.012,p0316
0.81804,1.0595,0.69912,4.1065,p0317
0.5225,1.3262,9.109,18.214,p0318
1.3265,1.0017,14.807,7.2539,p0319
0.96202,0.80407,7.5156,6.427,p0320
0.91273,1.1776,13.522,17.186,p0321
0.7103,0.50913,0.72403,3.1816,p0322
1.3222,1.0396,9.1444,5.2402,p0323
1.3602,1.0835,15.833,3.9345,p0324
0.50738,0.57729,10.123,13.231,p0325
0.57461,1.0782,16.435,2.5463,p0326
0.60896,1.2,4.7164,9.9997,p0327
0.88306,0.84055,0.85924,5.478,p0328
1.3996,1.1668,8.0099,9.9412,p0329
1.3826,0.63831,4.3274,12.383,p0330
0.59335,0.51406,13.404,1.6741,p0331
1.2986,0.94896,7.2078,12.315,p0332
1.4987,1.0505,17.231,10.429,p0333
1.0218,1.2138,4.8716,0.47926,p0334
0.51048,1.2298,12.301,2.3248,p0335
0.53637,1.4129,14.161,16.348,p0336
0.85707,0.83241,2.729,14.679,p0337
1.025,1.4911,9.2894,13.073,p0338
1.051,1.2922,11.129,19.77,p0339
1.0265,1.2032,7.0662,8.8553,p0340
0.53292,0.95054,10.303,7.6929,p0341
1.4497,0.89666,6.6862,2.75,p0342
1.4044,0.53354,1.2343,4.494,p0343
0.74999,0.92504,18.754,13.606,p0344
0.66802,1.2786,1.341,14.047,p0345
0.80603,1.0178,8.6902,16.801,p0346
0.77008,0.98102,6.1784,17.881,p0347
0.69583,0.59657,7.6711,6.0895,p0348
0.99946,0.74321,17.427,14.777,p0349
1.1213,1.1997,4.0863,17.382,p0350
0.59558,1.322,17.479,0.84491,p0351
1.1305,1.2376,19.694,16.57,p0352
1.478,0.76482,9.9346,18.256,p0353
1.0892,0.62021,8.5245,3.2982,p0354
0.67458,0.98465,8.791,9.5685,p0355
0.8379,1.3655,14.959,16.416,p0356
0.88722,0.60449,18.449,14.025,p0357
1.1451,0.871,15.259,10.489,p0358
1.1286,1.0731,10.716,11.134,p0359
0.95984,0.7413,8.3108,16.544,p0360
0.50034,0.72246,0.63866,4.8249,p0361
0.8538,1.2648,19.893,5.3223,p0362
0.69889,1.3053,12.321,14.919,p0363
1.2813,0.79769,11.446,13.186,p0364
1.1079,0.68632,2.5299,11.519,p0365
0.75547,1.4872,10.85,7.5613,p0366
0.52792,0.84704,5.8453,10.902,p0367
1.2226,1.0104,10.807,4.8375,p0368
0.96155,0.95368,12.453,14.864,p0369
1.1012,0.67928,15.354,3.4569,p0370
0.92461,0.55693,12.793,8.2642,p0371
0.756,0.82927,12.129,11.468,p0372
0.63974,1.247,7.3223,11.336,p0373
1.0589,0.97336,6.9889,15.315,p0374
1.2172,1.2259,17.365,7.836,p0375
1.4354,1.297,17.411,2.9824,p0376
1.2698,1.1916,5.5241,2.3135,p0377
0.6808,1.4941,14.135,7.6412,p0378
1.2768,1.4061,6.5307,16.631,p0379
1.4447,0.89355,6.4144,1.9479,p0380
1.4643,1.2685,0.41388,4.5201,p0381
1.1862,1.1162,13.109,16.83,p0382
0.87762,1.126,1.5333,18.339,p0383
1.1969,0.78699,11.505,1.7985,p0384
0.61485,1.4622,11.64,13.962,p0385
1.2457,0.59345,13.353,3.4771,p0386
0.87062,1.0545,10.104,5.0312,p0387
1.4028,0.95617,5.3848,1.4039,p0388
1.3334,0.96479,15.469,8.5131,p0389
0.7025,1.3398,16.737,10.254,p0390
1.1648,1.3706,8.5972,18.287,p0391
0.7807,0.91729,9.6133,7.435,p0392
1.1895,0.75585,12.564,7.0106,p0393
1.124,0.63504,5.5656,7.7636,p0394
1.1738,0.80104,16.129,10.613,p0395
1.3788,1.2575,15.515,6.7192,p0396
1.1532,0.98804,13.741,2.868,p0397
1.3663,1.1159,0.76318,1.1945,p0398
0.9485,0.57278,18.5,18.984,p0399
0.61919,0.59092,3.6639,6.1621,p0400
0.57389,0.75963,14.314,6.5121,p0401
0.97645,1.0964,8.9013,2.4476,p0402
0.60066,1.1005,6.2618,19.121,p0403
0.79212,1.4453,7.6305,17.287,p0404
1.2731,1.436,3.5959,2.1684,p0405
1.4688,1.1721,18.653,13.528,p0406
0.74151,0.55003,12.727,1.5868,p0407
0.82417,0.75175,10.634,1.2987,p0408
0.99051,1.4727,12.408,10.039,p0409
0.83336,0.54736,1.2821,11.394,p0410
0.71414,0.83039,17.177,16.9,p0411
0.52866,0.64367,18.87,2.9244,p0412
0.95556,0.74922,5.9951,17.899,p0413
0.95722,1.3782,2.1604,11.442,p0414
0.63476,0.52041,3.9684,7.5058,p0415
0.50962,1.0067,4.3012,2.9992,p0416
0.65048,1.3504,15.945,19.697,p0417
0.6027,1.0293,9.6826,11.04,p0418
1.3913,1.2616,15.06,12.765,p0419
0.58256,0.91014,8.2506,9.4417,p0420
0.53848,1.0757,6.3759,8.6215,p0421
1.3365,1.1816,4.4341,11.36,p0422
0.83906,0.50484,19.29,9.6652,p0423
1.2667,1.4936,15.908,10.668,p0424
0.51423,0.55387,16.784,10.985,p0425
1.4973,0.61221,6.317,11.744,p0426
1.03,1.3664,10.028,4.0223,p0427
1.2546,0.97907,4.5546,4.4087,p0428
1.111,0.8031,15.15,12.624,p0429
1.0281,1.2158,11.605,9.6161,p0430
0.9018,1.341,6.8383,7.3719,p0431
1.3402,1.052,19.164,7.1407,p0432
0.97521,1.4313,16.881,0.8908,p0433
0.6633,1.3626,14.249,2.4885,p0434
1.4394,1.1921,2.9046,10.572,p0435
1.4178,0.66267,3.8281,9.7299,p0436
1.1661,0.56598,3.9059,12.248,p0437
0.72101,1.38,0.92601,17.818,p0438
0.74522,1.1754,19.981,3.8631,p0439
1.4703,1.0362,14.392,11.781,p0440
1.3357,1.259,3.3287,3.5019,p0441
1.1497,1.3423,7.7033,15.215,p0442
1.0907,1.2278,15.064,13.812,p0443
1.1991,0.94331,7.7735,9.1885,p0444
1.0177,0.90031,5.7417,9.2569,p0445
0.59961,1.07,9.3205,17.973,p0446
0.52029,1.2753,8.3907,10.53,p0447
1.3576,1.1078,10.518,8.1139,p0448
0.77618,1.0195,11.071,18.382,p0449
0.99278,1.4382,13.981,14.817,p0450
0.91172,0.72048,17.806,12.556,p0451
0.93808,1.0951,1.7104,4.3866,p0452
0.64595,1.3368,12.064,17.94,p0453
1.1374,0.67321,3.2135,12.636,p0454
1.3175,1.3598,13.593,19.264,p0455
0.68715,0.69992,19.786,1.4831,p0456
1.2276,0.96653,2.7761,9.8503,p0457
0.54662,1.2545,8.3375,4.5652,p0458
1.2072,1.1321,2.6082,10.713,p0459
0.79913,0.90321,8.971,15.615,p0460
0.60787,0.68996,0.58338,8.8062,p0461
1.4632,0.56092,18.673,11.169,p0462
1.396,1.4604,10.334,18.395,p0463
1.1719,0.5122,7.4284,11.808,p0464
0.68521,0.5419,12.833,6.5548,p0465
0.59641,1.4999,2.208,17.513,p0466
0.76732,1.1531,5.6909,7.0395,p0467
0.58163,0.93959,9.4375,4.6641,p0468
1.2319,0.67675,6.6419,12.829,p0469
0.66687,1.3326,2.1011,9.1179,p0470
1.4292,1.3064,13.422,11.651,p0471
1.4752,1.2722,15.332,17.093,p0472
1.0453,1.0044,4.6275,15.691,p0473
0.80045,0.66937,10.069,11.895,p0474
1.0479,1.1493,12.905,17.533,p0475
1.3119,1.4206,11.306,17.742,p0476
0.70645,1.1047,1.3829,13.443,p0477
0.55781,0.79038,1.5809,3.6979,p0478
1.325,1.317,7.1767,5.6267,p0479
1.4276,0.52817,16.003,8.0506,p0480
0.7132,0.69117,18.155,1.8211,p0481
1.4531,0.92804,11.352,7.7991,p0482
0.55093,1.2812,13.231,1.5299,p0483
0.94698,0.77391,6.323,6.3805,p0484
0.6043,1.3745,13.566,7.085,p0485
1.1043,0.91557,14.497,5.7872,p0486
0.93102,1.2333,2.7115,12.042,p0487
1.0126,0.69262,8.0768,3.3401,p0488
1.2424,0.86987,5.7768,12.346,p0489
0.53173,0.78182,4.6419,9.2719,p0490
0.51393,1.0202,16.276,8.9375,p0491
1.0383,1.4412,3.2907,16.029,p0492
1.424,0.80624,0.96863,9.0849,p0493
0.69037,0.77526,17.038,16.449,p0494
1.3808,0.64432,4.0635,13.804,p0495
0.64196,1.2319,17.596,6.2191,p0496
1.3203,0.75241,9.7213,10.856,p0497
1.2088,0.99924,3.7886,5.7547,p0498
1.2872,0.76966,9.9818,18.912,p0499
0.57641,0.84991,3.1534,19.053,p0500
