wind_speed,swr,Phys.par/C_shelter,par_id
1.0128,0.69904,0.14057,p0144
0.86717,1.434,0.37165,p0145
0.90885,0.95137,0.3107,p0146
1.1412,1.4269,0.11656,p0147
0.75979,0.51929,0.36537,p0148
1.1851,1.2985,0.11344,p0149
1.0734,1.0915,0.10919,p0150
1.4708,0.58222,0.23348,p0151
1.1647,0.53641,0.25493,p0152
0.85863,1.0535,0.12382,p0153
1.4312,0.81322,0.20872,p0154
0.54667,0.90572,0.20374,p0155
0.53141,1.2825,0.076511,p0156
1.1087,1.1852,0.30636,p0157
1.4994,0.6748,0.050779,p0158
1.3389,0.59783,0.29601,p0159
0.7159,1.0561,0.17561,p0160
0.54872,0.84572,0.14566,p0161
1.1987,0.99715,0.21587,p0162
0.74155,1.1058,0.22727,p0163
1.0966,0.78946,0.21815,p0164
1.2911,0.60776,0.14788,p0165
0.58749,0.85723,0.22293,p0166
1.2194,0.89062,0.19314,p0167
1.0356,1.3045,0.27821,p0168
0.79306,1.1652,0.18555,p0169
1.0103,1.267,0.36909,p0170
0.9421,1.1101,0.11595,p0171
1.4675,0.5327,0.39154,p0172
0.87708,0.5841,0.19026,p0173
1.0083,1.1736,0.29415,p0174
0.52199,1.1884,0.37086,p0175
0.91298,0.52456,0.094842,p0176
0.8545,1.1246,0.28299,p0177
1.0068,0.61908,0.081954,p0178
0.55594,1.3117,0.2913,p0179
1.2655,0.93914,0.26359,p0180
0.79565,0.61249,0.062839,p0181
0.8431,1.2105,0.063455,p0182
0.58976,1.4304,0.38339,p0183
0.90754,0.58631,0.12661,p0184
0.83302,1.4952,0.19361,p0185
1.4455,1.3946,0.12491,p0186
1.3829,1.2602,0.23249,p0187
1.4782,1.3592,0.38496,p0188
1.2772,1.2156,0.16183,p0189
1.3941,0.53026,0.22983,p0190
1.3094,1.2232,0.054235,p0191
1.482,0.53466,0.15235,p0192
1.0617,0.801,0.25767,p0193
1.3108,0.62816,0.097529,p0194
1.1019,1.0241,0.33481,p0195
0.98426,0.81474,0.32517,p0196
0.92932,0.73296,0.31379,p0197
0.82753,1.4391,0.35869,p0198
1.336,1.1073,0.30614,p0199
1.4248,0.76412,0.39579,p0200
1.289,0.87704,0.38986,p0201
0.5008,0.75921,0.13481,p0202
0.57949,1.4715,0.17907,p0203
1.4915,1.2764,0.22831,p0204
0.80474,1.2782,0.10428,p0205
1.0293,1.352,0.14655,p0206
0.8156,1.2457,0.061388,p0207
0.94871,0.99482,0.36594,p0208
0.68315,1.4654,0.058243,p0209
0.96154,1.2515,0.11428,p0210
0.61158,0.76215,0.31985,p0211
1.2341,1.3498,0.23575,p0212
0.55038,1.4816,0.2002,p0213
0.74944,1.1517,0.16375,p0214
0.51007,1.2376,0.28537,p0215
1.4079,1.1615,0.15849,p0216
1.0981,0.5651,0.08786,p0217
1.0214,0.82257,0.21448,p0218
1.4892,1.2741,0.39897,p0219
0.66237,1.0315,0.23452,p0220
1.444,0.84342,0.39678,p0221
1.1245,1.2052,0.26076,p0222
0.83585,0.94338,0.36435,p0223
0.56474,1.3755,0.1429,p0224
0.63161,0.67917,0.3598,p0225
0.84624,0.72503,0.27932,p0226
0.64435,1.2876,0.098574,p0227
0.63422,1.4069,0.2832,p0228
0.63684,1.3468,0.09801,p0229
0.83757,0.7236,0.29935,p0230
0.60964,1.2093,0.079975,p0231
0.8951,0.64054,0.066542,p0232
0.68016,0.7492,0.24495,p0233
0.74455,0.65949,0.21153,p0234
0.98212,0.55157,0.27528,p0235
0.72104,0.72089,0.10822,p0236
1.3985,1.2916,0.17271,p0237
0.7017,0.54157,0.24576,p0238
0.85669,0.59397,0.34461,p0239
1.2627,0.84945,0.27637,p0240
1.3428,1.423,0.21943,p0241
0.65639,0.74025,0.24297,p0242
0.81214,0.69154,0.075627,p0243
0.54235,0.82111,0.057558,p0244
1.0783,0.63078,0.11991,p0245
1.2257,1.3255,0.20544,p0246
0.50648,1.1934,0.067433,p0247
0.82205,0.88056,0.22443,p0248
1.374,1.2959,0.16532,p0249
0.74371,1.1197,0.15025,p0250
0.88595,0.6675,0.27309,p0251
1.4695,0.56944,0.3315,p0252
1.4826,1.2399,0.13403,p0253
1.2684,0.97164,0.093731,p0254
0.6195,0.63649,0.217,p0255
0.68778,0.72763,0.19605,p0256
0.8987,0.79739,0.29719,p0257
0.97467,1.421,0.15481,p0258
1.3276,0.87377,0.35493,p0259
1.2401,0.81024,0.20706,p0260
1.0754,0.92333,0.32901,p0261
0.6323,1.4246,0.22506,p0262
1.07,0.85574,0.13605,p0263
0.87061,0.51192,0.32767,p0264
1.4963,1.1961,0.31637,p0265
0.77474,1.4286,0.20127,p0266
1.3797,0.62576,0.36155,p0267
1.3138,1.0339,0.34978,p0268
0.81822,0.8371,0.25914,p0269
0.52854,1.2532,0.12345,p0270
1.4058,1.0183,0.35101,p0271
0.58159,0.78204,0.28125,p0272
0.67613,1.0024,0.32823,p0273
1.2806,0.85311,0.19833,p0274
0.80056,1.2559,0.28494,p0275
0.97898,1.3926,0.1115,p0276
1.457,0.52721,0.074453,p0277
1.0539,1.0761,0.17961,p0278
0.90197,0.73757,0.22237,p0279
1.3145,0.64988,0.26666,p0280
0.69946,0.50243,0.24636,p0281
1.2663,1.3007,0.30326,p0282
1.1339,1.1825,0.096175,p0283
0.90464,1.0876,0.388,p0284
0.97225,0.90234,0.29352,p0285
0.6211,0.62783,0.23293,p0286
1.196,0.56671,0.25102,p0287
1.4152,1.397,0.31394,p0288
1.0028,0.87886,0.39748,p0289
1.2559,0.50479,0.12477,p0290
1.3561,0.8836,0.16841,p0291
1.2736,0.76994,0.31146,p0292
1.4089,1.015,0.21654,p0293
1.3539,0.78633,0.089559,p0294
1.4346,1.3566,0.30522,p0295
1.4331,1.19,0.21514,p0296
1.251,0.82883,0.33063,p0297
1.3185,1.1155,0.36644,p0298
0.81753,0.73166,0.32634,p0299
0.71813,0.63563,0.36111,p0300
1.2702,1.4875,0.13032,p0301
1.2976,1.1024,0.13902,p0302
0.57262,1.4552,0.059877,p0303
0.62459,0.67098,0.082709,p0304
1.182,0.83266,0.38315,p0305
0.65807,1.109,0.16308,p0306
0.62808,1.0665,0.31299,p0307
0.83129,1.0715,0.29808,p0308
1.1166,0.52369,0.14421,p0309
1.1939,1.3421,0.077934,p0310
1.1033,1.0164,0.15179,p0311
0.73657,0.88782,0.22881,p0312
1.0432,0.97727,0.3839,p0313
1.2003,1.4035,0.17468,p0314
0.88631,1.4107,0.34191,p0315
0.95825,0.91615,0.34623,p0316
0.97675,0.79425,0.32068,p0317
1.3482,1.2655,0.16661,p0318
0.70306,0.83452,0.14826,p0319
0.57636,1.2067,0.34266,p0320
0.76211,1.3217,0.34112,p0321
1.0417,0.85907,0.11767,p0322
1.1382,0.86099,0.30764,p0323
1.3752,1.1419,0.34375,p0324
0.61305,1.2324,0.15995,p0325
0.50321,1.0985,0.055089,p0326
1.1101,1.3841,0.16202,p0327
0.77812,0.59186,0.094377,p0328
1.307,0.65298,0.16099,p0329
1.3281,1.3633,0.35783,p0330
0.89765,1.338,0.35285,p0331
0.75618,0.93132,0.24081,p0332
0.99492,0.70869,0.14112,p0333
1.4529,0.71711,0.27042,p0334
1.4012,0.94797,0.10544,p0335
1.362,0.68609,0.13843,p0336
0.59122,1.4146,0.13053,p0337
1.0515,0.6048,0.13127,p0338
0.86805,0.80432,0.21235,p0339
0.51388,0.74654,0.22602,p0340
0.9898,1.2973,0.090705,p0341
0.8389,1.413,0.056891,p0342
1.1673,1.1683,0.21778,p0343
1.4231,0.69566,0.32408,p0344
0.75264,1.0484,0.16716,p0345
1.4394,1.3232,0.33411,p0346
1.2111,0.69233,0.34694,p0347
0.76161,1.4993,0.067818,p0348
1.1752,1.1296,0.18388,p0349
1.0238,1.3126,0.087687,p0350
1.1222,1.04,0.052685,p0351
1.4139,1.3079,0.12138,p0352
0.61577,0.52164,0.099473,p0353
1.1511,1.1355,0.17081,p0354
1.155,1.1399,0.39387,p0355
0.91158,0.51706,0.2757,p0356
0.69263,0.961,0.23948,p0357
0.77295,1.4509,0.26189,p0358
0.91708,1.4927,0.36806,p0359
1.2871,0.67257,0.10048,p0360
1.458,0.83821,0.17786,p0361
1.1882,0.53891,0.17819,p0362
1.3022,0.6968,0.34538,p0363
0.62787,0.57174,0.17149,p0364
1.4646,0.97366,0.24121,p0365
0.76514,1.3179,0.080947,p0366
0.53832,1.4053,0.35544,p0367
1.3207,0.74469,0.15306,p0368
0.725,0.54247,0.12056,p0369
0.6677,0.68488,0.33126,p0370
0.99227,0.82724,0.056186,p0371
1.0009,1.3032,0.084575,p0372
1.2291,0.93735,0.087028,p0373
1.1217,1.0043,0.24758,p0374
1.1157,1.3184,0.11288,p0375
0.65535,1.4372,0.23821,p0376
0.65193,1.4616,0.32502,p0377
1.4413,1.028,0.2556,p0378
0.84406,0.96322,0.31223,p0379
0.71348,0.86387,0.31937,p0380
1.3317,1.1178,0.27107,p0381
0.67549,1.4461,0.38917,p0382
1.0673,1.2696,0.39213,p0383
0.9377,0.58155,0.33228,p0384
1.1733,0.81983,0.1063,p0385
0.88053,1.2845,0.39624,p0386
1.0684,1.2723,0.30197,p0387
0.58304,0.67621,0.18912,p0388
1.3918,1.1678,0.31036,p0389
0.73257,1.4343,0.18144,p0390
0.50877,0.89967,0.21085,p0391
1.2491,1.1451,0.37666,p0392
1.3552,1.0964,0.25027,p0393
1.3476,0.56386,0.26749,p0394
1.1183,0.52926,0.058712,p0395
1.3049,1.2701,0.20498,p0396
0.75422,0.89777,0.12878,p0397
1.0934,1.3262,0.18183,p0398
0.5349,1.0111,0.37892,p0399
1.1366,0.90834,0.3215,p0400
0.78738,0.66095,0.31481,p0401
0.73524,0.62219,0.28054,p0402
1.4725,1.4891,0.3159,p0403
0.51788,0.80741,0.10804,p0404
0.80695,1.3776,0.33575,p0405
1.2332,1.0212,0.13816,p0406
0.56153,1.3688,0.30254,p0407
0.84844,0.92634,0.30464,p0408
0.87871,1.1809,0.14359,p0409
1.2619,1.4827,0.36932,p0410
1.0334,0.86535,0.33762,p0411
0.59698,0.60023,0.30048,p0412
1.4545,1.078,0.28412,p0413
1.4472,1.1544,0.37958,p0414
0.60551,0.66834,0.23168,p0415
0.94739,1.4917,0.37018,p0416
1.0377,0.6109,0.31839,p0417
0.82052,0.77948,0.26279,p0418
1.3717,0.89427,0.35592,p0419
1.3407,1.419,0.16974,p0420
0.59499,1.3339,0.066092,p0421
0.85306,0.90603,0.18736,p0422
1.3844,0.54621,0.24185,p0423
0.88928,0.62066,0.20648,p0424
0.56987,1.1225,0.34589,p0425
1.2957,0.81797,0.22034,p0426
0.81022,0.65761,0.38111,p0427
0.60277,0.96687,0.34171,p0428
1.4282,0.55939,0.38614,p0429
0.946,1.2169,0.35882,p0430
0.93531,0.55238,0.37802,p0431
0.79086,0.59844,0.39822,p0432
0.82428,1.3826,0.21891,p0433
1.397,1.2588,0.14001,p0434
0.86084,0.80875,0.05012,p0435
0.96535,1.1574,0.19145,p0436
0.9633,0.90021,0.22127,p0437
0.92607,1.2439,0.19233,p0438
1.3874,1.338,0.17737,p0439
0.9563,0.65531,0.38852,p0440
0.96755,0.7993,0.36284,p0441
0.77648,1.3788,0.19685,p0442
1.1453,1.0941,0.32984,p0443
1.2051,0.77416,0.37503,p0444
0.54565,1.1367,0.11492,p0445
0.79826,0.73417,0.37723,p0446
1.4873,0.91874,0.16554,p0447
1.1716,0.64717,0.37228,p0448
1.0813,1.4489,0.27168,p0449
0.78331,0.99957,0.29878,p0450
1.0574,0.68115,0.083867,p0451
0.66019,1.3704,0.070879,p0452
0.64347,0.54987,0.27808,p0453
0.59349,1.3616,0.28178,p0454
0.78146,0.76187,0.34798,p0455
0.68543,1.3514,0.20223,p0456
0.95037,1.2575,0.2682,p0457
1.0881,1.4432,0.24879,p0458
0.8931,1.0289,0.24953,p0459
0.92004,1.2883,0.074654,p0460
1.2215,0.56073,0.269,p0461
0.73996,1.0609,0.21263,p0462
1.3007,0.70482,0.27468,p0463
1.1297,0.689,0.10141,p0464
0.70805,1.3295,0.1367,p0465
1.158,0.63983,0.38245,p0466
1.4941,1.1277,0.24003,p0467
1.0155,1.1764,0.083532,p0468
1.4182,0.84123,0.28858,p0469
1.4218,1.4853,0.071886,p0470
0.51884,0.91511,0.35211,p0471
0.56292,0.75352,0.12737,p0472
0.74702,0.66399,0.23112,p0473
0.95288,0.9126,0.052941,p0474
1.4638,0.72917,0.16478,p0475
0.92347,0.9829,0.14513,p0476
0.71152,0.94878,0.22995,p0477
1.3512,0.98543,0.20918,p0478
0.91475,1.3731,0.15705,p0479
0.62296,0.51323,0.060507,p0480
1.2936,1.0649,0.29265,p0481
0.57403,1.0835,0.10709,p0482
0.92461,1.3084,0.34955,p0483
1.162,1.3678,0.059532,p0484
0.86219,0.93324,0.26447,p0485
0.91854,1.1585,0.35346,p0486
0.56666,1.0476,0.39971,p0487
0.76978,1.3417,0.093377,p0488
0.84129,1.0896,0.25373,p0489
0.93817,0.70214,0.12573,p0490
0.6175,0.57523,0.25792,p0491
1.436,0.95376,0.077174,p0492
1.3897,1.4177,0.3803,p0493
1.3359,0.88969,0.34028,p0494
1.3677,0.61509,0.26025,p0495
1.0587,0.7858,0.36353,p0496
1.3653,1.3891,0.14211,p0497
1.0047,1.1948,0.3488,p0498
0.59912,1.0385,0.17199,p0499
1.0638,1.1493,0.12958,p0500
