wind_speed,swr,sediment/sed_temp_mean,sediment/sed_temp_mean,glm_setup/max_layer_thick,par_id
1.2844,0.77016,12.602,8.5293,0.57596,p0041
0.933,1.3519,11.215,14.257,0.73598,p0042
1.366,0.69185,10.066,2.0185,0.53312,p0043
0.97916,0.57575,9.4207,10.921,0.45825,p0044
0.83934,1.1765,6.3743,13.102,0.72452,p0045
1.2499,0.64235,13.663,1.1653,0.56146,p0046
1.4329,0.75647,5.3338,18.966,0.55447,p0047
0.89467,1.3,16.809,19.27,0.73918,p0048
0.81621,1.2425,19.904,4.5055,0.59706,p0049
0.70082,0.86798,17.724,17.313,0.46571,p0050
0.52079,1.3675,2.0059,15.563,0.28691,p0051
1.1464,0.57841,6.0751,2.9553,0.54082,p0052
1.2215,1.1661,9.2195,4.5377,0.65154,p0053
0.69013,0.9812,0.83022,18.734,0.39784,p0054
0.86653,0.77216,17.899,15.862,0.43839,p0055
0.73591,1.4988,14.823,1.5723,0.40093,p0056
0.94802,1.4181,12.451,7.679,0.34488,p0057
0.88919,1.4176,7.451,13.197,0.5196,p0058
1.0238,1.0302,18.341,18.422,0.63446,p0059
1.2524,1.4512,5.8294,3.5066,0.58397,p0060
0.54999,0.98211,10.697,2.7056,0.66883,p0061
1.3558,1.2348,2.2897,10.595,0.34755,p0062
0.53422,0.54842,13.315,10.526,0.53549,p0063
1.3645,0.81115,10.649,1.8525,0.33777,p0064
1.3122,1.2678,8.7211,16.411,0.38132,p0065
1.0102,1.1108,9.0601,8.3013,0.39412,p0066
0.70639,0.61786,11.026,17.47,0.3959,p0067
0.61265,0.80106,12.181,15.046,0.36082,p0068
1.3441,1.0734,10.51,0.89013,0.38713,p0069
0.56062,0.87341,10.566,8.9758,0.31298,p0070
1.0613,0.51222,15.497,5.992,0.71686,p0071
1.148,0.87108,15.994,9.3364,0.69267,p0072
0.53232,1.0641,5.9372,11.685,0.26074,p0073
1.1382,1.0267,8.6371,15.594,0.6798,p0074
0.62676,1.2958,3.0034,18.66,0.68891,p0075
0.66277,0.85361,15.716,11.237,0.35639,p0076
0.72933,1.4619,0.84554,17.436,0.32262,p0077
0.65756,0.92118,10.016,6.6205,0.62458,p0078
0.72466,1.3415,2.7752,14.958,0.35084,p0079
0.64047,0.82467,3.2743,10,0.23511,p0080
0.95854,1.4459,16.945,15.452,0.68597,p0081
0.64243,0.83583,13.032,11.502,0.64885,p0082
0.76953,0.75064,9.4589,10.854,0.46817,p0083
0.50032,1.1209,9.5935,4.868,0.52983,p0084
0.60208,0.71082,5.9177,12.573,0.47373,p0085
0.53088,1.0594,19.489,13.317,0.56758,p0086
0.74261,0.78303,18.826,18.262,0.60946,p0087
1.0432,0.72959,19.41,0.527,0.52011,p0088
1.3462,0.6212,8.0597,10.114,0.50937,p0089
0.79103,1.4769,10.389,15.209,0.38458,p0090
1.1569,0.79842,13.511,11.945,0.52776,p0091
1.4221,1.457,7.0129,0.96223,0.377,p0092
0.74561,0.65289,14.358,15.064,0.66172,p0093
0.98362,1.1357,15.081,12.907,0.5257,p0094
1.3852,0.94515,18.481,7.5728,0.67266,p0095
1.1941,1.4846,17.268,13.813,0.67589,p0096
0.84959,1.0869,13.443,17.281,0.20209,p0097
1.0345,1.3387,18.367,10.138,0.64811,p0098
0.53989,0.6685,6.3157,14.881,0.57686,p0099
1.1214,1.1174,1.0489,4.0296,0.30769,p0100
1.1149,0.52827,3.7902,9.5959,0.74401,p0101
1.1451,1.0076,11.724,15.942,0.60659,p0102
1.2897,0.61853,4.3308,3.6563,0.37598,p0103
1.3955,1.0572,1.4354,4.9757,0.55328,p0104
0.6336,0.55403,1.6273,5.8484,0.65443,p0105
1.4204,1.4151,0.75502,15.831,0.54892,p0106
0.55577,0.88015,16.679,11.188,0.42734,p0107
0.91661,0.65509,19.698,1.7348,0.26754,p0108
1.3861,1.4104,11.912,5.0877,0.57348,p0109
1.0552,0.59812,6.1255,5.8535,0.27353,p0110
1.0021,1.0859,19.109,0.42511,0.53158,p0111
1.2726,0.61256,19.625,14.125,0.32668,p0112
1.0754,1.2081,13.99,6.7249,0.36174,p0113
1.3886,1.4954,19.602,0.82413,0.58814,p0114
0.62123,1.3266,2.0781,17.772,0.68134,p0115
1.4637,1.4256,11.091,18.536,0.26953,p0116
0.91511,0.76301,8.8293,14.501,0.64288,p0117
0.51215,0.78714,18.049,13.596,0.48715,p0118
1.1136,0.64661,17.02,7.1076,0.49697,p0119
1.3383,0.99778,12.045,15.759,0.54472,p0120
1.2561,0.62663,11.478,16.717,0.53801,p0121
1.4833,0.88847,13.941,13.228,0.51352,p0122
0.77321,0.84487,8.214,16.167,0.34603,p0123
1.171,0.55291,6.9058,11.303,0.60333,p0124
0.74133,0.96457,4.4199,7.3155,0.33151,p0125
1.3791,0.54325,6.1958,8.0684,0.42993,p0126
0.77834,1.2719,1.5751,6.202,0.5123,p0127
0.68037,1.4056,15.419,2.4623,0.62186,p0128
1.4536,0.53391,19.046,16.093,0.66648,p0129
1.2621,1.3817,11.231,18.286,0.22922,p0130
1.1785,1.3033,13.253,18.752,0.70517,p0131
1.4415,0.88443,19.553,2.3132,0.24994,p0132
1.267,0.94288,5.6947,14.762,0.71252,p0133
0.83207,1.052,9.3187,15.685,0.4747,p0134
1.1905,0.86286,2.6403,5.3593,0.6372,p0135
1.0097,0.90482,16.047,16.898,0.67175,p0136
1.4351,0.74314,2.361,12.521,0.55625,p0137
0.7937,0.62395,9.4115,15.311,0.38481,p0138
0.57698,0.63376,5.0131,8.1263,0.34248,p0139
1.4959,0.95628,18.872,6.7896,0.46978,p0140
1.0523,1.4274,13.069,19.378,0.65211,p0141
1.1747,1.4668,4.098,8.9969,0.68838,p0142
1.2989,1.0787,16.026,15.11,0.62285,p0143
0.81359,1.1888,18.935,2.9431,0.44485,p0144
0.81188,1.4465,5.8075,9.1937,0.67379,p0145
0.70224,1.3442,19.525,2.6234,0.43302,p0146
1.4726,0.70548,2.9317,12.728,0.39964,p0147
1.095,1.0399,9.2442,18.788,0.28965,p0148
1.1694,1.0545,1.1857,7.9885,0.69738,p0149
1.2111,0.97024,14.583,16.991,0.25232,p0150
0.63606,0.90673,9.2788,7.4746,0.71876,p0151
0.71188,1.0018,12.854,19.345,0.30308,p0152
0.51471,0.86065,3.6608,5.9188,0.24181,p0153
1.3709,0.66718,3.8584,6.1346,0.3171,p0154
1.2399,1.4121,19.792,1.6602,0.59926,p0155
0.59151,1.1537,15.334,8.5825,0.64043,p0156
1.0564,0.58893,6.6083,16.537,0.27505,p0157
0.66068,0.87846,17.46,7.8913,0.2715,p0158
0.87081,1.2231,2.6747,14.364,0.3835,p0159
0.85595,0.6761,4.1625,1.0415,0.42421,p0160
1.1358,1.2934,14.596,11.827,0.62572,p0161
0.73231,1.0237,9.1318,5.756,0.56739,p0162
0.82154,0.93758,2.41,2.1137,0.58604,p0163
0.5033,0.94686,5.6402,12.048,0.62502,p0164
1.2907,0.81829,8.4842,9.7207,0.28585,p0165
1.1008,0.67921,10.318,18.556,0.65993,p0166
0.74761,0.73231,1.1408,11.296,0.68217,p0167
1.0853,1.1934,2.0357,11.743,0.37484,p0168
1.4092,0.73587,13.872,4.3949,0.59036,p0169
1.2641,0.62968,11.971,2.6429,0.54308,p0170
0.89311,0.91138,19.952,11.456,0.37175,p0171
1.0815,1.4713,7.9881,5.4429,0.71555,p0172
1.1525,1.3047,19.761,13.164,0.35812,p0173
1.2076,1.1604,19.665,9.7411,0.26427,p0174
0.55647,0.67025,0.67308,10.388,0.34866,p0175
0.76366,1.4065,11.632,7.0517,0.6212,p0176
0.5189,0.52661,12.732,14.457,0.57018,p0177
1.3209,1.0966,11.939,6.4767,0.23627,p0178
1.2131,0.72338,4.0611,10.738,0.73401,p0179
0.95183,1.1075,4.8547,16.033,0.25127,p0180
1.1602,0.53873,12.527,19.142,0.46905,p0181
1.2034,1.3234,15.183,11.587,0.48997,p0182
1.1968,1.4652,16.582,10.191,0.47941,p0183
1.4426,0.63756,14.279,6.7594,0.36553,p0184
0.77788,1.1317,5.2659,12.834,0.21935,p0185
0.89938,0.90199,2.8422,0.6418,0.22724,p0186
1.4058,0.84035,11.348,1.9581,0.60199,p0187
0.75868,0.86924,16.141,1.9726,0.36493,p0188
1.3077,1.0037,19.879,5.6326,0.42137,p0189
0.92207,0.56666,14.136,19.192,0.20814,p0190
0.54478,0.59204,8.8797,3.77,0.54818,p0191
0.95717,1.2137,16.257,2.516,0.43126,p0192
0.60808,1.3325,7.2303,3.9855,0.31513,p0193
1.0873,1.0369,5.4044,10.953,0.54595,p0194
0.62964,1.4311,17.44,18.344,0.47082,p0195
0.81431,1.2533,14.403,2.5844,0.70254,p0196
1.2513,0.88685,14.035,16.12,0.74493,p0197
1.038,1.0441,2.4872,12.438,0.70412,p0198
0.90726,0.82951,15.41,12.341,0.23008,p0199
1.2281,0.80886,0.94334,6.6403,0.71349,p0200
1.1263,0.59006,17.083,11.708,0.41662,p0201
1.3522,1.2321,18.256,19.113,0.50715,p0202
0.71532,0.57073,1.3979,5.2495,0.41486,p0203
0.90324,1.0125,7.8347,13.018,0.57071,p0204
1.1839,1.2466,14.968,8.3647,0.27876,p0205
0.87218,1.0988,10.425,16.58,0.31903,p0206
1.2749,0.89503,12.135,17.957,0.30404,p0207
1.0243,1.4434,17.373,18.904,0.45483,p0208
1.2595,1.4818,16.19,4.5607,0.59944,p0209
1.1993,1.0679,7.0331,5.0114,0.21275,p0210
0.75034,1.2028,1.1717,6.39,0.32025,p0211
1.0409,1.2825,7.1552,18.18,0.30033,p0212
1.0669,1.3182,15.751,2.1852,0.54398,p0213
1.3405,1.105,7.8787,17.156,0.55686,p0214
1.4746,1.359,6.938,10.776,0.28454,p0215
0.82685,1.1636,18.154,1.229,0.62786,p0216
1.2823,1.0241,14.726,9.5565,0.61321,p0217
1.0797,1.1123,8.7628,7.2296,0.7258,p0218
0.7099,1.0768,0.47976,16.957,0.40717,p0219
1.0916,0.60163,2.7209,19.777,0.59438,p0220
1.3832,1.1835,16.737,8.8237,0.5599,p0221
1.3809,1.1381,2.5668,4.1057,0.27469,p0222
1.1026,1.4496,10.953,19.937,0.20019,p0223
0.7576,0.74621,18.626,11.924,0.49272,p0224
1.4184,1.3839,13.159,8.1901,0.31188,p0225
0.80091,1.3973,18.548,8.8516,0.60464,p0226
0.69999,1.1095,10.541,3.5865,0.43704,p0227
0.60032,1.2553,14.453,16.45,0.42108,p0228
0.97248,1.4011,5.124,11.548,0.23319,p0229
1.2772,1.2483,10.084,0.50053,0.24502,p0230
1.2463,0.54153,5.1629,3.1959,0.48271,p0231
1.4167,0.89851,6.7002,11.854,0.21837,p0232
1.0263,1.3939,7.1328,18.686,0.67001,p0233
1.1842,1.1981,17.409,15.251,0.44554,p0234
0.58527,1.3171,10.251,2.216,0.33997,p0235
0.96392,0.57212,1.8475,10.046,0.36782,p0236
1.0463,0.5469,7.9231,18.354,0.44262,p0237
0.66576,1.2072,13.771,10.872,0.37846,p0238
1.3011,1.1451,12.488,5.5176,0.63961,p0239
1.0974,0.55151,8.2418,13.928,0.68477,p0240
0.7389,1.2908,2.1467,5.4132,0.2712,p0241
0.62566,1.4915,15.532,1.371,0.27785,p0242
1.1227,0.89147,12.925,15.4,0.20619,p0243
1.0285,1.3785,0.8855,9.7776,0.36913,p0244
0.73732,0.8657,7.9396,2.0638,0.64736,p0245
1.065,1.0112,4.7996,12.979,0.72952,p0246
0.87459,0.83381,8.7092,1.4842,0.46492,p0247
1.0774,0.96619,5.4848,7.4246,0.63166,p0248
0.78218,0.80515,6.482,5.6107,0.31059,p0249
0.65069,1.1719,16.839,8.8839,0.30507,p0250
0.71894,0.50393,5.6852,1.3405,0.6507,p0251
0.97641,1.1032,18.763,2.5273,0.37136,p0252
0.61552,0.65116,4.582,6.8522,0.26336,p0253
0.93537,0.50052,15.934,5.4747,0.2217,p0254
1.3605,1.062,12.327,7.8399,0.67464,p0255
0.77036,1.1323,7.367,3.9162,0.22049,p0256
1.3593,1.2183,3.1815,11.143,0.46229,p0257
0.6487,0.54508,5.2404,11.01,0.33666,p0258
0.59247,1.4229,8.343,17.743,0.24776,p0259
1.131,0.70844,11.73,13.468,0.20754,p0260
0.56328,0.66538,0.75188,1.1099,0.32769,p0261
1.0595,1.2782,16.868,6.104,0.41796,p0262
0.52616,0.68491,3.1998,9.3481,0.63888,p0263
0.57821,0.66041,13.889,14.728,0.73216,p0264
0.80327,0.89702,12.632,17.913,0.47519,p0265
0.93658,1.3484,0.97702,9.9402,0.33218,p0266
0.79679,0.68681,6.4424,16.747,0.54679,p0267
1.2301,0.9411,16.29,2.8791,0.40331,p0268
1.2267,1.3888,6.5872,11.387,0.33621,p0269
0.95416,1.2807,1.3055,7.3901,0.69931,p0270
0.54293,1.3369,3.0332,7.2856,0.28827,p0271
0.93916,0.71974,9.964,19.047,0.43586,p0272
1.1195,1.3724,11.519,10.465,0.38259,p0273
1.287,1.385,1.868,18.86,0.23888,p0274
0.76644,0.66283,3.1213,3.4937,0.58021,p0275
1.0363,1.273,12.562,6.1639,0.55144,p0276
0.51029,0.60843,18.174,11.987,0.70117,p0277
1.4489,0.79703,14.903,9.8371,0.50676,p0278
0.99578,1.2275,4.7162,13.862,0.46664,p0279
0.63819,0.91952,15.034,0.62648,0.30216,p0280
0.92869,1.1241,12.403,6.0272,0.56903,p0281
1.2446,1.1644,10.175,3.1078,0.71103,p0282
0.85126,1.4731,0.53425,18.594,0.30823,p0283
1.2187,1.0622,13.136,7.2057,0.5357,p0284
0.68434,0.99029,11.604,19.317,0.48682,p0285
0.98432,0.63177,18.458,3.2627,0.73503,p0286
0.96531,1.1438,18.032,8.6896,0.63556,p0287
0.50585,1.2211,9.4997,5.6795,0.58067,p0288
1.2254,1.1965,6.745,2.3481,0.65838,p0289
0.58871,0.64827,2.4574,16.86,0.48821,p0290
0.85334,1.3568,18.672,1.6397,0.25497,p0291
1.0696,0.80654,14.701,19.439,0.66329,p0292
0.99721,1.4885,1.6816,6.3115,0.57762,p0293
0.67647,1.0206,9.8775,4.6806,0.25857,p0294
1.4589,1.3771,12.984,15.91,0.37284,p0295
1.3757,0.75384,10.226,18.986,0.4983,p0296
1.2703,1.159,16.093,3.9342,0.45032,p0297
1.0195,1.342,4.9725,14.095,0.28237,p0298
0.75347,0.52484,9.6787,18.51,0.57185,p0299
0.77415,1.1234,2.2207,3.8825,0.21416,p0300
0.91836,1.1282,4.238,16.676,0.40671,p0301
0.67546,0.94839,17.986,17.195,0.56395,p0302
0.96792,0.6037,12.393,3.172,0.57439,p0303
1.3158,1.3244,12.89,2.4182,0.61748,p0304
1.1335,1.4968,17.632,19.976,0.2915,p0305
1.3266,1.3912,15.239,11.024,0.32359,p0306
0.64729,1.1913,7.5285,10.407,0.41333,p0307
1.3105,0.95509,6.8352,3.0245,0.3914,p0308
0.55302,1.1374,8.4259,13.566,0.6164,p0309
1.3241,1.4629,3.9472,13.98,0.52205,p0310
0.8978,0.53062,19.068,1.4041,0.51125,p0311
0.68662,0.78494,7.7519,14.169,0.54119,p0312
0.59445,0.9382,14.772,7.0673,0.74935,p0313
0.63025,0.69904,18.963,18.147,0.33522,p0314
1.3975,1.2004,4.5194,15.14,0.51755,p0315
1.2361,0.95979,13.713,9.2589,0.46087,p0316
0.8231,0.91322,14.083,9.8854,0.65404,p0317
1.4302,1.07,3.5267,14.796,0.21688,p0318
1.445,0.73874,4.682,8.7563,0.343,p0319
1.4671,1.2563,13.469,9.4036,0.31425,p0320
1.1671,1.2145,11.272,4.0497,0.25594,p0321
0.91228,0.5605,0.58346,8.5017,0.65965,p0322
1.1367,1.0191,19.156,12.704,0.74846,p0323
1.1641,1.3691,17.59,4.1257,0.66804,p0324
1.0497,1.0884,18.215,3.7036,0.66483,p0325
1.4786,1.1792,12.245,16.3,0.6191,p0326
1.233,1.2996,10.896,10.345,0.47835,p0327
0.84333,1.2686,17.132,12.641,0.40359,p0328
0.56982,0.83794,2.8736,8.0966,0.30997,p0329
1.0706,1.4201,19.807,5.2083,0.24002,p0330
1.3049,1.0911,16.627,10.285,0.55206,p0331
1.241,0.81522,5.0743,18.098,0.59072,p0332
0.57595,1.0177,1.0721,9.045,0.25694,p0333
1.104,0.59509,19.276,4.4469,0.29519,p0334
1.2618,0.74484,3.8916,13.433,0.2605,p0335
1.3092,1.4409,7.1821,10.037,0.50131,p0336
0.78642,0.56474,15.683,2.3934,0.25384,p0337
0.80457,0.81705,5.4302,10.563,0.71472,p0338
0.5865,0.78041,19.357,19.843,0.51244,p0339
0.98901,1.433,4.6466,0.99511,0.4943,p0340
0.85893,0.76103,0.46556,6.4327,0.61518,p0341
0.84055,0.90242,5.0569,10.699,0.44865,p0342
0.94648,0.83913,11.828,9.4669,0.51792,p0343
1.1597,1.4821,1.2399,17.082,0.2099,p0344
0.5594,0.6834,10.3,4.7333,0.56438,p0345
1.1079,0.77863,10.157,4.9112,0.27949,p0346
0.65994,0.85596,7.0703,7.7258,0.35555,p0347
1.3307,1.241,4.1789,6.9702,0.59717,p0348
1.4109,0.56297,19.31,14.429,0.28094,p0349
1.3517,0.76675,19.445,0.73809,0.23276,p0350
0.65412,1.4591,17.858,0.57034,0.73092,p0351
0.84641,1.2504,12.78,17.116,0.68327,p0352
1.4813,0.50662,9.8131,0.83963,0.74646,p0353
1.2946,0.58205,16.76,5.1181,0.4081,p0354
0.70472,0.90904,15.603,12.422,0.65629,p0355
1.4904,1.2165,3.7593,8.669,0.63652,p0356
1.031,1.2876,9.3673,14.695,0.50887,p0357
1.4882,0.76844,12.096,9.6666,0.61093,p0358
1.3199,0.82696,15.149,12.129,0.34677,p0359
1.4255,0.81337,12.036,15.708,0.59333,p0360
1.4863,0.96966,1.2962,13.909,0.34968,p0361
0.92154,0.6585,16.343,7.1483,0.44042,p0362
0.64523,1.2106,12.705,13.028,0.42977,p0363
1.4158,0.60714,7.326,15.506,0.41015,p0364
0.92466,0.72492,13.635,19.49,0.52403,p0365
0.69483,0.91618,16.2,14.982,0.29828,p0366
1.4126,1.0359,3.435,14.658,0.27645,p0367
0.73167,1.3086,9.0871,10.248,0.64117,p0368
1.1098,0.51869,14.165,17.245,0.47217,p0369
0.53654,0.84659,7.6709,5.7232,0.51611,p0370
0.78433,1.2253,4.7809,5.9272,0.67832,p0371
0.831,0.72732,19.178,6.0764,0.6051,p0372
0.56756,0.97792,3.7199,15.372,0.22514,p0373
0.88222,0.85991,17.824,2.8094,0.52814,p0374
0.67917,0.51077,3.3847,16.383,0.32979,p0375
0.82402,0.67528,9.7354,8.4537,0.22831,p0376
1.0508,0.58738,6.8258,19.539,0.71805,p0377
0.55167,0.59694,6.2296,19.754,0.58281,p0378
1.4982,0.70157,6.32,13.276,0.36997,p0379
0.93096,0.51713,13.595,16.224,0.35378,p0380
0.91053,1.0705,4.3955,7.5819,0.49234,p0381
0.68932,0.58594,15.637,16.264,0.53981,p0382
1.4689,0.61526,7.2646,1.912,0.46011,p0383
1.0215,1.1578,10.801,12.269,0.42622,p0384
1.1723,1.1183,14.328,5.2716,0.7209,p0385
0.62241,1.2381,5.3479,19.06,0.41386,p0386
0.54084,1.3603,15.135,14.517,0.40934,p0387
0.94488,1.3646,3.4717,8.2386,0.29776,p0388
1.3924,0.95006,19.994,4.7788,0.50491,p0389
1.0078,0.53616,13.381,10.509,0.47812,p0390
0.86559,1.0941,18.279,17.67,0.32141,p0391
0.99005,1.0141,18.814,17.347,0.20262,p0392
1.2225,1.093,5.5636,14.045,0.58668,p0393
0.69689,0.93047,11.423,6.4584,0.45735,p0394
1.3771,0.89386,14.234,8.7425,0.44401,p0395
1.1282,0.69246,7.7253,12.206,0.48394,p0396
1.1161,1.4358,3.5666,5.0576,0.39558,p0397
0.97486,0.84391,3.8302,6.9078,0.48206,p0398
1.1633,0.71441,19.254,0.46552,0.23814,p0399
0.60785,1.1857,8.9908,3.8092,0.72172,p0400
1.302,0.68887,11.86,6.564,0.36613,p0401
1.335,1.3873,1.7541,1.8037,0.22257,p0402
1.2431,1.2748,2.5968,14.019,0.38913,p0403
1.1769,0.80237,4.3094,1.0824,0.38999,p0404
1.4563,0.82239,8.3585,13.505,0.45292,p0405
1.0322,0.60433,3.2599,14.859,0.38626,p0406
0.87837,0.63993,16.403,16.048,0.26857,p0407
1.0739,0.87422,15.267,5.1745,0.6968,p0408
0.99838,0.93436,7.5685,16.347,0.42798,p0409
0.7941,1.1494,18.083,18.89,0.48057,p0410
0.88448,1.0759,13.766,1.5797,0.66232,p0411
0.56455,1.4553,17.659,15.27,0.35874,p0412
0.97091,0.77511,1.8952,8.3566,0.26545,p0413
1.4555,1.1508,0.40569,13.661,0.26221,p0414
0.92746,0.76459,9.5409,16.661,0.43959,p0415
0.7164,0.53454,10.779,5.3022,0.23656,p0416
0.52926,0.98547,8.8176,13.78,0.67858,p0417
1.3283,0.85094,15.767,5.5445,0.61396,p0418
0.88027,0.55612,15.46,8.9142,0.72303,p0419
1.4774,1.3125,12.949,4.6467,0.58845,p0420
0.76169,0.99506,3.3679,11.422,0.64558,p0421
1.4374,1.0323,8.1107,4.8839,0.23089,p0422
1.4004,0.71617,13.187,9.2968,0.7084,p0423
0.51739,1.1755,5.1998,9.4997,0.4958,p0424
1.3694,0.74151,17.33,14.31,0.67709,p0425
0.63592,0.55806,18.649,13.388,0.39245,p0426
1.154,1.335,14.529,10.824,0.40174,p0427
1.1921,1.1476,1.3433,12.796,0.45573,p0428
0.72295,1.2363,17.206,14.923,0.36048,p0429
1.4293,1.436,4.9204,18.06,0.29285,p0430
1.4393,0.5214,8.5265,2.1314,0.64426,p0431
0.69346,1.0432,4.8879,0.6894,0.50469,p0432
0.59794,0.97338,11.789,4.2283,0.52551,p0433
0.86043,0.62479,14.638,12.625,0.56198,p0434
0.98658,1.1801,16.463,6.9058,0.33409,p0435
1.2806,0.98811,8.438,12.39,0.49946,p0436
0.95217,1.0463,9.148,7.7482,0.29407,p0437
0.86969,0.88397,11.103,14.583,0.53712,p0438
1.1103,0.79019,0.99194,9.1322,0.7277,p0439
1.3727,0.64108,10.916,7.4979,0.566,p0440
1.1406,0.92882,10.47,9.1606,0.45868,p0441
1.2002,1.4281,6.9596,19.474,0.22589,p0442
1.3367,0.92657,5.5028,2.2512,0.34088,p0443
0.66604,1.3703,2.2456,7.3513,0.6078,p0444
1.4077,0.99819,3.3098,4.3491,0.62923,p0445
0.72057,1.0481,5.8839,10.227,0.69414,p0446
1.256,0.98638,16.386,2.735,0.58263,p0447
1.2967,1.0055,16.486,19.624,0.43384,p0448
1.0126,0.72147,17.776,17.97,0.41764,p0449
1.2159,1.0081,1.9591,11.1,0.28568,p0450
0.88716,1.395,8.1313,9.6134,0.45356,p0451
1.0888,1.2768,14.273,15.465,0.33926,p0452
1.015,1.2611,1.5868,9.9204,0.40541,p0453
0.83521,1.1953,9.7021,4.8197,0.60075,p0454
1.0449,0.68124,8.0168,10.67,0.24349,p0455
0.65326,0.97453,8.6142,12.279,0.70616,p0456
0.61841,0.52337,2.8064,9.4442,0.55962,p0457
1.3562,1.4748,11.663,12.487,0.74113,p0458
1.2357,1.2976,9.9091,12.18,0.32644,p0459
0.9606,1.3109,19.009,3.3402,0.26627,p0460
0.98015,1.4381,6.0865,3.551,0.44678,p0461
0.78995,0.71333,13.821,17.504,0.74186,p0462
1.0825,1.2641,9.8009,19.593,0.74273,p0463
0.71378,1.2294,18.413,13.753,0.37756,p0464
0.86222,1.174,6.272,3.0377,0.72481,p0465
0.50954,0.57631,17.763,19.689,0.733,p0466
0.89188,1.329,10.723,6.2515,0.71937,p0467
0.90025,1.398,17.499,4.3988,0.61168,p0468
1.4608,1.4031,12.312,16.916,0.42446,p0469
0.85639,1.3538,11.168,13.701,0.43474,p0470
0.54606,0.96263,14.839,2.8583,0.629,p0471
0.8081,0.73166,10.847,1.432,0.41138,p0472
0.59991,1.356,15.853,17.412,0.55069,p0473
0.75455,0.77723,13.553,12.091,0.21649,p0474
0.82803,1.1144,7.7869,15.782,0.49088,p0475
0.83757,1.4868,17.537,5.7864,0.25797,p0476
1.45,0.695,11.306,4.2726,0.69961,p0477
0.67386,1.1401,14.503,12.768,0.21141,p0478
0.50781,0.70601,16.923,18.038,0.63038,p0479
0.81872,1.0293,15.807,19.92,0.72803,p0480
1.0925,1.4929,12.203,17.581,0.69119,p0481
1.363,1.0409,6.0365,17.712,0.24723,p0482
1.4857,1.4782,5.9929,17.834,0.73844,p0483
0.84403,0.78897,4.2634,11.111,0.32451,p0484
0.61197,1.2312,9.9838,17.534,0.42252,p0485
1.4934,0.92582,4.6247,15.619,0.52329,p0486
0.9435,0.9797,2.1181,8.6259,0.51562,p0487
0.58322,0.79474,7.3862,4.1926,0.65695,p0488
0.72612,1.1549,3.994,9.0922,0.36286,p0489
0.66961,1.4531,3.5756,11.79,0.2108,p0490
1.3901,0.50832,8.554,13.352,0.44187,p0491
1.4279,0.50512,6.6711,3.8115,0.48522,p0492
0.76509,1.2044,10.603,4.2969,0.2908,p0493
1.1887,0.85751,6.4314,8.2421,0.59193,p0494
1.4035,1.1686,18.573,4.6198,0.64452,p0495
0.96997,0.73614,8.1738,13.637,0.45165,p0496
1.2092,0.61168,17.058,3.4292,0.3304,p0497
0.68372,0.79268,6.7518,3.2421,0.35222,p0498
1.3237,1.3214,2.5354,3.3845,0.55859,p0499
1.4474,0.63553,8.9231,12.041,0.35463,p0500
