"datetime","Relative_Humidity_percent","precipitation_millimeterPerDay","Snowfall_millimeterPerDay","Surface_Level_Barometric_Pressure_pascal","Sea_Level_Barometric_Pressure_pascal","Longwave_Radiation_Downwelling_wattPerMeterSquared","Shortwave_Radiation_Downwelling_wattPerMeterSquared","Ten_Meter_Elevation_Wind_Speed_meterPerSecond","Air_Temperature_celsius","Ten_Meter_Uwind_vector_meterPerSecond","Ten_Meter_Vwind_vector_meterPerSecond","Rainfall_millimeterPerDay"
1979-04-22,68.6609573364258,4.80928792967461e-06,0,98012.109375,102364.6875,297.472625732422,195.958267211914,2.28386759757996,281.706420898438,1.20792305469513,2.36068248748779,4.80928792967461e-06
1979-04-23,73.8137969970703,1.51431208905706e-06,0,97858.375,102156.65625,301.449249267578,283.547241210938,2.42168807983398,284.617309570312,2.70390963554382,-1.59174787998199,1.51431208905706e-06
1979-04-24,59.8029632568359,0,0,98002.1328125,102320.21875,282.086242675781,292.722808837891,1.89119243621826,283.914764404297,1.90805470943451,-1.43475830554962,0
1979-04-25,67.9309692382812,3.76154366676928e-06,0,97847.1875,102130.0234375,306.617919921875,245.796356201172,1.97076368331909,285.730560302734,-1.22601640224457,0.905428111553192,3.76154366676928e-06
1979-04-26,81.3582000732422,2.3551676349598e-05,0,97549.5,101802.21875,353.496704101562,78.345100402832,3.13186645507812,286.68408203125,-0.347407221794128,4.32362031936646,2.3551676349598e-05
1979-04-27,94.5833969116211,0.000255302904406562,0,96574.515625,100795.3046875,364.765625,16.7630176544189,3.79327058792114,285.918029785156,-2.78341174125671,4.41977214813232,0.000255302904406562
1979-04-28,84.0112380981445,3.30141265294515e-05,0,96537.359375,100743.1484375,343.489715576172,251.166152954102,2.02821493148804,286.865417480469,-0.225977078080177,2.33466649055481,3.30141265294515e-05
1979-04-29,82.9451370239258,8.94628465175629e-05,0,96826,101063.9375,342.116516113281,181.688201904297,1.82437419891357,285.53466796875,0.597484648227692,-1.04266965389252,8.94628465175629e-05
1979-04-30,61.4850921630859,0,0,97212.0625,101480.359375,310.185333251953,282.937194824219,1.81995737552643,284.696868896484,1.49216878414154,-1.63204979896545,0
1979-05-01,66.7189254760742,9.64117407420417e-06,0,97123.9140625,101392.828125,300.770202636719,267.606719970703,2.0875608921051,284.378936767578,2.4645516872406,0.0997603535652161,9.64117407420417e-06
1979-05-02,53.3166046142578,0,0,97587.71875,101945.890625,272.339569091797,306.893920898438,3.31050944328308,280.040344238281,4.20658731460571,-2.30600523948669,0
1979-05-03,57.4552612304688,2.65570688497974e-05,0,97612.09375,101936.3203125,289.792877197266,253.791137695312,1.62217009067535,282.388854980469,0.932301461696625,0.0465273931622505,2.65570688497974e-05
1979-05-04,83.4165649414062,8.88325230334885e-05,0,96543.671875,100775,349.262054443359,176.645431518555,3.27405548095703,285.158599853516,2.15162539482117,0.953734934329987,8.88325230334885e-05
1979-05-05,56.7404518127441,3.35139429807896e-06,0,96556.1953125,100848.1484375,297.321136474609,290.675445556641,3.45056247711182,281.258087158203,4.04292917251587,-2.78861141204834,3.35139429807896e-06
1979-05-06,48.8983268737793,0,0,97163.140625,101507.0859375,294.292999267578,219.352386474609,2.20235538482666,279.727569580078,2.6661422252655,-1.51451551914215,0
1979-05-07,55.4901428222656,0,0,97629.890625,101949.765625,301.819671630859,287.854766845703,1.44109201431274,282.662322998047,0.934961318969727,-1.80846655368805,0
1979-05-08,66.3915100097656,0,0,97637.453125,101893.4140625,322.162994384766,269.246398925781,1.79089379310608,286.994110107422,-0.766035616397858,0.720621466636658,0
1979-05-09,63.992748260498,0,0,97269.6484375,101403.0390625,344.969451904297,316.190216064453,2.80740737915039,294.106842041016,2.96305990219116,1.77468907833099,0
1979-05-10,58.8522262573242,0,0,96996.8046875,101086.7734375,354.629272460938,255.737808227539,2.80936193466187,296.198883056641,3.17538905143738,-1.73665285110474,0
1979-05-11,56.4406814575195,0,0,97258.953125,101419.09375,340.963684082031,269.404876708984,1.98614501953125,292.097412109375,-0.973623394966125,-0.378889679908752,0
1979-05-12,53.3433265686035,0,0,97625.5390625,101854.140625,338.864562988281,210.604232788086,2.58582830429077,288.552215576172,-1.26328790187836,3.53471660614014,0
1979-05-13,88.0067749023438,8.1139056419488e-05,0,97143.171875,101350.1875,377.349273681641,86.1756134033203,3.22295212745667,288.532073974609,0.503149032592773,3.12535572052002,8.1139056419488e-05
1979-05-14,88.0947189331055,0.000123356934636831,0,97136.078125,101344.9140625,366.674896240234,117.386352539062,1.23260831832886,288.360778808594,1.0654284954071,-0.210477784276009,0.000123356934636831
1979-05-15,69.5989303588867,0,0,97553.96875,101788.34375,339.367004394531,223.586791992188,1.30974459648132,287.9384765625,0.19245308637619,0.910123348236084,0
1979-05-16,67.8830642700195,3.76015645997541e-06,0,97525.2421875,101753.953125,337.557220458984,285.902496337891,2.01820826530457,288.191528320312,1.36807870864868,0.733490943908691,3.76015645997541e-06
1979-05-17,56.7626724243164,0,0,98212.9765625,102505.9375,300.513061523438,322.095642089844,2.47233366966248,285.980285644531,0.284872174263,-2.86492037773132,0
1979-05-18,71.0416717529297,4.37416747445241e-06,0,98292.390625,102592.8203125,328.249053955078,158.223587036133,2.07658815383911,285.689239501953,-2.50065302848816,-0.130720734596252,4.37416747445241e-06
1979-05-19,82.77880859375,1.51933966208162e-06,0,97993.609375,102274.3515625,363.626861572266,159.108642578125,2.19414138793945,286.100769042969,-2.54018807411194,1.22781217098236,1.51933966208162e-06
1979-05-20,85.8811645507812,2.50368739216356e-05,0,97641.3359375,101907.4296875,365.832153320312,103.96004486084,1.77773094177246,286.034912109375,-2.15539479255676,1.1308445930481,2.50368739216356e-05
1979-05-21,84.1460952758789,1.67856196640059e-05,0,97156.09375,101367.4375,369.748657226562,151.305862426758,1.72713315486908,288.314300537109,-0.442486226558685,1.84286975860596,1.67856196640059e-05
1979-05-22,62.168384552002,4.36274422099814e-06,0,97164.2890625,101389.3828125,321.073883056641,314.959777832031,2.51036429405212,287.404022216797,2.78748989105225,-1.60201573371887,4.36274422099814e-06
1979-05-23,62.4168128967285,6.29512142040767e-05,0,97566.71875,101824.3046875,327.132415771484,159.301040649414,2.0996413230896,286.500396728516,-0.174150332808495,0.84967052936554,6.29512142040767e-05
1979-05-24,97.9608993530273,0.000510452431626618,0,96790.9765625,101042.78125,370.392364501953,0.716042637825012,1.67751359939575,284.500671386719,-1.70339381694794,-0.963143467903137,0.000510452431626618
1979-05-25,98.1566925048828,0.000484382384456694,0,96233.328125,100448.375,377.787078857422,2.2744345664978,2.90291595458984,285.384124755859,-2.33390545845032,-0.33423125743866,0.000484382384456694
1979-05-26,95.7766723632812,8.59128049341962e-05,0,96132.7890625,100304.8828125,370.941162109375,169.835189819336,3.5908215045929,287.892242431641,-3.61070656776428,2.65951347351074,8.59128049341962e-05
1979-05-27,75.2985992431641,6.69005976305925e-06,0,96590.828125,100831.015625,329.194061279297,202.463943481445,3.53269958496094,284.737701416016,1.21325945854187,4.02491235733032,6.69005976305925e-06
1979-05-28,87.9385986328125,8.6500498582609e-05,0,96919.4609375,101158.375,354.256286621094,140.892181396484,2.97566914558411,285.735229492188,0.717047870159149,3.89395427703857,8.6500498582609e-05
