wind_speed,swr,turbulence/turb_param/k_min,par_id
0.70858,0.7053,1.4221e-09,p0168
1.0319,0.60809,2.5729e-12,p0169
1.2891,1.1314,8.3403e-07,p0170
0.52849,0.54865,1.9629e-06,p0171
0.90306,0.82073,3.3834e-11,p0172
0.57915,1.3669,4.905e-12,p0173
1.3385,0.93116,5.5054e-12,p0174
0.81754,1.1441,7.0578e-06,p0175
1.4686,0.98937,5.7065e-07,p0176
0.50884,1.2656,1.8123e-08,p0177
1.1133,1.4702,3.4074e-10,p0178
0.5775,0.62578,9.818e-09,p0179
1.1282,1.4755,1.5084e-11,p0180
1.4321,0.80304,1.1649e-10,p0181
1.0014,0.57675,3.3555e-12,p0182
0.5447,1.1485,2.2041e-06,p0183
1.1965,1.1206,2.5304e-07,p0184
0.95885,0.999,6.4862e-11,p0185
1.3926,1.3252,4.152e-12,p0186
0.8025,0.8514,9.7844e-12,p0187
0.58538,0.96116,5.6041e-11,p0188
0.83143,1.216,1.4991e-12,p0189
1.103,0.73973,7.3617e-09,p0190
1.4875,1.2626,8.8764e-07,p0191
1.4077,1.2126,2.576e-06,p0192
0.93854,1.0859,8.2644e-12,p0193
0.63564,0.83212,5.1879e-09,p0194
0.55381,1.1038,7.4732e-08,p0195
0.59894,1.1254,7.2351e-07,p0196
0.92839,0.64389,9.3127e-12,p0197
1.4672,0.72874,2.2686e-10,p0198
0.99775,0.78768,2.3801e-08,p0199
1.1943,1.268,5.2643e-06,p0200
1.1775,0.99742,1.6391e-06,p0201
1.3994,1.2841,2.3985e-09,p0202
0.95376,1.0464,6.9252e-09,p0203
1.3892,1.3982,7.079e-08,p0204
1.2416,1.4356,3.9256e-06,p0205
0.8609,1.4309,1.0549e-08,p0206
0.63668,1.3625,1.8136e-06,p0207
1.2828,0.7322,1.8781e-12,p0208
1.0835,1.1618,1.3074e-12,p0209
1.1755,0.88824,6.1313e-11,p0210
1.3625,0.6996,8.863e-06,p0211
0.99249,0.63613,7.658e-10,p0212
0.67142,1.351,4.0542e-09,p0213
1.484,0.7574,1.9205e-09,p0214
1.1621,1.1194,1.1161e-11,p0215
1.0103,1.2793,3.9097e-11,p0216
0.87668,0.80704,4.5129e-12,p0217
0.56319,0.98187,5.4351e-06,p0218
1.2303,1.1537,1.3948e-08,p0219
0.83554,0.53964,3.3228e-11,p0220
0.65977,1.1277,3.4072e-08,p0221
0.85522,1.0179,6.5513e-09,p0222
1.1218,0.84568,7.1508e-11,p0223
0.80477,0.53307,5.5814e-09,p0224
1.1436,0.65705,1.8412e-07,p0225
0.61012,1.4244,1.4208e-11,p0226
1.3815,1.0506,1.379e-12,p0227
0.96434,0.79383,1.3652e-07,p0228
1.2101,1.4418,3.8597e-07,p0229
0.97065,0.76977,9.2854e-06,p0230
1.2348,0.91323,9.3087e-07,p0231
0.84632,1.0668,1.1114e-12,p0232
1.0562,1.0084,2.2431e-10,p0233
0.98019,1.3178,5.0137e-07,p0234
0.6254,0.51428,3.8621e-09,p0235
1.0248,0.56582,3.1759e-10,p0236
0.85334,0.74165,6.7148e-07,p0237
1.4942,1.489,2.2581e-08,p0238
1.4404,0.7759,4.6768e-09,p0239
0.86735,1.2047,3.0453e-09,p0240
1.3753,1.0153,1.2057e-06,p0241
1.1556,1.107,3.4443e-08,p0242
1.2537,1.3925,4.8618e-07,p0243
1.4477,1.4537,7.9671e-11,p0244
1.1302,1.0054,3.1368e-07,p0245
0.55832,1.385,5.4369e-09,p0246
1.2495,0.9709,1.0162e-10,p0247
1.1505,1.4643,4.0953e-12,p0248
0.75212,0.86905,2.4405e-11,p0249
0.72563,1.2509,6.4006e-09,p0250
0.64721,0.591,4.0979e-11,p0251
0.76443,0.76754,1.7523e-07,p0252
0.90194,1.4229,1.1815e-07,p0253
0.87471,0.76346,1.2613e-11,p0254
0.68985,0.7966,3.4469e-12,p0255
1.158,0.50031,7.1453e-12,p0256
0.86427,1.2013,2.9072e-12,p0257
1.3849,1.2114,6.6756e-06,p0258
1.2605,0.54146,2.0177e-06,p0259
0.75534,0.87149,1.3825e-10,p0260
0.72856,1.3107,9.3694e-10,p0261
0.73971,0.68916,3.5535e-06,p0262
0.64291,0.63977,1.9417e-07,p0263
0.77118,1.0817,2.7679e-06,p0264
1.3729,1.2493,7.4601e-06,p0265
1.4718,0.94852,1.6748e-08,p0266
0.58931,0.81895,9.027e-11,p0267
0.51875,1.235,1.6423e-07,p0268
0.61489,0.73591,6.8484e-12,p0269
0.98445,1.2325,3.8509e-08,p0270
0.95165,1.1806,4.6564e-10,p0271
1.4022,1.0229,4.8032e-08,p0272
1.2503,1.0074,7.4835e-07,p0273
0.69707,1.2917,5.6432e-10,p0274
0.69015,0.86279,9.4283e-11,p0275
1.1913,1.3482,8.7387e-10,p0276
0.89698,1.4265,5.1224e-10,p0277
1.1721,0.70626,7.4141e-10,p0278
0.62765,1.3376,9.0435e-08,p0279
1.0138,0.55073,2.7337e-11,p0280
0.77839,1.1694,4.8912e-10,p0281
0.85183,0.87359,7.063e-10,p0282
1.0751,1.3277,4.5233e-07,p0283
1.153,1.1717,2.1816e-06,p0284
1.2326,0.59241,1.8082e-09,p0285
1.1583,1.1592,1.2755e-07,p0286
0.91705,0.52091,4.2905e-11,p0287
0.54894,0.74927,4.0987e-10,p0288
1.2152,0.83889,1.202e-10,p0289
1.213,0.86163,2.0598e-11,p0290
1.3945,0.69086,1.5582e-08,p0291
1.1694,1.3237,1.4861e-08,p0292
0.52082,1.4577,4.9531e-06,p0293
1.3428,1.4208,3.2683e-10,p0294
0.90702,1.0898,3.6242e-06,p0295
0.50581,0.5635,2.6601e-07,p0296
0.50126,0.5686,3.3415e-06,p0297
1.2681,0.64736,2.4118e-11,p0298
1.3267,1.3809,7.419e-08,p0299
0.90527,1.3333,1.057e-06,p0300
0.68393,0.85611,1.7192e-10,p0301
1.3664,0.61992,1.3971e-12,p0302
0.65649,1.4728,7.6649e-06,p0303
0.72227,1.4593,5.7496e-10,p0304
0.85679,1.4424,3.2558e-07,p0305
0.74775,1.0635,2.3789e-07,p0306
1.4731,1.2447,4.3569e-07,p0307
0.6677,1.2978,1.6049e-07,p0308
1.2013,0.61496,1.6239e-11,p0309
1.0591,0.57268,1.4765e-06,p0310
1.2938,1.0681,8.4681e-08,p0311
1.2677,0.63356,4.4062e-11,p0312
1.0877,0.55616,1.2842e-10,p0313
1.4583,1.3755,2.6193e-11,p0314
0.59292,0.87557,2.6022e-09,p0315
0.94223,1.134,4.8632e-10,p0316
1.2584,1.0138,1.1283e-08,p0317
0.83824,0.79816,1.3395e-09,p0318
1.1351,0.69288,1.97e-11,p0319
1.4306,0.52846,5.9553e-08,p0320
0.96049,0.99481,2.1456e-12,p0321
0.68712,1.3053,4.4519e-10,p0322
0.78923,1.1392,4.6294e-12,p0323
0.89115,1.4368,4.1465e-08,p0324
1.4934,0.94729,3.6705e-09,p0325
1.2427,1.1401,7.2987e-11,p0326
1.1939,0.92482,1.2811e-12,p0327
0.86281,0.58364,1.2564e-09,p0328
0.87092,0.7784,9.9563e-06,p0329
1.2971,0.60019,1.5392e-09,p0330
1.2908,1.0648,6.1027e-07,p0331
0.89225,1.2079,6.5875e-12,p0332
0.9621,0.77768,2.871e-11,p0333
0.76172,1.1503,5.8696e-07,p0334
0.73688,0.83648,1.0382e-11,p0335
0.91075,1.1743,6.3906e-10,p0336
0.6933,1.2705,3.8787e-12,p0337
1.2169,1.4328,2.909e-09,p0338
0.92521,1.1011,4.1707e-06,p0339
1.0779,1.0728,7.2809e-10,p0340
0.81392,0.78277,1.039e-06,p0341
0.54045,0.67343,1.4783e-09,p0342
1.4823,1.4493,3.7565e-12,p0343
0.84294,0.57172,3.8171e-11,p0344
0.88327,1.3007,2.1159e-08,p0345
0.54626,1.0253,2.5391e-11,p0346
1.2285,1.0411,4.8847e-06,p0347
0.9454,1.0976,4.3179e-08,p0348
1.0032,1.3211,5.7749e-06,p0349
1.2711,1.2301,8.4016e-12,p0350
1.1001,0.73643,3.4726e-11,p0351
1.221,0.86522,7.6945e-08,p0352
1.0465,1.061,6.1342e-06,p0353
1.0892,1.2397,3.4097e-09,p0354
1.1087,1.3604,2.5767e-07,p0355
1.3869,1.1108,1.0466e-07,p0356
0.79317,0.84916,1.0684e-11,p0357
1.2368,0.97382,1.0566e-10,p0358
0.69454,0.60293,1.1139e-07,p0359
0.52748,0.96998,5.5881e-12,p0360
0.5257,1.2197,4.2892e-06,p0361
0.60155,0.7707,2.1327e-07,p0362
1.4747,0.95806,1.351e-11,p0363
1.4422,0.91038,8.509e-08,p0364
0.89485,0.7425,1.1956e-09,p0365
1.3091,0.74563,4.2941e-09,p0366
0.91498,1.0424,1.1529e-12,p0367
1.285,0.81086,8.6652e-11,p0368
0.68412,0.70308,1.7995e-12,p0369
1.4277,1.4797,3.6109e-12,p0370
0.99528,0.90357,4.5095e-06,p0371
1.4975,0.66152,4.5194e-11,p0372
1.3515,0.8127,1.4576e-12,p0373
0.88973,1.3308,3.2984e-09,p0374
0.6193,1.3135,1.1815e-06,p0375
0.81101,0.50874,2.306e-08,p0376
1.144,1.3436,7.6662e-09,p0377
0.73373,1.0355,1.0828e-12,p0378
0.59647,1.1164,1.4893e-10,p0379
1.3059,1.439,2.7293e-12,p0380
1.0918,0.56008,2.0864e-12,p0381
0.88116,0.97873,3.6995e-12,p0382
0.76277,1.2588,2.9882e-11,p0383
1.3702,1.0528,3.7951e-09,p0384
0.82753,0.73199,1.9316e-08,p0385
0.51696,0.85948,1.7107e-09,p0386
1.1417,1.346,4.0128e-07,p0387
1.3196,1.105,3.6787e-07,p0388
1.1366,1.4989,2.4588e-09,p0389
1.1715,1.1925,2.4712e-12,p0390
1.0054,1.4811,6.966e-11,p0391
0.99817,0.59793,9.9119e-12,p0392
0.8001,0.71355,5.3336e-12,p0393
1.0951,0.52208,2.1125e-06,p0394
0.83376,1.4611,3.0331e-12,p0395
0.97888,1.3775,3.7623e-10,p0396
0.6619,0.5272,2.0062e-07,p0397
0.76809,1.302,6.6034e-10,p0398
0.66937,0.88421,1.4625e-07,p0399
0.80993,0.71497,1.7465e-12,p0400
1.2739,1.405,5.798e-11,p0401
0.66597,1.3833,5.7492e-12,p0402
1.1184,0.99044,9.9191e-07,p0403
1.4613,1.28,4.8196e-09,p0404
0.75662,0.67826,1.0168e-07,p0405
0.98386,1.3184,1.7921e-08,p0406
1.3609,0.78855,2.5256e-10,p0407
1.3291,0.58692,5.0301e-11,p0408
1.1816,1.4544,5.6338e-07,p0409
1.0636,0.53188,2.8078e-07,p0410
0.92274,1.374,8.0987e-10,p0411
1.4162,1.2752,2.2706e-07,p0412
0.57,1.3407,7.5623e-12,p0413
0.62868,0.59967,1.2097e-09,p0414
1.2809,0.56628,1.5498e-11,p0415
1.3576,0.8963,6.5607e-07,p0416
0.57552,0.59451,2.3324e-06,p0417
1.4241,1.3292,6.6915e-11,p0418
0.51538,0.88704,3.1211e-11,p0419
0.71542,0.95193,2.4809e-06,p0420
0.94715,0.92629,1.4013e-06,p0421
1.3641,0.64989,3.1373e-09,p0422
0.51298,1.3799,2.1491e-08,p0423
1.4049,0.71801,2.191e-07,p0424
1.1263,1.2618,2.7086e-09,p0425
0.84444,1.1963,1.646e-12,p0426
1.3168,1.4956,9.6152e-10,p0427
1.0273,0.96568,5.7064e-08,p0428
1.346,0.93733,3.212e-12,p0429
1.1249,0.67711,1.3926e-09,p0430
0.59133,1.314,2.3127e-07,p0431
1.0722,1.0952,8.949e-08,p0432
1.1338,0.80576,1.1458e-07,p0433
0.63023,1.3387,1.1313e-06,p0434
1.2477,1.2239,3.0712e-08,p0435
0.53305,1.0008,2.0678e-09,p0436
0.56937,0.97679,4.9096e-11,p0437
0.73019,0.55353,1.5977e-10,p0438
0.67236,0.69775,5.513e-08,p0439
0.93421,0.6201,6.9563e-12,p0440
0.87942,1.1361,3.1597e-08,p0441
0.82061,1.4011,1.4037e-07,p0442
0.78099,0.71746,6.0885e-09,p0443
1.037,0.98263,2.045e-08,p0444
1.2621,1.0186,1.2443e-08,p0445
0.78433,0.75199,3.1785e-09,p0446
0.79661,1.1994,2.6134e-08,p0447
1.2182,1.2253,2.4029e-10,p0448
0.58741,0.57434,9.5023e-06,p0449
1.4344,0.96619,5.354e-07,p0450
0.6792,1.3911,1.2945e-08,p0451
1.3254,1.4028,4.4599e-06,p0452
1.0671,0.60505,6.3232e-08,p0453
1.4544,1.3345,9.0236e-12,p0454
0.90865,1.2158,1.8326e-07,p0455
0.74232,1.1798,1.5649e-09,p0456
1.0214,1.2935,2.1986e-09,p0457
0.60367,1.2402,2.478e-08,p0458
1.3774,1.0375,1.3412e-08,p0459
0.96946,1.0261,1.3008e-06,p0460
1.05,1.0832,1.7406e-06,p0461
1.3076,0.55457,8.0901e-12,p0462
1.0608,1.4876,8.7187e-09,p0463
0.72116,0.74685,1.3038e-09,p0464
0.80721,1.0213,9.5762e-08,p0465
1.2444,1.2865,4.5003e-08,p0466
0.64503,1.4192,6.2932e-10,p0467
1.0075,0.5447,2.2838e-12,p0468
0.70316,1.0554,3.5727e-09,p0469
1.0806,1.1725,4.7735e-11,p0470
1.0551,1.1624,3.951e-06,p0471
1.069,1.0388,1.3642e-11,p0472
0.92186,0.95436,1.0948e-10,p0473
1.1106,1.0312,1.3401e-10,p0474
0.78697,0.92034,8.1849e-11,p0475
0.60754,1.3089,5.8725e-06,p0476
1.3905,1.4668,2.7106e-08,p0477
1.396,0.68746,1.433e-10,p0478
0.82446,0.81559,1.1041e-06,p0479
1.1162,1.1462,1.1335e-09,p0480
0.79916,1.4146,1.3696e-08,p0481
0.82242,0.90574,7.7413e-11,p0482
0.93326,0.83486,5.0132e-08,p0483
1.3445,1.2775,1.0807e-09,p0484
0.8984,1.364,4.7274e-12,p0485
0.95649,1.4765,8.0372e-09,p0486
0.71907,1.3972,1.7605e-09,p0487
0.88549,1.0598,8.4362e-10,p0488
1.018,1.283,1.0016e-09,p0489
1.0331,1.388,4.1719e-08,p0490
0.53648,1.2686,2.9144e-07,p0491
1.1655,1.4838,2.3207e-11,p0492
1.0785,1.1887,5.9486e-12,p0493
0.60511,0.61253,2.5959e-10,p0494
1.4287,0.50732,1.1361e-10,p0495
1.4205,0.51843,8.4728e-11,p0496
1.2249,0.62961,7.2039e-09,p0497
0.70017,0.89147,5.2949e-11,p0498
1.1833,0.98789,1.4825e-07,p0499
1.379,0.65101,1.1266e-09,p0500
