wind_speed,swr,ModelParameters/a_seiche,par_id
1.3523,0.77866,0.0021705,p0163
0.9581,0.85708,0.00091708,p0164
0.77968,0.80857,0.0016767,p0165
0.57698,1.1634,0.0011112,p0166
0.69884,1.4751,0.0024551,p0167
1.4362,1.4174,0.0017963,p0168
0.78529,1.1536,0.00098388,p0169
1.1418,1.0048,0.0017044,p0170
1.3814,1.2617,0.0028752,p0171
0.79695,1.0418,0.0018102,p0172
1.0635,1.0359,0.00049587,p0173
0.99093,0.93757,0.0008149,p0174
0.53675,0.50762,0.00043148,p0175
0.8776,0.99028,0.00095002,p0176
1.0395,1.089,0.00097623,p0177
0.98079,0.91636,0.001859,p0178
0.53196,0.57046,0.0022012,p0179
1.2124,1.3876,0.00084097,p0180
0.937,0.58828,0.0019915,p0181
0.63869,1.1274,0.002291,p0182
1.3568,0.57536,0.0010055,p0183
1.4678,1.2316,0.002652,p0184
0.8786,1.0246,0.0013848,p0185
0.94888,1.3772,0.002559,p0186
0.71338,1.4373,0.0013066,p0187
0.75495,0.89954,0.0023831,p0188
0.98269,0.8644,0.0016683,p0189
1.0926,1.393,0.0019089,p0190
0.93466,1.423,0.0021377,p0191
1.4722,0.53563,0.0026614,p0192
1.1373,1.1324,0.0010664,p0193
1.1515,0.86721,0.00015533,p0194
0.94347,1.0207,0.0022735,p0195
0.65418,0.59484,0.0011939,p0196
0.66035,1.3701,0.0026738,p0197
1.056,1.4892,0.0013006,p0198
0.80309,1.4725,0.0016251,p0199
1.248,0.91053,0.0017823,p0200
1.373,1.4014,0.00059731,p0201
0.92631,0.90639,0.0017545,p0202
0.88751,0.95946,0.00078647,p0203
1.4029,0.67492,0.0028424,p0204
0.76301,1.2908,0.0011257,p0205
1.032,0.72092,0.0019967,p0206
1.0413,0.80327,0.0011025,p0207
1.4588,1.2239,0.0016888,p0208
0.67657,0.52101,0.00066266,p0209
0.84208,0.73206,0.0019385,p0210
1.245,0.86272,0.00028837,p0211
1.421,1.0558,3.8975e-05,p0212
1.0277,0.8535,4.8381e-05,p0213
0.86256,1.3587,0.0025226,p0214
1.2192,1.2295,0.00063705,p0215
0.99225,1.3894,0.0013893,p0216
0.69352,1.3744,8.7817e-05,p0217
0.87137,0.98834,0.0014435,p0218
0.92826,0.58214,0.0010949,p0219
1.2153,0.94543,0.0014817,p0220
0.90622,1.0806,0.00064739,p0221
0.95021,1.2801,0.00067692,p0222
1.0889,0.55187,0.0028143,p0223
1.3295,0.8798,0.0029062,p0224
1.1826,0.84878,0.0017121,p0225
1.3975,1.3137,0.0021311,p0226
0.81016,0.51388,0.0002412,p0227
0.97755,0.9875,0.002441,p0228
1.1184,0.51894,0.0026333,p0229
1.0008,1.3283,0.00046048,p0230
0.79558,0.90066,0.0029528,p0231
1.0313,1.2128,0.0020621,p0232
1.3164,1.2182,0.0013226,p0233
0.84873,1.0628,0.001601,p0234
0.83139,0.84317,0.0024626,p0235
1.3517,1.4863,0.0013308,p0236
1.2921,1.2729,0.0024484,p0237
0.83637,0.70772,0.0026268,p0238
0.64663,1.101,0.00033671,p0239
1.0727,0.79287,0.0016858,p0240
1.2293,1.0486,0.00057904,p0241
0.54262,0.79844,0.00085893,p0242
0.68342,1.0189,0.0028534,p0243
1.4638,0.94746,0.0014114,p0244
0.76432,1.4131,0.0021483,p0245
1.1102,1.3315,0.00038289,p0246
0.63334,0.68608,0.0020335,p0247
0.55824,1.2206,0.00064887,p0248
1.2041,0.81372,0.00010795,p0249
1.0855,0.99564,6.8917e-06,p0250
1.1239,0.99647,0.0020763,p0251
0.88092,1.3235,0.0025772,p0252
0.66921,0.85434,0.0003128,p0253
1.0456,1.0861,0.0015382,p0254
1.1273,1.4533,0.0014971,p0255
1.2565,1.1612,0.0012843,p0256
1.1249,0.50841,0.0011729,p0257
1.1713,1.2348,0.0007315,p0258
1.3861,1.4552,0.00042078,p0259
1.0212,1.1723,0.0015901,p0260
0.61744,1.3849,0.00054446,p0261
1.3719,0.59708,0.0025503,p0262
0.65383,1.3576,0.0026086,p0263
0.54188,1.0151,0.001931,p0264
1.2811,0.61152,0.00060488,p0265
1.218,0.88941,0.0010789,p0266
1.3301,0.61561,0.0027135,p0267
0.72848,1.1285,0.00050556,p0268
0.88235,0.62,0.00093615,p0269
1.384,1.2413,0.00075269,p0270
0.69786,1.3041,0.001978,p0271
1.0826,0.73934,0.0024334,p0272
1.2008,1.2698,0.0015531,p0273
1.0682,1.2268,0.00076826,p0274
1.3017,0.96543,0.0018515,p0275
0.75627,1.3185,0.00048767,p0276
0.99481,0.7164,0.0010565,p0277
0.91337,1.1934,0.0017599,p0278
0.57074,1.0978,0.0021558,p0279
1.1432,1.0475,0.00041634,p0280
1.3497,0.58708,0.00074269,p0281
0.77652,1.3262,0.0022085,p0282
1.4495,0.78929,0.0012345,p0283
1.1043,1.2109,0.0012629,p0284
0.91949,0.71492,0.0010137,p0285
1.3257,0.83085,0.0026518,p0286
0.55254,1.2985,0.0010527,p0287
0.56038,0.84509,0.0022513,p0288
0.98596,1.1833,0.0024471,p0289
1.4141,0.88406,0.0013923,p0290
0.64341,1.2051,0.0018667,p0291
1.4044,1.4191,0.0012183,p0292
0.67926,0.67289,0.00084804,p0293
1.0471,0.91239,0.00078477,p0294
1.3916,0.88353,0.0022827,p0295
1.3125,0.73453,0.00072547,p0296
0.61546,1.4578,0.00094616,p0297
0.80064,1.1897,0.0024178,p0298
0.88475,0.58546,0.0027593,p0299
0.97562,1.2546,0.0019225,p0300
1.0153,1.3504,0.00052295,p0301
1.3092,0.81598,0.00073529,p0302
1.4563,0.62671,0.0013733,p0303
1.3029,1.217,0.00243,p0304
0.95264,1.2591,0.002101,p0305
1.2323,1.0833,0.002592,p0306
0.54465,0.62367,0.00017304,p0307
1.2761,0.55591,0.0012775,p0308
0.74916,1.2626,0.0020724,p0309
1.1694,1.4048,0.0012017,p0310
1.0229,1.0222,0.0013649,p0311
1.0188,0.72432,0.0027628,p0312
1.3833,0.53389,0.0018373,p0313
1.4167,0.7084,0.0026804,p0314
1.2469,1.3327,0.0017894,p0315
1.3898,0.60248,0.00074675,p0316
1.2863,0.68163,0.0025294,p0317
0.86471,0.93062,0.00045174,p0318
0.64071,1.3528,0.00013026,p0319
0.89144,1.1493,0.0011684,p0320
0.7518,0.81103,0.0027026,p0321
1.4258,1.0132,0.00083554,p0322
1.1395,1.3958,0.0025668,p0323
0.89964,0.60405,0.00053311,p0324
1.0603,0.54479,0.0016396,p0325
0.56372,0.90869,0.00091059,p0326
0.81871,0.74027,0.0027461,p0327
1.1348,0.56539,0.00034526,p0328
1.2752,1.1467,0.00027117,p0329
0.91084,1.2005,0.00037264,p0330
0.53358,1.0776,0.0012438,p0331
0.81667,1.3624,0.0026944,p0332
0.79943,0.71092,0.0021928,p0333
1.1879,0.80047,0.00032214,p0334
0.63091,1.0292,0.0013996,p0335
1.3189,1.3201,0.00089331,p0336
1.0529,1.2875,0.0026423,p0337
0.90804,1.2247,0.0021424,p0338
1.3928,0.93874,0.0029903,p0339
0.56693,1.2747,0.0014526,p0340
0.955,1.4914,0.00079359,p0341
0.70558,1.2434,0.0017242,p0342
1.3278,1.3352,0.0019616,p0343
1.3639,1.1431,0.00024858,p0344
1.4315,1.4261,0.0029664,p0345
0.83296,0.71877,0.0009632,p0346
0.92034,0.67666,0.00027611,p0347
0.68866,1.0503,0.0012781,p0348
0.93269,0.61778,0.0016494,p0349
1.4187,0.69398,0.00028796,p0350
0.50139,0.97692,0.0027328,p0351
1.1796,1.3552,0.0026678,p0352
0.72374,0.51764,0.0017803,p0353
1.0784,0.55844,0.0025188,p0354
1.0582,0.60885,0.00038947,p0355
0.56998,1.4717,0.0029212,p0356
1.379,0.79661,0.0018312,p0357
0.96543,1.0097,0.0022978,p0358
0.59565,0.6004,0.0028923,p0359
1.3425,1.4634,0.0018796,p0360
0.71068,0.52929,0.00012017,p0361
1.1173,0.89414,0.00030671,p0362
0.87356,0.91855,0.0021263,p0363
0.73668,1.3807,0.0013519,p0364
0.65736,1.2082,0.00098531,p0365
1.2227,1.034,0.0018776,p0366
1.3777,0.69595,0.0012692,p0367
1.2732,1.2895,0.0021174,p0368
1.1324,1.3242,0.00071581,p0369
1.3451,0.97598,0.0027246,p0370
1.2398,1.2363,0.0010704,p0371
0.65129,1.3419,0.00015839,p0372
0.85593,1.4437,0.0010489,p0373
0.57943,0.93516,0.001425,p0374
1.1494,0.65561,0.00014347,p0375
0.62772,1.2564,0.0018869,p0376
1.4711,1.0619,0.0010418,p0377
1.4231,1.4081,0.0015685,p0378
1.265,1.1139,0.0022443,p0379
0.78982,1.3964,0.0023751,p0380
0.69542,1.0795,0.0016952,p0381
1.4395,0.78726,0.0015546,p0382
1.3749,0.57681,0.0005585,p0383
0.92493,1.0306,0.0026219,p0384
1.1141,0.90337,0.0011209,p0385
1.0956,1.0167,0.002796,p0386
0.66277,0.83695,0.00091863,p0387
0.91753,1.0071,0.0027224,p0388
0.81423,0.50383,4.4126e-05,p0389
1.4095,0.53727,0.0022411,p0390
0.99857,0.66162,9.275e-05,p0391
0.66605,0.65041,7.9288e-05,p0392
0.60567,1.3166,1.6183e-05,p0393
1.3221,1.3684,0.0011791,p0394
0.71804,0.56676,1.7382e-06,p0395
0.82995,0.53968,0.000515,p0396
0.53499,1.1867,0.00030542,p0397
0.70616,0.77533,0.0005549,p0398
0.93102,0.89223,0.002347,p0399
0.67523,0.65363,0.0013152,p0400
0.57273,1.4035,0.0019022,p0401
1.2089,0.75358,0.00048599,p0402
0.77485,1.1544,0.0013439,p0403
1.1557,1.1643,0.0012293,p0404
0.96187,1.0668,0.00070548,p0405
1.3398,0.93223,0.00018285,p0406
1.236,0.98529,0.0015238,p0407
1.167,0.78398,0.00040076,p0408
0.51802,1.4979,0.0015777,p0409
0.5825,0.6384,0.00047339,p0410
0.66495,0.68215,0.0011497,p0411
0.50593,1.4503,0.00081961,p0412
0.9002,1.1994,0.0027732,p0413
1.0516,0.57294,0.0023944,p0414
1.1526,1.1235,0.0016184,p0415
0.68138,1.0019,0.0010188,p0416
1.1595,1.4205,0.0014178,p0417
0.83911,0.95739,0.00019815,p0418
1.0861,0.54226,0.0016578,p0419
1.1027,0.94918,0.00054921,p0420
1.0701,0.68866,5.7147e-05,p0421
0.62217,1.0364,0.0020938,p0422
1.0372,1.1218,0.0009942,p0423
1.4523,1.4353,0.0020379,p0424
1.4433,0.92703,0.00040514,p0425
1.172,0.75989,0.00032928,p0426
1.1769,1.3155,0.0017342,p0427
1.1013,0.81633,0.0023665,p0428
1.4619,0.98024,0.0007088,p0429
1.0644,0.67098,6.2925e-05,p0430
0.98823,0.87438,0.0018639,p0431
0.78016,0.77363,0.0028231,p0432
1.3322,0.74519,0.00013214,p0433
1.2304,0.67871,0.0023024,p0434
0.81219,1.3003,0.0015028,p0435
1.1201,0.75797,0.0025463,p0436
0.52968,1.2833,0.0029749,p0437
0.91564,0.79531,0.0017507,p0438
1.4415,0.70258,0.0021818,p0439
0.68664,0.66788,0.0019015,p0440
1.2209,1.1973,0.0016075,p0441
1.2549,1.0425,0.0028287,p0442
0.85266,1.2148,0.0029005,p0443
1.4329,1.0705,0.0018931,p0444
1.4284,0.69876,0.0014461,p0445
0.63774,0.78114,0.0020977,p0446
0.72542,0.76554,0.0026351,p0447
0.89694,1.3793,0.000667,p0448
0.80842,1.4817,0.00058779,p0449
1.3468,1.1692,0.0015114,p0450
0.74621,0.56147,0.002805,p0451
1.4802,0.81814,0.0024008,p0452
0.67081,0.8593,0.00043771,p0453
1.0118,0.99854,0.0013485,p0454
1.1913,1.2647,0.0024841,p0455
1.049,1.2946,0.0017166,p0456
1.1994,0.78443,0.0019358,p0457
1.2684,0.68517,0.0016369,p0458
0.73569,0.95352,0.0023181,p0459
0.86032,1.3074,0.001377,p0460
1.2079,1.0529,0.00076788,p0461
1.0021,0.86026,0.00035916,p0462
1.2343,1.4822,0.0002154,p0463
0.71499,0.62954,0.00017793,p0464
0.76012,0.74869,0.00046344,p0465
1.3695,1.1769,0.0022774,p0466
0.96864,1.1385,0.0021111,p0467
0.78343,0.63364,0.0020471,p0468
1.0544,0.57891,0.0020875,p0469
1.0168,1.0103,0.002952,p0470
0.97901,1.4387,0.0021236,p0471
0.87466,1.4402,0.00088361,p0472
0.79089,1.4148,0.0010329,p0473
0.94169,1.406,0.0018289,p0474
0.76838,0.80643,0.0029633,p0475
1.0052,0.96338,0.00082361,p0476
1.3667,1.3433,0.00025254,p0477
1.2602,0.90463,0.0028113,p0478
0.54628,1.1662,0.0027863,p0479
0.58941,1.2773,0.0015787,p0480
0.52287,1.2921,0.002836,p0481
0.82287,0.69695,0.0023429,p0482
1.3079,0.89113,0.0022167,p0483
1.1746,1.4988,0.0015146,p0484
0.62126,1.1157,0.002381,p0485
0.63542,1.1371,0.00026374,p0486
0.64457,0.62599,0.0025937,p0487
0.82114,1.4292,0.0020165,p0488
1.0088,0.51483,0.0012165,p0489
0.52705,1.4477,0.0020574,p0490
0.82482,0.97941,0.0017007,p0491
1.1567,0.72637,0.00023,p0492
0.61855,0.62092,0.0025843,p0493
1.2524,0.59854,0.002004,p0494
0.59715,1.1412,0.0013362,p0495
1.0991,1.4853,0.00093086,p0496
1.3343,1.172,0.0028885,p0497
1.4643,0.9735,0.0023077,p0498
0.73168,1.2527,0.0006094,p0499
0.75854,0.72296,0.0010202,p0500
