wind_speed,swr,LAKE_PARAMS/c_relax_C,par_id
1.1788,0.53906,0.0085807,p0162
0.60338,0.67439,0.00081915,p0163
0.57341,1.1576,0.00087591,p0164
0.85685,1.0015,0.0065811,p0165
0.94307,0.95859,0.0097815,p0166
0.71514,0.58388,0.0042476,p0167
0.57846,0.84024,0.00944,p0168
1.4586,0.66433,0.0084077,p0169
1.3429,0.59912,0.0067869,p0170
1.0396,1.4659,0.0070516,p0171
0.99014,0.60231,0.001059,p0172
0.57781,0.67379,0.0087737,p0173
1.0276,0.91402,0.0064093,p0174
0.82389,0.60888,0.0072808,p0175
1.293,1.0518,0.008526,p0176
1.3878,0.52946,0.002586,p0177
0.9766,1.4724,0.0038037,p0178
1.1105,1.1143,0.00020149,p0179
1.2134,1.4302,0.0031879,p0180
1.268,0.68967,0.0051504,p0181
1.2873,1.4122,0.0053185,p0182
1.0333,1.133,0.005175,p0183
1.2807,0.6979,0.0094245,p0184
0.86949,1.4033,0.0045892,p0185
1.1172,0.71848,0.0027303,p0186
1.2192,0.7327,0.0075175,p0187
0.67506,1.0581,0.0016527,p0188
0.93456,0.99721,0.0024833,p0189
1.4044,0.85579,0.0017664,p0190
1.1711,0.80381,0.0087039,p0191
1.4509,1.1222,0.004104,p0192
0.82408,0.84814,0.0062379,p0193
1.0403,1.0851,0.0025206,p0194
1.0346,1.2236,0.00074455,p0195
1.1581,0.8641,0.0053942,p0196
1.0461,1.189,0.0049156,p0197
0.72927,1.4085,0.0054501,p0198
1.4537,1.0915,0.0079791,p0199
1.332,0.72564,0.0056553,p0200
0.99709,1.362,0.0078425,p0201
0.53145,1.2455,0.0079843,p0202
0.81675,0.86735,0.0010703,p0203
1.2751,0.97838,0.0099048,p0204
1.3577,1.3988,0.0099326,p0205
0.96632,0.90026,0.0092297,p0206
0.63589,0.95414,0.0016017,p0207
1.3812,0.96233,0.0034278,p0208
0.72034,1.0431,0.0068422,p0209
1.4809,1.0259,0.0012122,p0210
1.2788,0.54346,0.0035735,p0211
0.86619,0.61712,0.0062723,p0212
0.77804,1.0303,0.0091137,p0213
1.4239,0.87065,0.0074559,p0214
1.1325,0.74491,0.00068983,p0215
1.0952,0.81394,0.00676,p0216
0.58295,0.99944,0.0095756,p0217
0.66591,0.57876,0.0060898,p0218
0.54475,1.3762,0.0053697,p0219
1.4904,1.1905,0.0059068,p0220
1.446,1.4877,0.0020167,p0221
0.7562,1.0534,0.0029753,p0222
0.88164,0.52373,0.0091305,p0223
1.014,1.4708,0.0067321,p0224
1.1276,1.3828,0.00023334,p0225
1.1283,0.98721,0.0035083,p0226
1.2617,0.5673,0.0046159,p0227
0.73375,0.9313,0.0086139,p0228
1.2589,0.90952,0.0068833,p0229
0.8384,0.89126,0.0039957,p0230
0.98435,1.1194,0.0019881,p0231
0.88706,0.67033,0.0057302,p0232
0.90033,1.316,0.0083131,p0233
0.92689,0.66045,0.0034516,p0234
0.55909,0.66608,0.0066845,p0235
0.63015,1.1833,0.006039,p0236
1.2845,0.63763,0.0042206,p0237
0.68043,1.1936,0.0023107,p0238
0.98983,1.2624,0.0091766,p0239
1.1097,1.2465,0.0052053,p0240
1.419,1.318,0.0061503,p0241
0.70978,1.4418,0.0027383,p0242
1.2221,0.94615,0.0086663,p0243
1.0444,1.3022,0.0031044,p0244
0.547,0.5547,0.00034416,p0245
0.55427,1.3883,0.0050429,p0246
0.6997,0.87762,0.0020915,p0247
1.1054,1.0231,0.0019695,p0248
0.90799,0.90647,0.00048612,p0249
0.87045,1.0114,0.0016346,p0250
0.8998,1.2549,0.0024597,p0251
1.3559,0.53416,0.0017289,p0252
0.98637,0.74108,0.0019056,p0253
0.7385,0.67785,0.0063419,p0254
1.4747,0.82628,0.00062904,p0255
0.74376,0.93687,0.0016715,p0256
1.2772,0.56413,0.0088403,p0257
1.2569,0.68726,0.0077952,p0258
0.75825,0.62361,0.0060426,p0259
0.92243,1.4606,0.0070915,p0260
1.0297,1.0134,0.00078117,p0261
0.69181,0.76491,0.0091,p0262
0.71758,1.05,0.0097487,p0263
1.3723,0.57324,0.0024326,p0264
0.66756,1.0942,0.00065578,p0265
0.83651,0.66239,0.0035278,p0266
0.53948,0.73813,0.0063087,p0267
1.0493,1.4637,0.0073693,p0268
1.2406,1.3231,0.0072331,p0269
0.98065,0.62082,0.0093244,p0270
0.7197,1.3106,0.0071979,p0271
0.87207,1.1366,0.0053574,p0272
1.4948,0.80945,0.0013139,p0273
1.3716,0.51012,0.0012684,p0274
0.66138,0.55934,0.005336,p0275
0.91154,0.97766,0.0082234,p0276
0.52915,1.2046,0.0092866,p0277
0.86382,1.4995,0.0034919,p0278
0.63611,1.1693,0.0096627,p0279
1.0595,0.98391,0.0081506,p0280
0.93954,0.79835,0.0079309,p0281
1.4133,0.82376,0.0098164,p0282
0.54879,1.2371,0.007839,p0283
1.1845,1.1286,0.0028803,p0284
0.55114,1.2774,0.0032714,p0285
1.3895,1.0825,0.0048212,p0286
1.4933,0.78583,0.0052824,p0287
1.0439,1.3842,0.00083498,p0288
1.4008,0.89918,0.0038532,p0289
0.81384,0.62486,0.00097979,p0290
0.7883,0.50095,0.0090469,p0291
0.72501,0.64128,0.0055236,p0292
1.0136,1.0185,0.0044706,p0293
0.92186,1.4185,0.0099412,p0294
0.95166,0.86957,0.0057813,p0295
0.69538,0.74939,0.0087629,p0296
0.76449,0.92068,0.0035965,p0297
1.4203,1.1266,0.0055787,p0298
1.1763,1.0468,0.0064947,p0299
0.99994,0.84266,0.0015071,p0300
0.61945,1.2922,0.0092496,p0301
0.90576,0.72899,0.0027628,p0302
0.53254,1.3441,0.0088571,p0303
0.78682,1.4506,0.009737,p0304
1.0663,1.1647,0.00095261,p0305
1.2895,0.53658,0.0087381,p0306
1.1515,0.81509,0.00060133,p0307
0.86469,1.2962,0.0098847,p0308
1.3653,0.65758,0.0047152,p0309
1.3149,1.1608,0.0013899,p0310
0.78098,1.4334,0.00026319,p0311
1.149,1.3943,0.0065372,p0312
1.363,1.1722,0.0073867,p0313
1.3901,1.0737,0.00017653,p0314
1.4864,0.90534,0.0028178,p0315
1.2162,0.81825,0.0095269,p0316
0.6493,1.3495,0.0033248,p0317
1.0842,1.2687,0.0018683,p0318
0.51998,0.8805,0.0058814,p0319
0.60028,1.2645,0.0044795,p0320
0.89176,0.9405,0.0043066,p0321
1.2429,0.79777,0.0047809,p0322
0.69792,1.1598,0.0036697,p0323
1.3189,1.4146,0.0078052,p0324
1.3466,1.4075,0.0046647,p0325
0.64055,1.2824,0.00047387,p0326
1.4307,0.75393,0.0074867,p0327
1.3033,0.71391,0.0032026,p0328
0.79884,1.2004,0.001229,p0329
0.91637,1.2114,0.008949,p0330
0.85508,0.72058,0.0016846,p0331
1.2324,1.0409,0.003353,p0332
0.68402,1.4847,0.0092227,p0333
0.51574,1.4757,0.0024959,p0334
0.95789,1.2591,0.0071307,p0335
0.74515,1.4979,0.0050088,p0336
1.3385,0.51767,0.0089654,p0337
1.4554,1.1474,0.004427,p0338
1.4769,1.1802,0.0002938,p0339
1.3002,1.018,0.0094471,p0340
1.209,0.59747,0.0073232,p0341
1.3821,0.7594,0.0038661,p0342
1.4785,0.77493,0.0033974,p0343
0.65821,0.61012,0.0096698,p0344
0.64559,1.0698,0.0083282,p0345
1.0697,0.92943,0.00338,p0346
0.79696,1.4663,0.0051155,p0347
0.95217,1.1858,0.0030416,p0348
0.9299,0.58156,0.0011878,p0349
0.66357,0.71669,0.0039284,p0350
0.94661,1.4359,0.0027965,p0351
0.90875,1.3431,0.00012447,p0352
0.78275,1.4495,0.0088111,p0353
1.1139,1.3682,0.0005014,p0354
1.3313,1.317,0.0045329,p0355
0.54032,1.3917,0.0083718,p0356
0.81513,1.4055,0.0048507,p0357
0.91829,1.3017,0.0091919,p0358
0.70691,1.1664,0.00076188,p0359
1.075,1.4526,0.0048066,p0360
1.4858,1.0895,0.0080699,p0361
1.36,1.3968,0.0069759,p0362
0.85838,0.5061,0.0081649,p0363
1.0628,0.98082,0.0037227,p0364
0.50899,0.75531,0.00032368,p0365
1.1863,0.6478,0.0055641,p0366
1.274,0.63931,0.0039463,p0367
1.1801,0.99066,0.0041734,p0368
1.1371,1.3799,0.0019585,p0369
1.314,1.34,0.0074669,p0370
0.50431,0.92402,0.0093989,p0371
1.2557,1.2579,0.0021124,p0372
0.57488,0.85938,0.0077194,p0373
0.52512,1.3477,0.0066635,p0374
1.4965,1.0566,0.00091852,p0375
0.84349,0.5136,0.0069407,p0376
1.3482,0.76199,0.0054735,p0377
0.75591,1.0265,0.0041346,p0378
0.53619,0.89203,0.0011897,p0379
0.86025,1.4569,0.0070706,p0380
0.98301,1.3716,0.0075696,p0381
0.97283,0.65915,0.0037801,p0382
1.055,0.99359,0.002441,p0383
0.52342,1.227,0.0050849,p0384
1.3857,1.374,0.0055966,p0385
0.60639,1.2517,0.0040461,p0386
1.4635,0.73167,0.0023992,p0387
0.56071,0.85004,0.00057855,p0388
0.83204,0.63274,0.0017599,p0389
0.61072,1.2404,0.0027102,p0390
1.2277,1.1754,0.0085709,p0391
0.96484,0.90259,0.00053653,p0392
1.1302,0.89592,0.0049494,p0393
0.93617,0.87518,0.0076673,p0394
1.4286,1.2663,0.0028336,p0395
0.71248,0.78327,0.0090715,p0396
1.037,0.95327,0.0056851,p0397
1.3677,1.3364,0.0046115,p0398
1.0207,1.2424,0.0032272,p0399
1.3351,1.0373,0.0077519,p0400
1.0644,0.7672,0.0029178,p0401
1.1184,0.69187,0.008272,p0402
0.57088,0.6014,0.0013846,p0403
0.51211,0.52117,0.00037363,p0404
1.2211,0.56938,0.00089928,p0405
0.88281,0.60796,0.0065037,p0406
0.53409,1.4554,0.0065955,p0407
0.92496,1.0744,0.0080929,p0408
0.60908,1.2818,0.0084205,p0409
0.62344,0.84452,0.0037602,p0410
0.87506,1.1969,0.0056133,p0411
1.3502,0.6344,0.0080085,p0412
1.1929,0.87975,0.0042779,p0413
0.68715,1.3328,0.0052978,p0414
1.3619,1.1219,0.0013394,p0415
1.3246,1.1382,0.0020475,p0416
0.74993,1.0056,0.0065243,p0417
1.471,0.68347,0.0057507,p0418
0.80308,1.3928,0.0021603,p0419
0.83149,1.447,0.0010048,p0420
0.67637,0.5144,0.007532,p0421
1.0893,0.86044,0.0096358,p0422
0.58941,0.69572,0.0035529,p0423
1.3115,0.91389,0.0082175,p0424
0.61786,1.4366,0.0059213,p0425
1.0016,1.2896,0.0073403,p0426
0.64313,0.96014,0.0082568,p0427
1.2452,1.0559,0.0083934,p0428
0.75167,0.5186,0.005802,p0429
1.4167,1.198,0.0062029,p0430
1.1473,0.83463,0.0022463,p0431
1.4403,0.50478,0.0097825,p0432
1.0935,1.2395,0.0072128,p0433
1.2158,0.64558,0.0048595,p0434
0.84182,0.95774,0.0098618,p0435
1.0731,1.0619,0.0070339,p0436
0.81006,0.60501,0.0076017,p0437
1.4395,0.82827,0.0095922,p0438
0.74649,1.1136,0.005956,p0439
1.2532,1.0795,0.0011089,p0440
0.96804,0.73684,0.0093482,p0441
0.80595,1.2179,0.0073586,p0442
1.2109,1.2037,0.0094835,p0443
0.91555,0.92208,0.00080896,p0444
0.58424,0.86288,0.0099979,p0445
1.0163,0.81118,0.0020211,p0446
1.1551,1.18,0.0049727,p0447
1.1759,0.76878,0.0027915,p0448
0.63326,1.2866,0.0013577,p0449
1.1158,1.3212,0.0045417,p0450
1.4029,1.2998,0.0059975,p0451
1.107,1.0382,0.0098354,p0452
1.2482,1.0661,0.007663,p0453
0.90219,1.0709,0.0011556,p0454
0.7728,1.3096,0.0069077,p0455
0.95478,0.7153,0.0052119,p0456
0.7232,0.80684,0.0018467,p0457
1.4672,1.0972,0.0006995,p0458
0.87603,0.77042,0.00093695,p0459
1.3051,0.70753,0.0057063,p0460
0.88523,0.79215,0.0081291,p0461
0.67105,0.9653,0.0086426,p0462
1.0776,0.52567,0.0090174,p0463
0.51745,0.63026,0.003651,p0464
1.0191,0.7269,0.0045744,p0465
1.1949,0.83277,0.0040279,p0466
0.50612,1.2067,0.0095598,p0467
0.6143,1.4176,0.0012995,p0468
1.2957,0.7118,0.0069245,p0469
0.7345,0.55149,0.0030211,p0470
0.94179,0.75744,0.0021986,p0471
0.5567,0.8846,0.0050914,p0472
1.1641,0.50998,0.0088728,p0473
0.76238,1.103,0.0093448,p0474
1.2966,0.57151,0.0068519,p0475
0.76669,1.3878,0.0078634,p0476
0.66851,1.1507,0.0097037,p0477
1.4562,0.70245,0.0033065,p0478
1.0255,0.69843,0.0071782,p0479
0.67905,1.0297,0.0050685,p0480
1.3442,1.0447,0.0040907,p0481
1.379,0.56114,0.0063604,p0482
0.88855,1.4241,0.0066236,p0483
0.79014,1.2187,0.0029091,p0484
0.77459,1.356,0.0094958,p0485
1.4154,0.70516,0.003144,p0486
0.80682,0.91188,0.0019012,p0487
1.0906,0.78973,0.0044155,p0488
1.2056,1.214,0.0015752,p0489
1.2462,1.4399,0.00085543,p0490
0.68965,1.4279,0.0084452,p0491
0.94466,1.3647,0.0014775,p0492
1.0021,1.1768,0.0068053,p0493
1.0869,0.62928,0.0014369,p0494
1.4492,1.329,0.0071605,p0495
1.4836,1.3577,0.0048834,p0496
1.3417,1.2358,0.0040161,p0497
1.1347,0.92749,0.0016049,p0498
0.67267,0.93845,0.0059748,p0499
1.1038,1.3721,0.0046428,p0500
