wind_speed,swr,Phys.par/C_shelter,par_id
1.1085,1.0943,0.37215,p0305
0.9044,1.3025,0.22038,p0306
1.3761,0.85889,0.27051,p0307
0.80718,0.62274,0.1064,p0308
1.2185,0.6148,0.1671,p0309
0.99273,0.8226,0.20863,p0310
0.5899,1.2684,0.3234,p0311
1.4605,1.3884,0.19955,p0312
0.67156,1.4287,0.29482,p0313
0.83173,0.76314,0.14354,p0314
0.50599,0.86677,0.1625,p0315
0.59105,1.0357,0.17763,p0316
0.57715,1.4812,0.31013,p0317
0.90195,1.2355,0.23695,p0318
0.93491,1.0783,0.32102,p0319
0.78944,1.2261,0.28999,p0320
0.84158,0.51242,0.12161,p0321
1.4426,0.88015,0.084461,p0322
0.51596,0.83089,0.32626,p0323
0.96633,1.1313,0.22174,p0324
1.3418,1.4825,0.058521,p0325
1.3138,0.96048,0.087025,p0326
1.2867,1.1259,0.10497,p0327
1.19,0.95826,0.28382,p0328
0.52073,0.55087,0.080193,p0329
0.52518,1.4767,0.20658,p0330
0.59271,1.0729,0.39709,p0331
0.92428,0.88863,0.27941,p0332
1.0057,0.84335,0.18723,p0333
0.94319,0.92391,0.27579,p0334
0.61776,0.65791,0.14255,p0335
0.6563,0.83225,0.16093,p0336
1.0248,0.61981,0.21903,p0337
1.1339,1.4071,0.12281,p0338
0.69663,0.85531,0.33879,p0339
1.1112,0.69373,0.18816,p0340
1.1892,0.7121,0.33132,p0341
0.55782,0.58828,0.23648,p0342
0.8871,1.0087,0.33716,p0343
1.2414,0.70444,0.26891,p0344
0.52301,1.2548,0.1534,p0345
0.5093,1.3233,0.22084,p0346
0.87332,0.97363,0.34113,p0347
1.1162,0.98757,0.18259,p0348
1.0153,0.79567,0.29679,p0349
0.82121,1.3376,0.079947,p0350
1.3141,1.4985,0.090975,p0351
1.1856,0.88208,0.15442,p0352
0.7289,0.92918,0.34785,p0353
1.2685,1.3275,0.10026,p0354
1.334,1.2363,0.28621,p0355
0.6889,1.158,0.35814,p0356
1.4292,0.85675,0.13997,p0357
1.0856,1.42,0.19668,p0358
1.0823,0.72287,0.053111,p0359
1.4891,1.2835,0.23092,p0360
1.2499,0.70649,0.15091,p0361
1.3216,0.5681,0.13123,p0362
0.67661,0.56143,0.15739,p0363
1.0197,1.3482,0.18189,p0364
1.3888,0.99084,0.37538,p0365
0.72084,0.79799,0.29716,p0366
0.96428,1.3664,0.38456,p0367
1.0778,1.415,0.3763,p0368
0.55841,0.6215,0.30251,p0369
0.99449,1.0774,0.13727,p0370
1.0688,1.0578,0.2735,p0371
0.63744,1.2237,0.065086,p0372
1.2774,1.1131,0.37141,p0373
0.62607,0.50459,0.079277,p0374
0.89434,1.1933,0.11173,p0375
1.12,0.75638,0.29996,p0376
0.76621,0.87137,0.3046,p0377
1.1458,0.88426,0.19419,p0378
0.58275,0.91604,0.19569,p0379
1.355,1.4945,0.28526,p0380
0.85226,0.64041,0.28867,p0381
1.1301,0.94476,0.1978,p0382
1.222,1.2757,0.090135,p0383
1.4576,1.2954,0.21178,p0384
1.0004,1.0249,0.2388,p0385
0.84556,0.7316,0.25617,p0386
1.1462,0.59056,0.22388,p0387
1.1408,0.81311,0.31055,p0388
1.2128,0.6176,0.17687,p0389
0.61228,1.3346,0.098058,p0390
0.60976,1.1286,0.15615,p0391
1.1937,1.2572,0.3697,p0392
0.7539,0.9578,0.38086,p0393
0.63438,1.1873,0.068559,p0394
0.71341,1.1806,0.22487,p0395
0.64581,0.67733,0.36042,p0396
1.388,0.80732,0.059922,p0397
0.87506,0.7494,0.12102,p0398
1.114,1.1668,0.12238,p0399
1.2569,1.0191,0.1141,p0400
0.99816,0.54901,0.20278,p0401
1.4934,0.61141,0.39846,p0402
1.4476,0.72758,0.1498,p0403
1.3458,0.5214,0.27329,p0404
1.0322,1.0332,0.15933,p0405
0.51156,0.6316,0.28324,p0406
0.65445,1.1404,0.05536,p0407
1.1573,1.3536,0.1177,p0408
0.5545,1.3778,0.2,p0409
1.4737,1.3296,0.24841,p0410
0.68652,1.4897,0.13624,p0411
1.4003,0.55699,0.33011,p0412
1.2047,0.94283,0.22531,p0413
1.1033,0.6652,0.25434,p0414
0.82839,0.70117,0.36129,p0415
1.2471,1.3248,0.39458,p0416
1.0462,1.183,0.37045,p0417
1.3672,0.83602,0.30392,p0418
0.56271,0.65088,0.12444,p0419
0.63061,0.80296,0.34187,p0420
1.2613,1.2882,0.26728,p0421
0.9581,1.1914,0.10589,p0422
0.54984,1.2417,0.16888,p0423
0.66213,1.3945,0.3361,p0424
1.3589,0.57832,0.26572,p0425
1.0343,0.91939,0.29974,p0426
0.90737,0.54328,0.099337,p0427
1.2664,1.22,0.29637,p0428
1.0224,0.96912,0.39036,p0429
0.64183,1.1779,0.37272,p0430
0.7375,0.66858,0.23955,p0431
1.2002,0.91264,0.069061,p0432
0.62996,1.2383,0.20818,p0433
0.53497,1.0501,0.21505,p0434
0.76802,0.75193,0.25727,p0435
0.53929,0.60684,0.10393,p0436
0.86927,1.1173,0.10914,p0437
0.51817,0.76606,0.31857,p0438
0.8964,1.0611,0.2417,p0439
0.80948,1.364,0.3293,p0440
1.1726,0.78553,0.34737,p0441
1.0503,1.2327,0.18131,p0442
1.3464,1.3147,0.050163,p0443
1.2372,0.51416,0.094504,p0444
1.073,1.0994,0.17144,p0445
0.91599,1.1203,0.13098,p0446
0.86536,1.1963,0.30706,p0447
1.1228,1.1854,0.14622,p0448
1.4659,1.1752,0.10314,p0449
0.69901,0.69066,0.2194,p0450
0.89818,0.65261,0.16912,p0451
0.94583,0.87604,0.22314,p0452
1.0793,1.1725,0.16612,p0453
0.76372,0.81814,0.12541,p0454
1.4074,1.1424,0.05732,p0455
1.0521,1.4421,0.16536,p0456
1.2851,1.1153,0.16354,p0457
0.53784,1.0017,0.11013,p0458
1.4901,1.2919,0.061234,p0459
1.3856,0.79039,0.30312,p0460
0.67803,0.75538,0.15862,p0461
1.2592,0.65903,0.14893,p0462
1.3107,0.64944,0.14519,p0463
0.97828,0.68749,0.076179,p0464
0.80089,1.0143,0.35248,p0465
1.3509,0.80118,0.19185,p0466
1.137,0.74678,0.22879,p0467
1.008,1.0848,0.23808,p0468
0.69078,0.7865,0.28763,p0469
0.73343,1.2441,0.30969,p0470
0.74234,0.58537,0.069939,p0471
1.0932,0.54778,0.39382,p0472
1.2517,0.76884,0.33671,p0473
0.72679,0.78864,0.35604,p0474
0.71828,1.4637,0.2616,p0475
1.3344,0.52434,0.37895,p0476
0.75693,0.63525,0.24605,p0477
1.0865,0.84583,0.21582,p0478
0.88566,0.87368,0.33397,p0479
1.0646,0.84112,0.15528,p0480
0.79956,1.4497,0.23014,p0481
1.2929,1.1574,0.13401,p0482
1.481,0.76188,0.31559,p0483
1.4255,1.2848,0.36905,p0484
0.93699,1.3683,0.2358,p0485
0.92273,0.72008,0.35564,p0486
0.95289,0.52725,0.26334,p0487
0.77789,1.4014,0.26119,p0488
0.8426,0.86876,0.065908,p0489
1.0033,1.2504,0.37914,p0490
0.85013,0.57778,0.35179,p0491
1.1987,1.4613,0.36302,p0492
0.60398,1.2925,0.30634,p0493
1.149,0.87853,0.38175,p0494
1.2177,0.70863,0.25468,p0495
0.61494,0.92791,0.062079,p0496
0.96231,0.84749,0.098992,p0497
0.53305,0.89774,0.30189,p0498
0.60024,1.4115,0.34512,p0499
0.58076,0.51611,0.34952,p0500
