wind_speed,swr,a_seiche,par_id
1.1345,0.89095,0.0020619,p0187
1.4343,1.3197,0.00031466,p0188
0.72989,1.1361,0.00093682,p0189
0.77847,0.92991,0.0009491,p0190
1.3927,0.83214,0.0025937,p0191
1.3317,1.0018,0.0026898,p0192
0.82121,0.65431,0.00087632,p0193
1.2846,0.68937,0.00075816,p0194
1.2938,0.65908,0.00057614,p0195
1.1958,1.3469,0.0016439,p0196
0.73785,1.3438,0.0017523,p0197
0.70496,1.2869,0.001604,p0198
1.3832,0.51476,0.0019935,p0199
0.83874,1.1944,0.0011481,p0200
0.90815,1.219,0.00062296,p0201
1.1157,0.93057,0.002218,p0202
0.51074,0.51821,0.00079852,p0203
0.55619,0.89573,0.0028823,p0204
1.3587,0.99131,0.0014785,p0205
0.50721,0.7998,0.0014485,p0206
0.81836,0.87475,0.00014312,p0207
1.2532,1.3093,0.0016718,p0208
0.50386,1.4879,0.0023128,p0209
1.3516,1.448,0.0016337,p0210
0.90766,1.1213,0.0026397,p0211
0.69766,0.62884,0.00032844,p0212
0.51206,0.91606,0.00057139,p0213
0.56719,0.95851,0.0010152,p0214
0.63156,1.2126,0.00036423,p0215
1.4217,0.97153,0.00042659,p0216
1.2588,0.56436,0.00024894,p0217
1.3915,1.2988,0.0023503,p0218
0.66012,0.82737,0.0019497,p0219
1.2393,0.88806,0.00054126,p0220
1.2733,1.0676,0.0020175,p0221
0.60291,1.1679,0.0023081,p0222
0.86632,0.89226,0.00046702,p0223
0.82928,0.63869,0.0024473,p0224
0.86352,0.55442,0.0023377,p0225
1.3466,1.2737,0.0029212,p0226
1.1336,0.86062,0.0025164,p0227
0.63678,1.4828,0.0012778,p0228
0.76345,1.2602,0.00030685,p0229
0.64391,1.3856,0.0010434,p0230
1.2551,1.4759,0.0020701,p0231
1.2755,0.78869,0.00077313,p0232
1.0292,1.3028,0.0027688,p0233
0.60189,0.90691,0.0008724,p0234
1.0179,0.72487,7.9473e-05,p0235
1.0823,1.3986,0.0021063,p0236
1.3158,1.1896,0.0014222,p0237
1.225,0.64538,0.00037925,p0238
0.71719,0.77945,0.002498,p0239
1.1502,1.0219,0.00044535,p0240
1.4935,0.77127,0.001294,p0241
0.52192,1.3175,0.0022635,p0242
1.3244,1.032,0.00029456,p0243
1.0359,1.2495,0.0025889,p0244
1.1588,1.1312,0.0009931,p0245
0.8135,1.0992,0.0020492,p0246
1.4514,1.0232,0.0023565,p0247
1.0967,0.64667,0.0025131,p0248
1.3985,0.79793,0.001255,p0249
0.59008,1.4515,0.002851,p0250
1.2035,0.71437,0.0021804,p0251
1.3638,0.96429,0.0019319,p0252
0.69307,1.3754,0.0012426,p0253
1.2086,0.53024,0.0024117,p0254
0.99284,1.417,0.00025596,p0255
0.65547,1.1691,0.0014968,p0256
1.4655,1.1982,0.00083504,p0257
0.93274,0.52462,0.002003,p0258
1.2609,0.67414,0.00089568,p0259
1.0606,0.79235,5.867e-05,p0260
1.3898,1.0857,0.00019622,p0261
1.4982,0.51729,0.002581,p0262
0.66298,0.5572,0.00092956,p0263
0.88838,0.74941,0.00069281,p0264
0.88499,1.3051,0.0011613,p0265
1.2717,0.56931,0.00095436,p0266
0.61634,1.3636,0.0028298,p0267
1.4063,0.57206,0.0028679,p0268
0.57599,1.3569,0.0012008,p0269
1.0324,0.57572,0.00034976,p0270
1.1818,1.2177,0.00049211,p0271
0.99158,1.2304,0.00055534,p0272
0.56565,0.69952,0.00024354,p0273
1.3424,0.58328,0.002977,p0274
1.1631,0.97666,0.0029753,p0275
0.95441,0.73802,0.0027276,p0276
0.97675,0.74455,0.00061337,p0277
1.1836,0.75261,0.0019001,p0278
1.3406,1.3971,0.00077641,p0279
1.4711,1.3602,0.0021648,p0280
0.80727,1.3732,0.0017093,p0281
0.89595,1.3705,0.00073985,p0282
0.7935,0.54706,0.0015285,p0283
0.71099,0.78215,0.002952,p0284
0.57976,0.50453,0.00098952,p0285
0.5273,1.4925,0.0012706,p0286
0.84852,1.1078,0.0018584,p0287
1.0787,0.81898,0.0011074,p0288
0.84751,0.52763,0.00034187,p0289
1.0918,0.98034,0.00031976,p0290
0.78683,1.2953,0.00082814,p0291
1.264,0.6255,0.0011438,p0292
0.67873,0.94978,0.0017715,p0293
1.0557,1.314,0.00059284,p0294
1.281,0.55144,0.00045772,p0295
0.73206,1.1259,0.0028958,p0296
1.3941,1.4989,0.0018111,p0297
1.332,0.69339,0.0015066,p0298
0.55897,0.94348,0.0013717,p0299
0.75535,0.75987,0.0022203,p0300
0.97805,1.3328,0.0022681,p0301
1.2283,1.1421,0.0017121,p0302
1.3757,0.80512,0.00020699,p0303
0.65095,0.53424,0.0023913,p0304
0.8778,1.1332,0.0018945,p0305
0.63269,0.85701,0.0022297,p0306
1.4335,1.2226,0.0028187,p0307
1.0848,1.0066,0.0017666,p0308
0.99638,1.2539,0.00030061,p0309
0.57029,1.1797,0.0015815,p0310
1.2219,1.312,0.00022294,p0311
1.3782,1.1857,0.0015162,p0312
1.2464,0.95778,0.0026302,p0313
0.7275,1.1139,0.0029603,p0314
0.78592,0.57864,0.0014036,p0315
1.0449,1.0564,0.0010031,p0316
0.59896,0.76068,0.0018497,p0317
1.1283,1.2843,0.00132,p0318
0.81147,0.61269,0.0013946,p0319
0.61233,1.3506,0.002471,p0320
0.61182,1.0435,0.0022423,p0321
0.79944,0.56096,0.0012068,p0322
0.95903,1.3212,0.002382,p0323
0.89089,0.88575,0.0026971,p0324
1.2274,1.0151,0.00033474,p0325
1.1669,0.62028,0.0020999,p0326
1.1446,0.9695,0.002671,p0327
1.4738,1.4732,0.0011554,p0328
1.0038,0.79535,0.0027375,p0329
0.9423,1.3134,0.00021244,p0330
1.2144,1.1733,0.00082356,p0331
1.3354,0.55227,0.0020791,p0332
1.1256,0.63311,0.002246,p0333
1.1237,0.93557,0.0025293,p0334
1.1025,1.1239,0.0023949,p0335
0.84183,0.58667,6.2304e-05,p0336
1.0046,0.73637,2.035e-05,p0337
1.0669,1.3343,0.0012233,p0338
1.223,1.0325,0.00035585,p0339
1.3772,0.54224,0.0027121,p0340
0.93517,1.4293,0.0020328,p0341
0.64042,1.2761,0.0015936,p0342
1.4963,0.72373,0.0012618,p0343
0.51647,1.1299,0.0026652,p0344
0.60956,0.51287,0.00092311,p0345
0.59522,1.4412,0.0028049,p0346
0.60637,0.571,0.0021549,p0347
0.62865,1.1597,0.00084135,p0348
0.75887,1.1003,0.0012283,p0349
0.56208,0.91227,0.0014416,p0350
0.90078,1.4853,0.00053728,p0351
1.488,0.91892,0.00027848,p0352
0.65609,0.84817,0.00075014,p0353
0.92229,0.67816,0.0011143,p0354
0.98469,1.4092,0.0021237,p0355
0.59646,0.53621,0.0029926,p0356
1.4042,1.1401,0.00039391,p0357
1.461,0.99634,7.1102e-05,p0358
1.4909,1.496,0.00106,p0359
0.66842,0.65258,0.00067347,p0360
1.4173,1.436,0.00069729,p0361
1.401,0.74267,0.0016082,p0362
1.3457,0.53946,0.00017012,p0363
0.58863,1.4273,0.0011705,p0364
1.0581,1.24,0.00034644,p0365
1.0572,0.78185,0.0013193,p0366
1.4552,0.87164,0.0017953,p0367
0.72386,1.4443,0.0025059,p0368
1.2321,1.3541,0.0027627,p0369
0.68031,0.59492,0.0027562,p0370
1.291,1.1619,0.001742,p0371
1.4892,0.68531,0.001233,p0372
0.81577,1.4546,0.00060279,p0373
0.83641,1.3822,0.0025227,p0374
1.4569,1.259,5.6099e-06,p0375
1.1073,1.3498,0.0022341,p0376
0.54414,1.4769,0.0010203,p0377
1.127,0.58434,0.0015353,p0378
0.74438,0.901,0.0027013,p0379
0.70746,0.7332,0.0024883,p0380
0.91152,1.045,0.002861,p0381
0.98335,1.2553,0.00079687,p0382
1.2061,0.69062,0.00049064,p0383
0.85974,1.4318,0.00029236,p0384
0.67032,1.0657,0.0017793,p0385
1.0185,1.4069,0.002624,p0386
1.0815,1.2753,0.0029053,p0387
1.1854,1.3911,0.002607,p0388
0.92756,0.88093,0.00048124,p0389
0.66625,0.59266,0.00051022,p0390
0.76107,0.86977,0.0013881,p0391
0.69944,1.4593,0.00086946,p0392
0.80343,1.2659,0.00066136,p0393
0.78934,1.1387,0.0019577,p0394
1.1649,0.71359,0.001623,p0395
1.1861,0.80029,0.0011885,p0396
0.55569,1.2805,0.0017232,p0397
1.2788,1.0543,0.0019808,p0398
1.0082,0.98693,0.0018752,p0399
0.70139,0.63521,0.0020099,p0400
1.0497,0.70929,0.0015448,p0401
1.4757,1.1474,0.0010461,p0402
1.1206,1.4786,0.00098151,p0403
0.90547,1.0507,0.00071917,p0404
1.3293,0.70573,0.00059702,p0405
1.298,1.0393,0.0018464,p0406
1.4263,1.1504,0.00080814,p0407
0.80541,1.367,0.00067806,p0408
1.1399,0.70173,0.0014608,p0409
0.88132,0.96147,0.0021891,p0410
1.3671,0.8657,0.0015532,p0411
1.0007,1.4188,0.00037397,p0412
0.91721,1.3398,0.00090022,p0413
1.2445,1.377,0.0029005,p0414
1.289,0.82561,0.00026494,p0415
1.1409,0.76346,0.00041573,p0416
1.1695,0.72697,0.0015407,p0417
0.56137,0.52081,0.0029951,p0418
1.3574,0.6623,0.00064982,p0419
0.85713,1.2005,0.0023182,p0420
1.2309,0.61199,0.0011339,p0421
1.3972,1.2433,0.0012144,p0422
1.4599,1.0247,0.00141,p0423
1.3042,1.2701,0.00096234,p0424
0.69092,0.64823,0.0014072,p0425
0.54865,1.0901,0.0013435,p0426
0.91435,1.061,0.0015977,p0427
0.82545,0.69461,0.0025546,p0428
0.74771,1.2204,0.0025782,p0429
0.87024,0.6779,3.4329e-05,p0430
0.7189,0.82827,0.00089188,p0431
1.3173,1.3005,0.0020117,p0432
1.0872,0.50153,0.00023738,p0433
1.05,1.0638,0.0010642,p0434
0.96835,1.0736,0.00012348,p0435
1.3218,1.1148,0.0023295,p0436
0.7969,1.2411,0.0024365,p0437
0.85541,1.2966,0.0018633,p0438
0.87316,1.203,0.00081756,p0439
1.0158,1.2445,0.00071106,p0440
0.69524,0.94678,0.0029296,p0441
0.87559,0.9728,0.0018173,p0442
1.0075,1.0262,0.0020688,p0443
1.1006,0.98337,0.0027445,p0444
1.0396,1.084,0.00086196,p0445
1.3279,0.8426,0.0029279,p0446
0.74216,0.54471,0.0025403,p0447
1.3703,1.0789,0.0021763,p0448
1.2647,1.3301,0.00070648,p0449
1.3225,0.71155,0.0025694,p0450
0.76682,0.68797,0.00012998,p0451
0.83259,0.9505,0.0012399,p0452
0.84342,0.5637,0.0016835,p0453
1.4222,0.97857,0.0011975,p0454
0.53108,1.0122,0.0014704,p0455
0.84494,1.3243,0.00015319,p0456
1.2004,1.2798,0.00021766,p0457
0.52229,0.72943,0.0009447,p0458
1.4794,0.96657,0.00016771,p0459
1.3608,0.84603,0.00015757,p0460
0.87996,0.92548,0.001167,p0461
1.3371,0.61566,0.00053292,p0462
1.2664,0.81264,0.0006337,p0463
1.211,0.76874,0.0024503,p0464
0.50087,1.1452,0.00072512,p0465
1.443,1.0105,0.0016947,p0466
1.0762,1.093,0.00054772,p0467
0.68946,1.2821,0.001455,p0468
0.82762,1.0042,0.0019219,p0469
1.2176,1.1495,0.0012975,p0470
1.1124,1.4521,0.0015685,p0471
0.92051,0.95518,1.4528e-05,p0472
0.50922,0.67278,0.0018381,p0473
1.1775,0.81737,0.0026765,p0474
1.1093,0.65047,0.0011764,p0475
1.3698,0.62644,0.0016174,p0476
1.4772,0.76528,0.0021327,p0477
0.70948,1.2681,0.0026034,p0478
0.96659,0.98924,0.0013336,p0479
0.71258,0.8405,0.0006106,p0480
0.81657,1.3404,0.0023706,p0481
0.72128,1.4106,0.00018333,p0482
0.52801,1.2677,0.0026618,p0483
1.136,0.86722,0.0022017,p0484
0.94413,1.225,0.0026407,p0485
0.97537,1.4665,2.6299e-05,p0486
0.98187,1.2345,0.0024044,p0487
1.0659,1.338,0.0020399,p0488
1.1115,0.93383,0.0022855,p0489
0.77515,0.69611,0.0018322,p0490
0.53554,0.9118,0.0027325,p0491
1.4527,1.0535,0.0028429,p0492
1.053,1.1264,0.0017614,p0493
1.0213,0.76639,0.0028708,p0494
1.3388,0.9237,0.00097604,p0495
0.97311,1.4949,0.0018875,p0496
0.55127,1.4467,0.00023252,p0497
0.89702,0.93844,0.0028914,p0498
0.67286,1.2894,0.00026241,p0499
0.58663,1.0354,0.0019876,p0500
