wind_speed,swr,a_seiche,par_id
0.59087,1.1668,0.00096474,p0158
1.1029,0.67306,0.00156,p0159
0.83071,0.58002,0.0028956,p0160
0.92097,0.65937,0.0016167,p0161
1.4074,0.95231,0.0025586,p0162
1.2576,1.4983,0.0029918,p0163
1.2304,0.93158,0.0015917,p0164
0.7707,1.2954,0.0020807,p0165
0.79355,0.73032,0.000901,p0166
1.2505,1.03,0.0020692,p0167
0.56755,0.89454,0.00049048,p0168
1.1872,0.55269,0.0014671,p0169
0.57972,0.72679,0.0028406,p0170
0.6655,0.629,0.0006304,p0171
1.3445,1.0612,0.0012339,p0172
1.2175,0.58481,0.0018305,p0173
1.0756,0.65287,0.0012059,p0174
0.55855,0.98334,0.0013081,p0175
1.2052,1.173,0.00082521,p0176
1.1828,0.69135,0.0014605,p0177
0.70393,0.90574,0.0010892,p0178
1.385,0.66332,0.00039346,p0179
1.1819,1.2389,0.0019854,p0180
0.56236,0.97851,0.00030428,p0181
1.0113,0.59776,0.00076317,p0182
1.2158,1.108,0.00035979,p0183
0.88911,0.61708,0.0026726,p0184
0.59363,1.2514,0.0021495,p0185
0.78129,1.3679,0.0015501,p0186
1.0952,1.0189,0.0015115,p0187
1.4866,0.74463,0.0023247,p0188
1.3762,0.53956,0.0011576,p0189
0.74516,0.82324,0.00067253,p0190
1.3386,0.95116,0.002136,p0191
0.85512,1.4972,0.0011368,p0192
1.0321,1.1772,0.00072871,p0193
1.0846,0.8426,0.0023849,p0194
0.8111,1.0332,0.00067079,p0195
1.2709,1.4371,0.00076057,p0196
0.75281,0.96809,0.0010432,p0197
1.262,1.1697,0.0022384,p0198
0.84832,1.2578,0.0025637,p0199
1.2767,1.3423,0.00054305,p0200
0.53659,0.73699,0.00011245,p0201
1.0141,0.53701,0.0012383,p0202
1.0632,1.1223,0.00099677,p0203
1.2345,0.92331,0.0022202,p0204
1.114,0.7889,0.0024167,p0205
0.54268,1.1216,0.0015336,p0206
1.358,0.84616,0.001568,p0207
0.58695,0.62534,0.0029958,p0208
1.0273,0.88097,0.0025731,p0209
0.54197,0.65444,0.001097,p0210
1.3336,0.87294,0.0017668,p0211
1.3113,0.93893,0.0008408,p0212
0.90974,0.52666,0.0019154,p0213
0.50103,1.0268,0.00075263,p0214
1.2745,1.0115,0.0028808,p0215
1.3798,0.7281,0.0024902,p0216
1.267,1.4276,0.00052488,p0217
1.493,1.0434,0.0013298,p0218
0.78465,1.316,0.0023309,p0219
1.1052,1.3806,0.0028788,p0220
0.92984,0.99897,0.0005106,p0221
0.80394,1.215,0.0012626,p0222
0.80115,1.0848,0.0011322,p0223
1.2957,1.0169,0.0010464,p0224
0.96754,1.388,0.0027075,p0225
0.8216,1.0444,0.0001743,p0226
0.87948,0.58282,0.0024965,p0227
0.56105,1.2101,0.0013836,p0228
1.46,0.99736,0.0018887,p0229
1.1953,0.75578,0.00029511,p0230
0.50683,0.76487,0.0028038,p0231
1.0908,1.3518,0.0021624,p0232
0.89935,1.2781,0.00070656,p0233
1.3047,1.0725,0.0026053,p0234
0.88718,0.99364,5.698e-05,p0235
1.0233,0.75884,1.8274e-05,p0236
0.91153,0.5471,0.0014156,p0237
1.3015,0.801,0.0017003,p0238
0.65071,0.77911,0.0022599,p0239
1.2289,0.89219,0.00063822,p0240
0.71436,0.73245,0.001498,p0241
0.7963,1.4852,0.0012176,p0242
0.79997,0.79962,0.0014091,p0243
1.1583,1.2262,0.002071,p0244
0.66332,0.6999,0.0010273,p0245
0.74891,0.82885,0.0014223,p0246
0.66147,1.0809,0.0027005,p0247
0.72378,1.0902,3.3022e-05,p0248
1.4768,0.97157,0.0016497,p0249
0.87124,0.83038,0.0028508,p0250
0.61045,0.52436,8.7793e-05,p0251
1.3476,1.1136,0.0020303,p0252
1.0198,1.022,0.00068684,p0253
1.4657,1.4821,0.0021666,p0254
0.56885,1.4051,0.0005626,p0255
0.71216,1.0677,0.00050769,p0256
0.93983,0.58668,0.0022028,p0257
1.4952,0.61255,0.001353,p0258
1.0241,0.73818,0.0022663,p0259
0.62735,1.3264,0.0020633,p0260
0.55254,1.2042,0.00194,p0261
0.59984,0.79007,0.0027391,p0262
1.1096,1.165,0.0013333,p0263
0.64102,0.93698,0.0016605,p0264
0.96903,1.3216,0.0020441,p0265
0.89489,0.96479,0.00085067,p0266
0.63406,0.91013,0.00081384,p0267
1.2033,0.54287,0.00066464,p0268
1.4631,0.96012,0.00228,p0269
1.3307,0.64229,0.00027865,p0270
1.4168,1.0227,0.0028613,p0271
1.2095,1.1702,0.00010641,p0272
1.2935,0.6762,0.0024022,p0273
0.89043,0.62065,0.001672,p0274
1.0385,1.1554,0.0018985,p0275
1.2848,1.3942,0.0024851,p0276
1.0169,1.3691,0.0014199,p0277
0.80806,0.56728,0.0023419,p0278
1.2416,0.92175,0.0021825,p0279
0.73358,0.92434,0.0024246,p0280
1.309,1.159,0.0022445,p0281
1.4306,1.1179,0.0029261,p0282
1.2872,0.60862,0.0021115,p0283
1.248,1.3132,0.0023359,p0284
1.1491,0.59953,0.00061972,p0285
0.87235,1.4185,0.0027453,p0286
0.86942,1.3704,0.0025247,p0287
0.6259,1.2196,0.0024472,p0288
0.8054,0.9594,0.0016776,p0289
1.4727,0.70624,0.0024483,p0290
1.4183,1.3333,0.0021028,p0291
1.3233,0.96634,0.0021919,p0292
1.367,1.49,0.0011956,p0293
0.96413,0.83497,0.0014334,p0294
0.97437,0.59317,0.0012116,p0295
0.98573,0.77197,0.00018967,p0296
1.4973,1.4493,0.0027868,p0297
0.74019,1.4687,0.00043412,p0298
1.3545,0.88295,0.0010201,p0299
1.4759,0.99466,0.0012483,p0300
0.65604,0.94552,0.00034015,p0301
1.451,0.56238,0.00036634,p0302
1.0499,0.98893,0.0012733,p0303
0.91687,0.51974,0.0010837,p0304
1.102,0.73564,0.0022287,p0305
1.1339,1.4617,0.0028701,p0306
1.0931,0.71853,2.0501e-06,p0307
1.1796,1.0932,0.0014834,p0308
1.319,0.60172,0.00080925,p0309
0.50249,1.0037,0.00082111,p0310
0.60554,1.3443,0.0011931,p0311
0.96287,0.86879,0.00049527,p0312
0.94152,1.2498,0.00088633,p0313
0.82346,0.57185,0.0019888,p0314
0.99947,1.4025,0.0028271,p0315
0.93526,1.4122,0.0025509,p0316
0.78982,1.2668,0.00023532,p0317
1.1542,0.78154,0.0017312,p0318
0.9457,0.84408,0.00074586,p0319
0.54738,0.85218,0.0016308,p0320
0.83699,0.72066,0.0017089,p0321
0.91283,1.4437,0.00050042,p0322
1.0417,1.1988,0.0002564,p0323
1.1269,0.60708,0.0019516,p0324
1.2613,1.2886,0.00077916,p0325
1.1937,1.4525,0.0021171,p0326
0.81656,0.80268,0.0017388,p0327
0.53092,0.69766,0.0019111,p0328
1.1516,0.74199,0.00012221,p0329
1.1213,0.55772,0.00087326,p0330
1.0044,1.2414,0.00014574,p0331
1.0611,1.1482,0.00047803,p0332
0.69045,1.0555,1.4992e-05,p0333
1.0643,1.3623,0.0022683,p0334
1.1362,0.60403,0.0013773,p0335
0.83443,0.82577,0.00048585,p0336
0.92452,1.193,0.00040696,p0337
0.7281,0.94666,0.0019052,p0338
0.68465,1.1193,0.0027279,p0339
1.0201,0.57279,0.0025038,p0340
0.93701,1.0638,0.0004188,p0341
0.78763,1.1814,0.00021724,p0342
1.1703,0.87191,0.002119,p0343
0.91996,1.1319,0.00060616,p0344
0.7312,1.4791,0.00095618,p0345
1.3424,0.64693,0.0027581,p0346
0.76464,1.1965,0.0014466,p0347
0.69691,1.1848,0.00074006,p0348
1.441,0.6886,0.0012865,p0349
0.84268,0.57917,0.0019444,p0350
0.94725,1.0591,0.0018184,p0351
0.60247,1.1479,0.0026239,p0352
1.1073,0.74315,0.0016919,p0353
0.50988,0.66701,0.00013575,p0354
1.0307,1.3498,0.00044179,p0355
0.85368,1.2435,0.0014035,p0356
1.3725,0.7938,0.0017629,p0357
1.2447,0.78768,0.00058876,p0358
0.55473,1.1278,0.0017169,p0359
1.2474,1.4153,0.001932,p0360
1.4616,1.1519,0.0015812,p0361
1.3291,0.71797,4.0436e-05,p0362
1.3405,1.1241,0.00025078,p0363
1.2124,1.2757,0.0019589,p0364
0.71185,1.1749,0.0013003,p0365
1.2837,1.3581,0.00092681,p0366
0.64483,1.0078,0.002718,p0367
1.405,0.92894,0.0017998,p0368
0.57123,1.4543,0.00056472,p0369
0.86473,1.4807,0.00098503,p0370
1.0089,1.2244,0.0012586,p0371
1.4829,1.1006,0.00096634,p0372
0.68737,1.0867,0.0027696,p0373
0.66699,0.88685,0.0002456,p0374
0.77999,1.2521,0.00059649,p0375
0.64842,1.2366,4.2909e-05,p0376
1.4449,1.0347,0.002008,p0377
0.98026,1.3881,0.00061693,p0378
0.63967,1.3834,0.00046293,p0379
1.4266,1.3305,0.0011642,p0380
0.53851,0.51214,0.0017731,p0381
1.1563,0.56827,0.0024792,p0382
0.81844,0.98683,0.00030958,p0383
0.72166,1.1917,0.00091566,p0384
0.95148,1.3613,0.0027492,p0385
1.0532,1.2029,0.0016387,p0386
0.95958,1.291,0.0029021,p0387
1.1969,1.0044,0.00079605,p0388
1.1524,0.81378,0.0027809,p0389
1.11,0.77402,0.0010988,p0390
1.0024,1.4726,0.0023613,p0391
0.96171,0.65076,0.00102,p0392
1.3889,0.54805,0.0001507,p0393
1.3261,0.66899,0.0011141,p0394
0.8803,1.3399,0.0011265,p0395
1.2066,0.95533,0.0016516,p0396
0.70643,0.94031,0.00034385,p0397
0.84728,1.4117,0.0008887,p0398
0.79536,1.2343,0.00051906,p0399
0.95683,1.4417,0.0025447,p0400
1.0702,1.4173,0.0016639,p0401
0.87488,0.83626,0.0011501,p0402
0.5321,1.4505,0.0024216,p0403
1.2246,0.71151,0.0026594,p0404
1.3756,1.0257,0.0014387,p0405
0.92369,1.2165,0.0010696,p0406
1.4362,0.66082,0.0016952,p0407
1.0008,0.85835,0.0018521,p0408
1.3145,1.3998,0.00013867,p0409
1.4421,1.2987,0.0023529,p0410
0.988,1.2814,0.0013867,p0411
1.3631,1.1046,0.0016022,p0412
0.62252,1.4774,0.00035298,p0413
0.58205,0.82184,0.002683,p0414
1.3491,0.69417,0.0027355,p0415
1.1899,0.53584,0.0011043,p0416
1.3077,1.0491,0.00022339,p0417
1.0459,1.2856,0.0029499,p0418
1.1985,0.5045,0.0020925,p0419
1.4665,0.89628,0.0017811,p0420
1.1399,1.4095,0.00032176,p0421
0.69829,0.90698,0.0019933,p0422
1.353,0.88829,0.0026797,p0423
0.67229,0.64585,0.0025264,p0424
0.90395,0.72325,0.00071965,p0425
1.0724,1.0154,0.0027609,p0426
0.7013,1.2134,0.0026103,p0427
0.81463,0.85463,0.0011589,p0428
1.2698,0.91505,0.0023883,p0429
1.4135,1.2071,0.0028469,p0430
1.1296,1.2729,0.0027958,p0431
1.436,1.3072,0.0028239,p0432
1.3713,1.09,0.0022111,p0433
0.65356,1.3856,0.0011401,p0434
1.4004,0.56068,0.0016378,p0435
1.1768,0.57482,0.002201,p0436
0.8384,1.0781,0.0011166,p0437
0.9067,1.4256,0.0025336,p0438
0.72774,1.1527,0.0026882,p0439
0.70831,0.99127,0.0029843,p0440
1.1672,1.1951,0.00083386,p0441
1.272,1.3474,0.0015296,p0442
0.74716,1.2976,7.8505e-05,p0443
0.52152,0.52158,0.0027972,p0444
1.2893,0.68408,0.00057611,p0445
0.75724,0.81595,0.0018603,p0446
0.51167,0.54178,0.0029109,p0447
0.52677,1.1026,0.0021562,p0448
0.89246,1.3246,0.0017539,p0449
0.67574,1.3732,0.0013965,p0450
0.97169,0.66556,0.00032593,p0451
0.6947,1.4011,0.0018429,p0452
1.3644,1.3197,0.0017278,p0453
1.0677,0.98036,0.0017894,p0454
1.4819,1.2552,0.0007226,p0455
0.75146,1.2689,0.0025884,p0456
0.73946,0.86229,0.0023703,p0457
0.51208,0.98436,0.00095246,p0458
1.3947,1.3767,0.00013139,p0459
1.0782,0.86734,0.00019949,p0460
1.0075,0.65661,5.1174e-05,p0461
1.3906,1.1417,0.0029204,p0462
1.4292,0.79412,0.00090772,p0463
1.3567,1.1154,0.00038707,p0464
0.59436,0.50001,0.00085997,p0465
0.97632,0.68794,0.002966,p0466
0.54416,0.93333,0.0019229,p0467
0.66967,0.9484,0.0010788,p0468
0.76928,1.3413,0.0026039,p0469
1.1852,0.59025,0.0013141,p0470
0.71765,0.91917,2.6396e-05,p0471
1.0814,1.0533,0.00019395,p0472
0.56525,0.94268,0.0024376,p0473
1.3039,0.5142,0.0022924,p0474
1.0285,1.4954,0.0027183,p0475
1.3129,0.74615,0.0023011,p0476
0.8061,0.90283,0.00097889,p0477
1.4986,0.81956,0.00077367,p0478
0.75529,0.61854,0.0010549,p0479
0.76712,1.0413,0.000679,p0480
0.50423,0.50876,0.00152,p0481
1.0966,1.3105,0.00042511,p0482
0.55081,1.009,0.00078211,p0483
0.99758,1.1795,0.00060186,p0484
1.1165,0.54425,0.00097571,p0485
0.93067,0.61152,6.8013e-06,p0486
1.0559,1.4067,0.0013414,p0487
0.76284,1.1872,0.0009909,p0488
0.64697,1.3376,6.3131e-05,p0489
1.2265,1.2019,0.0028872,p0490
0.69342,0.70973,0.00055387,p0491
1.1356,1.0005,0.00046913,p0492
0.99115,0.68183,0.0020838,p0493
1.1157,0.77742,0.0018414,p0494
0.98938,0.75123,0.0029299,p0495
1.4854,1.1635,0.0029604,p0496
1.1625,1.263,0.00086468,p0497
0.67147,1.2584,0.00083649,p0498
1.3172,1.1566,0.00073579,p0499
1.1252,1.3028,0.00029254,p0500
