wind_speed,swr,wind_speed,swr,par_id
0.96872,1.1254,13.211,19.634,p0082
1.0213,1.1534,19.608,17.537,p0083
1.0817,1.1947,10.536,5.199,p0084
1.1012,1.1605,10.938,12.597,p0085
1.174,1.1151,17.542,14.383,p0086
1.0035,1.129,2.062,3.5576,p0087
0.99023,1.1458,8.9542,12.855,p0088
1.0029,1.1588,14.8,9.1452,p0089
0.99871,1.132,7.7564,16.726,p0090
1.0597,1.1726,18.792,0.87616,p0091
1.0624,1.1537,0.45177,16.271,p0092
0.96923,1.1699,6.7566,8.8621,p0093
1.0038,1.1107,18.633,1.8574,p0094
1.1384,1.1379,14.517,14.793,p0095
1.0049,1.1454,6.3137,13.282,p0096
1.0293,1.1927,13.601,6.9436,p0097
1.1271,1.1801,0.65202,14.541,p0098
1.0267,1.1396,13.121,13.352,p0099
1.1435,1.1653,16.044,12.537,p0100
1.121,1.2067,18.366,18.648,p0101
1.1235,1.1898,0.91304,11.548,p0102
1.0285,1.1391,11.453,16.693,p0103
0.98326,1.2021,1.6338,18.187,p0104
1.0193,1.2162,2.295,10.624,p0105
0.99304,1.1263,13.025,18.793,p0106
1.1674,1.1497,12.897,10.935,p0107
1.0473,1.1944,7.7839,7.6388,p0108
1.0244,1.0982,11.06,3.6328,p0109
1.0312,1.2062,6.9548,13.135,p0110
1.0869,1.1811,11.221,1.6859,p0111
1.1704,1.1432,16.524,0.40532,p0112
1.1402,1.1397,1.2748,8.145,p0113
1.0494,1.2014,16.759,17.67,p0114
1.0062,1.1596,7.1701,3.2151,p0115
1.1379,1.0843,18.505,1.4017,p0116
1.0894,1.207,1.4778,17.632,p0117
1.059,1.1984,5.7803,16.295,p0118
1.1195,1.1063,9.9161,5.3541,p0119
1.1715,1.1038,14.093,15.115,p0120
1.1175,1.2152,11.724,5.7476,p0121
1.0809,1.1154,8.9387,2.903,p0122
1.0501,1.1088,9.7491,17.477,p0123
1.1102,1.1344,1.6854,2.4763,p0124
1.1267,1.1212,10.869,18.294,p0125
1.0937,1.1476,10.418,10.821,p0126
1.0797,1.0936,6.5146,13.82,p0127
1.1239,1.1932,17.482,6.6584,p0128
1.0449,1.1785,7.9829,5.3368,p0129
1.0687,1.0975,2.4368,13.502,p0130
1.1391,1.1806,18.726,10.688,p0131
0.98111,1.1506,14.247,3.7236,p0132
1.0888,1.1665,3.9661,1.4247,p0133
1.1113,1.1574,2.4742,18.404,p0134
1.0851,1.0852,10.364,14.57,p0135
0.97623,1.1227,5.3756,5.5956,p0136
1.0185,1.2116,8.0211,1.3004,p0137
1.1231,1.216,15.955,6.119,p0138
1.1004,1.1171,7.2034,11.485,p0139
1.0736,1.0895,12.379,16.614,p0140
1.1057,1.1776,4.7032,9.8338,p0141
1.1787,1.1541,16.01,17.185,p0142
1.0981,1.1478,9.9719,5.5561,p0143
0.99082,1.1487,4.8311,8.5354,p0144
1.1859,1.1755,15.192,5.9259,p0145
1.0793,1.1138,11.134,2.9236,p0146
1.1017,1.1834,16.692,18.731,p0147
1.1539,1.1188,15.471,18.383,p0148
1.0993,1.2132,18.849,11.607,p0149
1.0256,1.1249,4.0877,7.9795,p0150
1.0691,1.0987,18.467,15.514,p0151
1.1395,1.1277,3.8098,1.5183,p0152
0.97861,1.1199,2.6898,7.8172,p0153
1.0534,1.1505,2.4816,18.227,p0154
1.115,1.2182,7.9075,12.037,p0155
1.0859,1.1965,15.57,18.466,p0156
1.0873,1.1884,5.5046,18.608,p0157
1.1518,1.1819,12.158,16.966,p0158
1.0537,1.1848,18.921,3.482,p0159
0.98731,1.1494,13.922,9.8527,p0160
1.0619,1.1008,6.9078,15.407,p0161
1.1615,1.1883,2.9021,18.516,p0162
1.1795,1.1083,9.1001,7.0763,p0163
1.0707,1.1822,7.6069,8.7483,p0164
0.98424,1.1986,6.52,18.779,p0165
1.1109,1.0882,5.872,16.75,p0166
1.18,1.134,6.1411,1.7884,p0167
1.1628,1.1857,5.1867,13.334,p0168
1.1131,1.1592,18.028,5.1042,p0169
1.1321,1.1519,13.019,13.953,p0170
1.1068,1.1313,15.088,2.9745,p0171
1.016,1.1258,3.6003,0.60547,p0172
1.1722,1.1618,4.2964,19.573,p0173
1.0452,1.1323,9.726,4.0493,p0174
1.0509,1.1664,17.131,7.486,p0175
1.0232,1.2165,3.2532,9.3809,p0176
1.014,1.0908,17.522,18.092,p0177
1.1263,1.1977,19.687,6.1654,p0178
0.97065,1.1773,13.077,2.0116,p0179
0.98903,1.169,19.237,17.726,p0180
1.1728,1.1047,3.4448,4.4666,p0181
0.97626,1.1348,0.48016,18.336,p0182
1.0083,1.1769,5.4841,2.3547,p0183
1.1766,1.0995,14.466,14.124,p0184
0.97251,1.096,14.997,11.168,p0185
1.0371,1.1909,8.1495,7.5357,p0186
1.1104,1.1001,3.3501,10.636,p0187
1.1772,1.0911,19.731,10.547,p0188
1.035,1.1248,13.802,1.4755,p0189
1.1306,1.2121,13.874,5.4722,p0190
1.0317,1.1746,15.694,17.83,p0191
1.1698,1.0955,7.7094,19.746,p0192
1.1862,1.1525,15.162,7.3043,p0193
1.0781,1.219,11.962,2.0932,p0194
1.0333,1.1232,5.6701,3.59,p0195
0.97848,1.1201,2.8439,12.638,p0196
1.1259,1.1895,17.053,9.0909,p0197
1.1213,1.0873,8.6832,1.1576,p0198
1.1686,1.1902,6.7103,3.3018,p0199
1.1697,1.0805,19.769,15.488,p0200
0.97399,1.1042,11.674,12.158,p0201
0.99365,1.1686,13.363,10.2,p0202
1.1678,1.1867,3.1146,4.4978,p0203
1.0243,1.1446,17.086,4.2313,p0204
1.0763,1.1723,10.442,16.912,p0205
1.1219,1.2123,6.5943,9.0576,p0206
1.0766,1.136,9.8445,16.218,p0207
0.99645,1.2144,2.2574,15.356,p0208
0.98127,1.1297,9.6162,16.013,p0209
1.07,1.1363,14.019,1.7556,p0210
1.1873,1.201,4.2273,17.253,p0211
1.03,1.127,5.3247,6.4543,p0212
1.1481,1.0819,0.69799,8.1835,p0213
1.1205,1.1375,5.1149,8.3543,p0214
1.0718,1.0801,2.0974,19.143,p0215
1.1083,1.0952,4.4493,15.431,p0216
1.0755,1.2112,13.144,5.4477,p0217
1.0831,1.2105,19.142,3.9651,p0218
1.0006,1.1843,14.914,11.454,p0219
1.0353,1.1513,9.1488,7.8631,p0220
1.1314,1.1557,17.391,1.6968,p0221
1.1399,1.2057,1.3205,10.557,p0222
1.1183,1.0813,12.007,18.583,p0223
1.1816,1.1562,19.046,18.986,p0224
1.1035,1.0825,15.288,16.326,p0225
1.1228,1.166,19.819,15.141,p0226
1.1254,1.1402,14.2,10.869,p0227
0.99539,1.1793,14.557,0.83292,p0228
0.99796,1.2197,0.41778,12.001,p0229
1.162,1.0892,7.684,19.972,p0230
1.1805,1.2026,13.612,2.7837,p0231
1.1753,1.0913,4.5169,15.608,p0232
1.0852,1.1077,8.7381,3.8602,p0233
1.183,1.1877,9.0023,4.0062,p0234
1.0648,1.1242,17.249,4.3243,p0235
1.0311,1.189,6.0591,9.451,p0236
1.1461,1.1185,9.3666,5.0176,p0237
1.0174,1.194,6.5741,8.8033,p0238
1.0733,1.163,0.80461,17.139,p0239
1.144,1.1616,1.9749,6.8484,p0240
1.0361,1.1183,17.88,8.0835,p0241
1.018,1.1531,9.5108,11.654,p0242
0.99501,1.1863,16.924,5.4147,p0243
1.1484,1.2099,7.4884,14.51,p0244
0.99912,1.2128,15.971,17.94,p0245
1.0074,1.1356,1.0906,15.033,p0246
1.1063,1.1893,5.5634,19.84,p0247
1.0066,1.1827,2.9631,4.6232,p0248
1.0401,1.1657,8.6284,11.519,p0249
1.0229,1.1841,17.282,14.713,p0250
1.1308,1.2037,12.229,15.182,p0251
1.0778,1.1329,16.341,14.305,p0252
1.1516,1.15,6.3388,9.3001,p0253
0.99267,1.1421,14.431,19.444,p0254
1.1369,1.1438,10.058,7.8973,p0255
1.0304,1.179,1.125,17.019,p0256
1.1886,1.1989,6.4268,10.498,p0257
1.1469,1.1253,10.855,7.8014,p0258
0.97406,1.1164,18.274,16.057,p0259
0.97579,1.218,12.932,7.672,p0260
1.0517,1.1119,14.838,5.1442,p0261
1.114,1.0806,8.3903,12.97,p0262
1.0498,1.156,3.5164,11.185,p0263
0.97278,1.1912,3.8246,1.618,p0264
1.0375,1.1194,2.9158,7.1111,p0265
0.99118,1.1133,15.684,18.847,p0266
0.98358,1.113,9.4004,14.166,p0267
1.1086,1.1649,12.649,10.155,p0268
1.017,1.1936,17.841,4.6527,p0269
1.1889,1.1994,15.732,17.382,p0270
1.1576,1.1115,7.8544,12.108,p0271
0.98179,1.1079,12.119,3.111,p0272
1.0266,1.0949,17.968,2.0839,p0273
1.172,1.1303,2.352,0.59504,p0274
1.0814,1.1207,5.905,0.75341,p0275
1.0921,1.1387,16.846,19.875,p0276
1.1295,1.1735,3.736,2.7965,p0277
1.1743,1.1223,5.8119,17.337,p0278
1.0823,1.1018,12.069,6.5644,p0279
1.1053,1.1815,18.169,4.2716,p0280
1.041,1.1243,16.285,3.5099,p0281
0.9773,1.1584,17.687,14.978,p0282
0.96541,1.2192,12.797,6.6073,p0283
1.0607,1.1011,15.899,19.648,p0284
1.0236,1.1459,4.3517,2.3134,p0285
1.1635,1.1352,16.386,5.669,p0286
1.0836,1.092,4.043,15.765,p0287
0.97473,1.082,10.713,6.7364,p0288
1.0636,1.1523,8.6659,16.118,p0289
1.0489,1.1682,16.624,2.0045,p0290
1.1553,1.0838,17.176,9.7164,p0291
0.97515,1.0831,7.4221,13.773,p0292
1.0759,1.0869,7.3,2.7294,p0293
1.0931,1.1146,2.5418,18.922,p0294
1.1492,1.1149,4.1641,19.074,p0295
1.0785,1.147,2.7708,1.0409,p0296
1.0611,1.1021,13.463,17.022,p0297
1.0943,1.0944,6.0319,11.865,p0298
1.0464,1.1925,13.985,5.8033,p0299
1.0053,1.0984,12.479,10.947,p0300
1.0861,1.0946,3.4166,16.866,p0301
1.0127,1.2103,8.1786,11.838,p0302
1.0336,1.0893,15.036,7.2878,p0303
1.0156,1.0899,12.737,12.216,p0304
1.0669,1.1195,1.4291,5.9768,p0305
1.1546,1.1003,2.7304,8.3715,p0306
1.0879,1.086,19.51,7.1937,p0307
1.153,1.2194,5.9356,8.6825,p0308
1.0629,1.1103,2.6466,4.7654,p0309
1.1188,1.1159,6.2438,17.763,p0310
0.96749,1.1448,1.5618,13.966,p0311
1.0393,1.167,19.1,9.2703,p0312
1.1813,1.1971,7.6351,9.5497,p0313
1.1338,1.2188,18.142,13.003,p0314
0.97928,1.205,5.4295,11.72,p0315
1.0186,1.1481,4.2615,6.0177,p0316
1.1838,1.174,14.071,11.074,p0317
0.99448,1.1057,19.887,18.025,p0318
1.0413,1.1285,2.1594,3.41,p0319
1.0657,1.1794,16.091,5.2402,p0320
1.1467,1.1404,17.747,16.651,p0321
1.0201,1.1782,17.329,12.793,p0322
0.96649,1.1351,5.7442,11.276,p0323
1.0028,1.1914,7.5613,12.435,p0324
1.1597,1.1142,19.092,4.7236,p0325
0.97118,1.1329,7.0152,15.776,p0326
1.1748,1.1468,1.8691,1.6072,p0327
1.009,1.1071,15.106,16.169,p0328
1.1526,1.1306,4.9481,11.374,p0329
0.96852,1.1067,4.1336,9.341,p0330
1.1043,1.2096,19.265,4.435,p0331
1.1074,1.1359,3.6299,5.6145,p0332
1.169,1.0886,6.8472,2.5175,p0333
1.0615,1.1997,5.0583,12.877,p0334
1.021,1.1921,17.958,8.2356,p0335
1.1037,1.0841,16.658,16.453,p0336
1.0072,1.1484,8.2046,16.479,p0337
1.0897,1.2058,9.1037,9.6272,p0338
1.1287,1.1063,3.0875,14.344,p0339
1.0635,1.2038,14.486,6.4948,p0340
1.1154,1.094,15.377,4.908,p0341
1.0901,1.1599,12.773,17.084,p0342
0.98045,1.1281,13.706,12.323,p0343
1.1148,1.1101,6.8079,9.9783,p0344
1.1532,1.1273,4.5671,10.473,p0345
1.1425,1.1719,14.3,0.694,p0346
1.0566,1.1676,6.2287,8.4052,p0347
1.0672,1.1034,3.029,0.45509,p0348
1.1452,1.1083,7.9387,15.826,p0349
1.1117,1.0969,8.5699,9.1173,p0350
0.98938,1.1872,13.331,12.252,p0351
1.0708,1.1594,2.9938,2.1817,p0352
1.1833,1.1918,18.551,19.477,p0353
1.0557,1.0827,14.954,6.8761,p0354
1.1498,1.187,19.37,17.591,p0355
1.1223,1.2149,15.849,1.0001,p0356
1.156,1.2063,11.813,15.657,p0357
1.149,1.1383,19.601,17.322,p0358
1.1176,1.1556,5.7137,11.32,p0359
1.0098,1.1099,8.2987,19.269,p0360
0.97689,1.1553,18.043,2.2539,p0361
1.0934,1.2173,4.794,17.108,p0362
0.98021,1.1543,17.211,3.0189,p0363
1.1781,1.1613,11.88,15.871,p0364
1.0511,1.1024,8.7765,19.509,p0365
1.1877,1.1046,11.967,1.9411,p0366
1.0658,1.1407,8.2505,18.9,p0367
1.1764,1.1741,3.9806,14.782,p0368
1.0404,1.1737,16.988,13.635,p0369
1.1599,1.0889,10.603,8.6314,p0370
0.99771,1.2044,7.8195,2.3664,p0371
1.1081,1.1217,12.833,4.1426,p0372
1.0912,1.0849,17.917,4.576,p0373
0.97199,1.1095,1.2202,15.535,p0374
1.0917,1.1325,17.611,4.7018,p0375
1.1897,1.1967,10.65,8.7752,p0376
1.1335,1.202,1.5818,9.778,p0377
1.1361,1.1567,8.7902,4.1901,p0378
1.1641,1.2109,8.5226,18.258,p0379
1.0152,1.2053,3.1622,5.8128,p0380
0.99926,1.1429,4.7656,17.844,p0381
1.1279,1.1093,13.555,11.613,p0382
1.0107,1.1747,2.5934,17.269,p0383
1.0841,1.1335,12.27,6.5431,p0384
0.98553,1.1283,6.1922,8.9058,p0385
1.0346,1.1301,6.8786,0.54124,p0386
1.0962,1.0834,12.578,9.5826,p0387
0.99392,1.1728,10.957,13.672,p0388
1.0132,1.2077,16.711,19.023,p0389
1.0983,1.121,5.1714,16.156,p0390
0.98233,1.2156,10.139,18.155,p0391
1.0965,1.21,4.3699,3.7852,p0392
1.1625,1.1423,8.4861,15.616,p0393
1.1351,1.1274,16.225,11.029,p0394
0.99602,1.1828,17.575,13.209,p0395
1.0017,1.1759,10.164,12.769,p0396
1.0741,1.2016,5.066,6.063,p0397
1.1893,1.198,1.8976,14.833,p0398
1.1417,1.1451,13.837,2.6219,p0399
1.0261,1.1633,0.72149,11.415,p0400
1.0578,1.2026,14.122,7.5319,p0401
0.98501,1.2134,2.6342,10.383,p0402
1.0844,1.1655,10.804,7.0196,p0403
1.1023,1.0972,13.253,3.9222,p0404
1.1444,1.171,1.935,9.9367,p0405
1.0438,1.0959,11.02,19.948,p0406
1.1589,1.0846,12.423,15.964,p0407
1.1584,1.0863,11.408,13.399,p0408
1.0321,1.1623,9.6071,15.242,p0409
1.1504,1.1851,18.762,10.323,p0410
1.0143,1.1887,1.0482,4.9104,p0411
0.99715,1.1859,9.9483,19.372,p0412
1.1027,1.1267,0.57713,5.2843,p0413
1.0585,1.1311,18.2,1.2234,p0414
1.1777,1.0928,16.424,4.9835,p0415
0.9714,1.1571,2.0148,8.5642,p0416
1.1376,1.175,8.4359,18.968,p0417
0.96964,1.1035,15.301,5.0363,p0418
1.1734,1.195,15.415,6.9561,p0419
1.1066,1.158,14.731,10.056,p0420
0.98861,1.1289,4.7302,10.767,p0421
1.13,1.0998,1.3841,7.1618,p0422
1.0339,1.1713,19.45,3.4404,p0423
0.98653,1.1702,14.347,7.943,p0424
1.0524,1.1764,10.68,12.371,p0425
1.1632,1.1015,4.5063,13.051,p0426
0.98261,1.1608,11.157,8.9193,p0427
1.0723,1.1426,11.634,7.4205,p0428
1.1277,1.1125,11.533,9.2375,p0429
0.99215,1.1439,0.84945,19.69,p0430
1.0487,1.0881,3.1851,10.223,p0431
0.99692,1.1334,14.893,9.4769,p0432
1.0167,1.2136,2.2177,5.9649,p0433
1.0459,1.1804,8.8993,3.8349,p0434
1.1201,1.123,19.193,0.7426,p0435
1.0427,1.1951,17.724,0.9817,p0436
1.0383,1.181,3.3103,2.4926,p0437
1.0392,1.1491,11.79,15.951,p0438
1.0366,1.2088,3.2682,18.053,p0439
1.0111,1.1221,9.321,10.036,p0440
1.0226,1.0831,14.387,1.1183,p0441
1.1007,1.139,5.608,3.3434,p0442
1.0118,1.2168,10.476,4.0287,p0443
1.1449,1.0856,9.2183,19.38,p0444
1.1575,1.1696,18.872,10.717,p0445
1.1827,1.2082,15.625,6.2124,p0446
1.0022,1.1974,16.583,11.92,p0447
1.065,1.1124,4.6546,1.8288,p0448
1.1411,1.1677,9.4239,13.247,p0449
0.97976,1.093,1.3705,11.961,p0450
1.0013,1.1823,4.0693,14.416,p0451
1.0712,1.1307,19.662,14.918,p0452
1.1654,1.1169,15.594,15.701,p0453
1.1351,1.137,9.7773,8.9565,p0454
1.0827,1.209,18.961,3.1756,p0455
1.1326,1.112,3.6596,14.594,p0456
1.0127,1.1113,19.018,1.3094,p0457
1.056,1.1706,10.26,13.879,p0458
0.98479,1.1373,9.4921,8.0775,p0459
1.1541,1.1341,7.391,12.054,p0460
1.1512,1.0901,19.326,14.654,p0461
1.1162,1.0814,4.8771,11.11,p0462
1.0999,1.1636,10.202,6.7973,p0463
1.0973,1.1218,18.421,7.0539,p0464
1.1645,1.111,18.325,2.6497,p0465
1.0205,1.2007,13.283,8.491,p0466
0.98756,1.1955,1.8043,3.2688,p0467
0.97765,1.2009,16.272,11.735,p0468
1.1809,1.1059,1.7349,12.731,p0469
0.96788,1.1545,17.448,14.111,p0470
1.0956,1.1135,11.347,6.3161,p0471
0.9881,1.0917,5.6315,4.5205,p0472
1.0603,1.1611,0.98377,3.0398,p0473
0.97034,1.151,5.3952,0.47964,p0474
1.1405,1.1833,19.477,19.569,p0475
1.1092,1.1869,19.402,19.324,p0476
1.0548,1.1024,13.951,1.0747,p0477
1.1126,1.1176,14.784,19.216,p0478
1.0295,1.164,15.833,14.236,p0479
1.0665,1.1904,12.287,13.081,p0480
1.1592,1.0963,1.2373,10.996,p0481
1.125,1.099,12.456,10.43,p0482
1.1864,1.1754,8.3551,16.532,p0483
1.1845,1.153,5.294,13.157,p0484
1.1758,1.2185,9.2393,10.84,p0485
1.0642,1.1029,7.1037,10.097,p0486
1.1658,1.094,10.761,12.186,p0487
1.1129,1.0992,12.963,14.472,p0488
1.0595,1.2126,1.7252,4.3047,p0489
1.0798,1.2,11.611,9.768,p0490
1.1096,1.155,11.065,15.094,p0491
1.0952,1.118,3.7162,2.8509,p0492
1.0357,1.1167,5.0238,16.792,p0493
0.98577,1.1473,7.0443,0.7963,p0494
1.0772,1.188,11.209,2.5634,p0495
1.1161,1.193,0.52052,2.6867,p0496
0.99173,1.1799,3.8755,2.1596,p0497
1.129,1.2143,0.76364,16.563,p0498
1.1369,1.1141,2.1816,4.8326,p0499
1.0478,1.1969,6.0851,9.6789,p0500
