wind_speed,swr,wind_speed,swr,par_id
1.3591,0.95659,14.453,15.649,p0235
1.3551,1.2315,4.7728,4.4627,p0236
0.68866,1.0748,6.7801,0.57437,p0237
0.96947,0.57567,14.188,13.827,p0238
1.4565,1.1384,3.1341,2.5609,p0239
0.98162,1.3393,8.0851,2.341,p0240
0.54507,0.94139,1.1468,17.422,p0241
0.93312,1.3856,1.8866,18.114,p0242
1.0791,0.55158,16.807,9.3338,p0243
1.4643,1.3746,16.607,5.9552,p0244
0.55057,0.93422,10.551,5.7997,p0245
1.3824,0.86149,7.7162,14.935,p0246
0.82445,0.74136,19.149,8.3371,p0247
0.5946,0.83451,6.5776,17.936,p0248
1.249,0.7933,0.57418,18.684,p0249
1.25,0.67975,4.1035,14.393,p0250
0.64248,0.56723,8.1253,13.939,p0251
0.58699,1.1687,19.722,6.5269,p0252
0.69157,0.89244,1.2381,10.95,p0253
1.0587,0.7265,3.7714,18.643,p0254
1.0307,1.2048,3.4042,16.26,p0255
1.1375,1.1733,5.3519,1.0529,p0256
1.1493,1.1253,11.434,5.238,p0257
1.445,1.0684,4.5637,16.493,p0258
0.89195,0.75913,4.9911,12.966,p0259
1.0038,1.371,1.6755,7.1613,p0260
0.7046,0.60858,1.5764,3.0434,p0261
0.83626,1.2743,14.808,11.506,p0262
0.7891,1.3234,17.554,8.7117,p0263
1.3688,1.3487,19.614,2.5366,p0264
0.99476,0.73426,4.1524,3.5171,p0265
0.50121,0.52584,18.163,16.013,p0266
1.2475,1.2361,7.2192,14.254,p0267
0.57337,0.72471,18.125,19.013,p0268
1.0836,1.4494,18.955,17.31,p0269
0.73226,1.369,16.72,13.298,p0270
0.82149,1.1931,3.4695,7.0006,p0271
0.91426,1.0154,1.0732,8.8139,p0272
1.1731,0.50565,13.761,14.008,p0273
0.83238,0.73739,14.585,8.6956,p0274
0.62287,1.4388,10.19,14.969,p0275
0.69848,0.74467,18.202,3.961,p0276
1.2827,0.62314,2.7613,10.066,p0277
0.98855,0.94347,14.761,4.8424,p0278
0.67413,0.54038,18.262,9.9433,p0279
1.1547,1.0668,11.091,2.6195,p0280
0.80558,1.0354,10.601,15.098,p0281
1.2217,1.0719,7.7722,13.396,p0282
1.3076,1.3476,17.19,11.414,p0283
0.83451,0.7017,1.1383,4.8024,p0284
0.53786,1.0571,12.368,2.0646,p0285
1.0567,0.82888,2.6486,9.8813,p0286
0.80607,1.2288,12.657,3.2891,p0287
0.62575,1.4269,16.172,8.2771,p0288
1.4517,0.72888,18.928,8.9869,p0289
0.51951,0.57082,13.238,15.235,p0290
0.94717,1.4007,3.0154,16.746,p0291
0.673,1.2797,9.5355,13.479,p0292
1.3139,0.66845,0.46552,6.9355,p0293
0.71116,0.87381,12.547,1.2658,p0294
0.74751,0.54817,9.9523,15.691,p0295
0.55435,1.2573,18.593,1.9462,p0296
0.5676,1.0045,10.987,8.1179,p0297
1.4371,1.1775,5.9975,12.739,p0298
1.039,1.2448,10.789,9.497,p0299
1.2724,0.76429,15.758,8.9826,p0300
1.0518,0.57602,6.5975,1.5848,p0301
0.91849,1.0124,9.3479,13.587,p0302
1.3928,0.59703,2.5408,1.4584,p0303
0.61963,0.65296,14.851,2.2103,p0304
1.3856,1.3561,18.482,17.169,p0305
1.2853,0.84776,4.5965,3.1139,p0306
0.76468,1.1966,17.495,15.021,p0307
1.0232,1.2804,15.221,12.548,p0308
0.59653,0.89159,4.258,18.497,p0309
1.0979,1.046,16.152,1.4382,p0310
1.0538,0.88655,19.656,4.5754,p0311
1.1071,1.2973,7.1037,5.0512,p0312
0.87866,1.4256,17.86,18.924,p0313
0.51764,0.61556,5.4302,3.4361,p0314
1.3102,0.68383,16.477,4.5448,p0315
0.59016,0.93992,4.466,6.2858,p0316
0.83081,0.90385,19.108,8.4094,p0317
1.4081,0.59543,3.4531,5.4745,p0318
1.1924,1.1612,2.6961,2.3696,p0319
1.2697,1.0589,19.266,18.874,p0320
1.1308,1.4526,6.2221,8.9455,p0321
0.92407,1.4905,1.7627,7.9476,p0322
1.3084,1.1853,5.2854,5.4439,p0323
0.73934,1.1864,8.373,7.312,p0324
0.66083,0.64899,1.4687,0.87328,p0325
1.4876,0.59183,10.493,18.78,p0326
0.65265,0.60482,19.219,19.532,p0327
0.63507,0.63923,2.2044,9.1366,p0328
0.5118,1.1173,2.1302,19.255,p0329
1.4583,0.9073,9.7132,4.7702,p0330
0.75514,1.4667,12.316,18.304,p0331
1.3672,0.6873,13.87,7.2622,p0332
1.2655,1.0006,16.416,0.83741,p0333
0.85322,0.95556,15.064,3.1928,p0334
1.2125,1.0199,11.527,7.0744,p0335
1.3276,1.1485,11.349,11.566,p0336
0.76178,0.66432,14.963,0.71819,p0337
1.215,1.1379,14.085,7.5649,p0338
0.85859,0.68006,3.3377,7.4589,p0339
1.4957,1.4686,8.208,5.9153,p0340
1.3245,1.4944,13.827,12.437,p0341
1.2271,0.80289,5.0818,4.9046,p0342
1.4799,1.009,8.4452,6.8457,p0343
1.0203,0.52853,3.992,5.3639,p0344
0.68795,1.0485,4.4261,16.297,p0345
0.91623,1.2991,9.662,7.8661,p0346
0.68114,1.3158,12.613,1.5128,p0347
0.84569,0.54728,6.9875,16.161,p0348
0.87606,0.87081,0.92202,1.2217,p0349
0.90862,0.69179,17.415,14.118,p0350
1.0146,0.58179,1.2688,18.566,p0351
1.3759,1.3071,5.8834,2.9157,p0352
1.3767,1.4021,1.9325,12.9,p0353
1.1083,1.4095,3.8707,10.664,p0354
1.4129,0.78684,16.57,3.3443,p0355
0.73194,0.93662,14.314,6.3729,p0356
1.0663,0.62012,13.008,19.362,p0357
0.72748,1.3111,11.87,9.6032,p0358
0.9029,1.179,16.953,6.9487,p0359
1.1875,0.70934,7.7434,10.235,p0360
1.4465,1.3215,11.149,9.0523,p0361
0.60153,0.61805,17.074,11.484,p0362
1.3735,0.5867,15.203,19.718,p0363
1.424,1.0764,14.938,16.75,p0364
1.4531,0.52651,1.2084,13.196,p0365
0.99786,0.66629,6.4976,14.776,p0366
1.0337,0.74769,0.84521,3.8791,p0367
0.88958,0.63682,9.2255,0.61587,p0368
0.83906,0.97604,10.205,0.55049,p0369
0.93545,1.051,19.529,4.2184,p0370
0.58098,0.76667,5.8126,10.736,p0371
1.1647,1.4833,2.3493,14.317,p0372
1.4352,0.71649,11.76,12.066,p0373
1.3397,1.416,1.8122,6.4938,p0374
1.3431,0.50622,0.64651,0.48177,p0375
1.4807,1.4304,13.961,18.125,p0376
1.2626,1.029,8.3276,8.078,p0377
1.4967,1.1811,15.635,7.9847,p0378
0.70161,1.3839,18.04,15.38,p0379
0.92027,0.69486,6.2986,7.0492,p0380
1.2011,1.3893,16.002,5.8154,p0381
1.063,1.2737,19.351,11.039,p0382
1.0445,1.0321,1.6531,6.3232,p0383
1.3861,0.8272,9.8736,12.178,p0384
1.1742,1.4632,7.5666,9.0736,p0385
1.2421,0.97559,13.454,9.5558,p0386
0.97807,1.2349,10.745,1.1641,p0387
0.53028,0.64433,16.241,18.829,p0388
1.0555,1.387,12.159,15.976,p0389
1.235,0.70377,3.8994,12.64,p0390
0.52835,1.1289,3.0631,10.158,p0391
0.68429,1.4111,7.8944,14.053,p0392
1.3629,0.79478,0.73025,6.2392,p0393
1.4682,0.59912,17.576,18.015,p0394
0.81288,0.97805,3.5499,19.12,p0395
0.64009,0.80107,11.905,9.7713,p0396
1.4702,0.7576,19.436,11.985,p0397
0.66925,1.2116,0.42816,2.4521,p0398
0.91383,1.1453,13.499,10.196,p0399
0.70607,1.4709,17.956,14.293,p0400
1.3536,0.52093,5.2166,12.784,p0401
1.2386,0.65633,10.245,1.8037,p0402
1.2362,0.90543,3.249,16.392,p0403
0.81093,0.60782,18.895,17.516,p0404
1.3967,1.163,17.461,18.463,p0405
0.9726,1.397,7.1425,15.846,p0406
0.81976,1.0279,19.982,7.3833,p0407
1.4938,1.11,9.5054,11.603,p0408
1.0137,1.0433,15.357,12.861,p0409
0.72322,0.5398,19.908,17.792,p0410
0.92374,0.79782,17.622,12.265,p0411
1.0844,1.3913,11.313,13.276,p0412
0.70284,0.85664,13.265,11.13,p0413
1.2787,1.444,12.421,1.7567,p0414
0.98627,0.93176,16.36,7.2194,p0415
1.3491,0.79923,10.366,5.9838,p0416
0.73547,0.85313,9.9165,5.1333,p0417
1.2888,1.0172,2.2547,14.789,p0418
1.3328,1.216,13.895,3.5483,p0419
1.0298,0.6422,15.332,16.616,p0420
1.4743,0.96054,17.031,8.6191,p0421
0.58508,1.2778,9.9818,3.9135,p0422
0.61036,0.99185,8.2872,4.697,p0423
1.1674,0.94731,3.2166,16.95,p0424
1.4394,0.50171,15.178,5.5923,p0425
0.86387,1.1824,7.4992,15.152,p0426
0.72843,1.1217,2.8185,13.348,p0427
0.60201,1.406,11.709,1.9762,p0428
1.2071,0.71116,16.839,19.959,p0429
0.54629,1.0809,7.4376,14.155,p0430
1.3172,0.77301,13.431,16.87,p0431
1.4142,1.1954,3.7068,12.217,p0432
0.68352,1.3921,17.806,4.0726,p0433
0.67972,0.71996,17.332,15.046,p0434
1.4497,0.67717,6.9066,0.64843,p0435
0.94937,0.94939,17.384,8.6478,p0436
0.7623,0.62466,6.165,2.7684,p0437
0.87295,0.67059,9.8433,13.129,p0438
1.0719,0.51626,10.427,13.226,p0439
1.0072,1.1306,10.672,11.28,p0440
1.4295,1.0833,11.632,2.646,p0441
0.63977,1.1712,16.32,4.9532,p0442
0.88531,1.4428,15.957,8.1605,p0443
0.95128,0.78961,3.2749,19.885,p0444
0.96542,1.0654,2.9098,9.7398,p0445
1.1885,1.0413,5.2341,19.617,p0446
0.52601,0.81569,1.565,15.766,p0447
1.1031,1.4185,12.217,17.223,p0448
0.76719,0.83766,15.494,13.784,p0449
0.92637,0.99859,1.4478,16.905,p0450
1.1992,0.65054,18.533,12.155,p0451
1.106,1.0232,14.887,17.21,p0452
0.64824,1.4748,13.785,8.5016,p0453
1.3794,1.1557,8.8644,16.348,p0454
1.4414,1.0938,4.3725,1.2573,p0455
0.72008,1.2901,5.4748,0.80331,p0456
0.91197,1.4979,11.934,11.228,p0457
0.90025,0.61365,5.6839,6.7711,p0458
1.3704,0.60185,8.5991,9.8324,p0459
0.55324,0.51449,4.3573,1.8696,p0460
0.75263,1.0783,4.8259,17.578,p0461
1.0439,0.73048,14.017,7.253,p0462
1.3443,1.2423,7.661,17.841,p0463
1.408,1.1997,17.682,2.954,p0464
0.65909,1.4572,0.62697,11.68,p0465
0.6621,0.87614,10.868,10.587,p0466
1.156,1.46,5.3895,16.649,p0467
0.70937,0.83322,8.4963,7.7173,p0468
1.4842,0.62608,15.571,18.205,p0469
0.95971,0.61669,11.475,19.762,p0470
0.9044,0.82479,2.2872,16.545,p0471
1.0475,1.141,7.8462,15.628,p0472
1.292,0.98325,9.0866,7.6723,p0473
1.4913,0.71438,2.0629,2.7229,p0474
0.71929,1.4404,15.79,11.907,p0475
0.63162,0.89963,11.285,2.0956,p0476
0.63351,1.1663,16.047,10.779,p0477
1.0054,1.1537,10.345,10.34,p0478
0.81412,0.53426,16.519,19.506,p0479
1.3806,1.2198,5.9357,15.206,p0480
0.57492,0.98889,5.0447,16.851,p0481
0.78798,0.68565,7.0689,3.6194,p0482
1.1409,1.0611,7.9793,10.3,p0483
1.0613,0.97218,1.7049,1.7275,p0484
0.53237,0.50206,18.986,4.6505,p0485
0.74054,0.53679,13.659,1.0054,p0486
0.69648,0.512,10.451,14.432,p0487
0.67709,1.3284,14.229,5.7608,p0488
0.74865,0.76187,18.326,1.6653,p0489
1.2191,0.8204,8.4127,19.033,p0490
1.0004,0.72214,3.9416,9.8978,p0491
1.3911,0.74267,5.505,15.546,p0492
1.4211,1.0725,5.7437,18.255,p0493
0.57193,0.80745,4.5128,5.6246,p0494
1.346,0.88237,15.839,10.246,p0495
0.6715,0.77756,2.8526,3.5895,p0496
0.79542,0.55815,6.2493,12.821,p0497
0.79162,1.1236,17.266,6.1594,p0498
1.4609,1.3601,8.9157,14.827,p0499
0.89627,0.93269,5.9009,4.0997,p0500
