wind_speed,swr,wind_speed,swr,par_id
1.0867,1.1498,14.771,2.5592,p0225
1.0864,1.0816,18.758,4.1036,p0226
1.1111,1.114,0.48539,15.229,p0227
1.0904,1.081,2.0842,7.2475,p0228
1.1524,1.0943,7.3441,5.6624,p0229
0.99256,1.0975,5.7846,1.9215,p0230
1.0712,1.1095,6.2044,10.505,p0231
0.9893,1.1567,13.159,18.781,p0232
1.0604,1.1793,8.0762,12.518,p0233
1.1549,1.1039,1.0431,17.311,p0234
1.0227,1.1071,11.678,10.736,p0235
1.0678,1.2151,6.0364,18.533,p0236
1.0129,1.1286,6.7361,14.166,p0237
1.0546,1.1216,11.101,7.8643,p0238
1.1163,1.1789,8.1189,19.054,p0239
0.97221,1.1379,19.084,12.901,p0240
1,1.1426,10.125,17.068,p0241
1.1339,1.1099,17.359,18.038,p0242
1.103,1.1986,0.94537,1.7832,p0243
1.067,1.1519,13.43,16.335,p0244
1.0873,1.1864,10.993,15.557,p0245
1.1377,1.2161,1.287,5.6165,p0246
1.0016,1.165,8.3245,2.9524,p0247
0.9833,1.1944,9.2502,9.0039,p0248
1.0076,1.142,3.0768,15.68,p0249
0.97406,1.1956,9.9297,0.48712,p0250
1.1219,1.1697,7.5091,5.7339,p0251
1.0894,1.2141,17.466,19.673,p0252
1.1886,1.1437,8.8232,8.0178,p0253
1.0963,1.2009,11.487,8.5246,p0254
0.9802,1.1554,10.64,3.3265,p0255
1.18,1.164,15.798,14.447,p0256
1.0947,1.144,10.224,7.8207,p0257
1.1742,1.1691,14.982,10.261,p0258
1.008,1.1592,2.4903,9.7036,p0259
1.1462,1.1298,7.2678,13.852,p0260
1.0109,1.2189,14.24,2.0374,p0261
1.1895,1.1569,4.4972,9.5027,p0262
1.0373,1.2119,16.218,4.8338,p0263
0.97643,1.1605,15.746,19.869,p0264
1.0588,1.1521,17.298,5.3345,p0265
1.149,1.173,6.6571,19.072,p0266
0.99104,1.0947,8.5836,2.8135,p0267
0.96668,1.1461,1.6253,11.761,p0268
1.0898,1.1276,17.263,11.986,p0269
1.0348,1.1956,18.574,1.633,p0270
1.0643,1.1372,13.301,14.626,p0271
1.1661,1.1713,14.486,5.4113,p0272
1.1713,1.202,7.2271,17.987,p0273
1.0415,1.1847,14.107,19.336,p0274
1.1602,1.1836,8.6176,6.1587,p0275
1.1695,1.1815,8.1871,1.0954,p0276
1.0065,1.1152,6.5087,18.821,p0277
1.0763,1.1196,10.834,4.6891,p0278
1.0314,1.1109,11.738,2.0018,p0279
1.0805,1.2064,7.7086,12.152,p0280
1.1431,1.2192,9.1604,19.134,p0281
1.1613,1.1478,3.5184,11.283,p0282
1.0086,1.1267,2.3284,15.469,p0283
1.0818,1.1563,2.4406,11.32,p0284
1.1677,1.184,9.705,1.6784,p0285
1.1881,1.1357,12.99,5.7009,p0286
1.1076,1.1861,7.3835,3.1709,p0287
1.1471,1.1936,11.272,2.1991,p0288
1.0264,1.193,10.614,8.4395,p0289
1.0909,1.0895,16.194,8.8833,p0290
0.97746,1.156,13.483,6.4395,p0291
1.0331,1.216,9.0064,12.667,p0292
0.98749,1.1228,7.0177,6.3147,p0293
1.0402,1.1394,17.899,17.599,p0294
1.0994,1.0846,19.445,4.7842,p0295
1.0208,1.1668,0.89328,9.2265,p0296
1.0538,1.1125,3.1833,10.646,p0297
1.0738,1.208,13.848,15.865,p0298
1.0357,1.2084,3.8817,16.688,p0299
1.1608,1.1158,9.374,8.1116,p0300
1.1491,1.2068,7.7473,1.5661,p0301
1.0262,1.0874,15.958,2.8646,p0302
1.0071,1.1626,17.577,7.7777,p0303
1.0883,1.0928,3.4185,2.2498,p0304
1.1409,1.2114,12.43,4.5111,p0305
1.0836,1.096,6.4176,14.656,p0306
1.1033,1.1776,1.8552,15.775,p0307
1.0584,1.206,13.92,1.8452,p0308
1.1412,1.1335,5.4139,13.139,p0309
1.1725,1.1996,7.4605,13.437,p0310
1.0438,1.0984,16.783,18.425,p0311
0.97009,1.0813,19.861,6.8775,p0312
1.186,1.0979,12.89,14.743,p0313
1.1841,1.1106,5.1976,9.3861,p0314
1.1446,1.187,10.103,8.3014,p0315
1.1465,1.1975,19.404,11.401,p0316
1.0987,1.1729,9.5876,15.341,p0317
1.0695,1.192,2.3661,12.347,p0318
1.0801,1.1589,8.9447,9.2027,p0319
1.0978,1.0951,2.1289,11.184,p0320
1.0431,1.1831,1.3418,19.588,p0321
1.1314,1.1914,13.947,18.438,p0322
1.1789,1.1705,7.8272,19.145,p0323
1.0063,1.1105,2.5335,19.209,p0324
1.1126,1.1357,3.2919,18.312,p0325
1.1586,1.1412,12.085,6.8656,p0326
1.1521,1.0833,17.098,9.6031,p0327
1.0457,1.1574,5.8298,10.865,p0328
0.98372,1.1403,16.576,5.78,p0329
1.0488,1.1389,17.005,5.8555,p0330
1.1835,1.2014,11.52,6.0127,p0331
1.0382,1.137,12.801,6.7114,p0332
1.1039,1.0998,13.643,10.75,p0333
1.019,1.169,14.805,4.8852,p0334
0.99643,1.1807,6.3963,15.058,p0335
1.1003,1.084,12.728,1.7415,p0336
0.97587,1.1013,15.141,13.811,p0337
1.0857,1.1166,15.186,6.0916,p0338
1.0959,1.1343,5.9928,0.70739,p0339
1.0029,1.2174,18.502,1.2543,p0340
1.0556,1.2003,18.853,3.5768,p0341
1.1042,1.1835,8.894,9.3097,p0342
0.98135,1.1422,1.1592,5.0093,p0343
0.96753,1.1125,5.5718,6.6376,p0344
1.01,1.1675,13.744,13.946,p0345
1.1667,1.2135,12.021,3.646,p0346
1.0733,1.1556,1.3188,4.2838,p0347
1.1138,1.0828,13.359,2.4259,p0348
1.136,1.1663,9.3213,14.15,p0349
1.1441,1.1265,5.1737,17.485,p0350
1.0983,1.1186,1.4415,7.7202,p0351
0.97109,1.132,16.625,9.7311,p0352
1.0222,1.1198,13.223,10.571,p0353
1.0913,1.0869,4.6117,19.526,p0354
1.0387,1.1721,17.161,15.144,p0355
1.0824,1.1656,15.055,10.328,p0356
1.1832,1.1037,18.118,17.889,p0357
1.0279,1.1175,2.7189,6.2712,p0358
1.081,1.2088,17.768,7.3918,p0359
1.0856,1.1829,6.6915,7.1891,p0360
1.0654,1.1961,15.922,1.9598,p0361
1.0567,1.0951,6.8386,4.9261,p0362
1.0451,1.1722,7.1512,5.0415,p0363
1.1384,1.2125,12.251,9.8508,p0364
1.0725,1.145,6.2418,14.944,p0365
0.99516,1.1202,15.599,4.8274,p0366
1.022,1.2122,3.7798,17.055,p0367
1.0527,1.0991,1.133,15.91,p0368
1.0508,1.1989,14.302,12.43,p0369
1.0706,1.1512,12.368,15.841,p0370
1.1155,1.1631,5.0295,3.6582,p0371
0.96522,1.1658,17.705,15.092,p0372
1.032,1.1795,4.2824,7.1436,p0373
1.1855,1.1011,14.145,12.921,p0374
0.99848,1.1533,6.2939,14.768,p0375
0.96589,1.1933,6.4584,6.1778,p0376
0.98092,1.0801,5.3152,14.519,p0377
0.97083,1.1646,5.9101,14.932,p0378
1.0574,1.1206,19.209,1.1125,p0379
1.1828,1.0904,9.4969,9.9036,p0380
1.0213,1.1717,13.66,6.819,p0381
0.99168,1.1598,9.0349,18.894,p0382
1.1209,1.1617,4.6982,10.818,p0383
1.1005,1.1028,6.5943,15.994,p0384
1.0311,1.1764,4.2454,17.645,p0385
1.0483,1.2181,9.4461,17.858,p0386
1.0481,1.2145,5.7159,7.441,p0387
1.1119,1.1579,2.9449,11.799,p0388
1.1477,1.1822,15.367,8.0698,p0389
1.0613,1.213,13.508,11.508,p0390
1.0187,1.2079,12.521,12.279,p0391
1.1457,1.1053,2.5635,5.9368,p0392
0.99814,1.1822,11.232,13.637,p0393
1.0784,1.2021,10.355,16.794,p0394
1.1282,1.1056,4.1605,16.421,p0395
1.0892,1.1937,11.3,18.909,p0396
1.0778,1.1129,5.692,11.909,p0397
0.98521,1.1388,10.185,19.247,p0398
1.1071,1.1614,17.12,7.9734,p0399
1.0842,1.206,18.323,11.009,p0400
1.0935,1.1384,6.5434,13.165,p0401
1.1579,1.0852,8.4682,17.509,p0402
1.1331,1.1155,5.4711,3.1405,p0403
1.1845,1.1803,13.138,14.856,p0404
1.0337,1.09,10.557,8.8087,p0405
0.99655,1.1113,16.268,7.9067,p0406
1.0196,1.2186,9.4841,0.64914,p0407
1.1335,1.0871,7.0265,18.223,p0408
1.0284,1.1644,10.474,19.996,p0409
1.005,1.122,19.526,4.9666,p0410
1.1573,1.1009,8.5188,8.2695,p0411
1.0452,1.0994,2.224,8.233,p0412
1.137,1.0987,19.343,13.984,p0413
1.1018,1.1855,15.434,17.767,p0414
0.97145,1.0887,17.972,16.836,p0415
1.1803,1.1409,2.1039,5.3588,p0416
1.1401,1.1845,15.651,7.1128,p0417
1.142,1.1064,8.7588,7.2994,p0418
1.1555,1.1597,2.9563,3.0029,p0419
1.0001,1.1393,1.7061,10.903,p0420
1.0166,1.1022,4.1859,10.536,p0421
1.1783,1.2039,11.163,7.3748,p0422
1.1877,1.0907,3.1227,16.489,p0423
1.1089,1.2191,14.741,5.6129,p0424
1.0682,1.1077,12.449,18.158,p0425
1.0532,1.109,6.7647,18.73,p0426
1.1514,1.1477,15.869,12.216,p0427
1.0536,1.2199,1.2005,8.1356,p0428
1.1183,1.1131,12.205,7.5453,p0429
0.97539,1.1253,1.5491,16.918,p0430
1.0137,1.0978,7.8698,1.2772,p0431
1.0125,1.1963,2.0351,1.1662,p0432
1.0158,1.1652,10.004,13.69,p0433
1.1186,1.1948,3.8949,6.2207,p0434
1.1847,1.0856,11.989,12.838,p0435
1.1504,1.0936,7.5586,12.976,p0436
0.98581,1.1401,11.359,5.2431,p0437
1.0559,1.0889,14.57,17.38,p0438
1.123,1.1474,0.45533,19.485,p0439
1.0436,1.118,8.9635,14.397,p0440
1.0952,1.2035,10.739,13.8,p0441
1.0298,1.1308,15.281,18.052,p0442
1.1162,1.1507,4.9702,3.767,p0443
1.0815,1.1031,16.531,4.0769,p0444
0.99511,1.1283,12.978,16.737,p0445
1.1859,1.1466,3.1566,19.405,p0446
1.0252,1.1145,11.877,4.0009,p0447
1.0917,1.1084,9.4105,10.099,p0448
0.99388,1.1947,4.7632,14.296,p0449
1.0749,1.1529,16.133,4.1322,p0450
1.1811,1.1295,9.2909,7.0516,p0451
1.1273,1.1182,4.0655,19.834,p0452
1.1148,1.1898,7.6594,3.7087,p0453
1.0444,1.1851,18.034,6.6804,p0454
1.1023,1.2108,5.9317,15.434,p0455
1.0747,1.1917,17.524,19.694,p0456
1.0774,1.1058,8.739,9.6556,p0457
1.1706,1.1735,6.7996,4.6277,p0458
1.0768,1.0918,4.8294,6.3362,p0459
1.1127,1.0893,12.765,13.582,p0460
0.98794,1.088,4.4409,10.293,p0461
1.0163,1.1062,11.4,5.1639,p0462
1.0544,1.218,19.709,0.59756,p0463
0.98645,1.0912,3.6205,14.23,p0464
1.1424,1.154,19.983,3.3914,p0465
0.96818,1.1624,3.7079,11.872,p0466
1.018,1.1801,9.8521,8.3748,p0467
1.0267,1.1486,7.1063,1.4508,p0468
1.1362,1.0923,3.2557,4.7256,p0469
1.1319,1.1026,3.7364,7.0745,p0470
0.98243,1.2091,9.0974,3.5638,p0471
1.0356,1.1918,14.596,13.681,p0472
1.0168,1.2,10.547,9.341,p0473
1.1453,1.1453,10.803,1.3754,p0474
1.1227,1.2072,17.84,11.698,p0475
1.1194,1.178,14.852,11.136,p0476
1.171,1.1234,14.692,2.1549,p0477
1.1497,1.0969,17.655,15.186,p0478
1.0427,1.1826,14.947,11.243,p0479
1.0929,1.1188,14.204,8.6552,p0480
1.0968,1.1019,0.9973,1.7117,p0481
1.1252,1.0884,0.4367,9.9869,p0482
1.1152,1.2117,18.053,5.1957,p0483
1.1248,1.1768,15.38,11.582,p0484
0.97763,1.0878,5.6208,18.645,p0485
1.1664,1.1042,9.7857,3.2453,p0486
0.99377,1.1813,2.8399,19.752,p0487
0.97322,1.1745,14.047,0.95735,p0488
1.0924,1.1243,11.815,17.651,p0489
1.0118,1.2153,17.611,1.1994,p0490
1.0599,1.1427,18.189,9.2688,p0491
0.989,1.0959,9.995,10.204,p0492
1.1097,1.1601,10.244,2.074,p0493
1.0843,1.2169,3.0159,7.0186,p0494
1.1474,1.201,18.261,4.0181,p0495
0.98849,1.1207,5.609,18.962,p0496
1.1648,1.1709,18.692,19.009,p0497
1.1434,1.2108,19.776,6.9209,p0498
1.106,1.1549,17.238,3.9512,p0499
1.0327,1.1901,14.011,12.089,p0500
