wind_speed,swr,ModelParameters/a_seiche,par_id
1.4647,0.64417,0.00023651,p0150
0.5305,1.3152,0.00063979,p0151
0.62639,0.97677,0.00029858,p0152
1.0386,0.9741,0.0021961,p0153
1.0825,1.1017,0.00013413,p0154
0.77881,1.3731,0.00049324,p0155
1.1997,1.2017,0.0032271,p0156
0.83568,0.92906,0.0095109,p0157
0.6588,1.0512,0.0024842,p0158
0.88889,1.2962,0.0029351,p0159
1.1637,0.65444,0.0042726,p0160
0.58302,0.89503,0.0016559,p0161
1.0668,0.81092,0.0006223,p0162
0.55716,0.55892,0.003885,p0163
0.68797,0.57828,0.0014112,p0164
0.52891,0.58998,0.0026063,p0165
1.139,0.96855,0.00020133,p0166
1.3601,1.4911,0.0028468,p0167
0.69692,0.91326,0.00016404,p0168
1.2985,1.2712,0.0035638,p0169
1.4824,0.73523,0.0073315,p0170
1.3909,0.74397,0.0023299,p0171
0.54188,1.3495,0.00048014,p0172
1.4625,1.0702,0.00011628,p0173
1.3826,1.308,0.0012745,p0174
1.2606,0.74857,0.00033298,p0175
1.097,0.97253,0.00021094,p0176
1.0299,1.059,0.00076605,p0177
0.84984,1.039,0.00052032,p0178
0.87799,1.1338,0.00074564,p0179
1.2111,0.5855,0.00036129,p0180
0.56802,1.0197,0.00092639,p0181
0.79198,0.80683,0.00051958,p0182
1.4336,1.2475,0.0019525,p0183
1.3395,0.71908,0.00097819,p0184
0.67971,0.99692,0.00072584,p0185
1.2692,0.77977,0.00010641,p0186
1.2504,0.60339,0.00038954,p0187
1.4452,0.5987,0.0015203,p0188
1.4897,0.50295,0.0075142,p0189
1.2245,1.2913,0.00332,p0190
1.1442,0.56156,0.00087695,p0191
0.54472,0.89163,0.0044816,p0192
1.4192,1.2351,0.0087906,p0193
0.92849,1.1122,0.00014037,p0194
1.4124,1.1852,0.00022831,p0195
0.85179,1.0575,0.00080033,p0196
1.1408,1.4524,0.00091304,p0197
1.3456,0.92102,0.00020203,p0198
0.51713,1.1784,0.0019173,p0199
1.1252,1.3611,0.0005876,p0200
0.72378,0.92739,0.0013879,p0201
0.73694,1.2055,0.002761,p0202
0.55583,0.8505,0.00069167,p0203
0.59794,1.4088,0.00043087,p0204
1.2172,0.88387,0.0039162,p0205
0.66404,1.3889,0.00047454,p0206
1.4908,0.52681,0.00016098,p0207
1.0179,1.0741,0.0017233,p0208
0.70119,1.1808,0.00084241,p0209
0.67494,1.3825,0.0058159,p0210
0.83675,1.3017,0.0086843,p0211
1.3598,0.63287,0.0034671,p0212
0.77664,0.64367,0.0069106,p0213
1.2202,0.71547,0.00031576,p0214
1.3848,1.328,0.0022542,p0215
1.0047,0.54625,0.00084946,p0216
0.85694,0.80238,0.00027026,p0217
1.4113,1.2329,0.0024282,p0218
1.274,0.73947,0.00023481,p0219
1.4214,1.2455,0.00059474,p0220
0.97363,1.4565,0.0044174,p0221
1.3315,1.212,0.001613,p0222
0.86756,0.53931,0.002648,p0223
0.60882,0.63028,0.0001257,p0224
1.4783,0.64064,0.0003207,p0225
1.2396,1.2221,0.00011254,p0226
1.3345,1.3514,0.00029476,p0227
1.4612,1.3333,0.007267,p0228
0.80323,1.3444,0.00086423,p0229
1.0789,0.86012,0.0052799,p0230
0.90301,0.88452,0.0011142,p0231
0.72762,1.0069,0.0045886,p0232
0.82907,0.66754,0.00013091,p0233
0.61789,1.2138,0.002571,p0234
0.58483,1.1313,0.00040599,p0235
1.1735,0.60906,0.0009388,p0236
0.9204,1.0618,0.00046068,p0237
0.60283,1.1734,0.0011828,p0238
1.4004,1.2748,0.0055091,p0239
0.71841,0.87786,0.00097204,p0240
1.0515,0.78717,0.002015,p0241
1.3435,1.0691,0.00010275,p0242
1.315,0.85417,0.00026659,p0243
1.2966,0.51811,0.0060529,p0244
0.7898,1.3901,0.001845,p0245
1.0417,0.75923,0.0019966,p0246
0.75158,0.54869,0.0014323,p0247
0.99623,0.61007,0.0002839,p0248
0.62802,0.75661,0.00081646,p0249
0.65347,0.96434,0.00011575,p0250
0.74909,1.4114,0.00010828,p0251
1.2908,1.4517,0.0035698,p0252
1.1465,1.0671,0.0042261,p0253
0.67173,0.55401,0.00018802,p0254
0.5675,1.461,0.00018666,p0255
0.93639,0.81427,0.0002045,p0256
1.1283,0.69433,0.0001952,p0257
0.99577,0.62388,0.00022914,p0258
1.0906,0.82688,0.00078936,p0259
1.4505,0.83902,0.0045528,p0260
1.3739,0.99391,0.0022845,p0261
1.4026,1.1521,0.0015437,p0262
1.4152,0.54248,0.00010077,p0263
0.88597,1.2923,0.00012191,p0264
1.1853,1.1065,0.0018931,p0265
1.0549,1.2378,0.0020499,p0266
0.98123,1.0325,0.00045578,p0267
1.1528,0.78865,0.0015976,p0268
0.62304,0.79043,0.00015754,p0269
0.64714,1.3643,0.0064481,p0270
0.86447,0.5178,0.0004138,p0271
1.1704,0.71068,0.00021794,p0272
0.84772,1.4882,0.00051466,p0273
1.367,0.78106,0.0029904,p0274
1.37,0.95981,0.0051105,p0275
0.77419,1.3181,0.0063574,p0276
0.81154,0.61838,0.00022137,p0277
1.2261,1.4406,0.00011927,p0278
1.2048,1.2613,0.0076677,p0279
0.98401,0.86663,0.0064263,p0280
0.83176,1.4037,0.00019109,p0281
0.59313,1.2801,0.00015357,p0282
0.82175,1.492,0.00012103,p0283
1.3575,1.2949,0.00015204,p0284
0.95059,0.75183,0.0073817,p0285
1.2636,0.96753,0.0036795,p0286
0.80115,1.4228,0.0034767,p0287
0.6322,0.72241,0.0051605,p0288
0.78414,1.3639,0.0068479,p0289
1.1224,1.2864,0.0024588,p0290
1.2807,0.56493,0.0032072,p0291
1.4234,0.53568,0.00020569,p0292
1.1431,0.76031,0.00012902,p0293
0.67779,0.822,0.00055694,p0294
1.0731,1.1839,0.0047018,p0295
0.64139,1.0146,0.00024945,p0296
0.76817,0.59295,0.0023103,p0297
0.71341,0.93288,0.00031306,p0298
1.1114,0.66371,0.00063106,p0299
1.435,0.72639,0.00074152,p0300
1.4804,1.4256,0.0030519,p0301
1.3192,1.2844,0.00019791,p0302
1.2584,1.3561,0.0020824,p0303
1.1206,0.51548,0.00039808,p0304
0.83327,0.99942,0.000143,p0305
1.0364,0.89896,0.0050837,p0306
1.2702,0.76241,0.0001476,p0307
1.3241,1.1283,0.00042597,p0308
1.3203,0.87857,0.0014308,p0309
0.99276,0.62051,0.00034878,p0310
1.1958,0.6571,0.0069669,p0311
0.70683,1.1641,0.0019693,p0312
0.69848,1.0178,0.00048778,p0313
0.68886,0.77275,0.0036045,p0314
1.0805,1.1479,0.00019365,p0315
1.1002,0.77566,0.00041984,p0316
0.78153,1.4697,0.00011817,p0317
1.4059,1.1634,0.0011607,p0318
0.6823,1.2988,0.0013566,p0319
1.1874,0.67366,0.0011504,p0320
0.89063,0.61238,0.0015685,p0321
1.024,0.75513,0.0083817,p0322
0.80716,1.4376,0.00066118,p0323
0.79491,1.1086,0.0042876,p0324
1.4701,0.88109,0.0012287,p0325
1.3419,0.70872,0.0017005,p0326
0.56531,1.2266,0.00052561,p0327
1.2491,0.87016,0.00016767,p0328
0.91553,0.72885,0.0066684,p0329
0.64883,0.56607,0.008231,p0330
0.59078,0.68693,0.0085954,p0331
0.98748,0.55733,0.00020871,p0332
0.82267,1.2513,0.00017186,p0333
1.2767,1.4554,0.00015688,p0334
0.74408,0.9566,0.0033689,p0335
1.0894,0.63691,0.0011004,p0336
1.35,0.87222,0.00082897,p0337
0.55987,1.0537,0.00044884,p0338
1.4664,1.316,0.00010899,p0339
1.1028,1.3343,0.00053794,p0340
1.2446,1.0545,0.009626,p0341
0.94844,0.93737,0.0003024,p0342
0.69588,1.0851,0.0001138,p0343
1.1321,1.1445,0.003302,p0344
0.92736,1.1416,0.0001757,p0345
0.78297,1.272,0.0031089,p0346
1.0345,0.52083,0.0023401,p0347
1.273,0.84834,0.0019342,p0348
0.68483,1.091,0.00032464,p0349
0.63972,1.0984,0.0018159,p0350
1.1263,1.3933,0.0062304,p0351
0.75251,0.6719,0.000609,p0352
1.117,1.3403,0.00050349,p0353
1.1789,1.0376,0.0010788,p0354
1.0463,0.9781,0.0089455,p0355
1.2411,0.95353,0.0017114,p0356
0.55242,1.4462,0.00010482,p0357
1.312,0.57432,0.0043752,p0358
1.1808,0.75341,0.00090942,p0359
0.52028,1.0953,0.00021285,p0360
0.96475,1.1482,0.0015771,p0361
0.96762,1.0653,0.0012123,p0362
0.91644,0.62724,0.00026188,p0363
0.86397,1.2077,0.0040838,p0364
0.87912,0.94228,0.0076154,p0365
0.50356,0.89247,0.0071564,p0366
0.54336,0.6383,0.0018588,p0367
1.045,1.3121,0.001539,p0368
0.93101,0.64754,0.00015551,p0369
1.0097,0.66983,0.0031863,p0370
0.68138,1.0885,0.0041575,p0371
1.4684,0.59494,0.0059841,p0372
0.62039,0.73773,0.0059379,p0373
1.243,1.1107,0.00036375,p0374
1.0005,1.1558,0.0082948,p0375
0.8726,1.1563,0.0026054,p0376
1.4549,1.077,0.0007326,p0377
0.77025,1.2172,0.0048442,p0378
1.2309,1.4016,0.00075235,p0379
1.2838,0.78313,0.0089712,p0380
1.1559,1.4724,0.00098611,p0381
1.2012,1.1359,0.0027349,p0382
0.95721,1.4996,0.00012469,p0383
1.3464,1.2141,0.0003733,p0384
0.73598,1.4746,0.0017853,p0385
0.72028,1.1375,0.00030172,p0386
1.3954,1.4336,0.00014502,p0387
1.4067,1.0136,0.00025513,p0388
0.9592,1.3201,0.0040092,p0389
0.75454,0.56302,0.0035161,p0390
0.71499,0.73232,0.00011739,p0391
1.4734,0.76847,0.000465,p0392
1.0491,1.3976,0.0053579,p0393
0.63525,0.92439,0.007827,p0394
1.329,1.4458,0.0033907,p0395
1.4585,0.86207,0.00011154,p0396
1.4939,1.3796,0.0053075,p0397
0.97707,0.9016,0.00016267,p0398
1.3752,0.71779,0.0012481,p0399
1.4389,0.6924,0.008779,p0400
1.0702,0.83592,0.00078029,p0401
1.1481,0.62517,0.0036319,p0402
0.60788,1.3231,0.00010393,p0403
0.96274,1.3778,0.0010063,p0404
1.1749,0.84226,0.0098874,p0405
0.52304,0.99575,0.0052143,p0406
1.4843,1.3023,0.0011281,p0407
1.4989,0.64987,0.00029337,p0408
1.019,1.0286,0.00025214,p0409
1.3888,1.4701,0.0014059,p0410
1.3929,0.93529,0.0014836,p0411
0.61477,0.98817,0.00064333,p0412
1.3138,0.82919,0.00048525,p0413
1.2855,0.59041,0.0012867,p0414
0.96146,1.2093,0.0098077,p0415
0.90142,0.5685,0.00044815,p0416
1.1904,0.70742,0.00043608,p0417
0.73265,1.0249,0.0015058,p0418
1.0127,1.0231,0.0002561,p0419
0.54643,1.3959,0.0004419,p0420
1.0762,0.82517,0.0032662,p0421
1.2887,1.1684,0.00067725,p0422
1.1922,1.259,0.0027921,p0423
1.095,0.53184,0.0011466,p0424
0.88268,0.91046,0.0018737,p0425
0.51967,1.4077,0.0026759,p0426
0.96865,1.4056,0.00057305,p0427
1.301,0.65114,0.00039418,p0428
1.1652,0.76781,0.00095303,p0429
1.0692,1.0872,0.00015876,p0430
0.8815,1.0486,0.0010291,p0431
1.2187,0.89682,0.00027314,p0432
0.58618,0.65803,0.006493,p0433
1.37,1.279,0.0012671,p0434
1.4379,1.0412,0.00056426,p0435
0.72815,0.60187,0.00053347,p0436
0.8595,0.60595,0.0080111,p0437
1.2088,1.1897,0.00014602,p0438
0.85444,1.48,0.00031743,p0439
0.57938,1.0031,0.00024091,p0440
0.79289,0.66087,0.0013306,p0441
1.2379,1.0921,0.00062928,p0442
0.53988,1.2659,0.0012387,p0443
1.4495,0.76539,0.0047683,p0444
1.0999,0.82189,0.0050273,p0445
1.1972,1.222,0.0021248,p0446
0.6369,1.4636,0.0010121,p0447
0.50989,1.2306,0.00023261,p0448
1.2156,1.2573,0.0019812,p0449
1.2523,1.1193,0.00067089,p0450
0.75693,0.61767,0.0010452,p0451
1.207,0.98497,0.009199,p0452
1.3971,1.4145,0.00088139,p0453
0.55135,1.2693,0.00027783,p0454
0.93263,0.55261,0.00077545,p0455
1.3054,1.1875,0.0004209,p0456
1.4291,1.1598,0.00023916,p0457
1.107,1.366,0.0017992,p0458
1.0115,0.91648,0.00020899,p0459
1.2333,0.97198,0.0014656,p0460
0.97965,1.1962,0.0023791,p0461
1.4877,1.4764,0.00070154,p0462
0.81655,1.0726,0.0008367,p0463
1.426,1.263,0.00018303,p0464
1.115,0.58193,0.0092146,p0465
1.3526,1.0056,0.00025885,p0466
0.91096,0.99021,0.0022237,p0467
1.4305,1.24,0.00010997,p0468
1.2953,0.69135,0.0058036,p0469
0.94284,0.91864,0.0075754,p0470
1.1304,0.74145,0.00032729,p0471
0.61185,1.4207,0.00027094,p0472
1.4528,1.027,0.00058454,p0473
1.2797,0.73175,0.0001419,p0474
1.0212,1.3375,0.0014574,p0475
0.97427,0.77758,0.0021515,p0476
0.92381,1.2299,0.0066245,p0477
0.9999,0.83399,0.0025363,p0478
0.81419,1.3681,0.00017442,p0479
0.76148,0.5135,0.0043318,p0480
1.1602,0.72119,0.0061518,p0481
1.0591,0.69964,0.0080932,p0482
1.2344,0.50199,0.00016646,p0483
0.51099,1.4276,0.0077433,p0484
0.82797,0.83122,0.00010698,p0485
0.90585,1.3758,0.0027233,p0486
1.496,0.92375,0.00060063,p0487
0.66104,0.88807,0.0045184,p0488
1.2656,1.0119,0.00028682,p0489
0.95272,0.67665,0.00013798,p0490
1.4089,0.77018,0.00038485,p0491
1.3773,0.53661,0.0028851,p0492
0.98943,0.67525,0.0048827,p0493
0.54874,0.67974,0.00017222,p0494
1.3339,1.4941,0.0017453,p0495
0.73189,0.9867,0.0030184,p0496
0.673,1.3548,0.0024906,p0497
0.65031,1.4431,0.0013074,p0498
0.66643,0.70019,0.0013227,p0499
1.1362,1.4308,0.0055998,p0500
