wind_speed,swr,ModelParameters/a_seiche,par_id
0.78551,1.2813,0.0015974,p0098
1.1772,0.71371,0.00012561,p0099
0.5845,0.92695,0.00041645,p0100
1.0601,0.51703,0.0034203,p0101
0.66827,1.3905,0.00015166,p0102
1.0269,0.63479,0.00056416,p0103
1.441,0.66809,0.0012256,p0104
0.89141,1.1216,0.0034657,p0105
0.81127,0.6151,0.0009598,p0106
0.50363,1.0182,0.00049536,p0107
0.88752,1.2327,0.0044128,p0108
1.1187,1.4029,0.0023189,p0109
0.91886,0.56681,0.00014009,p0110
1.169,1.4166,0.00021291,p0111
1.1094,1.1983,0.00011681,p0112
0.60672,0.72064,0.00014487,p0113
1.4155,1.0237,0.000738,p0114
1.3853,0.8136,0.0016305,p0115
1.2251,0.59023,0.00045787,p0116
0.86512,1.2177,0.0041625,p0117
0.73138,1.1057,0.00048248,p0118
0.85805,1.3535,0.0009364,p0119
0.6811,1.153,0.00086889,p0120
0.90538,1.3573,0.00098063,p0121
1.1632,0.87254,0.0094228,p0122
0.91502,0.60993,0.00064795,p0123
0.54143,1.3334,0.00029306,p0124
1.1467,0.89849,0.00075689,p0125
1.0797,0.80688,0.0030333,p0126
1.0102,0.75905,0.0052211,p0127
0.67036,1.016,0.0070732,p0128
0.9818,1.0827,0.00018609,p0129
1.4204,0.8481,0.004447,p0130
0.96928,0.92176,0.00034485,p0131
0.75875,0.73082,0.00018132,p0132
1.2856,0.66148,0.005114,p0133
1.0996,0.70112,0.0014238,p0134
0.66524,1.1138,0.0010739,p0135
0.76676,0.84622,0.0075759,p0136
0.93718,0.5219,0.0023789,p0137
0.82737,0.59421,0.0014817,p0138
1.3805,1.244,0.00030741,p0139
0.57959,1.3964,0.00061766,p0140
1.4868,0.73528,0.0025935,p0141
0.97725,0.85484,0.00014072,p0142
0.83708,1.2469,0.00022184,p0143
1.1619,0.79946,0.00053673,p0144
1.1254,1.2698,0.00076158,p0145
0.82323,1.1233,0.00016179,p0146
0.99107,0.75317,0.00019707,p0147
0.98257,1.3802,0.0035704,p0148
0.92118,0.67998,0.0086797,p0149
0.63327,0.97129,0.00050196,p0150
0.56118,0.67429,0.00020595,p0151
0.89714,0.54971,0.0073406,p0152
1.4286,0.62291,0.00017244,p0153
0.96577,1.424,0.00031615,p0154
0.88053,1.0853,0.0037212,p0155
1.3233,1.1504,0.0033851,p0156
0.71456,1.375,0.004362,p0157
0.77756,1.3252,0.0009864,p0158
1.4565,0.90792,0.0021916,p0159
1.0256,1.0372,0.0017689,p0160
1.1002,0.5681,0.00028639,p0161
0.6221,1.2551,0.0036807,p0162
0.50017,1.4962,0.0077184,p0163
1.3476,1.2662,0.00015112,p0164
0.50595,1.362,0.00060605,p0165
1.2519,0.69861,0.0089036,p0166
0.76435,1.4329,0.0079208,p0167
0.75715,0.98388,0.0090272,p0168
0.69145,1.0618,0.00012016,p0169
0.51749,1.2401,0.00058725,p0170
0.50705,1.111,0.0010768,p0171
0.53649,1.4044,0.0013871,p0172
1.1424,0.95543,0.0067379,p0173
1.2997,0.57704,0.0028533,p0174
0.79741,0.55384,0.00047298,p0175
1.1972,1.4957,0.0072721,p0176
1.4632,1.273,0.0069167,p0177
0.55572,1.0905,0.0031315,p0178
1.4813,0.94988,0.0098316,p0179
1.4476,0.74401,0.0058641,p0180
0.5126,1.2991,0.0010431,p0181
1.2077,0.86764,0.0001429,p0182
0.78969,0.88178,0.00023475,p0183
0.94882,1.0567,0.00029097,p0184
0.67612,0.8196,0.0048313,p0185
0.59477,0.9764,0.0042301,p0186
1.0893,0.61793,0.00014391,p0187
1.3073,0.69248,0.0022474,p0188
1.3934,1.415,0.00011343,p0189
0.67549,1.3022,0.00069096,p0190
1.4681,0.94792,0.0018155,p0191
1.4077,1.4463,0.00011497,p0192
1.2047,0.98195,0.00023891,p0193
0.61541,0.53718,0.00055412,p0194
0.99374,0.54216,0.0027546,p0195
1.3179,0.90847,0.0035307,p0196
1.0153,1.1763,0.00082618,p0197
1.0413,1.4433,0.002177,p0198
1.0206,1.0804,0.0015276,p0199
1.2485,1.4744,0.0036439,p0200
0.79414,0.77747,0.0008079,p0201
1.2461,0.70243,0.0016752,p0202
1.3684,0.58879,0.0014598,p0203
1.4081,1.0924,0.00036061,p0204
1.0196,1.4866,0.00019063,p0205
0.64316,1.0532,0.00011089,p0206
1.3441,1.3472,0.0080823,p0207
0.98961,1.4239,0.0006678,p0208
1.4443,0.57553,0.00024445,p0209
1.3985,0.61293,0.00039242,p0210
0.75331,1.3292,0.0010161,p0211
1.2811,0.86215,0.00029886,p0212
0.91093,1.2912,0.00032988,p0213
0.67966,1.3899,0.00011218,p0214
0.57681,0.5192,0.00012067,p0215
0.59635,1.0156,0.000422,p0216
0.9438,0.56483,0.0016983,p0217
1.0335,0.60592,0.00068413,p0218
0.87782,0.83541,0.0014938,p0219
1.3558,1.07,0.00084946,p0220
0.74758,0.60109,0.0020467,p0221
0.94507,1.0358,0.0097367,p0222
1.4922,0.50911,0.00024964,p0223
1.4044,0.94226,0.0023358,p0224
0.63426,1.2086,0.00020721,p0225
0.91661,0.64752,0.00013527,p0226
0.74124,0.52491,0.00018748,p0227
1.0525,1.1303,0.00056514,p0228
1.3567,1.3631,0.00059684,p0229
0.78147,0.99468,0.00074537,p0230
1.0164,0.90103,0.0047034,p0231
1.201,1.318,0.00022846,p0232
0.54212,1.1875,0.00031091,p0233
0.70328,0.6215,0.00017962,p0234
1.1071,0.9757,0.0070087,p0235
1.0951,0.98942,0.005841,p0236
1.3724,1.4805,0.002626,p0237
1.0052,0.91199,0.0017426,p0238
1.3666,0.9138,0.005702,p0239
0.94027,1.2639,0.00084615,p0240
1.2219,0.65344,0.0046897,p0241
0.61967,1.2021,0.0088433,p0242
1.4763,0.72441,0.0025517,p0243
0.65701,1.485,0.00026372,p0244
0.57176,1.4111,0.0053676,p0245
0.97299,0.92819,0.00018314,p0246
0.70013,1.3924,0.0010893,p0247
0.80529,1.3209,0.0038653,p0248
1.3834,0.85909,0.00043522,p0249
1.0398,1.2745,0.00023639,p0250
1.0849,1.4496,0.00048755,p0251
1.3322,1.3302,0.00030307,p0252
1.3185,0.81657,0.0014068,p0253
0.64121,0.72227,0.0012634,p0254
1.3646,1.4087,0.0009452,p0255
1.3593,1.3385,0.0014357,p0256
1.1485,0.64471,0.00032357,p0257
0.87015,0.87421,0.00021825,p0258
0.69232,1.379,0.00027596,p0259
1.2909,0.50181,0.0011069,p0260
1.0723,1.0263,0.00010847,p0261
1.1589,1.1616,0.0013318,p0262
0.73728,1.2596,0.00016539,p0263
0.77179,0.58114,0.00038985,p0264
1.2938,0.93824,0.0021651,p0265
0.62188,0.89627,0.0066483,p0266
0.84685,1.3836,0.0016589,p0267
1.4439,1.0466,0.0083841,p0268
1.1402,0.9505,0.00055973,p0269
1.1927,0.89568,0.00046569,p0270
0.92279,0.94025,0.0001045,p0271
0.55856,0.99058,0.00014936,p0272
0.73308,1.252,0.00013279,p0273
0.97825,0.86155,0.0025174,p0274
1.3403,1.3153,0.0078509,p0275
1.4996,1.1758,0.0022521,p0276
1.4728,0.61012,0.0085498,p0277
1.288,1.2146,0.00087704,p0278
1.2888,1.4733,0.005176,p0279
0.53937,0.85248,0.004204,p0280
0.75405,0.98718,0.00062149,p0281
0.98756,0.60392,0.0026507,p0282
0.89241,0.9856,0.0019155,p0283
0.90785,1.1327,0.00015417,p0284
1.2544,0.85142,0.00050112,p0285
0.7118,0.9539,0.00010932,p0286
0.71257,0.87847,0.00091314,p0287
1.35,1.4676,0.00014654,p0288
0.72731,1.1661,0.00079621,p0289
0.97027,1.1951,0.00017159,p0290
1.3869,1.4637,0.00027847,p0291
1.3037,1.4187,0.0045314,p0292
1.0718,1.1263,0.003208,p0293
0.5251,1.0515,0.00039799,p0294
0.52152,0.96804,0.001899,p0295
1.2769,1.1069,0.00088111,p0296
1.1998,1.2945,0.0017366,p0297
0.95065,0.62768,0.00057386,p0298
0.74901,0.81545,0.0019772,p0299
0.68967,1.2257,0.00059988,p0300
0.87961,0.78799,0.00013145,p0301
1.4651,1.3991,0.0024002,p0302
0.85143,0.57087,0.004283,p0303
1.4558,1.2261,0.0047444,p0304
0.81212,1.2652,0.0054773,p0305
1.2122,0.52969,0.00011818,p0306
1.3522,1.0974,0.00035132,p0307
0.80907,0.53544,0.00094816,p0308
1.3296,1.2305,0.00023036,p0309
0.6258,1.2388,0.0039615,p0310
1.2737,1.4537,0.0029345,p0311
1.0962,0.8319,0.0083958,p0312
1.0471,1.0382,0.0057599,p0313
1.1942,0.68057,0.001214,p0314
1.4714,0.54759,0.007648,p0315
0.68517,1.1165,0.0032271,p0316
1.2574,0.93656,0.0059437,p0317
1.4165,0.96328,0.0063917,p0318
1.2343,0.57339,0.00034103,p0319
1.4954,1.1721,0.00033534,p0320
0.92858,1.2135,0.0027983,p0321
0.53182,0.59645,0.0007937,p0322
0.66718,0.56307,0.0016667,p0323
1.4673,0.50375,0.0003212,p0324
0.71687,1.0893,0.0038738,p0325
1.2532,1.4061,0.0055546,p0326
0.72891,0.71935,0.0035404,p0327
1.1155,1.1081,0.0018494,p0328
0.56698,0.85717,0.0085868,p0329
1.2384,1.2059,0.0091616,p0330
0.53363,0.76343,0.00040425,p0331
1.1303,0.69626,0.00069354,p0332
1.3313,1.1021,0.0011507,p0333
0.528,1.1623,0.00026568,p0334
0.61281,0.60723,0.0030046,p0335
1.0068,1.2204,0.0061525,p0336
0.81763,0.82706,0.0064573,p0337
0.56915,1.3846,0.0038105,p0338
1.0586,1.087,0.0090543,p0339
0.51154,1.1395,0.0052832,p0340
1.1395,0.91718,0.00042842,p0341
1.2313,0.53166,0.0049591,p0342
0.58613,0.74374,0.0030878,p0343
0.87364,1.0406,0.0030657,p0344
1.4977,0.83621,0.00052269,p0345
1.3497,0.77433,0.0029427,p0346
0.82555,1.322,0.00063264,p0347
1.4833,0.82513,0.0020297,p0348
0.8412,1.1966,0.00026927,p0349
1.2617,0.68781,0.0040253,p0350
1.4514,0.80007,0.00010354,p0351
0.76143,1.2605,0.00067764,p0352
0.84835,0.62454,0.00013018,p0353
1.3136,1.4985,0.0014523,p0354
1.001,1.4317,0.00038707,p0355
1.3044,1.2483,0.00041943,p0356
0.62734,1.1549,0.00016613,p0357
0.97571,0.71411,0.00078402,p0358
1.1571,1.2503,0.0031712,p0359
0.84204,1.1809,0.0071472,p0360
1.4781,0.93216,0.0062545,p0361
0.61783,0.92452,0.0027313,p0362
0.64443,0.9966,0.00012147,p0363
1.3209,1.2769,0.00065123,p0364
1.2098,0.88789,0.005335,p0365
1.092,1.184,0.00045342,p0366
0.63604,1.4583,0.0099092,p0367
0.59059,1.0545,0.00072288,p0368
1.4744,0.8423,0.00017588,p0369
0.91258,1.2234,0.00081665,p0370
0.87421,0.97272,0.0029733,p0371
0.63192,0.79035,0.0040113,p0372
0.83949,1.1429,0.00047558,p0373
1.3901,0.76515,0.0072068,p0374
0.69656,0.91856,0.0061057,p0375
1.3361,0.69122,0.0020618,p0376
1.1661,0.79462,0.0087147,p0377
0.65944,0.76921,0.0055269,p0378
1.4374,0.87698,0.00022586,p0379
1.2181,1.0486,0.00025848,p0380
1.3269,0.84146,0.00048456,p0381
1.2425,1.0139,0.00083442,p0382
0.65179,0.51282,0.00032672,p0383
0.59305,0.64119,0.00070073,p0384
0.58821,0.82355,0.0092241,p0385
1.0779,0.68803,0.00057969,p0386
0.79269,1.0996,0.00071001,p0387
1.1849,0.9605,0.00031644,p0388
0.64885,0.77803,0.00015818,p0389
1.3243,1.1461,0.0094783,p0390
1.3343,1.1293,0.00012373,p0391
1.1211,0.59277,0.0005126,p0392
1.164,1.3946,0.00044751,p0393
0.81518,1.0427,0.0028173,p0394
0.90819,0.63066,0.00013554,p0395
0.75155,1.0095,0.00016015,p0396
1.2116,1.1905,0.0017798,p0397
0.54596,1.0303,0.0023053,p0398
0.9261,0.58641,0.0048116,p0399
1.2234,1.3359,0.00033146,p0400
1.1115,1.2076,0.0082239,p0401
1.042,1.3362,0.00025145,p0402
0.85611,0.78488,0.0068477,p0403
0.70512,0.79614,0.0020996,p0404
1.2404,0.81014,0.0013647,p0405
1.4196,0.78245,0.00054144,p0406
1.0817,1.0596,0.00026135,p0407
0.86148,0.75476,0.00036424,p0408
0.89447,1.0676,0.0059912,p0409
1.123,1.3695,0.0013024,p0410
0.76372,1.4901,0.00010194,p0411
0.62916,0.6591,0.00024743,p0412
0.83291,1.4278,0.00051767,p0413
0.57336,0.95832,0.0069462,p0414
0.63998,0.84461,0.0011049,p0415
1.2781,0.86521,0.0043001,p0416
0.85596,1.2702,0.00028403,p0417
0.74521,1.3119,0.00019252,p0418
0.90194,0.92224,0.00041199,p0419
0.56207,0.78055,0.0033278,p0420
0.70793,1.307,0.00058106,p0421
0.96382,1.0079,0.0040949,p0422
0.98444,0.66474,0.00090636,p0423
0.88948,0.76774,0.0007715,p0424
0.96159,0.99862,0.0034732,p0425
1.1517,1.3871,0.00062521,p0426
1.2835,1.3739,0.00081575,p0427
1.0559,1.0026,0.0016064,p0428
0.60006,0.87012,0.0023759,p0429
0.55034,0.80304,0.00090298,p0430
1.0629,1.3121,0.0013961,p0431
0.79989,0.95773,0.00016963,p0432
1.2291,0.65111,0.00015966,p0433
1.4346,0.51063,0.0082978,p0434
0.70814,0.55841,0.0037345,p0435
0.60594,1.477,0.0032951,p0436
1.4264,0.64848,0.00035331,p0437
1.0099,1.3663,0.0065137,p0438
1.4223,1.0739,0.00025607,p0439
0.89951,0.78853,0.0024516,p0440
0.80793,0.88226,0.0012016,p0441
1.1834,0.68544,0.003771,p0442
0.86286,0.53359,0.0011897,p0443
0.58213,1.1198,0.0018654,p0444
1.3891,1.0444,0.0001372,p0445
0.77425,1.1659,0.00073063,p0446
1.4481,0.83901,0.0013546,p0447
0.76886,1.0637,0.00011764,p0448
1.3713,1.0719,0.00018478,p0449
0.52395,0.75765,0.00030096,p0450
1.0643,0.80873,0.0017136,p0451
1.1707,1.4577,0.0019392,p0452
1.4024,1.3191,0.00021492,p0453
1.2659,1.3546,0.00011004,p0454
1.1446,1.1243,0.00020948,p0455
1.2676,0.59824,0.00024114,p0456
0.61131,0.94454,0.0011756,p0457
1.263,1.4366,0.00086289,p0458
1.4256,0.88911,0.0036125,p0459
1.1551,0.67111,0.00028202,p0460
1.0137,0.66697,0.0012886,p0461
1.4915,1.2892,0.0056037,p0462
1.3436,0.71715,0.0022121,p0463
1.0287,1.1497,0.00010713,p0464
1.0749,0.89339,0.0029009,p0465
1.2021,0.64394,0.0024804,p0466
0.78747,0.52668,0.00020194,p0467
0.5347,1.3503,0.0015078,p0468
1.132,0.82832,0.00010013,p0469
1.091,1.0646,0.00017537,p0470
0.95592,0.74839,0.0039228,p0471
0.77921,0.96479,0.00010496,p0472
0.68376,1.1687,0.00014795,p0473
0.9535,1.3419,0.00092072,p0474
0.73552,1.2456,0.00011475,p0475
0.64643,1.0111,0.00065541,p0476
1.0679,0.72833,0.00019959,p0477
1.0358,1.3591,0.0012383,p0478
1.4304,1.2861,0.0015582,p0479
1.2175,0.89095,0.0046108,p0480
1.4382,0.67301,0.0010662,p0481
1.1277,1.452,0.00066304,p0482
0.68698,1.1372,0.00030927,p0483
1.0878,1.3709,0.00039864,p0484
1.0838,1.4446,0.0025801,p0485
0.85206,1.4839,0.00046479,p0486
1.3117,1.0055,0.0011308,p0487
0.93364,1.033,0.0003688,p0488
0.69837,1.3457,0.0096751,p0489
1.0458,1.1458,0.0095522,p0490
0.73987,1.2823,0.00054937,p0491
0.95936,0.61989,0.00077751,p0492
1.3776,1.3045,0.0019553,p0493
1.4843,1.1858,0.0018004,p0494
1.2364,0.55402,0.0050905,p0495
0.79024,0.53955,0.001544,p0496
0.82873,1.4798,0.007469,p0497
1.056,0.72689,0.0001229,p0498
0.55705,1.3267,0.00024337,p0499
0.84534,1.4703,0.00097244,p0500
