wind_speed,swr,sediment/sed_temp_mean,sediment/sed_temp_mean,par_id
1.0131,0.70379,3.4248,17.023,p0183
0.66895,0.94438,19.646,12.877,p0184
1.3394,0.72503,15.853,13.098,p0185
1.4508,0.67783,14.541,17.663,p0186
0.52554,0.59003,2.664,16.663,p0187
0.52153,0.73346,15.646,17.137,p0188
1.1256,1.0008,7.7365,1.72,p0189
1.1754,1.1454,11.843,7.4589,p0190
0.76941,0.88204,11.541,3.6061,p0191
1.4697,1.4894,12.567,9.4061,p0192
1.1765,1.4271,1.4398,6.7561,p0193
1.3746,1.181,2.0515,5.9707,p0194
1.2162,1.0074,16.595,7.9042,p0195
0.88383,1.1134,12.796,9.7812,p0196
1.4452,0.98212,3.0141,6.3458,p0197
0.98135,1.1174,15.792,14.24,p0198
1.4725,0.54584,11.187,19.655,p0199
0.80959,1.4314,12.14,12.943,p0200
1.087,0.58129,2.8237,0.63896,p0201
0.62781,0.98061,16.297,9.3302,p0202
1.4594,1.3842,9.6545,5.9076,p0203
1.106,1.4133,11.627,18.133,p0204
0.69284,1.451,14.223,2.0826,p0205
1.3627,1.1072,4.6184,4.9533,p0206
1.4786,0.63594,9.1629,5.2132,p0207
1.2055,0.96429,16.713,15.68,p0208
0.75454,1.1887,4.9206,10.502,p0209
1.0928,0.81902,14.35,15.125,p0210
0.73616,1.054,19.315,9.3631,p0211
1.2495,1.2387,19.939,7.7753,p0212
1.4174,1.4151,4.1609,2.603,p0213
0.98606,1.2427,18.817,18.071,p0214
1.4813,1.4655,5.9299,11.326,p0215
1.1607,0.54921,3.6207,13.547,p0216
0.9018,1.237,12.732,15.576,p0217
0.65514,0.596,17.125,17.821,p0218
1.4978,0.74535,19.695,1.9542,p0219
0.77709,0.97945,18.882,4.6817,p0220
1.126,1.2704,1.2836,13.59,p0221
0.98403,1.2942,19.367,6.9558,p0222
1.2668,1.0374,7.9539,5.7275,p0223
0.57152,1.2329,4.2199,18.418,p0224
1.3666,0.80399,13.086,5.2329,p0225
1.3771,1.3675,12.044,14.317,p0226
0.92631,1.4702,11.924,2.7437,p0227
1.413,0.85195,4.3073,16.008,p0228
1.3128,1.2847,17.888,15.221,p0229
0.83037,1.0853,18.775,3.7441,p0230
1.317,1.4552,16.581,0.44258,p0231
0.94386,0.87762,4.0936,15.867,p0232
0.93801,0.53809,4.8575,16.709,p0233
1.1473,1.2512,10.71,19.593,p0234
0.64016,1.2148,9.8855,8.3338,p0235
0.88172,0.69184,13.348,8.9924,p0236
1.4118,1.2551,17.304,0.81136,p0237
0.60818,0.54262,14.256,13.501,p0238
0.61633,1.1293,15.963,9.6562,p0239
0.66691,0.55091,5.3947,12.052,p0240
0.50736,1.1497,7.8291,2.0327,p0241
0.67346,0.88804,13.407,3.8797,p0242
0.85523,0.6708,2.1606,14.449,p0243
0.63249,0.62938,18.59,0.43486,p0244
1.4293,0.7309,16.523,13.05,p0245
1.4245,1.1781,8.0387,14.484,p0246
1.1703,0.61218,6.1121,8.3895,p0247
1.0518,0.82708,10.07,4.2245,p0248
0.55197,1.136,13.896,19.978,p0249
1.0216,0.95415,2.1023,1.6262,p0250
1.1116,1.3948,15.266,4.4046,p0251
0.64716,0.90568,7.6323,16.85,p0252
0.80312,0.72208,13.728,17.292,p0253
0.75839,1.4033,14.406,3.8387,p0254
0.71252,0.55811,16.35,6.4182,p0255
0.87788,1.1591,8.1676,11.015,p0256
1.0623,1.0632,5.7128,7.9308,p0257
1.2829,0.62141,12.383,8.8803,p0258
0.8206,0.52115,10.489,4.4793,p0259
1.3723,1.1965,13.279,8.5162,p0260
0.57913,0.58395,18.966,1.2777,p0261
1.2816,0.58512,13.835,15.269,p0262
0.68772,0.92187,10.969,16.761,p0263
1.157,0.93946,15.139,17.767,p0264
1.2743,0.71855,9.4554,13.62,p0265
1.4317,0.64661,10.877,6.8373,p0266
0.50958,1.0359,17.535,3.0179,p0267
1.2924,0.52985,6.5068,9.207,p0268
0.59793,1.1049,17.064,13.462,p0269
1.3485,1.2471,4.7059,10.888,p0270
1.3554,1.1012,16.994,6.8951,p0271
1.0979,0.79733,2.6315,5.3468,p0272
1.3247,1.409,0.91677,15.334,p0273
1.255,1.4834,3.7029,18.534,p0274
1.2882,1.3277,9.4151,8.6183,p0275
1.4383,0.72053,9.7587,13.675,p0276
0.51259,1.3396,9.2921,15.758,p0277
1.3446,1.227,11.276,6.8275,p0278
1.2074,1.3193,8.709,2.2683,p0279
1.2144,0.90045,1.2517,3.2076,p0280
0.58796,0.99692,16.914,10.731,p0281
1.415,0.65609,16.053,6.5939,p0282
0.62045,0.80979,4.3867,3.6785,p0283
0.89183,1.1093,15.355,6.0609,p0284
1.1886,0.88587,6.7973,9.8974,p0285
1.3883,1.2538,8.1245,18.575,p0286
1.2538,0.86152,2.288,5.8688,p0287
0.91241,0.90677,18.307,19.948,p0288
1.4531,1.0977,11.527,14.753,p0289
0.52337,0.98525,13.152,2.4854,p0290
0.74638,0.55215,11.307,8.9732,p0291
0.54284,1.297,4.5043,11.666,p0292
1.4859,1.4622,1.6196,12.785,p0293
0.92345,1.0938,19.42,10.35,p0294
0.53337,0.78638,19.816,17.988,p0295
0.51736,1.4692,17.629,10.033,p0296
1.0315,1.2876,16.213,8.4994,p0297
0.80123,1.2061,1.8211,4.2901,p0298
0.90654,0.98919,13.624,2.0959,p0299
0.65266,1.3742,3.5689,2.166,p0300
1.1526,1.4537,4.4108,17.936,p0301
0.86171,1.2234,15.174,14.523,p0302
1.3969,1.3623,12.265,4.1468,p0303
0.7969,0.86937,8.2291,7.3611,p0304
0.96054,0.83479,15.921,7.2656,p0305
1.0161,0.89757,18.743,7.5181,p0306
0.85925,0.63317,13.554,7.6523,p0307
1.2476,1.2416,1.4978,12.31,p0308
0.55769,1.0687,11.591,3.6342,p0309
1.2285,0.94802,2.2674,19.634,p0310
1.1589,1.2833,14.748,12.19,p0311
0.6617,0.81145,6.0531,10.161,p0312
1.0699,0.59202,15.665,16.575,p0313
1.3845,0.8791,12.92,4.3575,p0314
0.69066,0.6951,15.696,10.405,p0315
0.78989,1.4414,13.006,11.263,p0316
0.62897,0.7016,18.215,7.7071,p0317
0.57643,1.1645,12.849,6.6948,p0318
1.315,1.0987,8.4078,11.092,p0319
1.2912,0.86603,7.7,1.8754,p0320
0.71529,1.3212,19.865,6.1282,p0321
1.1201,0.70448,15.401,11.912,p0322
1.0648,1.4111,19.059,12.984,p0323
1.4272,0.54696,3.3817,15.393,p0324
0.73316,0.8372,12.287,11.707,p0325
0.85066,1.2573,16.152,17.48,p0326
1.18,0.5121,5.6348,0.68778,p0327
0.83726,1.421,8.3828,18.206,p0328
1.016,0.77456,17.423,8.1202,p0329
0.55275,0.57078,8.9123,3.4082,p0330
1.1498,0.89593,14.469,17.165,p0331
0.80712,1.4809,5.7588,0.59401,p0332
0.64466,1.0407,4.9728,10.925,p0333
1.0439,1.0264,14.165,15.821,p0334
0.70073,0.84267,10.192,6.48,p0335
1.2793,0.80756,4.6715,4.4686,p0336
0.5726,1.0106,1.9293,5.1745,p0337
1.4372,1.4482,12.161,14.863,p0338
1.0001,1.3884,8.7702,18.257,p0339
0.98836,1.4354,5.3328,13.179,p0340
0.97618,1.0658,19.09,15.887,p0341
0.67815,1.0195,1.0359,14.711,p0342
0.54968,0.60832,13.445,4.5551,p0343
1.2866,0.73586,1.5463,1.6821,p0344
1.4917,0.61516,5.0815,16.937,p0345
1.2312,0.69952,12.225,2.1577,p0346
1.2208,1.4994,6.1248,2.7835,p0347
0.84866,0.75572,17.173,16.192,p0348
0.54064,0.56206,17.265,10.375,p0349
1.2386,0.94344,13.861,8.7398,p0350
1.3533,1.2592,16.858,11.483,p0351
0.61973,0.80594,9.5927,10.665,p0352
0.53157,0.99931,8.8848,18.641,p0353
1.3182,0.51403,6.7241,14.631,p0354
0.72149,0.57818,12.487,4.6309,p0355
0.82571,0.95857,14.968,17.001,p0356
0.63637,0.96747,18.335,14.807,p0357
1.3044,0.79818,18.422,3.1712,p0358
1.4343,1.2694,8.5329,18.897,p0359
1.1934,0.85905,16.482,18.279,p0360
1.2511,0.7403,12.638,12.234,p0361
0.83237,1.0542,15.037,5.4268,p0362
0.93744,0.71588,8.0037,16.417,p0363
1.3839,0.5101,12.449,9.0717,p0364
1.0248,1.374,18.858,4.8083,p0365
0.73445,1.4867,17.8,0.73297,p0366
1.0051,1.4232,14.679,8.0279,p0367
1.494,1.2799,7.2475,7.0776,p0368
0.72286,0.78895,7.4021,16.946,p0369
0.8342,1.0613,6.9982,19.85,p0370
0.76268,0.65423,19.481,0.89684,p0371
1.0366,0.64849,19.259,2.3891,p0372
1.443,0.82092,3.5197,14.14,p0373
0.95371,0.83884,14.922,16.504,p0374
1.3715,0.77061,3.7347,11.737,p0375
0.70239,1.1218,2.8729,9.7099,p0376
0.82231,1.3324,7.1249,5.6622,p0377
0.6069,0.61136,16.159,8.9247,p0378
0.60451,0.73808,9.8408,7.1457,p0379
0.87129,1.228,17.953,9.9551,p0380
1.3696,1.2927,4.006,14.067,p0381
1.1518,1.2016,11.451,4.8463,p0382
1.3997,0.66127,6.2375,0.78565,p0383
0.76706,1.3987,6.9684,19.841,p0384
0.74397,1.3594,14.131,3.5464,p0385
0.7718,1.3174,0.99002,13.24,p0386
1.0525,0.98741,8.2561,2.2045,p0387
0.50294,1.4676,7.8939,12.683,p0388
1.0037,0.58826,10.324,3.4636,p0389
0.7606,1.1416,14.71,3.1271,p0390
1.3209,1.3928,18.01,9.4487,p0391
1.2088,1.4059,11.863,7.3806,p0392
1.0574,0.76034,9.223,7.9657,p0393
0.81556,0.97412,2.5908,15.42,p0394
0.67655,1.1262,11.354,0.94694,p0395
1.1,0.57434,0.6013,10.754,p0396
1.2133,0.92366,15.444,2.6587,p0397
0.79892,1.0901,6.6117,10.123,p0398
1.4221,1.3078,9.3323,13.199,p0399
1.3877,1.0952,3.467,11.516,p0400
1.1862,0.77768,4.5375,2.5696,p0401
1.3907,1.2162,11.055,9.5509,p0402
1.0409,1.4915,2.467,12.419,p0403
1.3091,1.0674,8.6701,2.4029,p0404
1.0486,1.3901,3.9338,16.284,p0405
0.66571,0.56869,8.79,14.59,p0406
1.4542,1.0575,18.578,10.83,p0407
1.1361,1.2134,1.7232,18.371,p0408
0.69779,1.0091,18.52,3.3529,p0409
1.3604,1.0824,16.884,3.9816,p0410
0.70455,0.76221,4.4455,13.291,p0411
0.96716,1.2244,11.701,6.9463,p0412
0.91043,0.68621,10.831,8.4665,p0413
1.1626,0.51618,10.936,1.6136,p0414
1.1692,0.55629,0.7925,16.34,p0415
0.81217,1.032,15.075,12.512,p0416
0.73896,0.76825,3.3619,1.3605,p0417
1.4957,0.94747,6.9263,13.873,p0418
1.2404,0.72651,2.9369,1.4041,p0419
1.1171,0.81614,9.0789,14.707,p0420
1.303,1.3092,7.3773,6.9941,p0421
0.5265,0.93176,18.063,15.06,p0422
1.4887,1.2105,5.2501,12.349,p0423
1.3568,1.2625,12.083,10.968,p0424
1.139,1.0753,9.3738,12.862,p0425
1.4867,0.77338,3.1354,17.897,p0426
1.3424,1.0163,6.5636,5.3841,p0427
0.95669,0.71752,5.9147,13.835,p0428
0.51438,1.2988,13.334,2.4708,p0429
0.88799,0.63095,9.6198,11.607,p0430
0.74985,0.59743,7.1489,1.2616,p0431
1.1125,1.3685,13.473,6.7413,p0432
0.56484,1.4425,17.196,12.816,p0433
0.76436,0.69276,10.431,12.59,p0434
0.94105,0.74365,5.1693,7.8314,p0435
1.1067,0.75905,8.4985,17.224,p0436
1.0067,1.3237,5.6798,14.202,p0437
0.97414,1.1925,13.027,10.461,p0438
1.4628,1.1237,9.7768,17.878,p0439
1.4476,1.1193,0.67949,15.094,p0440
1.0915,1.2773,6.7625,18.797,p0441
0.65707,0.8995,8.6229,18.509,p0442
1.2578,0.5251,10.754,9.4856,p0443
0.64308,1.1541,19.603,10.306,p0444
1.0995,0.62731,17.812,1.4656,p0445
1.4038,0.80062,18.916,11.797,p0446
1.1417,1.1364,10.244,14.925,p0447
0.72804,0.55434,17.225,10.575,p0448
1.2119,0.91855,0.53672,12.531,p0449
0.50186,0.60343,7.2036,12.009,p0450
0.62301,0.50308,11.777,6.0446,p0451
0.59409,1.0701,14.087,6.4522,p0452
1.0091,0.74789,2.2392,16.821,p0453
1.2009,0.77838,16.814,2.9118,p0454
0.84112,1.3835,1.8955,4.6375,p0455
0.81807,0.78135,12.597,11.989,p0456
1.1674,0.50819,6.8842,13.349,p0457
1.2951,1.3315,14.608,14.994,p0458
1.0781,0.95395,0.42781,15.793,p0459
0.61433,1.174,3.149,19.521,p0460
0.87386,0.78454,4.2795,4.3947,p0461
1.1333,1.0799,11.38,10.616,p0462
0.72613,1.1327,2.422,19.37,p0463
0.92456,0.75375,5.0008,3.031,p0464
1.468,1.2612,13.587,5.5128,p0465
1.4406,0.8329,8.9515,6.5815,p0466
1.0752,1.3451,7.2891,11.945,p0467
0.96467,0.53422,16.683,9.5108,p0468
1.232,1.4601,8.2937,5.5905,p0469
0.99455,1.1112,14.478,0.97534,p0470
0.88472,1.3618,9.9708,4.8925,p0471
1.0234,1.0465,17.757,17.758,p0472
1.1728,0.67447,3.8443,15.995,p0473
0.9542,1.4755,16.386,19.749,p0474
1.3333,0.50195,12.873,6.6361,p0475
0.84374,0.63658,3.085,6.3742,p0476
1.047,0.92997,10.365,11.194,p0477
0.55848,0.68193,6.5217,6.2008,p0478
0.82958,0.9909,19.79,11.867,p0479
0.56624,1.0484,7.538,18.714,p0480
0.68446,0.58714,12.418,3.0669,p0481
0.68325,0.75062,14.079,8.6982,p0482
0.79253,0.85521,10.037,11.834,p0483
0.97142,1.0043,5.1855,17.563,p0484
1.0611,1.015,1.8686,16.252,p0485
0.54737,1.437,3.6805,13.952,p0486
1.1311,0.96925,0.96923,13.41,p0487
0.91488,0.82832,10.153,13.757,p0488
1.1556,0.63893,4.7492,8.7919,p0489
1.2615,1.3378,14.035,16.872,p0490
1.0711,0.61983,8.7417,17.344,p0491
0.87502,1.3519,18.376,15.697,p0492
0.88934,1.0813,5.5844,3.9174,p0493
0.84774,1.1026,1.7841,14.015,p0494
1.4834,0.86263,13.678,18.706,p0495
1.2708,0.91489,17.042,13.328,p0496
0.98246,1.184,9.7286,19.061,p0497
0.79481,0.61767,17.866,5.9313,p0498
1.2265,0.76461,5.5373,4.5834,p0499
1.145,1.1679,6.3885,12.464,p0500
