wind_speed,swr,LAKE_PARAMS/c_relax_C,par_id
1.1119,0.64835,0.0094657,p0284
0.71949,0.55062,0.0049515,p0285
1.337,1.4725,0.00055021,p0286
1.1982,1.3296,0.0049356,p0287
0.78919,1.1388,0.0068981,p0288
1.4098,1.4145,0.0084238,p0289
1.0182,0.7804,0.0085916,p0290
0.51876,0.96118,0.0059876,p0291
0.55667,1.4279,0.0079005,p0292
0.59775,0.83617,0.0054373,p0293
0.56114,1.0947,0.0021265,p0294
0.64682,1.1142,0.0034305,p0295
1.3092,1.1354,0.0027777,p0296
0.52089,1.2581,0.0091217,p0297
1.0254,1.3821,0.006717,p0298
0.62327,1.3963,0.0093739,p0299
0.94554,0.67074,0.0041763,p0300
1.4045,1.2799,0.0020928,p0301
0.70481,1.1967,0.0036954,p0302
1.163,1.2644,0.0094093,p0303
1.2035,0.94411,0.00038441,p0304
0.96194,0.98508,0.0054591,p0305
0.88156,0.83071,0.0056891,p0306
0.95079,0.56481,0.0079538,p0307
0.78234,0.51672,0.003384,p0308
0.636,0.69848,0.001641,p0309
0.76253,1.1772,0.00069393,p0310
1.0989,1.0702,0.0066116,p0311
1.3704,1.3503,0.0065066,p0312
1.0863,0.69052,0.0022672,p0313
0.55454,0.76024,0.0080965,p0314
1.3688,0.50636,0.0086109,p0315
0.73603,1.3743,0.0088147,p0316
0.51004,1.218,0.0025874,p0317
0.79958,0.56369,0.003843,p0318
1.0667,0.91932,0.0032394,p0319
0.89154,0.89498,0.00046239,p0320
1.0018,0.74644,0.0086425,p0321
0.84823,0.90696,0.0015541,p0322
0.95885,1.0271,0.0033025,p0323
0.71335,0.88388,0.00027206,p0324
0.63039,1.2602,0.0044188,p0325
1.2694,1.4754,0.00015263,p0326
1.2173,1.389,0.0048827,p0327
0.76477,0.83895,0.0022408,p0328
0.73805,1.3906,0.0088342,p0329
0.69227,1.0622,0.0081983,p0330
0.59116,1.4216,0.0009245,p0331
1.2182,1.4515,0.0018099,p0332
1.1179,0.7928,0.0067128,p0333
0.63431,1.0421,0.00659,p0334
0.98724,0.79858,0.0087955,p0335
1.2712,1.0584,0.009448,p0336
0.95277,1.432,0.0011831,p0337
0.84596,1.3103,0.0099563,p0338
1.0102,1.0215,0.0066798,p0339
0.99827,0.63611,0.0075896,p0340
0.62666,0.67535,0.0027161,p0341
0.54251,1.0249,0.0069131,p0342
0.76174,0.82924,0.0079737,p0343
1.3019,1.1369,0.0023491,p0344
1.4868,1.1896,0.0022364,p0345
0.91276,1.2575,0.0026736,p0346
1.0468,0.93146,0.0063894,p0347
0.94151,0.99104,0.0019445,p0348
1.2766,1.306,0.0038207,p0349
1.0134,0.85718,0.0090508,p0350
1.1938,0.64139,0.0061775,p0351
1.4554,0.74927,0.0085482,p0352
1.146,0.6301,0.0039277,p0353
1.1696,1.2991,0.0050046,p0354
0.92764,1.3184,0.00077531,p0355
1.2991,1.313,0.0073761,p0356
0.55282,0.93462,0.0095133,p0357
1.3189,0.68833,0.0074759,p0358
1.2549,1.074,0.0023853,p0359
0.69726,1.3739,0.0035387,p0360
1.3839,0.61018,0.0074133,p0361
1.0651,0.59662,0.0029138,p0362
0.60971,1.0802,0.0015985,p0363
0.63836,0.84649,0.0095743,p0364
1.4389,0.78723,0.00336,p0365
0.80777,0.78985,0.0094902,p0366
0.98824,0.70991,0.0083739,p0367
1.2383,1.0372,0.0019393,p0368
1.1906,0.50285,0.0095431,p0369
0.81451,0.96933,0.0055512,p0370
1.3929,1.4058,0.0072832,p0371
1.2972,1.2549,0.0062077,p0372
1.0713,0.65168,0.0080784,p0373
1.357,0.94928,0.0096827,p0374
0.59899,0.8524,0.00076743,p0375
1.4681,0.89997,0.008276,p0376
0.91842,1.1185,0.0056375,p0377
0.65746,0.64701,0.0086297,p0378
0.96392,1.0825,0.0038838,p0379
0.50219,1.1901,0.0028144,p0380
0.82044,0.52836,0.00061782,p0381
0.84652,1.1691,0.0051636,p0382
0.53724,0.9838,0.0090188,p0383
0.94341,1.4291,0.0031203,p0384
0.78792,0.52552,0.0064235,p0385
1.2247,1.4361,0.0074555,p0386
0.86459,0.93964,0.00079605,p0387
0.5129,1.3786,0.0092291,p0388
1.2317,1.4188,0.0015202,p0389
0.64882,0.81546,0.0080324,p0390
1.4107,1.1929,0.0078079,p0391
1.134,1.1266,0.0079019,p0392
1.1148,1.1549,0.00066053,p0393
0.73103,1.0023,0.0030454,p0394
1.1071,0.5213,0.0013422,p0395
1.2731,0.58177,0.0046863,p0396
0.83407,1.3019,0.0014915,p0397
1.4607,1.3444,0.0077188,p0398
1.3764,1.4814,0.00058116,p0399
1.366,1.0338,0.0092762,p0400
1.3049,0.70081,0.0026949,p0401
1.213,0.90113,0.0070421,p0402
0.55029,1.3704,0.0070695,p0403
1.4621,0.62371,0.004352,p0404
1.3206,0.70591,0.0036542,p0405
1.0516,0.66166,0.0042646,p0406
0.78144,0.79171,0.0075017,p0407
1.0638,1.3615,0.0068765,p0408
1.3945,0.86191,0.00022583,p0409
1.1947,0.968,0.0058448,p0410
1.4822,1.1054,0.0010847,p0411
0.6668,1.141,0.0077928,p0412
1.3538,0.60668,0.0042968,p0413
1.3225,0.59102,0.0062183,p0414
1.1748,0.52216,0.0082937,p0415
0.97776,1.4094,0.0017492,p0416
0.77874,1.264,0.0068506,p0417
0.85399,0.73293,0.0098976,p0418
1.1704,0.67957,0.0044792,p0419
0.97187,1.1725,0.0053974,p0420
0.65231,0.95963,0.0017812,p0421
1.083,1.4523,0.0063982,p0422
1.3879,1.3319,0.0064431,p0423
0.87595,1.0561,0.007631,p0424
0.71479,0.52712,0.0091833,p0425
1.0764,1.0238,0.0030893,p0426
0.58416,1.124,0.0096089,p0427
1.0584,1.3361,0.0016591,p0428
0.61775,1.1315,0.0085606,p0429
0.53029,0.72803,0.0078431,p0430
0.99508,0.65805,0.0081863,p0431
1.095,1.2468,0.005676,p0432
0.53852,0.95058,0.0098417,p0433
1.1526,1.0138,0.0073254,p0434
1.4903,1.2743,0.0060379,p0435
1.2456,1.0299,0.0039465,p0436
1.4803,0.81136,0.0045464,p0437
0.58614,1.3771,0.0025261,p0438
0.98354,0.84085,0.0055777,p0439
0.96671,1.3171,0.00955,p0440
1.1619,1.0163,0.0053404,p0441
1.0748,1.2198,0.0053718,p0442
1.0049,1.1005,0.0029608,p0443
0.862,0.64269,0.0020647,p0444
1.3067,1.4957,0.00595,p0445
0.7267,0.85137,0.0028049,p0446
0.74134,1.3669,0.004821,p0447
0.93113,0.79586,0.0029459,p0448
0.6079,1.0999,0.00073982,p0449
0.81127,0.82461,0.0063419,p0450
1.4668,0.5125,0.0055314,p0451
1.0923,0.92412,0.0036242,p0452
1.0219,1.1216,0.0062785,p0453
0.84113,0.84344,0.0062401,p0454
0.80154,1.4765,0.0012893,p0455
0.68318,0.77391,0.0081367,p0456
1.4785,0.75017,0.006869,p0457
0.8783,0.59409,0.003524,p0458
0.54957,1.1864,0.0031553,p0459
0.54565,0.55721,0.0087434,p0460
1.2806,0.92253,0.0023262,p0461
0.8226,0.85806,0.0050652,p0462
1.4144,0.99285,0.0086994,p0463
1.4251,1.2672,0.0080401,p0464
1.4748,0.53823,0.0084026,p0465
0.9726,0.56856,0.00049934,p0466
1.1481,1.4865,0.0075768,p0467
0.93703,1.0518,0.0012513,p0468
0.83351,1.1239,0.0077341,p0469
1.3598,0.86272,0.0034878,p0470
1.4843,0.97518,0.0093002,p0471
1.4428,0.72689,0.007395,p0472
0.67502,1.1615,0.0094027,p0473
1.2571,1.1524,0.0040369,p0474
0.74953,1.4027,0.0047889,p0475
1.2859,1.0974,0.0020305,p0476
0.87604,1.034,0.0044752,p0477
0.84353,1.0923,0.0037973,p0478
1.2141,0.91027,0.0076055,p0479
0.67866,1.4693,0.0066384,p0480
1.0394,1.4932,0.0017014,p0481
0.80334,1.3344,0.0089276,p0482
0.68552,0.82076,0.0095909,p0483
1.3727,1.1957,0.0085163,p0484
0.79629,0.60249,0.0071058,p0485
1.3304,0.87462,0.0013152,p0486
0.79593,1.2351,0.0067384,p0487
1.293,1.4912,0.00065351,p0488
0.98075,0.60901,0.0076479,p0489
0.86779,0.84501,0.0024598,p0490
1.2589,0.83422,0.0074296,p0491
1.2462,0.87983,0.0088626,p0492
0.89767,1.402,0.0072258,p0493
1.329,0.88514,0.00033379,p0494
1.4883,1.1081,0.0090025,p0495
1.181,1.3494,0.00072744,p0496
0.6945,1.2081,0.0045217,p0497
0.75637,0.97662,0.0051914,p0498
1.3262,1.0843,0.0067844,p0499
1.2496,0.66736,0.0068127,p0500
