wind_speed,swr,turbulence/turb_param/k_min,par_id
1.2052,1.3775,2.3579e-10,p0118
1.0257,0.83846,3.3674e-09,p0119
1.3942,1.2359,1.1063e-09,p0120
1.2662,0.85419,5.7623e-06,p0121
0.55466,1.3409,1.0885e-11,p0122
1.3024,1.0449,1.8299e-10,p0123
1.2098,0.87838,3.3991e-06,p0124
0.54698,0.65492,1.5142e-06,p0125
1.3249,1.0315,9.1844e-07,p0126
0.71567,0.95544,5.4421e-06,p0127
0.93196,1.1661,3.7117e-10,p0128
0.93393,0.5443,4.3203e-06,p0129
0.6964,0.70004,2.1474e-09,p0130
1.445,0.77488,8.3813e-06,p0131
0.99167,1.1375,1.539e-12,p0132
0.68033,1.2272,8.4049e-08,p0133
1.0979,0.76619,3.1911e-09,p0134
0.52081,1.4885,6.0622e-12,p0135
0.72199,0.72715,2.8579e-07,p0136
1.448,1.4424,1.5735e-10,p0137
1.056,0.89192,8.4145e-11,p0138
0.63195,1.0707,1.7591e-07,p0139
0.9939,1.2181,2.3028e-12,p0140
0.64621,0.95295,1.9666e-07,p0141
1.0916,1.3733,2.8232e-06,p0142
1.2122,1.3645,9.8087e-11,p0143
1.1266,1.1155,4.6746e-10,p0144
1.1478,1.3329,1.0507e-12,p0145
1.0077,0.84364,1.226e-06,p0146
1.3062,0.67772,3.1387e-11,p0147
1.3752,0.7795,4.2154e-12,p0148
1.1492,1.0642,1.7617e-09,p0149
1.3597,1.1412,1.6411e-06,p0150
1.1003,0.50162,8.4389e-07,p0151
0.65145,0.91886,1.4573e-10,p0152
1.3761,1.2305,1.878e-06,p0153
0.64067,1.1624,8.6388e-10,p0154
0.99774,1.4222,1.1922e-12,p0155
0.66475,1.189,6.8636e-07,p0156
1.3288,0.88783,3.118e-07,p0157
1.3138,1.4084,2.2083e-11,p0158
0.75076,0.78029,4.6411e-12,p0159
1.4844,0.61024,6.1881e-07,p0160
0.81246,1.2396,2.3694e-07,p0161
1.1591,0.63141,3.3545e-08,p0162
0.97291,1.0848,3.2717e-08,p0163
0.76498,0.92292,4.1688e-07,p0164
1.2618,1.493,1.3416e-11,p0165
0.85446,0.53371,2.9699e-10,p0166
0.69966,0.69589,3.3341e-10,p0167
1.1729,0.80592,1.0949e-08,p0168
1.4231,1.4188,1.266e-11,p0169
0.62277,1.039,3.5478e-07,p0170
0.50284,0.5641,5.8583e-06,p0171
1.3564,0.50616,1.2626e-07,p0172
1.2447,1.2545,3.3893e-07,p0173
0.8996,1.1221,2.9331e-12,p0174
0.94884,1.0363,4.327e-09,p0175
0.82734,0.60456,5.1352e-08,p0176
0.64961,1.3841,3.6776e-09,p0177
1.0939,1.0949,2.3568e-09,p0178
0.50808,1.2848,1.0581e-08,p0179
1.2977,0.61209,2.0737e-12,p0180
1.466,1.1819,3.4654e-11,p0181
0.69128,0.71703,4.3835e-10,p0182
1.1915,1.3076,1.2646e-10,p0183
0.6893,0.66491,2.6503e-11,p0184
1.2564,0.90294,7.4739e-11,p0185
0.96786,1.0736,1.7715e-12,p0186
1.4154,1.1128,2.2818e-09,p0187
1.4197,1.0479,2.5809e-07,p0188
1.2871,1.4624,4.1854e-06,p0189
0.54461,0.8413,7.7086e-07,p0190
1.0642,0.98428,3.8141e-08,p0191
0.66854,1.4128,9.4209e-12,p0192
0.95027,1.1846,6.4379e-08,p0193
0.85733,0.76144,1.3492e-06,p0194
0.95235,1.3965,1.6734e-10,p0195
1.3362,1.0078,3.2101e-11,p0196
0.74944,1.2259,4.7791e-11,p0197
0.76109,0.54641,3.8451e-11,p0198
0.69368,1.1259,2.7656e-10,p0199
0.66079,0.55676,1.3322e-12,p0200
0.81182,1.4684,2.3869e-07,p0201
1.0406,1.3504,4.9997e-07,p0202
0.66796,0.88282,4.256e-07,p0203
1.1994,1.0792,4.59e-07,p0204
0.95434,0.83393,4.6752e-08,p0205
0.86027,0.95921,3.879e-10,p0206
0.77312,1.4557,4.2045e-08,p0207
1.4602,1.2633,8.0484e-07,p0208
0.60694,0.89412,1.1898e-11,p0209
1.0503,1.0336,8.6558e-08,p0210
1.4749,0.54949,1.4794e-07,p0211
1.295,1.078,2.585e-12,p0212
0.58051,1.4115,4.2553e-10,p0213
1.1052,0.62042,3.5375e-12,p0214
0.70011,1.3156,9.4752e-11,p0215
0.65627,1.0408,1.819e-09,p0216
0.8581,0.65661,1.3293e-10,p0217
0.69472,0.92094,7.8593e-09,p0218
0.87067,0.51245,5.8603e-10,p0219
1.0179,0.80886,1.7876e-11,p0220
0.89521,0.9177,1.1758e-06,p0221
1.0129,0.91218,7.1914e-11,p0222
0.88846,1.0748,1.9208e-10,p0223
1.3055,0.97484,3.5926e-10,p0224
0.8731,0.66346,4.4705e-11,p0225
1.198,1.1097,6.9437e-07,p0226
1.3525,0.86027,8.9499e-09,p0227
1.4794,0.74227,2.5649e-11,p0228
0.71181,0.59809,2.6629e-10,p0229
1.3345,1.4064,1.0215e-06,p0230
1.3279,0.96248,2.0503e-11,p0231
1.4487,1.3952,8.8649e-09,p0232
0.76315,1.3219,2.1777e-07,p0233
1.2351,1.1715,3.28e-06,p0234
0.78698,1.1753,4.1717e-11,p0235
0.85239,1.0276,1.6719e-06,p0236
1.4102,0.75489,2.7125e-07,p0237
1.0872,1.4707,1.6478e-08,p0238
1.4691,1.498,6.518e-11,p0239
0.71785,0.9377,1.3936e-10,p0240
1.2141,1.2469,1.5114e-12,p0241
1.4082,1.4409,1.9766e-11,p0242
0.60268,0.90177,4.0605e-12,p0243
0.91927,0.52972,5.7531e-07,p0244
1.4306,1.2918,6.7816e-08,p0245
0.51151,1.0892,5.0485e-11,p0246
1.4963,1.0047,1.5838e-11,p0247
1.4041,0.64503,1.0761e-12,p0248
1.0002,1.4396,5.2716e-06,p0249
1.0946,1.3474,7.8847e-12,p0250
0.65324,0.63447,3.8329e-09,p0251
1.1824,1.4253,9.7077e-09,p0252
0.94295,0.88152,3.9653e-07,p0253
1.3007,0.80321,2.5247e-06,p0254
0.67654,0.51987,5.6359e-09,p0255
1.3662,0.67103,1.4354e-07,p0256
0.5425,1.4441,1.3875e-12,p0257
1.4585,0.9112,4.6808e-09,p0258
0.99537,1.2016,1.2569e-08,p0259
0.89161,0.81263,2.2641e-10,p0260
0.87823,1.0503,4.6006e-09,p0261
1.0488,0.55801,7.5382e-08,p0262
1.4946,0.98171,6.6941e-12,p0263
1.379,0.822,6.7704e-10,p0264
1.2289,1.1961,7.2676e-12,p0265
1.4865,0.56243,5.3335e-10,p0266
0.79656,0.66797,2.2327e-10,p0267
0.82841,1.3885,9.5517e-12,p0268
0.86217,1.3928,1.6012e-12,p0269
0.52884,1.2714,2.206e-11,p0270
0.60509,0.76804,2.2715e-07,p0271
0.97454,0.61433,3.8405e-07,p0272
1.1668,1.4728,1.1536e-07,p0273
1.1893,1.4201,8.7154e-06,p0274
0.908,1.0422,1.5156e-09,p0275
1.4213,1.2204,1.8819e-07,p0276
1.4167,1.4002,8.9718e-10,p0277
1.3099,0.52598,5.1104e-10,p0278
0.70949,0.81895,8.9214e-08,p0279
1.0754,0.79905,7.0527e-12,p0280
1.0712,1.0801,1.622e-11,p0281
0.70407,0.50488,9.6264e-10,p0282
1.4728,1.1295,1.6765e-07,p0283
0.79215,1.4051,1.8026e-08,p0284
1.1937,1.1347,9.3247e-09,p0285
0.74761,1.0559,6.7235e-09,p0286
1.0553,1.0862,7.8246e-12,p0287
0.83272,0.86273,1.6785e-12,p0288
0.9645,0.99814,4.8645e-11,p0289
1.4545,0.7449,2.0578e-09,p0290
1.1873,0.9078,1.1911e-10,p0291
0.50733,0.56944,1.252e-06,p0292
1.2936,1.2483,1.0424e-10,p0293
1.02,0.60691,8.9057e-12,p0294
0.55899,0.84924,1.487e-06,p0295
0.55065,1.4357,1.4692e-08,p0296
1.349,1.0014,3.5364e-08,p0297
0.9896,0.85168,2.976e-08,p0298
1.0145,1.3718,5.2142e-07,p0299
1.3452,0.64942,2.4374e-08,p0300
0.84067,1.0243,2.0354e-07,p0301
1.4911,1.4598,6.202e-09,p0302
1.3475,1.2604,1.7088e-08,p0303
1.2104,1.2757,1.8113e-12,p0304
1.4436,1.4863,2.3129e-08,p0305
1.2016,1.1591,1.2306e-09,p0306
1.111,1.3788,5.5299e-12,p0307
0.52688,0.58323,7.2383e-08,p0308
0.67817,1.2294,2.5986e-09,p0309
0.97188,1.4966,7.2588e-10,p0310
0.92522,1.1796,6.2e-12,p0311
0.51915,0.7971,2.9797e-07,p0312
1.0103,0.78451,2.8565e-09,p0313
0.9477,1.2227,2.1066e-12,p0314
0.76991,0.71996,6.2985e-06,p0315
0.57643,0.75801,2.5141e-07,p0316
1.0297,1.3229,1.2321e-10,p0317
1.1098,1.1073,4.1481e-10,p0318
1.0268,0.65812,2.1948e-08,p0319
1.0668,1.2869,4.7016e-06,p0320
1.4765,0.99563,1.0489e-09,p0321
0.86449,0.71145,3.2412e-07,p0322
1.3847,1.2405,6.3623e-10,p0323
0.98678,1.2113,8.1799e-06,p0324
1.2398,1.2836,8.2815e-09,p0325
0.92109,0.75108,6.9971e-09,p0326
0.78506,0.75243,5.3911e-07,p0327
1.1235,0.81642,1.3713e-07,p0328
0.82445,1.3578,2.8049e-08,p0329
0.64229,1.3831,1.7066e-06,p0330
1.1215,1.4148,1.4122e-07,p0331
1.452,0.69391,6.6049e-07,p0332
0.51733,0.8717,1.6011e-08,p0333
0.72744,0.69742,8.1273e-10,p0334
1.3987,1.1929,3.2813e-07,p0335
0.97848,1.2167,1.9204e-11,p0336
0.94533,0.55382,4.3951e-06,p0337
1.2367,1.1339,4.0837e-08,p0338
0.9382,0.84759,4.5228e-08,p0339
0.9843,1.382,5.665e-08,p0340
0.83509,0.82553,9.6881e-08,p0341
1.4992,0.54275,3.1029e-08,p0342
0.7379,0.53717,1.2048e-11,p0343
0.63306,0.7778,2.9371e-11,p0344
0.62929,0.68826,8.9718e-06,p0345
1.1519,1.3089,6.2163e-10,p0346
1.1073,1.0999,4.9076e-08,p0347
0.94103,1.3741,1.2645e-09,p0348
0.75827,0.63226,2.1364e-08,p0349
1.1195,0.95609,9.1289e-06,p0350
1.1326,1.4641,2.3886e-08,p0351
0.90724,0.74703,3.0176e-09,p0352
1.0981,1.1263,7.7203e-09,p0353
0.64547,0.7208,2.4737e-10,p0354
1.2918,1.4906,1.8461e-09,p0355
0.91715,1.1113,3.9646e-09,p0356
1.2263,1.4955,6.1448e-11,p0357
0.72442,0.64709,4.9832e-07,p0358
1.3713,0.6093,1.1628e-10,p0359
1.2885,0.75669,1.0655e-11,p0360
0.73078,1.2679,3.8771e-09,p0361
1.1398,0.56061,1.4791e-09,p0362
0.75652,1.1469,1.6224e-09,p0363
0.80721,0.57205,1.3056e-11,p0364
0.67448,1.325,1.4082e-11,p0365
1.0239,0.706,3.9131e-12,p0366
0.90418,1.4164,6.561e-08,p0367
1.1806,0.52167,5.2363e-08,p0368
1.1159,0.53107,1.3566e-10,p0369
1.0536,1.3907,5.8528e-11,p0370
0.84273,1.1318,8.5379e-09,p0371
0.62021,1.0977,1.6949e-11,p0372
1.0818,1.3391,9.8106e-09,p0373
0.91229,0.59235,2.1789e-06,p0374
1.4679,0.87443,5.9746e-06,p0375
0.81695,1.3672,2.229e-06,p0376
1.2035,1.4367,1.135e-11,p0377
1.2682,0.96864,7.5376e-07,p0378
1.3407,0.99735,6.3716e-12,p0379
1.1423,1.008,2.7398e-12,p0380
1.3393,0.99297,3.0784e-10,p0381
1.1799,0.81558,3.6432e-11,p0382
0.59769,1.293,5.4619e-12,p0383
0.78226,1.3616,9.0643e-08,p0384
0.96186,1.242,8.1728e-08,p0385
1.1776,0.52375,6.7083e-10,p0386
0.90194,1.4331,2.4809e-10,p0387
1.3612,0.88452,1.5084e-08,p0388
0.63707,1.3129,9.9337e-07,p0389
0.95637,0.92594,3.01e-12,p0390
1.0022,0.79363,9.3452e-10,p0391
1.2759,0.96649,7.0927e-08,p0392
0.90299,1.011,2.1622e-10,p0393
0.53034,0.60142,2.5062e-08,p0394
0.67125,0.74164,4.7362e-07,p0395
0.63507,0.8013,1.1847e-09,p0396
1.4418,0.6531,1.2019e-08,p0397
1.437,0.79158,2.6601e-08,p0398
1.0857,1.0203,1.4381e-08,p0399
0.86601,1.4497,7.7824e-11,p0400
0.63824,0.55067,5.1867e-06,p0401
0.68313,0.50335,2.8862e-10,p0402
1.1714,0.68259,1.6631e-12,p0403
0.80875,0.88975,2.4738e-11,p0404
0.58393,0.70247,6.1778e-08,p0405
0.84968,1.0346,2.1061e-08,p0406
0.52297,0.58588,1.712e-10,p0407
1.2806,1.3012,9.0454e-10,p0408
0.73252,0.52766,7.3183e-06,p0409
1.4069,1.4849,6.8365e-12,p0410
1.2723,1.3537,1.0679e-09,p0411
1.4016,1.2815,2.7333e-06,p0412
1.0682,0.61815,1.4191e-06,p0413
1.2314,1.0682,2.8449e-06,p0414
0.56314,1.149,5.7054e-10,p0415
1.2174,0.77348,3.7964e-11,p0416
1.2587,0.72355,1.4061e-09,p0417
0.60945,0.7952,5.9898e-10,p0418
0.53396,1.0229,7.2625e-09,p0419
0.73586,1.0137,2.8089e-11,p0420
1.3906,1.2033,1.0622e-06,p0421
0.62649,1.3269,1.9375e-07,p0422
0.89384,1.1572,4.8475e-09,p0423
0.84407,0.82014,3.0102e-06,p0424
1.4386,0.71592,2.0296e-08,p0425
1.0375,1.057,2.2287e-12,p0426
0.53603,0.94789,6.99e-11,p0427
1.283,0.57471,7.7001e-08,p0428
1.0472,1.1775,5.0933e-12,p0429
1.1619,0.62455,2.4006e-12,p0430
1.3113,1.4766,8.2574e-07,p0431
1.1854,1.091,2.013e-10,p0432
0.6248,1.1051,1.8989e-08,p0433
1.1363,1.2375,7.5207e-11,p0434
0.56817,0.93383,6.8321e-06,p0435
1.1745,1.0184,4.9093e-10,p0436
1.3212,1.2569,1.6271e-10,p0437
1.1122,1.3298,5.4966e-07,p0438
0.51505,1.2328,2.0756e-10,p0439
0.56453,0.94268,7.4639e-09,p0440
0.6592,1.466,2.3322e-11,p0441
1.2549,1.3167,5.0184e-06,p0442
0.71307,0.914,1.6644e-09,p0443
0.83699,1.1386,7.1206e-07,p0444
1.4352,0.96036,4.8704e-10,p0445
0.60048,0.62728,1.1311e-07,p0446
1.1545,1.3432,1.2405e-12,p0447
1.2524,0.8453,4.3708e-09,p0448
1.4247,0.86955,5.4533e-10,p0449
0.87665,0.5961,9.4492e-06,p0450
1.4926,1.2442,2.6831e-09,p0451
1.2436,1.2651,2.618e-08,p0452
0.88114,0.76597,6.38e-07,p0453
1.0722,1.429,5.8313e-08,p0454
0.91141,0.86667,5.2536e-12,p0455
0.52588,0.68053,1.3558e-08,p0456
1.3324,1.017,5.7391e-11,p0457
0.56042,0.64023,3.9454e-06,p0458
0.57846,0.62843,2.4143e-09,p0459
1.2624,0.7627,3.8963e-06,p0460
1.0048,0.72571,5.0497e-09,p0461
0.77161,0.68428,1.8204e-08,p0462
0.55711,0.5948,1.3259e-07,p0463
0.77409,1.3995,3.2511e-11,p0464
1.3936,1.2973,9.7667e-06,p0465
1.4821,0.69166,2.3465e-12,p0466
0.66304,1.0595,1.5257e-11,p0467
0.81507,0.87302,1.5495e-08,p0468
0.91451,0.54065,3.7919e-12,p0469
1.3835,1.1023,9.2533e-07,p0470
1.3861,0.90987,1.7851e-07,p0471
0.79184,0.93814,1.1506e-08,p0472
1.036,1.3599,3.1386e-08,p0473
1.3513,1.2734,6.6158e-06,p0474
0.89773,1.2685,8.5231e-12,p0475
1.0195,0.94045,4.834e-12,p0476
1.0777,1.1866,8.9002e-11,p0477
0.68446,0.73009,1.4256e-09,p0478
1.3316,0.60313,1.2458e-07,p0479
1.4529,1.0495,1.3029e-08,p0480
1.2211,0.67956,1.9055e-10,p0481
0.88512,1.121,7.0306e-06,p0482
1.0395,1.1694,3.1839e-06,p0483
1.3896,0.73865,1.3413e-12,p0484
0.58813,0.50896,1.078e-10,p0485
0.81898,0.78201,5.1684e-09,p0486
1.3977,0.94847,3.2315e-10,p0487
0.74041,0.99195,8.1728e-12,p0488
1.3159,0.67589,1.9576e-06,p0489
0.71858,1.2535,3.4443e-09,p0490
1.4712,1.3031,7.1709e-10,p0491
1.0307,1.1511,1.2746e-12,p0492
1.3222,1.3302,2.4254e-06,p0493
0.78084,1.3541,1.1466e-12,p0494
0.59462,1.2511,1.3405e-09,p0495
0.88303,0.78675,2.3828e-11,p0496
1.4032,1.1175,6.4808e-06,p0497
1.0629,0.86424,1.0966e-06,p0498
1.2715,0.63705,2.9283e-09,p0499
1.2181,0.73483,1.9795e-12,p0500
