wind_speed,swr,LAKE_PARAMS/c_relax_C,LAKE_PARAMS/depth_bs_lk,LAKE_PARAMS/T_bs_lk,par_id
1.1751,1.0441,0.004029,3.8704,16.923,p0335
0.60917,0.65741,0.0096767,1.7497,14.306,p0336
1.3703,1.4679,0.0012327,5.162,7.697,p0337
1.03,0.54587,0.0063615,1.176,5.2014,p0338
0.68186,1.2152,0.0027917,2.7955,14.932,p0339
1.076,0.9602,0.0057772,4.2895,5.974,p0340
1.2343,0.86462,0.008775,0.67233,9.5782,p0341
0.54924,1.4182,0.004131,2.0323,6.9293,p0342
1.3438,1.451,0.0046524,4.5647,16.151,p0343
0.86231,0.84122,0.0065275,4.5757,10.232,p0344
0.98432,1.2324,0.0064785,4.5524,19.239,p0345
1.0509,0.58363,0.00013373,0.44799,5.0765,p0346
0.8235,1.0652,0.0069289,1.7675,16.704,p0347
0.84111,0.71035,0.0015846,4.2265,12.123,p0348
0.84339,0.65581,0.0040094,0.73149,19.7,p0349
0.73983,1.2276,0.0048159,2.5772,11.206,p0350
1.079,1.0472,0.0073991,0.84658,13.264,p0351
0.76747,1.1409,0.0015971,0.20475,19.077,p0352
0.54581,1.4044,0.009477,5.6278,10.881,p0353
0.81549,0.71245,0.004427,4.0759,19.661,p0354
0.69027,0.94063,0.0093329,5.6916,10.939,p0355
0.74588,1.2613,0.0032316,0.87594,12.187,p0356
1.3347,0.61358,0.0089145,3.69,19.642,p0357
0.7196,0.5569,0.0078983,4.0997,14.95,p0358
0.99572,0.52104,0.0038582,0.3487,4.1381,p0359
1.3884,0.97605,0.0069835,5.3845,15.612,p0360
1.4168,0.92517,0.0055171,3.9528,12.599,p0361
0.75051,0.83147,0.0088215,2.8184,15.136,p0362
1.2666,1.187,0.0071908,1.8371,12.444,p0363
1.3546,0.82843,0.0029332,5.616,17.317,p0364
1.0126,1.3301,0.0070248,1.9678,5.324,p0365
0.52395,1.4979,0.00037779,1.8484,4.9294,p0366
1.2403,1.076,0.0073448,3.5724,13.862,p0367
0.89112,0.94317,0.0027728,3.0754,6.3808,p0368
0.67911,1.464,0.0022277,0.30033,5.0214,p0369
1.1185,0.70783,0.0016326,1.3486,8.5788,p0370
0.521,1.3093,0.0077309,3.2995,9.0279,p0371
0.75208,0.79425,0.0099332,2.3865,4.9616,p0372
0.62933,0.87136,0.0018157,4.3531,7.0639,p0373
0.81029,0.76374,0.009908,5.2523,7.0398,p0374
0.7895,1.4542,0.00043879,1.7316,18.9,p0375
1.3801,1.3535,0.0064597,0.64319,5.4181,p0376
0.8353,0.76801,0.0024739,3.5996,8.202,p0377
0.54184,0.72977,0.0090299,1.9071,18.918,p0378
0.55972,1.3399,0.007324,0.98164,8.0496,p0379
1.4515,1.0979,0.0074982,0.30881,17.056,p0380
1.1883,1.2214,0.0068636,2.8449,11.525,p0381
1.1001,1.2075,0.0096128,1.49,12.609,p0382
0.7602,0.99413,0.0027263,4.0484,4.619,p0383
1.4456,0.66888,0.0093043,2.8782,11.313,p0384
0.96272,1.4886,0.0091135,0.42353,7.1827,p0385
1.1381,1.2048,0.0090833,5.5086,16.578,p0386
0.69879,0.8982,0.008066,3.2504,11.163,p0387
0.75816,0.60273,0.0055911,2.177,16.954,p0388
1.2162,1.1943,0.003561,2.618,7.5842,p0389
0.65457,0.53505,0.0081807,2.7728,17.298,p0390
0.73376,1.1176,0.0048123,5.0965,8.7339,p0391
0.96892,1.2854,0.0052711,3.1032,13.394,p0392
1.3318,0.56053,0.0043003,2.1686,17.094,p0393
0.97912,1.0073,0.0022573,1.3144,17.604,p0394
0.96082,0.92003,0.00039973,0.47868,17.832,p0395
1.4521,1.3003,0.0081156,1.701,4.0546,p0396
0.7136,0.84916,0.0052646,5.1956,4.1136,p0397
0.77499,0.64055,0.0044154,2.2248,4.4911,p0398
1.0365,1.1675,0.0041794,1.7098,12.87,p0399
1.3023,1.0427,0.00020843,1.2127,10.841,p0400
0.76226,0.74768,0.0023363,1.0274,16.443,p0401
1.1141,0.80021,0.0056662,2.6121,18.053,p0402
1.4292,0.98763,0.004276,0.53583,13.112,p0403
1.162,1.4775,0.0055013,5.9265,15.949,p0404
1.1921,0.97425,0.0031481,1.0851,16.81,p0405
0.59831,1.1854,0.0066497,5.9065,11.641,p0406
0.59752,1.432,0.0053543,2.9199,9.7197,p0407
0.55732,1.3374,0.0011698,3.9111,7.9868,p0408
1.3125,1.3729,0.0097146,0.1211,5.1822,p0409
0.85957,1.0808,0.0058694,0.40726,5.6814,p0410
0.86714,1.2984,0.0061382,5.734,13.988,p0411
1.3415,0.85724,0.00037267,5.6672,13.48,p0412
0.91388,1.0354,0.0038014,0.24898,12.194,p0413
1.1266,0.62496,0.0095053,4.0602,5.3093,p0414
1.3932,1.0021,0.0084002,1.7277,10.636,p0415
1.2997,1.1733,0.0081772,5.8969,11.564,p0416
1.2744,0.60549,0.005527,0.76975,18.723,p0417
1.2183,1.2794,0.0057127,1.2427,15.623,p0418
1.1204,0.8092,0.0088608,3.4357,12.821,p0419
0.97502,1.1125,0.0058949,2.0028,12.48,p0420
1.2015,0.95925,0.0071108,4.2101,9.3378,p0421
0.895,0.52458,0.0025138,3.9404,16.018,p0422
1.0918,0.67445,0.0049574,5.3113,6.5659,p0423
1.251,0.53166,0.0012047,4.0017,16.628,p0424
1.4987,1.3587,0.0033491,0.22824,11.708,p0425
0.61008,0.89219,0.00078056,4.6804,5.5952,p0426
1.0221,0.94647,0.0043733,4.8191,14.303,p0427
0.62367,0.81809,0.007615,0.34557,9.3609,p0428
1.1503,0.68244,0.0023381,0.15826,16.125,p0429
1.3298,0.60648,0.0077217,4.1018,18.204,p0430
0.93086,1.1714,0.0043893,1.6532,19.41,p0431
0.70207,0.66572,0.0073059,3.6514,8.556,p0432
1.1349,1.3477,0.0020412,3.7518,11.286,p0433
0.51285,0.54174,0.0059488,0.13112,11.48,p0434
0.8848,1.4224,0.0041067,1.2591,6.6226,p0435
0.80243,0.67962,0.0066262,1.9568,16.466,p0436
0.67223,1.1653,0.0030942,2.5138,12.555,p0437
0.57274,1.3428,0.0050931,1.7596,18.624,p0438
1.0483,1.0133,0.0078711,5.7888,6.7134,p0439
0.57865,1.3078,0.0017452,1.5285,7.8611,p0440
0.88973,1.1906,0.0082999,0.66173,8.7882,p0441
0.72631,1.4855,0.0022608,5.586,7.2021,p0442
1.1576,1.3162,0.0044421,5.4306,19.779,p0443
1.3792,1.3768,0.0021996,1.208,4.0706,p0444
1.2736,1.202,0.0033235,1.1935,17.171,p0445
1.4686,0.7919,0.00098512,0.37232,18.555,p0446
0.97234,0.70341,0.0048534,5.636,14.406,p0447
0.55517,0.53701,0.0030516,4.1926,10.105,p0448
0.51407,1.4927,0.0047206,3.7005,17.724,p0449
0.89841,1.3847,0.0097012,5.5325,19.525,p0450
1.069,0.71594,0.008156,1.5568,4.7158,p0451
1.0986,0.58663,0.0033955,3.3314,9.3955,p0452
1.124,0.87381,0.0014945,2.1254,7.9274,p0453
1.0623,1.283,0.00061714,2.1153,7.8115,p0454
1.4031,0.96842,0.0025197,1.5047,13.19,p0455
1.3222,1.3876,0.0053994,5.0862,13.595,p0456
1.3677,1.0833,0.0095349,0.43139,4.751,p0457
1.0105,0.90318,0.0093108,2.3181,18.841,p0458
0.9832,0.77657,0.0087453,2.1915,14.911,p0459
0.53174,1.0986,0.0017783,1.584,13.041,p0460
1.233,0.63465,0.0061748,5.0087,11.112,p0461
1.1657,0.74276,0.002957,3.0714,12.324,p0462
0.72285,1.3102,0.0020855,3.4809,9.2008,p0463
1.1178,1.1972,0.00017343,2.0448,13.247,p0464
1.1636,0.75029,0.0035284,3.763,8.8418,p0465
1.4394,1.3604,0.0060038,2.8623,6.6449,p0466
1.2789,1.2564,0.0065376,2.8127,17.884,p0467
1.3945,0.69566,0.0042035,0.50926,17.198,p0468
1.045,1.209,0.0030835,1.2779,5.4874,p0469
1.3255,1.0046,0.0050697,4.6245,15.562,p0470
0.62482,1.2346,0.0030194,4.7608,12.967,p0471
0.59276,0.83372,0.0096573,0.81729,13.008,p0472
1.0219,0.68812,0.0021926,5.5502,10.775,p0473
0.64705,0.70964,0.0063804,5.1035,5.903,p0474
1.0584,0.5388,0.0045649,3.9255,19.769,p0475
1.248,1.1297,0.0018839,2.1422,9.0966,p0476
1.3999,1.0311,0.0048999,3.7893,4.4585,p0477
