wind_speed,swr,ModelParameters/a_seiche,par_id
0.89804,1.3525,0.00051868,p0158
0.68178,0.93514,0.00037814,p0159
0.79381,1.4078,0.0091639,p0160
0.54066,0.8177,0.008904,p0161
1.3495,0.8737,0.00059519,p0162
1.4582,1.194,0.0017999,p0163
1.3185,1.2787,0.0019433,p0164
0.5535,1.0641,0.00038502,p0165
1.3985,1.2877,0.00012082,p0166
1.1945,0.58103,0.0028172,p0167
0.55817,1.0182,0.0018911,p0168
1.356,0.6009,0.00012227,p0169
0.64124,1.3241,0.00034804,p0170
0.88626,0.51899,0.00035102,p0171
0.94158,1.0509,0.00019056,p0172
1.2641,1.4357,0.00028023,p0173
0.92057,0.7379,0.00039841,p0174
1.2377,0.6955,0.00029281,p0175
0.88908,0.52182,0.001846,p0176
1.3477,0.9435,0.005153,p0177
0.98002,0.68482,0.00014312,p0178
1.1438,0.79696,0.00013894,p0179
0.8297,0.84613,0.0037509,p0180
1.0181,1.4255,0.0001181,p0181
1.3504,1.3945,0.00010362,p0182
0.7897,0.74388,0.00023367,p0183
1.2029,1.1022,0.0015563,p0184
1.4611,1.0701,0.0054509,p0185
1.0264,0.53209,0.00086848,p0186
1.0595,0.63542,0.0028677,p0187
1.4227,0.70302,0.00054405,p0188
0.58854,1.008,0.00020628,p0189
1.1928,1.1248,0.0073878,p0190
1.1445,1.2884,0.002278,p0191
0.89675,1.0922,0.00075421,p0192
0.88286,1.3167,0.0046075,p0193
1.1491,1.3462,0.00078489,p0194
0.64436,1.2845,0.00085039,p0195
0.85394,1.2019,0.0010683,p0196
1.2975,0.75965,0.00026669,p0197
1.2292,1.4693,0.00042281,p0198
1.2612,0.97523,0.0007945,p0199
1.0116,1.4141,0.00039536,p0200
1.3741,1.3843,0.0077955,p0201
0.66097,1.3056,0.001425,p0202
1.4958,1.3072,0.0011277,p0203
0.99965,1.4036,0.00022843,p0204
1.2337,0.62531,0.0010035,p0205
0.72965,1.3311,0.001178,p0206
0.71449,0.56608,0.0012154,p0207
0.53433,1.4649,0.00027687,p0208
1.3574,0.74449,0.00069274,p0209
0.89081,1.3631,0.00024045,p0210
1.047,1.3139,0.00011551,p0211
1.0375,1.0769,0.0011638,p0212
0.76235,1.3414,0.00020408,p0213
1.4841,1.1745,0.0082267,p0214
1.4372,0.73382,0.0011863,p0215
0.73985,0.99288,0.00012586,p0216
1.1887,0.94999,0.0010371,p0217
0.68797,1.1316,0.0033109,p0218
1.3369,0.73433,0.0027742,p0219
0.7369,1.3282,0.0086635,p0220
1.3803,1.3235,0.0013481,p0221
1.393,0.88446,0.0027363,p0222
0.60036,0.58865,0.00047046,p0223
0.94627,1.2641,0.00093784,p0224
0.99746,0.78394,0.00014702,p0225
0.51025,1.4303,0.00099801,p0226
1.1204,0.70981,0.00055518,p0227
1.3426,1.1205,0.0058255,p0228
0.51625,1.3196,0.0043513,p0229
0.67512,0.5856,0.00023264,p0230
1.2882,1.3263,0.00039284,p0231
0.72584,0.82304,0.00031013,p0232
1.3274,0.89766,0.0034284,p0233
1.1248,0.53108,0.00015508,p0234
1.0576,1.3519,0.00178,p0235
0.90896,0.87175,0.00044261,p0236
1.3143,1.3322,0.0024582,p0237
1.05,0.5946,0.0016455,p0238
0.81696,0.83448,0.0026787,p0239
1.2399,1.1808,0.0029496,p0240
0.80661,1.0734,0.00057425,p0241
0.9935,1.3883,0.00028825,p0242
0.68587,0.65428,0.0012958,p0243
1.1268,1.3678,0.0046433,p0244
1.1027,1.114,0.0014365,p0245
1.0771,0.96875,0.00018514,p0246
1.446,0.56286,0.0012381,p0247
1.4187,1.4127,0.0074483,p0248
1.2435,0.72242,0.0064018,p0249
1.1416,1.2165,0.00084012,p0250
1.3874,0.6296,0.00083668,p0251
1.3002,1.4275,0.003059,p0252
0.81088,0.828,0.002246,p0253
1.1681,1.1164,0.0068515,p0254
0.91683,0.81902,0.0013811,p0255
0.61596,1.4905,0.0020148,p0256
1.187,1.0319,0.00032186,p0257
1.3967,1.3116,0.004279,p0258
1.0121,0.97313,0.00015703,p0259
0.57778,0.9299,0.00014107,p0260
1.0937,1.2383,0.00014534,p0261
0.61247,0.91124,0.001675,p0262
1.3178,1.0959,0.00017539,p0263
1.3311,0.98164,0.00037107,p0264
0.69541,0.54575,0.0002514,p0265
0.92804,0.57149,0.0011045,p0266
1.3383,1.246,0.0039412,p0267
1.4661,0.82921,0.006031,p0268
1.2082,0.90696,0.0012293,p0269
1.4701,0.91475,0.0047524,p0270
0.50208,1.4671,0.00076644,p0271
1.3223,0.70516,0.00068049,p0272
1.3034,1.4463,0.00025465,p0273
0.96388,0.80887,0.00010385,p0274
1.2916,0.76366,0.003557,p0275
0.77794,0.89148,0.0015745,p0276
0.71859,0.50886,0.0025997,p0277
0.51449,0.99116,0.0097265,p0278
0.91287,0.93021,0.0057739,p0279
0.98204,0.62219,0.0011265,p0280
0.64662,1.1086,0.00013591,p0281
0.99041,1.4334,0.00013935,p0282
1.4644,1.1011,0.0097804,p0283
0.85413,1.0357,0.0026843,p0284
1.1132,1.0219,0.00019233,p0285
0.932,0.61188,0.00023571,p0286
1.0948,0.90843,0.0013619,p0287
0.75043,0.97004,0.002439,p0288
0.77344,1.0811,0.0023745,p0289
1.4037,0.58625,0.00017204,p0290
1.1379,0.75634,0.0015103,p0291
1.085,1.3033,0.0036436,p0292
1.0058,0.65828,0.00056641,p0293
1.3403,0.89881,0.0080636,p0294
0.61937,1.0996,0.00054783,p0295
0.87081,0.85673,0.0041614,p0296
1.1996,0.85013,0.0010915,p0297
0.80014,0.61522,0.0011436,p0298
0.71661,0.5938,0.0001442,p0299
1.3529,1.4451,0.0046715,p0300
1.0093,1.3723,0.00074976,p0301
0.55154,0.63806,0.0021135,p0302
1.2067,1.2507,0.00090318,p0303
1.3943,0.71495,0.0016073,p0304
0.69093,1.3443,0.0076772,p0305
0.67301,1.086,0.00068886,p0306
0.79091,0.76186,0.00036337,p0307
1.2115,1.3346,0.00020192,p0308
0.53134,1.0423,0.0051323,p0309
0.95298,1.1878,0.00064009,p0310
1.2576,0.75407,0.00011069,p0311
1.1294,1.2196,0.00019649,p0312
0.64806,1.1524,0.0025457,p0313
0.72666,1.3204,0.0021392,p0314
0.75826,1.0149,0.0073251,p0315
0.55784,1.2546,0.00017416,p0316
1.1303,0.55344,0.0023914,p0317
0.54247,1.2481,0.0049624,p0318
0.8151,0.74929,0.0031974,p0319
1.1327,0.93311,0.0056349,p0320
1.3838,1.3964,0.0048118,p0321
1.335,0.7317,0.00059729,p0322
0.9421,0.69817,0.0004496,p0323
1.2855,1.3831,0.00071937,p0324
0.86211,0.77907,0.0043786,p0325
1.4554,1.3757,0.0038488,p0326
0.90615,1.2091,0.0036773,p0327
0.69985,0.57203,0.0052255,p0328
1.0431,1.1121,0.00020789,p0329
0.53957,1.1508,0.0088236,p0330
1.1064,1.1628,0.00011474,p0331
1.2991,1.4949,0.0060213,p0332
1.1582,0.52207,0.00031807,p0333
1.1357,0.90561,0.0062915,p0334
1.4177,0.591,0.0021982,p0335
0.57499,1.1346,0.00096284,p0336
1.3321,1.1822,0.00061129,p0337
1.0688,0.96674,0.00057597,p0338
1.1703,1.069,0.0038365,p0339
0.62524,0.69116,0.00063585,p0340
1.3092,1.4012,0.0010766,p0341
1.379,0.6087,0.00028421,p0342
1.0862,0.995,0.0030405,p0343
0.95741,1.1066,0.0032617,p0344
0.61627,0.56886,0.0013197,p0345
0.54614,0.82548,0.001112,p0346
1.2487,1.2415,0.00034084,p0347
1.0707,1.4872,0.0008618,p0348
0.58085,1.3792,0.00010489,p0349
1.1527,1.0752,0.00011695,p0350
0.63391,0.5587,0.0020912,p0351
0.82006,1.2318,0.00029103,p0352
0.51253,1.0909,0.00048918,p0353
1.4624,0.73854,0.0011558,p0354
0.5982,0.9455,0.000531,p0355
1.1474,0.64964,0.0017622,p0356
0.6669,0.60339,0.0018094,p0357
0.6397,1.1854,0.0024893,p0358
1.1014,1.0393,0.00091197,p0359
0.80865,0.7929,0.0025128,p0360
1.0312,0.50457,0.00070558,p0361
0.52779,0.61753,0.0033933,p0362
1.1104,1.0595,0.00097598,p0363
1.3902,0.95662,0.0014551,p0364
0.54525,0.88329,0.0050524,p0365
1.1971,0.92733,0.00019898,p0366
1.053,0.85385,0.00015204,p0367
0.96073,1.3485,0.00013527,p0368
0.86926,1.272,0.0028995,p0369
0.65307,1.1782,0.0024699,p0370
1.259,1.3695,0.00018536,p0371
0.65717,0.95919,0.00018891,p0372
0.88597,0.71093,0.00031476,p0373
1.4206,1.357,0.00022045,p0374
0.57832,0.86008,0.0055151,p0375
1.2718,0.87975,0.001643,p0376
0.93079,1.0235,0.0021548,p0377
0.5234,1.2268,0.0023221,p0378
1.4533,0.77095,0.00064553,p0379
0.743,1.1597,0.0068708,p0380
0.66977,0.66657,0.0015385,p0381
0.75375,1.0324,0.0026111,p0382
0.84341,1.1046,0.00048279,p0383
0.58677,1.3593,0.0040081,p0384
1.3851,0.77698,0.00016152,p0385
0.5326,0.93885,0.0017221,p0386
1.2156,1.1492,0.00021181,p0387
1.2409,0.78031,0.00026117,p0388
0.77037,0.52969,0.00016421,p0389
0.76611,0.54242,0.00035768,p0390
0.80353,1.2578,0.0019852,p0391
1.1629,1.1187,0.0048977,p0392
0.54827,0.65068,0.00019574,p0393
0.98923,1.0498,0.0012567,p0394
0.63133,0.55161,0.00033382,p0395
0.58429,1.195,0.0027239,p0396
0.66341,1.0418,0.00071424,p0397
0.5259,0.51154,0.005283,p0398
0.87616,0.6975,0.0029834,p0399
1.2828,0.54007,0.0040278,p0400
1.3702,0.92409,0.009227,p0401
0.83919,1.1573,0.00022622,p0402
0.88147,0.72633,0.00050133,p0403
0.78774,1.0001,0.0020832,p0404
0.59081,1.3365,0.00052652,p0405
0.74661,1.0671,0.00026524,p0406
1.4489,1.0136,0.00056226,p0407
0.63511,0.80434,0.0065534,p0408
0.93963,0.92139,0.0013405,p0409
0.60581,1.3933,0.00018201,p0410
0.74075,0.91244,0.00027161,p0411
0.74598,1.0554,0.0062257,p0412
0.965,0.62642,0.0012913,p0413
1.4092,1.4519,0.00076355,p0414
1.4248,1.1728,0.0098232,p0415
0.60993,1.4361,0.0047146,p0416
0.97053,1.0569,0.0016935,p0417
0.79913,1.2623,0.00040473,p0418
1.0013,0.83807,0.00012733,p0419
1.2527,1.1699,0.0001084,p0420
1.4382,0.86743,0.0001286,p0421
0.67923,0.83398,0.0006537,p0422
0.95029,1.0164,0.0008216,p0423
0.76511,1.4799,0.0012011,p0424
0.77841,0.79885,0.00053535,p0425
0.98762,1.3424,0.00017002,p0426
1.4157,1.2688,0.0020118,p0427
0.89375,0.78431,0.0013935,p0428
0.59226,0.94649,0.0087349,p0429
1.0456,0.9849,0.0024153,p0430
0.70256,1.4716,0.003495,p0431
1.0636,0.64594,0.0078606,p0432
1.222,1.0042,0.0002952,p0433
1.1097,1.0972,0.0013772,p0434
1.4072,1.1761,0.00010929,p0435
1.0745,0.66448,0.0001245,p0436
0.52855,1.235,0.0010168,p0437
0.6511,0.67565,0.00088905,p0438
0.57202,0.65362,0.0079925,p0439
0.92308,0.87714,0.008405,p0440
1.1812,0.5462,0.0055969,p0441
0.78133,1.4722,0.00013127,p0442
1.3249,0.81302,0.0012684,p0443
0.71267,1.4483,0.0019075,p0444
1.3778,0.50104,0.00010681,p0445
1.1572,1.2983,0.0048506,p0446
0.64335,1.2239,0.00032699,p0447
1.3129,0.78989,0.00074359,p0448
0.79792,0.9403,0.0015476,p0449
0.94459,0.66983,0.0053104,p0450
0.71169,0.51735,0.00061612,p0451
1.0165,0.68172,0.0072643,p0452
1.3683,1.3715,0.00015945,p0453
1.3059,1.2708,0.0017499,p0454
1.4306,0.5061,0.0015243,p0455
1.2175,1.2617,0.0034588,p0456
0.5676,0.69266,0.0037037,p0457
1.2802,1.026,0.00033928,p0458
1.4329,1.155,0.0064694,p0459
1.2273,0.88106,0.001024,p0460
1.0646,0.5761,0.00012022,p0461
1.4427,1.1616,0.0031653,p0462
1.3631,0.60712,0.00030014,p0463
0.7681,0.7917,0.00066381,p0464
0.93445,0.7684,0.0049879,p0465
1.4935,1.4526,0.0014656,p0466
0.87461,1.2931,0.0069978,p0467
0.97897,1.4594,0.00024534,p0468
0.6979,0.68399,0.00058856,p0469
1.3455,1.0618,0.00062799,p0470
0.87964,0.87521,0.00024415,p0471
1.218,1.4751,0.0065161,p0472
1.0663,1.0631,0.00025909,p0473
1.0556,1.2583,0.00082947,p0474
0.52116,0.71952,0.00020922,p0475
1.2138,0.57553,0.00016572,p0476
1.2253,1.1473,0.0004146,p0477
0.84596,0.90365,0.0016724,p0478
1.1764,0.9005,0.00015736,p0479
0.65439,0.95094,0.00015109,p0480
1.1651,1.3544,0.00078863,p0481
0.70048,1.41,0.0044463,p0482
1.1784,0.77248,0.00042038,p0483
1.2461,1.1297,0.0026464,p0484
1.0919,1.0254,0.0045135,p0485
0.90163,0.80717,0.0041943,p0486
1.492,1.4083,0.0019627,p0487
0.82292,0.75013,0.0059505,p0488
1.1904,1.2538,0.0027869,p0489
1.4873,1.0885,0.0016207,p0490
1.435,1.1331,0.00017845,p0491
0.50544,0.7284,0.0071464,p0492
1.0345,1.1918,0.0040807,p0493
1.3111,1.4195,0.0022537,p0494
1.2353,0.91745,0.00046548,p0495
0.62304,0.77557,0.0003549,p0496
1.3674,1.2964,0.0051021,p0497
0.73596,0.99983,0.00045358,p0498
1.1393,0.59974,0.008351,p0499
1.4689,0.84594,0.0040985,p0500
