wind_speed,swr,Phys.par/C_shelter,par_id
1.2358,1.0834,0.3369,p0079
1.3855,0.86802,0.37302,p0080
1.0387,1.4535,0.28526,p0081
1.0697,1.0218,0.28304,p0082
1.1806,0.65106,0.22876,p0083
0.85015,0.88131,0.21826,p0084
0.94014,0.51723,0.069091,p0085
1.3082,1.0407,0.19343,p0086
1.485,1.4877,0.241,p0087
1.2757,1.441,0.296,p0088
0.55871,1.2227,0.37068,p0089
1.2988,1.4603,0.22691,p0090
1.3008,1.064,0.34668,p0091
0.95177,1.4328,0.18877,p0092
0.9994,0.67857,0.29727,p0093
0.72337,0.57543,0.20502,p0094
1.0972,1.2392,0.35146,p0095
0.5076,0.86727,0.18485,p0096
1.1286,0.82668,0.25423,p0097
0.73761,0.97635,0.12818,p0098
1.0291,1.0776,0.12444,p0099
0.71855,0.7722,0.39114,p0100
1.461,1.2757,0.15899,p0101
0.8144,1.3779,0.14159,p0102
0.88563,1.0645,0.071895,p0103
0.68769,1.4676,0.3555,p0104
1.1191,0.56239,0.1684,p0105
0.63311,0.92463,0.12146,p0106
0.62109,0.63979,0.167,p0107
1.448,1.1883,0.18993,p0108
0.54508,1.1856,0.30607,p0109
1.0527,0.95803,0.25586,p0110
1.0904,0.55516,0.37941,p0111
0.81997,0.60861,0.13611,p0112
0.66638,0.78422,0.17572,p0113
0.86638,1.4243,0.37696,p0114
0.74967,1.2807,0.12022,p0115
1.0654,0.99862,0.17689,p0116
1.194,1.342,0.21463,p0117
0.53784,0.73719,0.077019,p0118
1.3764,1.1817,0.3534,p0119
0.88741,1.1559,0.12979,p0120
0.53343,1.1034,0.13411,p0121
1.4332,0.51985,0.0647,p0122
0.71038,0.87814,0.19219,p0123
1.2412,1.4837,0.078373,p0124
1.3798,0.66394,0.31654,p0125
1.3359,1.1105,0.12734,p0126
1.4309,0.84805,0.13768,p0127
0.60408,0.77451,0.34967,p0128
0.6693,1.495,0.21446,p0129
1.3622,0.52492,0.23554,p0130
0.76261,0.62386,0.34511,p0131
1.0774,0.67795,0.17795,p0132
0.7087,0.94312,0.17909,p0133
0.64651,1.2288,0.19565,p0134
1.1705,0.72596,0.1304,p0135
1.3299,1.4393,0.14757,p0136
0.68206,0.70354,0.27716,p0137
1.4065,1.4899,0.16328,p0138
0.87106,1.1052,0.24612,p0139
1.2025,1.471,0.35766,p0140
1.4634,1.2405,0.068217,p0141
0.67582,1.3191,0.23953,p0142
0.50029,1.0524,0.21739,p0143
1.4542,1.3216,0.22498,p0144
1.125,0.70538,0.2351,p0145
0.96769,1.3036,0.072908,p0146
1.3145,1.4855,0.1938,p0147
1.0265,1.3506,0.15582,p0148
1.4656,1.4143,0.36581,p0149
1.2853,0.64586,0.18728,p0150
1.3995,1.0231,0.25724,p0151
0.62964,0.95222,0.10876,p0152
1.2196,0.83638,0.05602,p0153
0.7346,1.1521,0.15805,p0154
1.4868,1.493,0.32575,p0155
0.55353,0.5271,0.10071,p0156
0.78002,0.80794,0.19477,p0157
0.81273,0.65216,0.17283,p0158
1.3712,0.6723,0.24224,p0159
0.75538,1.3866,0.11787,p0160
1.458,0.89351,0.37808,p0161
1.4081,1.2767,0.30278,p0162
1.3028,1.4278,0.19711,p0163
1.2228,0.95132,0.21961,p0164
0.51373,0.52996,0.36717,p0165
1.2674,1.3744,0.23838,p0166
1.1049,1.408,0.1647,p0167
0.69317,0.68579,0.14873,p0168
1.0419,0.99777,0.091191,p0169
0.54148,1.4592,0.38879,p0170
1.4718,0.93608,0.33874,p0171
0.6244,1.4781,0.28119,p0172
1.4675,1.1369,0.38241,p0173
0.92562,1.3149,0.058885,p0174
1.4747,1.3572,0.20243,p0175
0.91495,0.55142,0.29912,p0176
0.80639,1.1391,0.2589,p0177
0.53166,0.7939,0.064697,p0178
0.85211,0.99282,0.054366,p0179
0.51953,0.85503,0.33951,p0180
1.2335,0.84042,0.1066,p0181
1.103,1.3119,0.29076,p0182
1.422,0.80814,0.058125,p0183
1.418,1.0704,0.24544,p0184
1.1374,1.0171,0.093085,p0185
1.3228,1.0595,0.27057,p0186
1.2378,1.2476,0.1951,p0187
0.56318,1.0935,0.083366,p0188
1.4409,0.75403,0.17616,p0189
0.99396,0.97405,0.11039,p0190
1.0832,0.88309,0.18792,p0191
1.2116,1.0382,0.14518,p0192
0.57954,0.81498,0.27767,p0193
0.52858,1.332,0.23722,p0194
0.6819,0.56539,0.20762,p0195
1.2692,1.1065,0.24885,p0196
1.4925,0.69249,0.118,p0197
1.0639,1.0132,0.18595,p0198
0.84441,0.74223,0.22733,p0199
1.0999,1.2556,0.18016,p0200
1.0506,1.1688,0.18401,p0201
0.84806,1.417,0.1041,p0202
1.1233,0.56844,0.14689,p0203
0.7779,1.4651,0.065882,p0204
0.83097,1.0558,0.24764,p0205
0.55067,0.59915,0.082367,p0206
0.54378,0.54722,0.066676,p0207
1.1839,1.2107,0.30368,p0208
0.73855,1.1184,0.19059,p0209
1.2461,1.2962,0.31337,p0210
1.0811,1.2911,0.34237,p0211
0.86375,0.50601,0.053971,p0212
0.94576,0.90471,0.334,p0213
0.52668,0.78329,0.22315,p0214
1.2551,1.3612,0.1135,p0215
0.59986,0.74831,0.20569,p0216
0.59019,0.92779,0.37253,p0217
1.2954,1.3728,0.19633,p0218
0.57159,1.3283,0.3412,p0219
0.65963,0.64375,0.13316,p0220
0.88294,0.58448,0.059502,p0221
0.96399,0.59659,0.097351,p0222
1.4446,0.6645,0.39087,p0223
1.3278,1.0744,0.15124,p0224
0.52181,1.434,0.1535,p0225
1.0595,0.55876,0.24295,p0226
1.4944,0.89815,0.18077,p0227
1.0469,0.81653,0.2034,p0228
1.3397,0.80083,0.18685,p0229
1.4831,0.85932,0.26272,p0230
0.69135,0.81293,0.057515,p0231
1.0566,0.58853,0.34545,p0232
1.1177,0.7335,0.051097,p0233
0.97644,1.1427,0.154,p0234
0.97538,1.403,0.35711,p0235
0.7983,0.77658,0.37558,p0236
0.74642,0.62559,0.29694,p0237
1.0348,0.81869,0.27181,p0238
1.1878,1.1635,0.11676,p0239
0.77048,0.8974,0.30064,p0240
1.1473,0.51108,0.22231,p0241
0.88142,1.1297,0.15208,p0242
0.98071,1.3824,0.10359,p0243
0.58996,0.73596,0.15493,p0244
1.1907,0.70712,0.22021,p0245
0.57603,1.2599,0.13229,p0246
0.75878,1.0142,0.21585,p0247
1.216,1.0508,0.21125,p0248
1.3477,0.57692,0.31158,p0249
0.55569,0.78665,0.28933,p0250
1.3664,0.93139,0.39019,p0251
0.9882,1.4776,0.091831,p0252
1.3968,1.1137,0.26924,p0253
1.4965,0.72834,0.096086,p0254
0.86197,1.147,0.34343,p0255
1.0158,0.65731,0.11993,p0256
0.92011,0.65828,0.33743,p0257
1.3686,0.61686,0.062372,p0258
0.97187,1.4503,0.23084,p0259
0.68511,1.2242,0.23228,p0260
0.53943,0.71429,0.21918,p0261
0.83335,1.3058,0.37886,p0262
1.26,1.0664,0.11536,p0263
1.1669,0.93518,0.061316,p0264
0.60898,1.2867,0.25966,p0265
0.95612,0.94923,0.1027,p0266
0.6606,1.4552,0.13167,p0267
1.0848,1.2007,0.13715,p0268
0.82877,0.74122,0.081432,p0269
1.2623,0.84774,0.30661,p0270
0.60734,0.70816,0.31762,p0271
1.1067,1.2685,0.085152,p0272
1.3197,0.95733,0.31046,p0273
1.4892,1.0034,0.056759,p0274
1.2305,0.69545,0.24361,p0275
0.87849,0.71997,0.13538,p0276
1.3508,0.67051,0.088843,p0277
1.0716,0.82909,0.24956,p0278
0.84777,0.75361,0.38172,p0279
1.1729,1.2732,0.34419,p0280
0.78604,1.2302,0.22822,p0281
1.0424,1.1408,0.060925,p0282
0.7612,1.3713,0.28682,p0283
1.3364,1.1656,0.35971,p0284
1.4695,1.0576,0.17371,p0285
0.66265,1.0097,0.16998,p0286
1.4596,1.1732,0.35927,p0287
0.85658,1.4193,0.1784,p0288
0.76992,0.74711,0.21099,p0289
1.222,0.88562,0.12303,p0290
0.58314,1.2825,0.32914,p0291
1.2829,0.73016,0.34886,p0292
1.3925,1.3448,0.39795,p0293
0.95556,1.0266,0.15644,p0294
0.72013,1.2789,0.073932,p0295
0.75328,0.97026,0.20405,p0296
1.0726,0.7985,0.12232,p0297
0.61858,0.6491,0.36274,p0298
1.4225,0.58154,0.39874,p0299
0.89987,1.3129,0.20176,p0300
0.84248,1.2333,0.38013,p0301
1.2266,1.4369,0.21202,p0302
0.78388,0.81102,0.22125,p0303
1.1304,1.0365,0.092665,p0304
0.52321,0.58653,0.2365,p0305
1.0363,0.54312,0.14277,p0306
1.2128,0.93822,0.10773,p0307
1.141,0.98936,0.084109,p0308
1.3957,1.0843,0.18511,p0309
0.9123,0.57815,0.20273,p0310
1.1261,1.0616,0.26569,p0311
1.1495,1.1328,0.12352,p0312
1.1635,0.87576,0.3069,p0313
1.2876,0.71241,0.19853,p0314
1.1509,1.1507,0.23177,p0315
1.3563,0.54835,0.16805,p0316
0.73077,0.92295,0.25466,p0317
0.93533,0.96527,0.26879,p0318
0.70692,1.2933,0.13347,p0319
1.0048,0.50101,0.3479,p0320
1.1335,0.52202,0.31239,p0321
0.72558,0.97917,0.071084,p0322
1.0482,0.85789,0.33178,p0323
0.99792,0.642,0.31403,p0324
1.3592,1.2579,0.36405,p0325
1.0121,0.91325,0.29199,p0326
1.2768,0.96993,0.1401,p0327
1.2896,1.1941,0.32049,p0328
0.74398,1.1613,0.39378,p0329
0.62256,0.57043,0.11502,p0330
1.3812,1.2152,0.079569,p0331
1.3745,0.72661,0.37131,p0332
1.3829,1.0347,0.16578,p0333
0.64197,1.3667,0.14963,p0334
0.96007,0.96385,0.20618,p0335
0.85496,1.1453,0.21273,p0336
0.59648,0.85246,0.24704,p0337
1.0883,0.58249,0.17488,p0338
0.91121,0.77841,0.29392,p0339
1.4531,1.3342,0.30888,p0340
0.86939,0.53099,0.093644,p0341
1.4508,0.86161,0.17167,p0342
0.57493,1.2523,0.24486,p0343
0.89634,0.62826,0.1018,p0344
1.4805,0.94143,0.11105,p0345
1.1572,0.87287,0.09023,p0346
0.77838,0.52145,0.09688,p0347
1.0031,0.60307,0.15568,p0348
0.57255,0.9079,0.38649,p0349
0.64804,0.63215,0.27596,p0350
0.52465,1.2948,0.17417,p0351
1.4786,0.87102,0.33805,p0352
0.98688,0.63493,0.3743,p0353
1.2502,1.346,0.35041,p0354
1.1386,0.68707,0.24842,p0355
1.2908,0.53647,0.38443,p0356
1.1895,1.4044,0.074642,p0357
1.2453,1.4226,0.35462,p0358
0.99193,1.2204,0.13579,p0359
1.33,1.428,0.07097,p0360
0.75721,0.92921,0.32612,p0361
1.1786,0.96679,0.22208,p0362
1.239,0.78081,0.25091,p0363
1.0314,0.7602,0.078865,p0364
0.87738,1.3375,0.2557,p0365
0.90749,0.66732,0.23972,p0366
0.94271,0.53563,0.26374,p0367
1.1756,0.56656,0.077535,p0368
0.95953,0.55356,0.39647,p0369
0.7882,0.98502,0.16179,p0370
0.90025,1.1342,0.08013,p0371
1.2072,0.61016,0.36159,p0372
0.93995,1.1746,0.37501,p0373
0.65532,1.0967,0.08804,p0374
0.66436,0.54527,0.37009,p0375
1.1129,1.4984,0.075372,p0376
1.3416,1.0336,0.39363,p0377
1.0871,0.85053,0.3924,p0378
0.67613,1.0992,0.11928,p0379
1.4135,0.63767,0.23383,p0380
0.7906,1.4089,0.099749,p0381
1.1645,0.73959,0.35649,p0382
0.54621,1.2711,0.28806,p0383
1.0076,0.90864,0.10529,p0384
0.82006,1.1925,0.24154,p0385
1.2091,0.88966,0.12633,p0386
1.2497,1.213,0.23415,p0387
0.8273,1.1008,0.29464,p0388
1.0087,1.469,0.38083,p0389
1.3602,1.3817,0.26557,p0390
1.4476,0.60759,0.050592,p0391
1.0791,0.75012,0.13846,p0392
0.89151,1.3432,0.392,p0393
1.4427,0.61853,0.055313,p0394
1.2169,0.72036,0.26787,p0395
0.72703,1.3968,0.1608,p0396
0.59477,1.2078,0.098523,p0397
1.3908,1.4496,0.12605,p0398
1.3126,0.64799,0.18223,p0399
1.0167,1.0448,0.097614,p0400
0.74194,0.69922,0.081742,p0401
1.1766,1.2849,0.27432,p0402
1.152,0.6806,0.38742,p0403
1.3452,0.69754,0.26716,p0404
1.3543,1.2379,0.32107,p0405
1.1542,0.9321,0.22571,p0406
1.4254,1.3959,0.30163,p0407
0.50327,1.2343,0.38465,p0408
1.0939,0.74541,0.060157,p0409
1.3248,1.0432,0.21365,p0410
0.58148,0.75922,0.063962,p0411
0.51688,1.4307,0.27968,p0412
1.1217,0.50255,0.067572,p0413
0.9686,0.80461,0.11407,p0414
1.243,1.4721,0.18241,p0415
1.4768,1.0318,0.28768,p0416
0.67922,0.7705,0.16518,p0417
0.97252,0.98676,0.38694,p0418
0.82302,0.6301,0.35206,p0419
1.1964,1.3321,0.29838,p0420
0.82414,1.11,0.14596,p0421
1.3876,0.90025,0.39443,p0422
0.56781,0.84413,0.11018,p0423
1.0669,1.011,0.20061,p0424
1.3424,1.4019,0.20994,p0425
0.87587,1.3489,0.34928,p0426
0.50996,1.4564,0.25802,p0427
0.95289,1.1904,0.062937,p0428
0.64583,0.62121,0.084534,p0429
1.1349,0.94698,0.38893,p0430
0.8352,0.98247,0.1711,p0431
1.0256,1.1988,0.28657,p0432
0.79718,1.2164,0.099372,p0433
0.63632,1.392,0.39513,p0434
1.205,1.3652,0.25273,p0435
1.0203,0.56196,0.26126,p0436
0.74534,1.3635,0.070045,p0437
0.76689,1.4755,0.30421,p0438
1.0759,0.76886,0.33525,p0439
0.63522,0.87737,0.2163,p0440
1.4298,1.4458,0.3647,p0441
1.3648,0.83986,0.31686,p0442
0.8162,1.0003,0.20901,p0443
1.0337,1.4201,0.26065,p0444
1.1609,0.57316,0.12512,p0445
1.1939,1.2644,0.26328,p0446
0.93704,1.206,0.34096,p0447
0.63924,1.443,0.29316,p0448
0.8057,1.0725,0.27621,p0449
0.69704,1.1573,0.39954,p0450
1.4027,0.7958,0.13906,p0451
0.96543,0.84253,0.19958,p0452
1.0956,1.0786,0.38376,p0453
0.65367,1.0689,0.14382,p0454
1.0609,1.4975,0.38295,p0455
0.5698,0.91401,0.33271,p0456
1.2561,0.61445,0.16963,p0457
1.1439,0.59271,0.37627,p0458
0.94999,0.97316,0.24416,p0459
0.92717,1.0191,0.33113,p0460
1.4045,1.1204,0.36535,p0461
0.71745,1.2196,0.27949,p0462
0.84134,0.96055,0.11193,p0463
1.0181,1.2613,0.18348,p0464
1.296,0.60571,0.14195,p0465
0.61101,0.66834,0.086171,p0466
0.61379,1.3904,0.14537,p0467
0.9821,0.76466,0.30046,p0468
0.71239,0.83571,0.073144,p0469
0.91927,1.4903,0.27022,p0470
0.6982,0.83254,0.23336,p0471
1.1686,1.006,0.27356,p0472
0.60367,0.71799,0.25202,p0473
1.0108,1.1141,0.37346,p0474
1.278,0.6827,0.3156,p0475
0.71461,1.0484,0.1593,p0476
0.79202,0.6545,0.12855,p0477
0.85966,0.82465,0.10721,p0478
0.6891,0.75742,0.39672,p0479
1.3521,0.51258,0.33309,p0480
1.4726,1.3396,0.087026,p0481
0.61455,0.91853,0.29924,p0482
0.80341,0.51577,0.15268,p0483
1.2018,1.1491,0.34281,p0484
0.77248,0.83022,0.26445,p0485
0.56412,0.91613,0.076408,p0486
1.3168,1.0245,0.10118,p0487
1.4909,1.3001,0.28058,p0488
0.51056,0.91173,0.32853,p0489
1.229,1.3892,0.14313,p0490
0.61756,0.9026,0.23034,p0491
0.90953,0.66126,0.28388,p0492
1.3726,1.4478,0.067491,p0493
0.83631,0.70165,0.052434,p0494
0.65765,0.8911,0.28214,p0495
0.98477,1.1877,0.33623,p0496
0.79474,1.196,0.25656,p0497
0.90415,1.307,0.32751,p0498
1.1112,1.0461,0.094667,p0499
1.3207,0.9957,0.1093,p0500
