wind_speed,swr,c_relax_C,par_id
0.86328,0.83803,0.0049943,p0140
1.4314,1.4175,0.0051078,p0141
0.80409,0.80501,0.0049156,p0142
1.1406,1.4888,0.0045273,p0143
1.0428,0.99187,0.0042743,p0144
1.2759,0.82751,0.0056948,p0145
0.90596,0.74315,0.0056354,p0146
0.95816,1.0039,0.0052009,p0147
0.87644,1.4122,0.0052984,p0148
1.0746,0.79277,0.004517,p0149
1.215,0.5999,0.0059101,p0150
0.92432,0.86935,0.0052808,p0151
1.2312,0.93803,0.005037,p0152
0.9332,0.58739,0.0050904,p0153
0.61219,0.92494,0.0056153,p0154
0.99346,1.4684,0.0054204,p0155
0.64151,0.7442,0.0043129,p0156
1.3402,0.58577,0.0045876,p0157
1.4007,1.3994,0.0058359,p0158
1.3037,0.78337,0.0053921,p0159
1.4524,1.3571,0.0051563,p0160
0.6507,1.3488,0.0045716,p0161
1.4021,0.74659,0.0043124,p0162
0.64934,0.81267,0.0053233,p0163
0.95301,0.7372,0.0053495,p0164
0.98683,1.0059,0.0049643,p0165
1.1545,0.53025,0.0042391,p0166
0.88576,1.4763,0.005723,p0167
1.117,1.2683,0.0051486,p0168
0.63615,1.2304,0.0049845,p0169
0.56912,0.71674,0.0046995,p0170
1.355,0.94655,0.0043951,p0171
1.1715,0.63514,0.0050688,p0172
0.71669,1.0917,0.0057019,p0173
1.4068,0.88562,0.0056866,p0174
0.91647,1.2761,0.0056543,p0175
0.68699,1.1856,0.0057865,p0176
0.78472,0.82025,0.0045668,p0177
1.208,1.1738,0.0051814,p0178
0.68806,0.94218,0.0056221,p0179
1.1646,1.1923,0.0049999,p0180
1.3592,0.64942,0.0041635,p0181
1.0948,0.97319,0.0053023,p0182
1.1632,0.61404,0.0058378,p0183
0.94494,0.52166,0.005126,p0184
1.3302,0.80218,0.0045031,p0185
0.62072,0.79834,0.0046056,p0186
0.5772,0.89964,0.004444,p0187
0.77095,0.55357,0.0059395,p0188
0.62673,1.1287,0.0054035,p0189
1.1095,0.81444,0.0059525,p0190
0.97775,1.1998,0.0059992,p0191
0.55069,1.2177,0.0042507,p0192
0.75423,1.3595,0.0053544,p0193
0.69486,1.3359,0.0049384,p0194
0.5246,1.4212,0.0053702,p0195
1.4598,0.54305,0.004713,p0196
0.58445,0.50374,0.0046336,p0197
0.95459,0.53527,0.0056713,p0198
0.79005,1.3769,0.00427,p0199
1.4691,1.1257,0.0052298,p0200
1.213,0.60382,0.0048775,p0201
0.61793,1.0788,0.0043867,p0202
0.65726,0.97571,0.0056508,p0203
1.1731,1.114,0.004665,p0204
0.7032,1.3218,0.0044706,p0205
1.2556,1.2793,0.0051226,p0206
0.98989,1.4533,0.0057631,p0207
0.57998,1.0984,0.004492,p0208
0.58707,1.3844,0.0047419,p0209
0.60718,0.51952,0.0051408,p0210
0.50816,1.1456,0.0055171,p0211
0.98267,1.3303,0.0056769,p0212
1.2108,0.64795,0.0054117,p0213
0.58167,1.2849,0.0051432,p0214
0.83173,0.81933,0.0058628,p0215
0.68186,0.99462,0.0058857,p0216
1.4355,1.4198,0.005874,p0217
0.77801,0.55513,0.0049292,p0218
1.2511,0.75773,0.0052956,p0219
1.0939,1.1428,0.0058207,p0220
0.68213,0.87471,0.0059252,p0221
1.2531,1.238,0.0042199,p0222
1.0077,1.458,0.004981,p0223
0.93078,0.96699,0.0058932,p0224
1.4648,1.1555,0.0057419,p0225
1.4707,1.4145,0.0053652,p0226
1.2241,0.6657,0.0055273,p0227
0.9808,0.58165,0.0041373,p0228
1.1476,1.1326,0.0057746,p0229
1.3861,1.2064,0.0042468,p0230
0.76061,1.4676,0.0057485,p0231
1.1999,0.64005,0.005535,p0232
1.0503,0.52595,0.0047292,p0233
0.65415,1.3921,0.0057948,p0234
1.2488,1.4087,0.005115,p0235
0.87011,0.60484,0.0052352,p0236
1.3971,1.323,0.0052434,p0237
1.4212,1.0304,0.0048426,p0238
1.2235,1.2094,0.0059149,p0239
0.8296,0.96508,0.0046907,p0240
0.75734,1.2635,0.0055233,p0241
0.52759,0.75875,0.0052179,p0242
1.0567,1.1003,0.0044783,p0243
0.52943,1.2478,0.0059723,p0244
0.74596,1.4505,0.0053065,p0245
0.61818,0.57722,0.00456,p0246
1.0877,0.50072,0.0052279,p0247
0.67504,0.51419,0.0048449,p0248
0.51472,1.0126,0.0046243,p0249
1.2833,0.53991,0.0057691,p0250
1.1138,1.3018,0.0047218,p0251
0.81918,0.69323,0.004422,p0252
0.62826,1.0199,0.0055715,p0253
1.1816,0.55957,0.0042955,p0254
0.63436,0.86544,0.0044972,p0255
1.1332,1.1202,0.0050339,p0256
0.55201,1.3951,0.0041711,p0257
1.0377,0.65999,0.0044397,p0258
1.3514,0.84519,0.0049721,p0259
1.3441,0.93783,0.0053759,p0260
1.2009,0.5476,0.0046756,p0261
0.56764,1.1381,0.0049088,p0262
0.66456,1.397,0.0049248,p0263
1.184,1.255,0.0043086,p0264
0.59637,0.8085,0.0059895,p0265
1.0056,0.8106,0.004615,p0266
1.4667,1.4853,0.0047648,p0267
0.69891,1.2138,0.0058584,p0268
0.90852,1.0073,0.0055175,p0269
1.2856,0.71971,0.0049769,p0270
0.57196,0.60152,0.0059626,p0271
1.2612,0.94023,0.0046384,p0272
1.1936,1.0886,0.0047514,p0273
0.82684,1.043,0.0047895,p0274
1.2041,1.1631,0.0057989,p0275
0.73925,1.1671,0.0043689,p0276
0.68544,1.2238,0.004672,p0277
0.66184,0.50652,0.0044341,p0278
0.50717,0.63832,0.0045207,p0279
0.97944,0.90852,0.0042776,p0280
1.0894,1.299,0.0057561,p0281
1.2427,1.2495,0.005468,p0282
1.1253,0.62545,0.0058957,p0283
1.052,0.73878,0.0058879,p0284
0.67277,1.2216,0.0056501,p0285
1.4389,1.4301,0.0048014,p0286
1.3658,1.2748,0.0041853,p0287
1.2165,1.1106,0.0043033,p0288
0.93917,1.2725,0.0042092,p0289
1.0478,1.2808,0.0048345,p0290
1.2633,1.2979,0.0046482,p0291
1.0266,0.77579,0.0042542,p0292
1.4832,1.4112,0.005795,p0293
1.2814,0.84938,0.004817,p0294
0.78707,1.0806,0.005398,p0295
1.041,0.72454,0.0045863,p0296
0.88708,1.3188,0.0041903,p0297
1.2727,1.2508,0.0042841,p0298
0.90667,1.086,0.0059931,p0299
1.2356,1.241,0.0050549,p0300
1.4721,0.73148,0.0048725,p0301
0.83865,0.7008,0.0056684,p0302
0.72376,0.85767,0.0054517,p0303
1.4563,0.76218,0.0059786,p0304
0.75802,0.74113,0.0047823,p0305
0.94778,1.1796,0.0054405,p0306
0.95601,1.3271,0.0046575,p0307
1.4741,0.88086,0.0048096,p0308
0.65399,0.76441,0.0053143,p0309
1.3365,1.2244,0.0044624,p0310
1.0322,0.99707,0.005552,p0311
1.2195,0.9267,0.0051611,p0312
1.1306,1.0454,0.00561,p0313
1.086,0.66727,0.005587,p0314
1.1904,0.90242,0.0041444,p0315
1.427,0.73587,0.0054252,p0316
0.84339,1.0518,0.0047944,p0317
1.0341,1.195,0.0045103,p0318
0.8554,1.3757,0.0054594,p0319
1.361,0.82522,0.0054533,p0320
1.0803,1,0.0046318,p0321
1.3738,0.73256,0.0057058,p0322
1.2792,1.1346,0.0047018,p0323
0.96411,0.53334,0.0043532,p0324
0.89141,0.66154,0.0043583,p0325
0.53795,0.95649,0.0048852,p0326
0.89618,0.92111,0.005575,p0327
1.2476,1.3908,0.0043595,p0328
0.55816,0.8002,0.0047191,p0329
0.66865,0.92853,0.0041559,p0330
0.7374,1.2923,0.0056397,p0331
0.71987,0.5415,0.004559,p0332
1.3079,1.1314,0.0042616,p0333
0.77604,1.2824,0.0058315,p0334
0.91837,0.9509,0.0056005,p0335
0.56559,0.70925,0.0053806,p0336
1.4042,1.4354,0.0051115,p0337
0.51277,1.267,0.004375,p0338
0.58383,0.59566,0.0045421,p0339
0.92892,0.61719,0.0042895,p0340
1.3055,0.79596,0.0050428,p0341
0.71588,0.63703,0.0052234,p0342
1.0825,0.6182,0.0046952,p0343
1.0215,1.2602,0.0044724,p0344
1.3093,0.75313,0.0054326,p0345
1.3493,0.87045,0.0052449,p0346
1.3014,0.56186,0.0050056,p0347
1.342,1.4641,0.0042275,p0348
1.3981,0.855,0.0058222,p0349
0.82266,1.3292,0.004661,p0350
1.4282,1.0604,0.0046448,p0351
1.3922,1.4622,0.0059336,p0352
0.93572,0.90661,0.0059769,p0353
0.88082,0.7074,0.0046864,p0354
1.3663,1.3379,0.0052908,p0355
0.72644,1.2101,0.0050247,p0356
0.59865,1.368,0.0052639,p0357
0.51072,0.83445,0.0053771,p0358
0.6448,0.62005,0.005072,p0359
1.1886,0.91633,0.0053507,p0360
0.6023,1.4031,0.0054012,p0361
1.118,0.69533,0.0057768,p0362
0.79874,1.3436,0.0056337,p0363
1.1282,0.57457,0.0045377,p0364
0.99095,0.74847,0.0050298,p0365
0.60972,1.254,0.0053298,p0366
0.62495,0.91214,0.0055104,p0367
0.72476,1.4365,0.0049623,p0368
0.96624,1.3518,0.0042218,p0369
1.2331,0.6431,0.0041169,p0370
0.81194,1.4908,0.0059283,p0371
1.4913,0.93548,0.0047077,p0372
0.85045,1.0875,0.0048534,p0373
1.1435,1.4964,0.0057171,p0374
0.58814,1.2147,0.0043176,p0375
0.81528,0.93312,0.0056294,p0376
0.97196,1.0826,0.0054759,p0377
0.83764,1.152,0.0048278,p0378
1.0719,0.80708,0.0051903,p0379
1.1769,1.161,0.0043261,p0380
0.71334,1.1238,0.004934,p0381
1.3213,0.77998,0.0055657,p0382
0.70707,1.0652,0.0047607,p0383
1.0173,1.0467,0.0044862,p0384
0.85674,0.76165,0.0047865,p0385
0.7815,0.50928,0.0050858,p0386
1.1443,1.3817,0.0041684,p0387
0.86467,1.0675,0.0051368,p0388
1.1673,0.52775,0.005662,p0389
1.3323,1.1562,0.0044887,p0390
1.0981,0.64456,0.0048255,p0391
0.95067,0.83698,0.0049128,p0392
1.4407,1.4823,0.0055607,p0393
0.74284,0.89418,0.0050947,p0394
0.62286,1.177,0.0057095,p0395
1.4808,1.1866,0.0059024,p0396
1.0192,0.77112,0.0046399,p0397
0.76329,0.55144,0.0055368,p0398
1.3299,1.0488,0.0059603,p0399
0.84501,0.9856,0.0059454,p0400
0.92186,1.0722,0.0047553,p0401
0.521,1.4409,0.0050156,p0402
1.1578,1.2914,0.0050403,p0403
1.3391,1.3728,0.0058514,p0404
0.63395,0.5936,0.0048188,p0405
0.72966,0.60926,0.0054698,p0406
1.3799,0.95575,0.0052039,p0407
0.5927,1.1881,0.0052627,p0408
1.4893,1.3153,0.005606,p0409
0.67659,0.6273,0.004415,p0410
0.69383,1.2713,0.0054184,p0411
1.0251,0.8837,0.0051656,p0412
1.3278,1.3797,0.0058649,p0413
0.79566,1.1365,0.0041067,p0414
0.51861,0.87237,0.0052877,p0415
1.0641,0.63143,0.0046247,p0416
1.0919,1.0383,0.0050812,p0417
1.062,1.0934,0.0048868,p0418
1.16,0.98169,0.0050032,p0419
0.65863,0.68265,0.0044006,p0420
1.3105,0.67155,0.0058277,p0421
0.80216,1.4018,0.0043296,p0422
1.2776,1.1689,0.0058065,p0423
1.0095,0.5446,0.0059682,p0424
0.85977,1.1032,0.0048977,p0425
1.1689,0.58216,0.0051729,p0426
0.54877,1.2872,0.0042656,p0427
1.2649,0.53714,0.0048123,p0428
0.67937,0.99832,0.0052525,p0429
0.83598,0.85111,0.005492,p0430
1.1946,0.66362,0.0041973,p0431
0.60133,1.353,0.0053422,p0432
0.64675,1.2898,0.0042012,p0433
1.1376,0.67737,0.0049673,p0434
0.99625,0.57888,0.0054425,p0435
0.69103,0.75033,0.0044282,p0436
0.74897,1.0099,0.005178,p0437
0.7465,1.4449,0.0049865,p0438
1.0383,1.4808,0.0043206,p0439
1.4183,1.0574,0.0050755,p0440
1.1968,1.3868,0.0051926,p0441
1.0009,0.52837,0.0048314,p0442
1.0305,0.96976,0.0043902,p0443
1.4428,1.3441,0.0057908,p0444
0.73095,1.1087,0.0050179,p0445
0.83243,1.2287,0.0042324,p0446
1.3833,1.1267,0.0059867,p0447
1.4157,0.9196,0.0058126,p0448
0.70426,0.65777,0.0053611,p0449
0.94819,0.97677,0.0057648,p0450
1.4363,0.66844,0.0055688,p0451
1.4493,0.61281,0.0045682,p0452
1.4962,1.3887,0.005948,p0453
1.1787,0.8331,0.0046051,p0454
0.8791,1.4723,0.0055446,p0455
0.89883,1.2457,0.0044651,p0456
0.88327,1.3473,0.0048811,p0457
0.76991,0.68528,0.005213,p0458
1.494,1.1144,0.0056906,p0459
1.0486,0.87788,0.0044042,p0460
0.56253,1.3719,0.005366,p0461
0.64382,1.496,0.0052772,p0462
0.99564,0.60652,0.0053379,p0463
0.67078,0.72397,0.0045993,p0464
0.72134,0.79176,0.0042363,p0465
1.2868,1.3126,0.0056035,p0466
0.54397,1.4611,0.0058035,p0467
1.2918,0.8534,0.004552,p0468
1.4081,0.88858,0.0048646,p0469
1.1117,1.1645,0.005159,p0470
0.75379,0.58975,0.0041475,p0471
1.0299,0.97012,0.0055088,p0472
0.63964,0.85869,0.004709,p0473
1.0738,1.235,0.0045522,p0474
0.7506,0.67938,0.0053854,p0475
1.2384,1.0741,0.0051217,p0476
0.97551,1.1742,0.0056257,p0477
0.93691,0.67493,0.0042141,p0478
0.54516,1.3402,0.0046529,p0479
0.56093,0.89729,0.005841,p0480
0.96042,0.56639,0.0049519,p0481
1.3463,1.0105,0.004451,p0482
0.59,0.69154,0.005012,p0483
0.892,1.2041,0.0041121,p0484
0.84767,1.3647,0.0042804,p0485
0.9274,0.98934,0.0055053,p0486
1.4931,1.306,0.0054807,p0487
1.3889,0.91535,0.0059191,p0488
0.77285,1.095,0.0049039,p0489
0.70016,1.4245,0.0047477,p0490
0.70928,0.84615,0.005955,p0491
0.767,1.3827,0.0043631,p0492
0.84044,1.2375,0.005022,p0493
1.3639,0.81797,0.0045903,p0494
1.2993,0.7273,0.0056837,p0495
1.0157,1.0771,0.004416,p0496
0.89418,0.93091,0.0056987,p0497
1.3348,1.432,0.0054842,p0498
1.386,1.3632,0.0058529,p0499
1.3231,1.0179,0.0045305,p0500
